$Lewiston inflow year 2017 YC 06/22/22,
303.958,0.0849
304,0.0849
304.042,0.0849
304.083,0.0849
304.125,0.0849
304.167,0.0849
304.208,0.0849
304.25,0.0849
304.292,0.0849
304.333,0.0849
304.375,0.0849
304.417,0.0849
304.458,0.0849
304.5,0.0849
304.542,3.0292037
304.583,57.0203399
304.625,59.7144999
304.667,59.7105945
304.708,59.8455289
304.75,60.1468956
304.792,60.1173221
304.833,60.081749
304.875,57.5899906
304.917,4.0011389
304.958,0.0849
305,0.0849
305.042,0.0849
305.083,0.0849
305.125,0.0849
305.167,0.0849
305.208,0.0849
305.25,0.0849
305.292,0.0849
305.333,0.0849
305.375,0.0849
305.417,0.0849
305.458,0.0849
305.5,0.0849
305.542,3.2309261
305.583,56.8631334
305.625,59.7976453
305.667,59.9579365
305.708,60.0366671
305.75,60.0563922
305.792,60.0614862
305.833,59.7406491
305.875,57.5507102
305.917,3.1540633
305.958,0.0849
306,0.0849
306.042,0.0849
306.083,0.0849
306.125,0.0849
306.167,0.0849
306.208,0.0849
306.25,0.0849
306.292,0.0849
306.333,0.0849
306.375,0.0849
306.417,0.0849
306.458,0.0849
306.5,0.0849
306.542,3.2227474
306.583,56.2000078
306.625,58.0611573
306.667,57.9989256
306.708,58.1742724
306.75,58.3732214
306.792,58.2319478
306.833,55.8984996
306.875,3.2702348
306.917,0.0849
306.958,0.0849
307,0.0849
307.042,0.0849
307.083,0.0849
307.125,0.0849
307.167,0.0849
307.208,0.0849
307.25,0.0849
307.292,0.0849
307.333,0.0849
307.375,0.0849
307.417,0.0849
307.458,2.914334
307.5,46.9929707
307.542,59.3513826
307.583,60.2293335
307.625,60.2564449
307.667,60.1088038
307.708,60.0771644
307.75,60.098729
307.792,60.0087916
307.833,60.0683631
307.875,57.8691701
307.917,16.7292337
307.958,3.1587894
308,0.0849
308.042,0.0849
308.083,0.0849
308.125,0.0849
308.167,0.0849
308.208,0.0849
308.25,0.0849
308.292,0.0849
308.333,0.0849
308.375,0.0849
308.417,0.0849
308.458,3.3602854
308.5,47.1917499
308.542,58.8378225
308.583,60.0457797
308.625,60.0445345
308.667,60.2347105
308.708,60.1354058
308.75,59.909685
308.792,60.0921068
308.833,60.0851733
308.875,58.9119119
308.917,16.8135394
308.958,3.3955472
309,0.0849
309.042,0.0849
309.083,0.0849
309.125,0.0849
309.167,0.0849
309.208,0.0849
309.25,0.0849
309.292,0.0849
309.333,0.0849
309.375,0.0849
309.417,0.0849
309.458,1.1725256
309.5,5.7799071
309.542,57.2019976
309.583,59.9040533
309.625,59.8781871
309.667,59.8674614
309.708,59.8899316
309.75,59.8307563
309.792,59.8412273
309.833,60.0687027
309.875,59.8924503
309.917,57.8639346
309.958,3.8408194
310,0.0849
310.042,0.0849
310.083,0.0849
310.125,0.0849
310.167,0.0849
310.208,0.0849
310.25,0.0849
310.292,0.0849
310.333,0.0849
310.375,0.0849
310.417,0.0849
310.458,19.325221
310.5,20.0994807
310.542,20.1264789
310.583,20.1078858
310.625,21.2664878
310.667,57.8710662
310.708,59.9619834
310.75,59.9434752
310.792,59.9336551
310.833,59.9423149
310.875,60.1295194
310.917,58.435255
310.958,3.0091107
311,0.0849
311.042,0.0849
311.083,0.0849
311.125,0.0849
311.167,0.0849
311.208,0.0849
311.25,0.0849
311.292,0.0849
311.333,0.0849
311.375,0.0849
311.417,0.0849
311.458,0.0849
311.5,0.0849
311.542,0.0849
311.583,0.0849
311.625,0.0849
311.667,50.873495
311.708,60.1151996
311.75,60.3750219
311.792,60.6083271
311.833,60.387106
311.875,60.393332
311.917,60.3142052
311.958,58.435538
312,3.2523775
312.042,0.0849
312.083,0.0849
312.125,0.0849
312.167,0.0849
312.208,0.0849
312.25,0.0849
312.292,0.0849
312.333,0.0849
312.375,0.0849
312.417,0.0849
312.458,0.0849
312.5,0.0849
312.542,0.0849
312.583,0.0849
312.625,0.0849
312.667,0.0952012
312.708,8.5007257
312.75,55.3589035
312.792,59.8977707
312.833,59.9204673
312.875,58.2769731
312.917,8.059274
312.958,0.7910699
313,0.0849
313.042,0.0849
313.083,0.0849
313.125,0.0849
313.167,0.0849
313.208,0.0849
313.25,0.0849
313.292,0.0849
313.333,0.0849
313.375,0.0849
313.417,0.0849
313.458,0.0849
313.5,0.0849
313.542,0.0849
313.583,0.0849
313.625,0.0849
313.667,2.2957243
313.708,6.7730107
313.75,51.3864042
313.792,54.0083709
313.833,53.9862969
313.875,52.2339326
313.917,3.43279
313.958,0.0849
314,0.0849
314.042,0.0849
314.083,0.0849
314.125,0.0849
314.167,0.0849
314.208,0.0849
314.25,0.0849
314.292,0.0849
314.333,0.0849
314.375,0.0849
314.417,0.0849
314.458,0.0849
314.5,0.0849
314.542,0.0849
314.583,0.0849
314.625,2.3427589
314.667,51.6692344
314.708,54.1356643
314.75,53.9905985
314.792,53.9995979
314.833,53.8731535
314.875,51.8660326
314.917,3.4593637
314.958,0.0849
315,0.0849
315.042,0.0849
315.083,0.0849
315.125,0.0849
315.167,0.0849
315.208,0.0849
315.25,0.0849
315.292,0.0849
315.333,0.0849
315.375,0.0849
315.417,0.0849
315.458,0.0849
315.5,0.0849
315.542,0.0849
315.583,2.1433005
315.625,51.6669704
315.667,53.9687226
315.708,53.9656096
315.75,54.0023147
315.792,53.9883911
315.833,54.0209078
315.875,51.9751008
315.917,3.3783125
315.958,0.0849
316,0.0849
316.042,0.0849
316.083,0.0849
316.125,0.0849
316.167,0.0849
316.208,0.0849
316.25,0.0849
316.292,0.0849
316.333,0.0849
316.375,0.0849
316.417,0.0849
316.458,0.0849
316.5,0.0849
316.542,0.0849
316.583,0.0849
316.625,0.0849
316.667,2.027129
316.708,51.4998589
316.75,53.952535
316.792,53.9421206
316.833,53.9669397
316.875,53.9203296
316.917,53.9400547
316.958,52.2574782
317,10.937384
317.042,0.0849
317.083,0.0849
317.125,0.0849
317.167,0.0849
317.208,0.0849
317.25,0.0849
317.292,0.0849
317.333,0.0849
317.375,0.0849
317.417,0.7988241
317.458,61.8750351
317.5,73.7839581
317.542,66.8579576
317.583,66.8585236
317.625,66.8593726
317.667,9.1463336
317.708,51.7154766
317.75,53.9359512
317.792,53.943479
317.833,53.9059815
317.875,54.0901862
317.917,51.7671524
317.958,3.3316741
318,0.0849
318.042,0.0849
318.083,0.0849
318.125,0.0849
318.167,0.0849
318.208,0.0849
318.25,0.0849
318.292,0.0849
318.333,0.0849
318.375,0.0849
318.417,0.0849
318.458,0.0849
318.5,2.8184536
318.542,0.0849
318.583,0.0849
318.625,0.0849
318.667,0.0849
318.708,0.1335477
318.75,47.7707396
318.792,53.9667982
318.833,53.9069154
318.875,53.7370022
318.917,51.4178738
318.958,3.0721631
319,0.0849
319.042,0.0849
319.083,0.0849
319.125,0.0849
319.167,0.0849
319.208,0.0849
319.25,0.0849
319.292,0.0849
319.333,0.0849
319.375,0.0849
319.417,0.0849
319.458,0.2105237
319.5,5.6225308
319.542,23.5983795
319.583,23.7432472
319.625,23.757001
319.667,24.7603775
319.708,52.4010724
319.75,53.8592299
319.792,53.7972529
319.833,53.8430423
319.875,53.9305176
319.917,51.47487
319.958,3.2537925
320,0.0849
320.042,0.0849
320.083,0.0849
320.125,0.0849
320.167,0.0849
320.208,0.0849
320.25,0.0849
320.292,0.0849
320.333,0.0849
320.375,0.0849
320.417,0.0849
320.458,0.0849
320.5,0.0849
320.542,0.0849
320.583,0.0849
320.625,0.0849
320.667,2.0662113
320.708,26.6188385
320.75,28.4740167
320.792,52.5344786
320.833,53.9293007
320.875,53.8156762
320.917,51.3227292
320.958,3.1614496
321,0.0849
321.042,0.0849
321.083,0.0849
321.125,0.0849
321.167,0.0849
321.208,0.0849
321.25,0.0849
321.292,0.0849
321.333,0.0849
321.375,0.0849
321.417,0.0849
321.458,0.0849
321.5,0.0849
321.542,0.0849
321.583,1.3282888
321.625,15.4449231
321.667,15.5574156
321.708,16.7789002
321.75,51.6492829
321.792,53.8147989
321.833,54.0692159
321.875,53.762359
321.917,53.8575885
321.958,53.9363474
322,51.5957959
322.042,3.1789673
322.083,0.0849
322.125,0.0849
322.167,0.0849
322.208,0.0849
322.25,0.0849
322.292,0.0849
322.333,0.0849
322.375,0.0849
322.417,0.0849
322.458,0.0849
322.5,0.0849
322.542,0.0849
322.583,0.0849
322.625,0.0849
322.667,3.1320459
322.708,51.5182822
322.75,53.9076229
322.792,53.958195
322.833,54.1090057
322.875,53.9712979
322.917,53.8301375
322.958,48.7905584
323,46.7000374
323.042,3.2093049
323.083,0.0849
323.125,0.0849
323.167,0.0849
323.208,0.0849
323.25,0.0849
323.292,0.0849
323.333,0.0849
323.375,0.0849
323.417,0.0849
323.458,0.0849
323.5,0.0849
323.542,0.0849
323.583,0.0849
323.625,0.0849
323.667,2.5435191
323.708,26.6687314
323.75,28.6832952
323.792,52.6819216
323.833,52.7146647
323.875,28.3925976
323.917,26.6999746
323.958,2.6973579
324,0.0849
324.042,0.0849
324.083,0.0849
324.125,0.0849
324.167,0.0849
324.208,0.0849
324.25,0.0849
324.292,0.0849
324.333,0.0849
324.375,0.0849
324.417,0.0849
324.458,0.0849
324.5,0.0849
324.542,0.0849
324.583,0.0849
324.625,2.7277804
324.667,42.4338407
324.708,53.4862642
324.75,53.9010856
324.792,51.8838616
324.833,16.6141659
324.875,2.355126
324.917,0.0849
324.958,0.0849
325,0.0849
325.042,0.0849
325.083,0.0849
325.125,0.0849
325.167,0.0849
325.208,0.0849
325.25,3.8001523
325.292,20.7496732
325.333,20.2789876
325.375,20.3518035
325.417,20.0634265
325.458,19.5891185
325.5,19.354936
325.542,2.3503433
325.583,0.0849
325.625,16.9390216
325.667,21.8257524
325.708,51.943235
325.75,54.2872108
325.792,54.373922
325.833,54.2026504
325.875,52.5260169
325.917,21.3099849
325.958,20.2259817
326,19.7253264
326.042,2.8478007
326.083,0.0849
326.125,0.0849
326.167,0.0849
326.208,0.0849
326.25,3.1508654
326.292,23.1053369
326.333,23.7327196
326.375,23.6673183
326.417,23.72389
326.458,23.7958569
326.5,23.6979955
326.542,23.7465583
326.583,23.7209185
326.625,23.7326064
326.667,24.6006806
326.708,45.5401619
326.75,46.4541104
326.792,46.5703951
326.833,46.9931971
326.875,51.9622526
326.917,28.6189693
326.958,45.6137985
327,27.3024816
327.042,3.1327534
327.083,0.0849
327.125,0.0849
327.167,0.0849
327.208,0.0849
327.25,0.0849
327.292,0.0849
327.333,0.0849
327.375,0.0849
327.417,2.8864868
327.458,51.5046982
327.5,53.7836689
327.542,53.8588337
327.583,53.7712735
327.625,53.8259774
327.667,53.8000829
327.708,53.8245341
327.75,53.7653871
327.792,53.9441299
327.833,53.8684557
327.875,53.9219993
327.917,47.4323848
327.958,3.5699884
328,0.0849
328.042,0.0849
328.083,0.0849
328.125,0.0849
328.167,0.0849
328.208,0.0849
328.25,0.0849
328.292,0.0849
328.333,0.0849
328.375,0.0849
328.417,0.0849
328.458,0.0849
328.5,0.0849
328.542,0.0849
328.583,0.0849
328.625,2.9414454
328.667,46.5185495
328.708,48.6337481
328.75,48.5718277
328.792,48.6126646
328.833,48.6593596
328.875,48.6574352
328.917,46.595101
328.958,3.0590319
329,0.0849
329.042,0.0849
329.083,0.0849
329.125,0.0849
329.167,0.0849
329.208,0.0849
329.25,0.0849
329.292,0.0849
329.333,0.0849
329.375,0.0849
329.417,0.0849
329.458,0.0849
329.5,0.0849
329.542,0.0849
329.583,0.0849
329.625,0.0849
329.667,1.3733707
329.708,16.7337051
329.75,51.5432711
329.792,53.72189
329.833,51.8097156
329.875,16.6472203
329.917,2.4686656
329.958,0.0849
330,0.0849
330.042,0.0849
330.083,0.0849
330.125,0.0849
330.167,0.0849
330.208,0.0849
330.25,0.0849
330.292,0.0849
330.333,0.0849
330.375,0.0849
330.417,0.0849
330.458,0.0849
330.5,0.0849
330.542,0.0849
330.583,0.0849
330.625,0.0849
330.667,0.0849
330.708,0.0849
330.75,0.0849
330.792,3.1099436
330.833,51.3332568
330.875,53.6532908
330.917,51.3282477
330.958,3.3988017
331,0.0849
331.042,0.0849
331.083,0.0849
331.125,0.0849
331.167,0.0849
331.208,0.0849
331.25,0.0849
331.292,0.0849
331.333,0.0849
331.375,0.0849
331.417,0.0849
331.458,0.0849
331.5,0.0849
331.542,0.0849
331.583,0.0849
331.625,0.0849
331.667,0.0849
331.708,0.0849
331.75,2.4799007
331.792,30.2307392
331.833,31.1834021
331.875,31.3537115
331.917,30.7534119
331.958,23.9107832
332,22.9724684
332.042,2.3533714
332.083,0.0849
332.125,0.0849
332.167,0.0849
332.208,0.0849
332.25,0.0849
332.292,0.0849
332.333,0.0849
332.375,0.0849
332.417,0.0849
332.458,0.0849
332.5,0.0849
332.542,6.2366125
332.583,51.1750598
332.625,53.5246673
332.667,53.6014169
332.708,53.7603497
332.75,53.4074487
332.792,53.5565331
332.833,51.199511
332.875,3.2142008
332.917,0.0849
332.958,0.0849
333,0.0849
333.042,0.0849
333.083,0.0849
333.125,0.0849
333.167,0.0849
333.208,0.0849
333.25,0.0849
333.292,0.0849
333.333,0.0849
333.375,0.0849
333.417,0.0849
333.458,0.0849
333.5,0.0849
333.542,3.113
333.583,42.2968121
333.625,53.5359873
333.667,54.050453
333.708,53.7553972
333.75,53.929046
333.792,53.9831273
333.833,53.9309138
333.875,53.0526233
333.917,42.1995733
333.958,2.966972
334,0.0849
334.042,0.0849
334.083,0.0849
334.125,0.0849
334.167,0.0849
334.208,0.0849
334.25,0.0849
334.292,0.0849
334.333,0.0849
334.375,0.0849
334.417,0.0849
334.458,2.5197471
334.5,3.9491801
334.542,14.7389513
334.583,51.2946273
334.625,53.5307801
334.667,53.6110106
334.708,53.5729188
334.75,53.6326601
334.792,53.5913704
334.833,53.2956637
334.875,46.7274318
334.917,3.4938048
334.958,0.0849
335,0.0849
335.042,0.0849
335.083,0.0849
335.125,0.0849
335.167,0.0849
335.208,0.0849
335.25,0.0849
335.292,0.0849
335.333,0.0849
335.375,0.0849
335.417,0.0849
335.458,0.0849
335.5,0.1335194
335.542,3.1527049
335.583,51.5757029
335.625,53.9606571
335.667,54.0503964
335.708,54.0796869
335.75,54.0083426
335.792,51.7506818
335.833,3.2283791
335.875,0.0849
335.917,0.0849
335.958,0.0849
336,0.0849
336.042,0.0849
336.083,0.0849
336.125,0.0849
336.167,0.0849
336.208,0.0849
336.25,0.0849
336.292,0.0849
336.333,0.0849
336.375,0.0849
336.417,3.0339581
336.458,51.4981892
336.5,54.0330202
336.542,53.72755
336.583,53.9354701
336.625,53.8941521
336.667,54.1865477
336.708,53.9904287
336.75,54.1355228
336.792,54.1841422
336.833,51.6181246
336.875,3.3818217
336.917,0.0849
336.958,0.0849
337,0.0849
337.042,0.0849
337.083,0.0849
337.125,0.0849
337.167,0.0849
337.208,0.0849
337.25,0.0849
337.292,0.0849
337.333,0.0849
337.375,0.0849
337.417,0.0849
337.458,0.0849
337.5,0.0849
337.542,0.0849
337.583,0.0849
337.625,0.0849
337.667,2.9402002
337.708,51.6554806
337.75,53.8459572
337.792,53.9454317
337.833,54.0151629
337.875,51.650613
337.917,3.2332467
337.958,0.0849
338,0.0849
338.042,0.0849
338.083,0.0849
338.125,0.0849
338.167,0.0849
338.208,0.0849
338.25,0.0849
338.292,0.0849
338.333,0.0849
338.375,0.0849
338.417,0.0849
338.458,0.0849
338.5,0.0849
338.542,0.0849
338.583,0.0849
338.625,4.9352087
338.667,51.6181812
338.708,53.7389266
338.75,54.0033618
338.792,53.8716819
338.833,54.0630182
338.875,51.5885511
338.917,3.1459978
338.958,0.0849
339,0.0849
339.042,0.0849
339.083,0.0849
339.125,0.0849
339.167,0.0849
339.208,0.0849
339.25,0.0849
339.292,0.0849
339.333,0.0849
339.375,0.0849
339.417,0.0849
339.458,0.0849
339.5,3.0354863
339.542,51.607031
339.583,53.8856055
339.625,53.9737883
339.667,54.0472551
339.708,54.0242755
339.75,53.9272065
339.792,54.3427637
339.833,59.2616716
339.875,56.5409096
339.917,3.8667139
339.958,0.0849
340,0.0849
340.042,0.0849
340.083,0.0849
340.125,0.0849
340.167,0.0849
340.208,0.0849
340.25,0.0849
340.292,0.0849
340.333,0.0849
340.375,0.0849
340.417,4.1817778
340.458,0.3258462
340.5,12.8655479
340.542,51.6244638
340.583,54.0167477
340.625,53.9737883
340.667,54.0944878
340.708,54.2624483
340.75,59.0853343
340.792,54.2248376
340.833,54.137617
340.875,54.0084841
340.917,51.6943365
340.958,3.2343504
341,0.0849
341.042,0.0849
341.083,0.0849
341.125,0.0849
341.167,0.0849
341.208,0.0849
341.25,0.0849
341.292,0.0849
341.333,0.0849
341.375,0.0849
341.417,0.0849
341.458,0.0849
341.5,3.2217852
341.542,51.681177
341.583,54.0016638
341.625,54.1301741
341.667,53.983382
341.708,53.9581667
341.75,54.2070652
341.792,54.0814132
341.833,51.4508716
341.875,3.2459251
341.917,0.0849
341.958,0.0849
342,0.0849
342.042,0.0849
342.083,0.0849
342.125,0.0849
342.167,0.0849
342.208,0.0849
342.25,0.0849
342.292,0.0849
342.333,0.0849
342.375,0.0849
342.417,3.1403944
342.458,51.6129457
342.5,53.9871176
342.542,53.9969943
342.583,53.9942209
342.625,54.1541725
342.667,53.9562706
342.708,54.0412555
342.75,53.9935983
342.792,51.762398
342.833,3.2386803
342.875,0.0849
342.917,0.0849
342.958,0.0849
343,0.0849
343.042,0.0849
343.083,0.0849
343.125,0.0849
343.167,0.0849
343.208,0.0849
343.25,0.0849
343.292,0.0849
343.333,0.0849
343.375,0.0849
343.417,0.0849
343.458,0.0849
343.5,0.0849
343.542,3.1735337
343.583,51.541375
343.625,54.0032486
343.667,54.0073238
343.708,54.0058522
343.75,54.0917993
343.792,54.1132224
343.833,54.1718317
343.875,54.1278818
343.917,51.6455473
343.958,3.2241907
344,0.0849
344.042,0.0849
344.083,0.0849
344.125,0.0849
344.167,0.0849
344.208,0.0849
344.25,0.0849
344.292,0.0849
344.333,0.0849
344.375,0.0849
344.417,0.0849
344.458,0.0849
344.5,0.0849
344.542,0.0849
344.583,0.0849
344.625,0.0849
344.667,0.0849
344.708,2.6909338
344.75,46.4692792
344.792,48.4594484
344.833,48.5165861
344.875,48.5218782
344.917,46.5356144
344.958,3.1062929
345,0.0849
345.042,0.0849
345.083,0.0849
345.125,0.0849
345.167,0.0849
345.208,0.0849
345.25,0.0849
345.292,0.0849
345.333,0.0849
345.375,0.0849
345.417,0.0849
345.458,2.9100041
345.5,42.0085483
345.542,43.4882704
345.583,43.7030391
345.625,43.6463825
345.667,43.6752485
345.708,43.6705224
345.75,43.6191013
345.792,43.8160127
345.833,41.8796418
345.875,2.8935052
345.917,0.0849
345.958,0.0849
346,0.0849
346.042,0.0849
346.083,0.0849
346.125,0.0849
346.167,0.0849
346.208,0.0849
346.25,0.0849
346.292,0.0849
346.333,0.0849
346.375,0.0849
346.417,2.2500764
346.458,19.6740751
346.5,20.0726806
346.542,20.0189389
346.583,21.3457561
346.625,51.8597217
346.667,44.3410343
346.708,53.0272948
346.75,52.3300677
346.792,54.0108047
346.833,51.5826081
346.875,3.3446921
346.917,0.0849
346.958,0.0849
347,0.0849
347.042,0.0849
347.083,0.0849
347.125,0.0849
347.167,0.0849
347.208,0.0849
347.25,0.0849
347.292,0.0849
347.333,0.0849
347.375,0.0849
347.417,0.0849
347.458,0.0950597
347.5,2.9626704
347.542,45.8092666
347.583,53.6723084
347.625,53.8988216
347.667,53.9389227
347.708,54.0791209
347.75,54.0862525
347.792,54.0659614
347.833,54.1729071
347.875,53.5492317
347.917,42.2661632
347.958,3.5434996
348,0.0849
348.042,0.0849
348.083,0.0849
348.125,0.0849
348.167,0.0849
348.208,0.0849
348.25,0.0849
348.292,0.0849
348.333,0.0849
348.375,0.0849
348.417,0.0849
348.458,0.0849
348.5,0.0849
348.542,0.0849
348.583,0.0849
348.625,0.0849
348.667,2.8108692
348.708,51.7387958
348.75,53.9633456
348.792,54.2080557
348.833,54.1015628
348.875,53.9581101
348.917,54.2710798
348.958,53.9970509
349,51.8814844
349.042,2.9950173
349.083,0.0849
349.125,0.0849
349.167,0.0849
349.208,0.0849
349.25,0.0849
349.292,0.0849
349.333,0.0849
349.375,0.0849
349.417,0.0849
349.458,0.0849
349.5,0.0849
349.542,0.0849
349.583,0.0849
349.625,3.0299395
349.667,51.7847267
349.708,54.0441138
349.75,53.9128018
349.792,54.3067378
349.833,54.1130809
349.875,54.1296364
349.917,51.6139645
349.958,3.7957375
350,0.0849
350.042,0.0849
350.083,0.0849
350.125,0.0849
350.167,0.0849
350.208,0.0849
350.25,0.0849
350.292,0.0849
350.333,0.0849
350.375,0.0849
350.417,0.0849
350.458,0.0849
350.5,0.0849
350.542,0.0849
350.583,0.0849
350.625,2.9227108
350.667,51.5792687
350.708,54.0820075
350.75,54.0721308
350.792,54.1134771
350.833,54.1142129
350.875,51.6207282
350.917,3.936813
350.958,0.0849
351,0.0849
351.042,0.0849
351.083,0.0849
351.125,0.0849
351.167,0.0849
351.208,0.0849
351.25,0.0849
351.292,0.0849
351.333,0.0849
351.375,0.0849
351.417,0.0849
351.458,0.0849
351.5,0.0849
351.542,0.0849
351.583,10.6261972
351.625,51.4267317
351.667,53.9228766
351.708,54.0086822
351.75,54.1236934
351.792,54.0842149
351.833,54.0226624
351.875,54.0990441
351.917,51.4812092
351.958,3.3599458
352,0.0849
352.042,0.0849
352.083,0.0849
352.125,0.0849
352.167,0.0849
352.208,0.0849
352.25,0.0849
352.292,0.0849
352.333,0.0849
352.375,0.0849
352.417,0.0849
352.458,4.5645353
352.5,51.6727153
352.542,54.1228444
352.583,59.347364
352.625,58.0454225
352.667,29.5108721
352.708,52.6346889
352.75,54.1590684
352.792,54.0786398
352.833,54.000362
352.875,53.8548151
352.917,51.6875728
352.958,3.1041704
353,3.057815
353.042,0.6338351
353.083,0.0849
353.125,0.0849
353.167,0.0849
353.208,0.0849
353.25,0.0849
353.292,0.0849
353.333,0.0849
353.375,0.0849
353.417,0.0849
353.458,0.0849
353.5,0.0849
353.542,0.0849
353.583,3.1208391
353.625,51.6633763
353.667,54.1062606
353.708,54.2543828
353.75,54.1195899
353.792,54.3202086
353.833,54.2719854
353.875,54.1869439
353.917,51.8255919
353.958,3.0198364
354,0.0849
354.042,0.0849
354.083,0.0849
354.125,0.0849
354.167,0.0849
354.208,0.0849
354.25,0.0849
354.292,0.0849
354.333,0.0849
354.375,0.0849
354.417,0.0849
354.458,0.0849
354.5,0.0849
354.542,0.0849
354.583,9.4516057
354.625,5.4113845
354.667,19.8150374
354.708,24.8049783
354.75,52.5793907
354.792,54.2212152
354.833,53.4304283
354.875,39.0490192
354.917,20.9890063
354.958,22.9482719
355,2.4715239
355.042,0.0849
355.083,0.0849
355.125,0.0849
355.167,0.0849
355.208,0.0849
355.25,0.0849
355.292,0.0849
355.333,0.0849
355.375,0.0849
355.417,0.0849
355.458,3.1821935
355.5,51.7003927
355.542,54.049604
355.583,54.2030466
355.625,54.2402611
355.667,54.3158221
355.708,54.3741767
355.75,54.2595334
355.792,54.334019
355.833,54.4473039
355.875,54.2319126
355.917,51.8789374
355.958,3.365719
356,8.071443
356.042,2.8654882
356.083,1.8265103
356.125,12.0657616
356.167,13.8419262
356.208,4.907503
356.25,6.7675771
356.292,0.2874997
356.333,0.0849
356.375,0.0849
356.417,0.0849
356.458,0.0849
356.5,0.0849
356.542,0.0849
356.583,0.0849
356.625,0.0849
356.667,3.6873768
356.708,51.736645
356.75,54.2406856
356.792,54.3252177
356.833,53.8522964
356.875,44.1126533
356.917,44.1161059
356.958,53.7897251
357,51.851826
357.042,3.2541604
357.083,0.0849
357.125,0.0849
357.167,0.0849
357.208,0.0849
357.25,0.0849
357.292,0.0849
357.333,0.0849
357.375,0.0849
357.417,0.0849
357.458,0.0849
357.5,0.0849
357.542,0.0849
357.583,0.0849
357.625,3.2213324
357.667,51.7375789
357.708,54.3154825
357.75,54.2840978
357.792,54.3928547
357.833,54.2964083
357.875,53.9975886
357.917,51.9593943
357.958,5.2921
358,3.7154787
358.042,6.8033483
358.083,6.1779749
358.125,0.4413668
358.167,0.0849
358.208,0.0849
358.25,0.0849
358.292,0.0849
358.333,0.0849
358.375,0.0849
358.417,0.0849
358.458,0.0849
358.5,0.0849
358.542,0.0849
358.583,0.0849
358.625,5.389169
358.667,51.7767461
358.708,54.2876636
358.75,54.1949811
358.792,54.2665518
358.833,54.352131
358.875,54.4102026
358.917,51.8263843
358.958,3.1697415
359,0.0849
359.042,0.0849
359.083,0.0849
359.125,0.0849
359.167,0.0849
359.208,0.0849
359.25,0.0849
359.292,0.0849
359.333,0.0849
359.375,0.0849
359.417,0.0849
359.458,0.0849
359.5,0.0849
359.542,0.0849
359.583,3.0921995
359.625,51.7883774
359.667,54.307417
359.708,54.2485247
359.75,54.2977384
359.792,54.303172
359.833,54.4744719
359.875,53.3354535
359.917,31.0891348
359.958,3.5224444
360,0.0849
360.042,0.0849
360.083,0.0849
360.125,0.0849
360.167,0.0849
360.208,0.0849
360.25,0.0849
360.292,0.0849
360.333,0.0849
360.375,0.0849
360.417,0.0849
360.458,0.0849
360.5,0.0849
360.542,0.0849
360.583,0.0849
360.625,0.0849
360.667,0.1335477
360.708,3.1355834
360.75,51.8935685
360.792,54.2489775
360.833,54.0931011
360.875,54.3541686
360.917,51.9448764
360.958,3.1881648
361,0.0849
361.042,0.0849
361.083,0.0849
361.125,0.0849
361.167,0.0849
361.208,0.0849
361.25,0.0849
361.292,0.0849
361.333,0.0849
361.375,0.0849
361.417,0.0849
361.458,0.0849
361.5,0.0849
361.542,0.0849
361.583,0.0849
361.625,0.0849
361.667,8.7000143
361.708,51.9690163
361.75,54.0897334
361.792,54.3221896
361.833,54.1643322
361.875,54.5018946
361.917,51.6172473
361.958,3.6781227
362,0.0849
362.042,0.0849
362.083,0.0849
362.125,0.0849
362.167,0.0849
362.208,0.0849
362.25,0.0849
362.292,0.0849
362.333,0.0849
362.375,0.0849
362.417,0.0849
362.458,0.0849
362.5,0.0849
362.542,3.1329798
362.583,51.846732
362.625,54.1594646
362.667,54.2590523
362.708,54.168747
362.75,54.4235602
362.792,54.4656989
362.833,54.2537602
362.875,54.3987411
362.917,51.819564
362.958,3.1119246
363,0.0849
363.042,0.0849
363.083,0.0849
363.125,0.0849
363.167,0.0849
363.208,0.0849
363.25,0.0849
363.292,0.0849
363.333,0.0849
363.375,0.0849
363.417,0.0849
363.458,0.0849
363.5,3.1618458
363.542,51.8279408
363.583,54.4375404
363.625,54.000362
363.667,54.3589796
363.708,54.0633861
363.75,54.5195821
363.792,54.1669075
363.833,54.3277647
363.875,54.3084358
363.917,51.9633563
363.958,3.0895393
364,0.0849
364.042,0.0849
364.083,0.0849
364.125,0.0849
364.167,0.0849
364.208,0.0849
364.25,0.0849
364.292,0.0849
364.333,0.0849
364.375,0.0849
364.417,0.0849
364.458,0.0849
364.5,3.1140471
364.542,51.9281511
364.583,54.1672471
364.625,54.2659292
364.667,54.4231923
364.708,54.3984015
364.75,54.2733155
364.792,54.3824403
364.833,54.3759596
364.875,51.967856
364.917,3.116113
364.958,0.0849
365,0.0849
365.042,0.0849
365.083,0.0849
365.125,0.0849
365.167,0.0849
365.208,0.0849
365.25,0.0849
365.292,0.0849
365.333,0.0849
365.375,0.0849
365.417,0.0849
365.458,0.0849
365.5,0.0849
365.542,0.0849
365.583,3.1029535
365.625,51.9893357
365.667,54.2792019
365.708,54.3649226
365.75,54.3740918
365.792,54.4025899
365.833,54.5070169
365.875,54.5059698
365.917,51.9929581
365.958,3.5490181
366,0.0849
