$Trinity Br4 inflow year 2019 YC the same Tw as Stuart Fork 06/1/23,
",,,",
Jday,Stuart
221.375,16.68
221.417,16.68
221.458,16.68
221.5,16.68
221.542,16.68
221.583,16.68
221.625,16.68
221.667,16.68
221.708,16.68
221.75,16.68
221.792,16.68
221.833,16.68
221.875,16.68
221.917,16.68
221.958,16.68
222,15.76
222.042,15.76
222.083,15.76
222.125,15.76
222.167,15.76
222.208,15.76
222.25,15.76
222.292,15.76
222.333,15.76
222.375,15.76
222.417,15.76
222.458,15.76
222.5,15.76
222.542,15.76
222.583,15.76
222.625,15.76
222.667,15.76
222.708,15.76
222.75,15.76
222.792,15.76
222.833,15.76
222.875,15.76
222.917,15.76
222.958,15.76
223,15.73
223.042,15.73
223.083,15.73
223.125,15.73
223.167,15.73
223.208,15.73
223.25,15.73
223.292,15.73
223.333,15.73
223.375,15.73
223.417,15.73
223.458,15.73
223.5,15.73
223.542,15.73
223.583,15.73
223.625,15.73
223.667,15.73
223.708,15.73
223.75,15.73
223.792,15.73
223.833,15.73
223.875,15.73
223.917,15.73
223.958,15.73
224,16.46
224.042,16.46
224.083,16.46
224.125,16.46
224.167,16.46
224.208,16.46
224.25,16.46
224.292,16.46
224.333,16.46
224.375,16.46
224.417,16.46
224.458,16.46
224.5,16.46
224.542,16.46
224.583,16.46
224.625,16.46
224.667,16.46
224.708,16.46
224.75,16.46
224.792,16.46
224.833,16.46
224.875,16.46
224.917,16.46
224.958,16.46
225,17.16
225.042,17.16
225.083,17.16
225.125,17.16
225.167,17.16
225.208,17.16
225.25,17.16
225.292,17.16
225.333,17.16
225.375,17.16
225.417,17.16
225.458,17.16
225.5,17.16
225.542,17.16
225.583,17.16
225.625,17.16
225.667,17.16
225.708,17.16
225.75,17.16
225.792,17.16
225.833,17.16
225.875,17.16
225.917,17.16
225.958,17.16
226,17.97
226.042,17.97
226.083,17.97
226.125,17.97
226.167,17.97
226.208,17.97
226.25,17.97
226.292,17.97
226.333,17.97
226.375,17.97
226.417,17.97
226.458,17.97
226.5,17.97
226.542,17.97
226.583,17.97
226.625,17.97
226.667,17.97
226.708,17.97
226.75,17.97
226.792,17.97
226.833,17.97
226.875,17.97
226.917,17.97
226.958,17.97
227,18.51
227.042,18.51
227.083,18.51
227.125,18.51
227.167,18.51
227.208,18.51
227.25,18.51
227.292,18.51
227.333,18.51
227.375,18.51
227.417,18.51
227.458,18.51
227.5,18.51
227.542,18.51
227.583,18.51
227.625,18.51
227.667,18.51
227.708,18.51
227.75,18.51
227.792,18.51
227.833,18.51
227.875,18.51
227.917,18.51
227.958,18.51
228,18.54
228.042,18.54
228.083,18.54
228.125,18.54
228.167,18.54
228.208,18.54
228.25,18.54
228.292,18.54
228.333,18.54
228.375,18.54
228.417,18.54
228.458,18.54
228.5,18.54
228.542,18.54
228.583,18.54
228.625,18.54
228.667,18.54
228.708,18.54
228.75,18.54
228.792,18.54
228.833,18.54
228.875,18.54
228.917,18.54
228.958,18.54
229,18.43
229.042,18.43
229.083,18.43
229.125,18.43
229.167,18.43
229.208,18.43
229.25,18.43
229.292,18.43
229.333,18.43
229.375,18.43
229.417,18.43
229.458,18.43
229.5,18.43
229.542,18.43
229.583,18.43
229.625,18.43
229.667,18.43
229.708,18.43
229.75,18.43
229.792,18.43
229.833,18.43
229.875,18.43
229.917,18.43
229.958,18.43
230,18.42
230.042,18.42
230.083,18.42
230.125,18.42
230.167,18.42
230.208,18.42
230.25,18.42
230.292,18.42
230.333,18.42
230.375,18.42
230.417,18.42
230.458,18.42
230.5,18.42
230.542,18.42
230.583,18.42
230.625,18.42
230.667,18.42
230.708,18.42
230.75,18.42
230.792,18.42
230.833,18.42
230.875,18.42
230.917,18.42
230.958,18.42
231,18.07
231.042,18.07
231.083,18.07
231.125,18.07
231.167,18.07
231.208,18.07
231.25,18.07
231.292,18.07
231.333,18.07
231.375,18.07
231.417,18.07
231.458,18.07
231.5,18.07
231.542,18.07
231.583,18.07
231.625,18.07
231.667,18.07
231.708,18.07
231.75,18.07
231.792,18.07
231.833,18.07
231.875,18.07
231.917,18.07
231.958,18.07
232,18.03
232.042,18.03
232.083,18.03
232.125,18.03
232.167,18.03
232.208,18.03
232.25,18.03
232.292,18.03
232.333,18.03
232.375,18.03
232.417,18.03
232.458,18.03
232.5,18.03
232.542,18.03
232.583,18.03
232.625,18.03
232.667,18.03
232.708,18.03
232.75,18.03
232.792,18.03
232.833,18.03
232.875,18.03
232.917,18.03
232.958,18.03
233,18.03
233.042,18.03
233.083,18.03
233.125,18.03
233.167,18.03
233.208,18.03
233.25,18.03
233.292,18.03
233.333,18.03
233.375,18.03
233.417,18.03
233.458,18.03
233.5,18.03
233.542,18.03
233.583,18.03
233.625,18.03
233.667,18.03
233.708,18.03
233.75,18.03
233.792,18.03
233.833,18.03
233.875,18.03
233.917,18.03
233.958,18.03
234,18.65
234.042,18.65
234.083,18.65
234.125,18.65
234.167,18.65
234.208,18.65
234.25,18.65
234.292,18.65
234.333,18.65
234.375,18.65
234.417,18.65
234.458,18.65
234.5,18.65
234.542,18.65
234.583,18.65
234.625,18.65
234.667,18.65
234.708,18.65
234.75,18.65
234.792,18.65
234.833,18.65
234.875,18.65
234.917,18.65
234.958,18.65
235,18.67
235.042,18.67
235.083,18.67
235.125,18.67
235.167,18.67
235.208,18.67
235.25,18.67
235.292,18.67
235.333,18.67
235.375,18.67
235.417,18.67
235.458,18.67
235.5,18.67
235.542,18.67
235.583,18.67
235.625,18.67
235.667,18.67
235.708,18.67
235.75,18.67
235.792,18.67
235.833,18.67
235.875,18.67
235.917,18.67
235.958,18.67
236,18.82
236.042,18.82
236.083,18.82
236.125,18.82
236.167,18.82
236.208,18.82
236.25,18.82
236.292,18.82
236.333,18.82
236.375,18.82
236.417,18.82
236.458,18.82
236.5,18.82
236.542,18.82
236.583,18.82
236.625,18.82
236.667,18.82
236.708,18.82
236.75,18.82
236.792,18.82
236.833,18.82
236.875,18.82
236.917,18.82
236.958,18.82
237,18.49
237.042,18.49
237.083,18.49
237.125,18.49
237.167,18.49
237.208,18.49
237.25,18.49
237.292,18.49
237.333,18.49
237.375,18.49
237.417,18.49
237.458,18.49
237.5,18.49
237.542,18.49
237.583,18.49
237.625,18.49
237.667,18.49
237.708,18.49
237.75,18.49
237.792,18.49
237.833,18.49
237.875,18.49
237.917,18.49
237.958,18.49
238,18.58
238.042,18.58
238.083,18.58
238.125,18.58
238.167,18.58
238.208,18.58
238.25,18.58
238.292,18.58
238.333,18.58
238.375,18.58
238.417,18.58
238.458,18.58
238.5,18.58
238.542,18.58
238.583,18.58
238.625,18.58
238.667,18.58
238.708,18.58
238.75,18.58
238.792,18.58
238.833,18.58
238.875,18.58
238.917,18.58
238.958,18.58
239,19.03
239.042,19.03
239.083,19.03
239.125,19.03
239.167,19.03
239.208,19.03
239.25,19.03
239.292,19.03
239.333,19.03
239.375,19.03
239.417,19.03
239.458,19.03
239.5,19.03
239.542,19.03
239.583,19.03
239.625,19.03
239.667,19.03
239.708,19.03
239.75,19.03
239.792,19.03
239.833,19.03
239.875,19.03
239.917,19.03
239.958,19.03
240,19.3
240.042,19.3
240.083,19.3
240.125,19.3
240.167,19.3
240.208,19.3
240.25,19.3
240.292,19.3
240.333,19.3
240.375,19.3
240.417,19.3
240.458,19.3
240.5,19.3
240.542,19.3
240.583,19.3
240.625,19.3
240.667,19.3
240.708,19.3
240.75,19.3
240.792,19.3
240.833,19.3
240.875,19.3
240.917,19.3
240.958,19.3
241,19.12
241.042,19.12
241.083,19.12
241.125,19.12
241.167,19.12
241.208,19.12
241.25,19.12
241.292,19.12
241.333,19.12
241.375,19.12
241.417,19.12
241.458,19.12
241.5,19.12
241.542,19.12
241.583,19.12
241.625,19.12
241.667,19.12
241.708,19.12
241.75,19.12
241.792,19.12
241.833,19.12
241.875,19.12
241.917,19.12
241.958,19.12
242,18.88
242.042,18.88
242.083,18.88
242.125,18.88
242.167,18.88
242.208,18.88
242.25,18.88
242.292,18.88
242.333,18.88
242.375,18.88
242.417,18.88
242.458,18.88
242.5,18.88
242.542,18.88
242.583,18.88
242.625,18.88
242.667,18.88
242.708,18.88
242.75,18.88
242.792,18.88
242.833,18.88
242.875,18.88
242.917,18.88
242.958,18.88
243,18.47
243.042,18.47
243.083,18.47
243.125,18.47
243.167,18.47
243.208,18.47
243.25,18.47
243.292,18.47
