$Swift Cr inflow Tw year 2019 YC updated 06/1/23,
",,,",
Jday,Swift 
1,1.28
1.042,1.28
1.083,1.28
1.125,1.28
1.167,1.28
1.208,1.28
1.25,1.28
1.292,1.28
1.333,1.28
1.375,1.28
1.417,1.28
1.458,1.28
1.5,1.28
1.542,1.28
1.583,1.28
1.625,1.28
1.667,1.28
1.708,1.28
1.75,1.28
1.792,1.28
1.833,1.28
1.875,1.28
1.917,1.28
1.958,1.28
2,1.09
2.042,1.09
2.083,1.09
2.125,1.09
2.167,1.09
2.208,1.09
2.25,1.09
2.292,1.09
2.333,1.09
2.375,1.09
2.417,1.09
2.458,1.09
2.5,1.09
2.542,1.09
2.583,1.09
2.625,1.09
2.667,1.09
2.708,1.09
2.75,1.09
2.792,1.09
2.833,1.09
2.875,1.09
2.917,1.09
2.958,1.09
3,1.85
3.042,1.85
3.083,1.85
3.125,1.85
3.167,1.85
3.208,1.85
3.25,1.85
3.292,1.85
3.333,1.85
3.375,1.85
3.417,1.85
3.458,1.85
3.5,1.85
3.542,1.85
3.583,1.85
3.625,1.85
3.667,1.85
3.708,1.85
3.75,1.85
3.792,1.85
3.833,1.85
3.875,1.85
3.917,1.85
3.958,1.85
4,2.34
4.042,2.34
4.083,2.34
4.125,2.34
4.167,2.34
4.208,2.34
4.25,2.34
4.292,2.34
4.333,2.34
4.375,2.34
4.417,2.34
4.458,2.34
4.5,2.34
4.542,2.34
4.583,2.34
4.625,2.34
4.667,2.34
4.708,2.34
4.75,2.34
4.792,2.34
4.833,2.34
4.875,2.34
4.917,2.34
4.958,2.34
5,2.8
5.042,2.8
5.083,2.8
5.125,2.8
5.167,2.8
5.208,2.8
5.25,2.8
5.292,2.8
5.333,2.8
5.375,2.8
5.417,2.8
5.458,2.8
5.5,2.8
5.542,2.8
5.583,2.8
5.625,2.8
5.667,2.8
5.708,2.8
5.75,2.8
5.792,2.8
5.833,2.8
5.875,2.8
5.917,2.8
5.958,2.8
6,2.55
6.042,2.55
6.083,2.55
6.125,2.55
6.167,2.55
6.208,2.55
6.25,2.55
6.292,2.55
6.333,2.55
6.375,2.55
6.417,2.55
6.458,2.55
6.5,2.55
6.542,2.55
6.583,2.55
6.625,2.55
6.667,2.55
6.708,2.55
6.75,2.55
6.792,2.55
6.833,2.55
6.875,2.55
6.917,2.55
6.958,2.55
7,2.49
7.042,2.49
7.083,2.49
7.125,2.49
7.167,2.49
7.208,2.49
7.25,2.49
7.292,2.49
7.333,2.49
7.375,2.49
7.417,2.49
7.458,2.49
7.5,2.49
7.542,2.49
7.583,2.49
7.625,2.49
7.667,2.49
7.708,2.49
7.75,2.49
7.792,2.49
7.833,2.49
7.875,2.49
7.917,2.49
7.958,2.49
8,3.88
8.042,3.88
8.083,3.88
8.125,3.88
8.167,3.88
8.208,3.88
8.25,3.88
8.292,3.88
8.333,3.88
8.375,3.88
8.417,3.88
8.458,3.88
8.5,3.88
8.542,3.88
8.583,3.88
8.625,3.88
8.667,3.88
8.708,3.88
8.75,3.88
8.792,3.88
8.833,3.88
8.875,3.88
8.917,3.88
8.958,3.88
9,4.42
9.042,4.42
9.083,4.42
9.125,4.42
9.167,4.42
9.208,4.42
9.25,4.42
9.292,4.42
9.333,4.42
9.375,4.42
9.417,4.42
9.458,4.42
9.5,4.42
9.542,4.42
9.583,4.42
9.625,4.42
9.667,4.42
9.708,4.42
9.75,4.42
9.792,4.42
9.833,4.42
9.875,4.42
9.917,4.42
9.958,4.42
10,4.64
10.042,4.64
10.083,4.64
10.125,4.64
10.167,4.64
10.208,4.64
10.25,4.64
10.292,4.64
10.333,4.64
10.375,4.64
10.417,4.64
10.458,4.64
10.5,4.64
10.542,4.64
10.583,4.64
10.625,4.64
10.667,4.64
10.708,4.64
10.75,4.64
10.792,4.64
10.833,4.64
10.875,4.64
10.917,4.64
10.958,4.64
11,4.63
11.042,4.63
11.083,4.63
11.125,4.63
11.167,4.63
11.208,4.63
11.25,4.63
11.292,4.63
11.333,4.63
11.375,4.63
11.417,4.63
11.458,4.63
11.5,4.63
11.542,4.63
11.583,4.63
11.625,4.63
11.667,4.63
11.708,4.63
11.75,4.63
11.792,4.63
11.833,4.63
11.875,4.63
11.917,4.63
11.958,4.63
12,5
12.042,5
12.083,5
12.125,5
12.167,5
12.208,5
12.25,5
12.292,5
12.333,5
12.375,5
12.417,5
12.458,5
12.5,5
12.542,5
12.583,5
12.625,5
12.667,5
12.708,5
12.75,5
12.792,5
12.833,5
12.875,5
12.917,5
12.958,5
13,4.72
13.042,4.72
13.083,4.72
13.125,4.72
13.167,4.72
13.208,4.72
13.25,4.72
13.292,4.72
13.333,4.72
13.375,4.72
13.417,4.72
13.458,4.72
13.5,4.72
13.542,4.72
13.583,4.72
13.625,4.72
13.667,4.72
13.708,4.72
13.75,4.72
13.792,4.72
13.833,4.72
13.875,4.72
13.917,4.72
13.958,4.72
14,3.65
14.042,3.65
14.083,3.65
14.125,3.65
14.167,3.65
14.208,3.65
14.25,3.65
14.292,3.65
14.333,3.65
14.375,3.65
14.417,3.65
14.458,3.65
14.5,3.65
14.542,3.65
14.583,3.65
14.625,3.65
14.667,3.65
14.708,3.65
14.75,3.65
14.792,3.65
14.833,3.65
14.875,3.65
14.917,3.65
14.958,3.65
15,4.49
15.042,4.49
15.083,4.49
15.125,4.49
15.167,4.49
15.208,4.49
15.25,4.49
15.292,4.49
15.333,4.49
15.375,4.49
15.417,4.49
15.458,4.49
15.5,4.49
15.542,4.49
15.583,4.49
15.625,4.49
15.667,4.49
15.708,4.49
15.75,4.49
15.792,4.49
15.833,4.49
15.875,4.49
15.917,4.49
15.958,4.49
16,4.55
16.042,4.55
16.083,4.55
16.125,4.55
16.167,4.55
16.208,4.55
16.25,4.55
16.292,4.55
16.333,4.55
16.375,4.55
16.417,4.55
16.458,4.55
16.5,4.55
16.542,4.55
16.583,4.55
16.625,4.55
16.667,4.55
16.708,4.55
16.75,4.55
16.792,4.55
16.833,4.55
16.875,4.55
16.917,4.55
16.958,4.55
17,5.13
17.042,5.13
17.083,5.13
17.125,5.13
17.167,5.13
17.208,5.13
17.25,5.13
17.292,5.13
17.333,5.13
17.375,5.13
17.417,5.13
17.458,5.13
17.5,5.13
17.542,5.13
17.583,5.13
17.625,5.13
17.667,5.13
17.708,5.13
17.75,5.13
17.792,5.13
17.833,5.13
17.875,5.13
17.917,5.13
17.958,5.13
18,4.86
18.042,4.86
18.083,4.86
18.125,4.86
18.167,4.86
18.208,4.86
18.25,4.86
18.292,4.86
18.333,4.86
18.375,4.86
18.417,4.86
18.458,4.86
18.5,4.86
18.542,4.86
18.583,4.86
18.625,4.86
18.667,4.86
18.708,4.86
18.75,4.86
18.792,4.86
18.833,4.86
18.875,4.86
18.917,4.86
18.958,4.86
19,4.7
19.042,4.7
19.083,4.7
19.125,4.7
19.167,4.7
19.208,4.7
19.25,4.7
19.292,4.7
19.333,4.7
19.375,4.7
19.417,4.7
19.458,4.7
19.5,4.7
19.542,4.7
19.583,4.7
19.625,4.7
19.667,4.7
19.708,4.7
19.75,4.7
19.792,4.7
19.833,4.7
19.875,4.7
19.917,4.7
19.958,4.7
20,4.43
20.042,4.43
20.083,4.43
20.125,4.43
20.167,4.43
20.208,4.43
20.25,4.43
20.292,4.43
20.333,4.43
20.375,4.43
20.417,4.43
20.458,4.43
20.5,4.43
20.542,4.43
20.583,4.43
20.625,4.43
20.667,4.43
20.708,4.43
20.75,4.43
20.792,4.43
20.833,4.43
20.875,4.43
20.917,4.43
20.958,4.43
21,4.4
21.042,4.4
21.083,4.4
21.125,4.4
21.167,4.4
21.208,4.4
21.25,4.4
21.292,4.4
21.333,4.4
21.375,4.4
21.417,4.4
21.458,4.4
21.5,4.4
21.542,4.4
21.583,4.4
21.625,4.4
21.667,4.4
21.708,4.4
21.75,4.4
21.792,4.4
21.833,4.4
21.875,4.4
21.917,4.4
21.958,4.4
22,3.92
22.042,3.92
22.083,3.92
22.125,3.92
22.167,3.92
22.208,3.92
22.25,3.92
22.292,3.92
22.333,3.92
22.375,3.92
22.417,3.92
22.458,3.92
22.5,3.92
22.542,3.92
22.583,3.92
22.625,3.92
22.667,3.92
22.708,3.92
22.75,3.92
22.792,3.92
22.833,3.92
22.875,3.92
22.917,3.92
22.958,3.92
23,4.51
23.042,4.51
23.083,4.51
23.125,4.51
23.167,4.51
23.208,4.51
23.25,4.51
23.292,4.51
23.333,4.51
23.375,4.51
23.417,4.51
23.458,4.51
23.5,4.51
23.542,4.51
23.583,4.51
23.625,4.51
23.667,4.51
23.708,4.51
23.75,4.51
23.792,4.51
23.833,4.51
23.875,4.51
23.917,4.51
23.958,4.51
24,5.1
24.042,5.1
24.083,5.1
24.125,5.1
24.167,5.1
24.208,5.1
24.25,5.1
24.292,5.1
24.333,5.1
24.375,5.1
24.417,5.1
24.458,5.1
24.5,5.1
24.542,5.1
24.583,5.1
24.625,5.1
24.667,5.1
24.708,5.1
24.75,5.1
24.792,5.1
24.833,5.1
24.875,5.1
24.917,5.1
24.958,5.1
25,4.31
25.042,4.31
25.083,4.31
25.125,4.31
25.167,4.31
25.208,4.31
25.25,4.31
25.292,4.31
25.333,4.31
25.375,4.31
25.417,4.31
25.458,4.31
25.5,4.31
25.542,4.31
25.583,4.31
25.625,4.31
25.667,4.31
25.708,4.31
25.75,4.31
25.792,4.31
25.833,4.31
25.875,4.31
25.917,4.31
25.958,4.31
26,4.34
26.042,4.34
26.083,4.34
26.125,4.34
26.167,4.34
26.208,4.34
26.25,4.34
26.292,4.34
26.333,4.34
26.375,4.34
26.417,4.34
26.458,4.34
26.5,4.34
26.542,4.34
26.583,4.34
26.625,4.34
26.667,4.34
26.708,4.34
26.75,4.34
26.792,4.34
26.833,4.34
26.875,4.34
26.917,4.34
26.958,4.34
27,4.98
27.042,4.98
27.083,4.98
27.125,4.98
27.167,4.98
27.208,4.98
27.25,4.98
27.292,4.98
27.333,4.98
27.375,4.98
27.417,4.98
27.458,4.98
27.5,4.98
27.542,4.98
27.583,4.98
27.625,4.98
27.667,4.98
27.708,4.98
27.75,4.98
27.792,4.98
27.833,4.98
27.875,4.98
27.917,4.98
27.958,4.98
28,5.28
28.042,5.28
28.083,5.28
28.125,5.28
28.167,5.28
28.208,5.28
28.25,5.28
28.292,5.28
28.333,5.28
28.375,5.28
28.417,5.28
28.458,5.28
28.5,5.28
28.542,5.28
28.583,5.28
28.625,5.28
28.667,5.28
28.708,5.28
28.75,5.28
28.792,5.28
28.833,5.28
28.875,5.28
28.917,5.28
28.958,5.28
29,5.73
29.042,5.73
29.083,5.73
29.125,5.73
29.167,5.73
29.208,5.73
29.25,5.73
29.292,5.73
29.333,5.73
29.375,5.73
29.417,5.73
29.458,5.73
29.5,5.73
29.542,5.73
29.583,5.73
29.625,5.73
29.667,5.73
29.708,5.73
29.75,5.73
29.792,5.73
29.833,5.73
29.875,5.73
29.917,5.73
29.958,5.73
30,5.51
30.042,5.51
30.083,5.51
30.125,5.51
30.167,5.51
30.208,5.51
30.25,5.51
30.292,5.51
30.333,5.51
30.375,5.51
30.417,5.51
30.458,5.51
30.5,5.51
30.542,5.51
30.583,5.51
30.625,5.51
30.667,5.51
30.708,5.51
30.75,5.51
30.792,5.51
30.833,5.51
30.875,5.51
30.917,5.51
30.958,5.51
31,5.41
31.042,5.41
31.083,5.41
31.125,5.41
31.167,5.41
31.208,5.41
31.25,5.41
31.292,5.41
31.333,5.41
31.375,5.41
31.417,5.41
31.458,5.41
31.5,5.41
31.542,5.41
31.583,5.41
31.625,5.41
31.667,5.41
31.708,5.41
31.75,5.41
31.792,5.41
31.833,5.41
31.875,5.41
31.917,5.41
31.958,5.41
32,5.95
32.042,5.95
32.083,5.95
32.125,5.95
32.167,5.95
32.208,5.95
32.25,5.95
32.292,5.95
32.333,5.95
32.375,5.95
32.417,5.95
32.458,5.95
32.5,5.95
32.542,5.95
32.583,5.95
32.625,5.95
32.667,5.95
32.708,5.95
32.75,5.95
32.792,5.95
32.833,5.95
32.875,5.95
32.917,5.95
32.958,5.95
33,5.54
33.042,5.54
33.083,5.54
33.125,5.54
33.167,5.54
33.208,5.54
33.25,5.54
33.292,5.54
33.333,5.54
33.375,5.54
33.417,5.54
33.458,5.54
33.5,5.54
33.542,5.54
33.583,5.54
33.625,5.54
33.667,5.54
33.708,5.54
33.75,5.54
33.792,5.54
33.833,5.54
33.875,5.54
33.917,5.54
33.958,5.54
34,5.23
34.042,5.23
34.083,5.23
34.125,5.23
34.167,5.23
34.208,5.23
34.25,5.23
34.292,5.23
34.333,5.23
34.375,5.23
34.417,5.23
34.458,5.23
34.5,5.23
34.542,5.23
34.583,5.23
34.625,5.23
34.667,5.23
34.708,5.23
34.75,5.23
34.792,5.23
34.833,5.23
34.875,5.23
34.917,5.23
34.958,5.23
35,4.33
35.042,4.33
35.083,4.33
35.125,4.33
35.167,4.33
35.208,4.33
35.25,4.33
35.292,4.33
35.333,4.33
35.375,4.33
35.417,4.33
35.458,4.33
35.5,4.33
35.542,4.33
35.583,4.33
35.625,4.33
35.667,4.33
35.708,4.33
35.75,4.33
35.792,4.33
35.833,4.33
35.875,4.33
35.917,4.33
35.958,4.33
36,2.83
36.042,2.83
36.083,2.83
36.125,2.83
36.167,2.83
36.208,2.83
36.25,2.83
36.292,2.83
36.333,2.83
36.375,2.83
36.417,2.83
36.458,2.83
36.5,2.83
36.542,2.83
36.583,2.83
36.625,2.83
36.667,2.83
36.708,2.83
36.75,2.83
36.792,2.83
36.833,2.83
36.875,2.83
36.917,2.83
36.958,2.83
37,3.38
37.042,3.38
37.083,3.38
37.125,3.38
37.167,3.38
37.208,3.38
37.25,3.38
37.292,3.38
37.333,3.38
37.375,3.38
37.417,3.38
37.458,3.38
37.5,3.38
37.542,3.38
37.583,3.38
37.625,3.38
37.667,3.38
37.708,3.38
37.75,3.38
37.792,3.38
37.833,3.38
37.875,3.38
37.917,3.38
37.958,3.38
38,3.65
38.042,3.65
38.083,3.65
38.125,3.65
38.167,3.65
38.208,3.65
38.25,3.65
38.292,3.65
38.333,3.65
38.375,3.65
38.417,3.65
38.458,3.65
38.5,3.65
38.542,3.65
38.583,3.65
38.625,3.65
38.667,3.65
38.708,3.65
38.75,3.65
38.792,3.65
38.833,3.65
38.875,3.65
38.917,3.65
38.958,3.65
39,3.82
39.042,3.82
39.083,3.82
39.125,3.82
39.167,3.82
39.208,3.82
39.25,3.82
39.292,3.82
39.333,3.82
39.375,3.82
39.417,3.82
39.458,3.82
39.5,3.82
39.542,3.82
39.583,3.82
39.625,3.82
39.667,3.82
39.708,3.82
39.75,3.82
39.792,3.82
39.833,3.82
39.875,3.82
39.917,3.82
39.958,3.82
40,2.97
40.042,2.97
40.083,2.97
40.125,2.97
40.167,2.97
40.208,2.97
40.25,2.97
40.292,2.97
40.333,2.97
40.375,2.97
40.417,2.97
40.458,2.97
40.5,2.97
40.542,2.97
40.583,2.97
40.625,2.97
40.667,2.97
40.708,2.97
40.75,2.97
40.792,2.97
40.833,2.97
40.875,2.97
40.917,2.97
40.958,2.97
41,2.57
41.042,2.57
41.083,2.57
41.125,2.57
41.167,2.57
41.208,2.57
41.25,2.57
41.292,2.57
41.333,2.57
41.375,2.57
41.417,2.57
41.458,2.57
41.5,2.57
41.542,2.57
41.583,2.57
41.625,2.57
41.667,2.57
41.708,2.57
41.75,2.57
41.792,2.57
41.833,2.57
41.875,2.57
41.917,2.57
41.958,2.57
42,2.99
42.042,2.99
42.083,2.99
42.125,2.99
42.167,2.99
42.208,2.99
42.25,2.99
42.292,2.99
42.333,2.99
42.375,2.99
42.417,2.99
42.458,2.99
42.5,2.99
42.542,2.99
42.583,2.99
42.625,2.99
42.667,2.99
42.708,2.99
42.75,2.99
42.792,2.99
42.833,2.99
42.875,2.99
42.917,2.99
42.958,2.99
43,3.2
43.042,3.2
43.083,3.2
43.125,3.2
43.167,3.2
43.208,3.2
43.25,3.2
43.292,3.2
43.333,3.2
43.375,3.2
43.417,3.2
43.458,3.2
43.5,3.2
43.542,3.2
43.583,3.2
43.625,3.2
43.667,3.2
43.708,3.2
43.75,3.2
43.792,3.2
43.833,3.2
43.875,3.2
43.917,3.2
43.958,3.2
44,3.32
44.042,3.32
44.083,3.32
44.125,3.32
44.167,3.32
44.208,3.32
44.25,3.32
44.292,3.32
44.333,3.32
44.375,3.32
44.417,3.32
44.458,3.32
44.5,3.32
44.542,3.32
44.583,3.32
44.625,3.32
44.667,3.32
44.708,3.32
44.75,3.32
44.792,3.32
44.833,3.32
44.875,3.32
44.917,3.32
44.958,3.32
45,4.19
45.042,4.19
45.083,4.19
45.125,4.19
45.167,4.19
45.208,4.19
45.25,4.19
45.292,4.19
45.333,4.19
45.375,4.19
45.417,4.19
45.458,4.19
45.5,4.19
45.542,4.19
45.583,4.19
45.625,4.19
45.667,4.19
45.708,4.19
45.75,4.19
45.792,4.19
45.833,4.19
45.875,4.19
45.917,4.19
45.958,4.19
46,3.86
46.042,3.86
46.083,3.86
46.125,3.86
46.167,3.86
46.208,3.86
46.25,3.86
46.292,3.86
46.333,3.86
46.375,3.86
46.417,3.86
46.458,3.86
46.5,3.86
46.542,3.86
46.583,3.86
46.625,3.86
46.667,3.86
46.708,3.86
46.75,3.86
46.792,3.86
46.833,3.86
46.875,3.86
46.917,3.86
46.958,3.86
47,3.67
47.042,3.67
47.083,3.67
47.125,3.67
47.167,3.67
47.208,3.67
47.25,3.67
47.292,3.67
47.333,3.67
47.375,3.67
47.417,3.67
47.458,3.67
47.5,3.67
47.542,3.67
47.583,3.67
47.625,3.67
47.667,3.67
47.708,3.67
47.75,3.67
47.792,3.67
47.833,3.67
47.875,3.67
47.917,3.67
47.958,3.67
48,3.61
48.042,3.61
48.083,3.61
48.125,3.61
48.167,3.61
48.208,3.61
48.25,3.61
48.292,3.61
48.333,3.61
48.375,3.61
48.417,3.61
48.458,3.61
48.5,3.61
48.542,3.61
48.583,3.61
48.625,3.61
48.667,3.61
48.708,3.61
48.75,3.61
48.792,3.61
48.833,3.61
48.875,3.61
48.917,3.61
48.958,3.61
49,3.35
49.042,3.35
49.083,3.35
49.125,3.35
49.167,3.35
49.208,3.35
49.25,3.35
49.292,3.35
49.333,3.35
49.375,3.35
49.417,3.35
49.458,3.35
49.5,3.35
49.542,3.35
49.583,3.35
49.625,3.35
49.667,3.35
49.708,3.35
49.75,3.35
49.792,3.35
49.833,3.35
49.875,3.35
49.917,3.35
49.958,3.35
50,3.58
50.042,3.58
50.083,3.58
50.125,3.58
50.167,3.58
50.208,3.58
50.25,3.58
50.292,3.58
50.333,3.58
50.375,3.58
50.417,3.58
50.458,3.58
50.5,3.58
50.542,3.58
50.583,3.58
50.625,3.58
50.667,3.58
50.708,3.58
50.75,3.58
50.792,3.58
50.833,3.58
50.875,3.58
50.917,3.58
50.958,3.58
51,4.07
51.042,4.07
51.083,4.07
51.125,4.07
51.167,4.07
51.208,4.07
51.25,4.07
51.292,4.07
51.333,4.07
51.375,4.07
51.417,4.07
51.458,4.07
51.5,4.07
51.542,4.07
51.583,4.07
51.625,4.07
51.667,4.07
51.708,4.07
51.75,4.07
51.792,4.07
51.833,4.07
51.875,4.07
51.917,4.07
51.958,4.07
52,3.42
52.042,3.42
52.083,3.42
52.125,3.42
52.167,3.42
52.208,3.42
52.25,3.42
52.292,3.42
52.333,3.42
52.375,3.42
52.417,3.42
52.458,3.42
52.5,3.42
52.542,3.42
52.583,3.42
52.625,3.42
52.667,3.42
52.708,3.42
52.75,3.42
52.792,3.42
52.833,3.42
52.875,3.42
52.917,3.42
52.958,3.42
53,2.9
53.042,2.9
53.083,2.9
53.125,2.9
53.167,2.9
53.208,2.9
53.25,2.9
53.292,2.9
53.333,2.9
53.375,2.9
53.417,2.9
53.458,2.9
53.5,2.9
53.542,2.9
53.583,2.9
53.625,2.9
53.667,2.9
53.708,2.9
53.75,2.9
53.792,2.9
53.833,2.9
53.875,2.9
53.917,2.9
53.958,2.9
54,3.31
54.042,3.31
54.083,3.31
54.125,3.31
54.167,3.31
54.208,3.31
54.25,3.31
54.292,3.31
54.333,3.31
54.375,3.31
54.417,3.31
54.458,3.31
54.5,3.31
54.542,3.31
54.583,3.31
54.625,3.31
54.667,3.31
54.708,3.31
54.75,3.31
54.792,3.31
54.833,3.31
54.875,3.31
54.917,3.31
54.958,3.31
55,3.82
55.042,3.82
55.083,3.82
55.125,3.82
55.167,3.82
55.208,3.82
55.25,3.82
55.292,3.82
55.333,3.82
55.375,3.82
55.417,3.82
55.458,3.82
55.5,3.82
55.542,3.82
55.583,3.82
55.625,3.82
55.667,3.82
55.708,3.82
55.75,3.82
55.792,3.82
55.833,3.82
55.875,3.82
55.917,3.82
55.958,3.82
56,3.59
56.042,3.59
56.083,3.59
56.125,3.59
56.167,3.59
56.208,3.59
56.25,3.59
56.292,3.59
56.333,3.59
56.375,3.59
56.417,3.59
56.458,3.59
56.5,3.59
56.542,3.59
56.583,3.59
56.625,3.59
56.667,3.59
56.708,3.59
56.75,3.59
56.792,3.59
56.833,3.59
56.875,3.59
56.917,3.59
56.958,3.59
57,4.38
57.042,4.38
57.083,4.38
57.125,4.38
57.167,4.38
57.208,4.38
57.25,4.38
57.292,4.38
57.333,4.38
57.375,4.38
57.417,4.38
57.458,4.38
57.5,4.38
57.542,4.38
57.583,4.38
57.625,4.38
57.667,4.38
57.708,4.38
57.75,4.38
57.792,4.38
57.833,4.38
57.875,4.38
57.917,4.38
57.958,4.38
58,5.86
58.042,5.86
58.083,5.86
58.125,5.86
58.167,5.86
58.208,5.86
58.25,5.86
58.292,5.86
58.333,5.86
58.375,5.86
58.417,5.86
58.458,5.86
58.5,5.86
58.542,5.86
58.583,5.86
58.625,5.86
58.667,5.86
58.708,5.86
58.75,5.86
58.792,5.86
58.833,5.86
58.875,5.86
58.917,5.86
58.958,5.86
59,5.52
59.042,5.52
59.083,5.52
59.125,5.52
59.167,5.52
59.208,5.52
59.25,5.52
59.292,5.52
59.333,5.52
59.375,5.52
59.417,5.52
59.458,5.52
59.5,5.52
59.542,5.52
59.583,5.52
59.625,5.52
59.667,5.52
59.708,5.52
59.75,5.52
59.792,5.52
59.833,5.52
59.875,5.52
59.917,5.52
59.958,5.52
60,5.72
60.042,5.72
60.083,5.72
60.125,5.72
60.167,5.72
60.208,5.72
60.25,5.72
60.292,5.72
60.333,5.72
60.375,5.72
60.417,5.72
60.458,5.72
60.5,5.72
60.542,5.72
60.583,5.72
60.625,5.72
60.667,5.72
60.708,5.72
60.75,5.72
60.792,5.72
60.833,5.72
60.875,5.72
60.917,5.72
60.958,5.72
61,5.88
61.042,5.88
61.083,5.88
61.125,5.88
61.167,5.88
61.208,5.88
61.25,5.88
61.292,5.88
61.333,5.88
61.375,5.88
61.417,5.88
61.458,5.88
61.5,5.88
61.542,5.88
61.583,5.88
61.625,5.88
61.667,5.88
61.708,5.88
61.75,5.88
61.792,5.88
61.833,5.88
61.875,5.88
61.917,5.88
61.958,5.88
62,6.32
62.042,6.32
62.083,6.32
62.125,6.32
62.167,6.32
62.208,6.32
62.25,6.32
62.292,6.32
62.333,6.32
62.375,6.32
62.417,6.32
