$Trinity Lake Br2 inflow year 2018 updated YC 06/01/23,
",,,",
Jday,USBR TL Inflow (QI)
6.417,9.825853037
6.458,9.825853037
6.5,9.825853037
6.542,9.825853037
6.583,9.825853037
6.625,9.825853037
6.667,9.825853037
6.708,9.825853037
6.75,9.825853037
6.792,9.825853037
6.833,9.825853037
6.875,9.825853037
6.917,9.825853037
6.958,9.825853037
7,12.74246071
7.042,12.74246071
7.083,12.74246071
7.125,12.74246071
7.167,12.74246071
7.208,12.74246071
7.25,12.74246071
7.292,12.74246071
7.333,12.74246071
7.375,12.74246071
7.417,12.74246071
7.458,12.74246071
7.5,12.74246071
7.542,12.74246071
7.583,12.74246071
7.625,12.74246071
7.667,12.74246071
7.708,12.74246071
7.75,12.74246071
7.792,12.74246071
7.833,12.74246071
7.875,12.74246071
7.917,12.74246071
7.958,12.74246071
8,25.99461985
8.042,25.99461985
8.083,25.99461985
8.125,25.99461985
8.167,25.99461985
8.208,25.99461985
8.25,25.99461985
8.292,25.99461985
8.333,25.99461985
8.375,25.99461985
8.417,25.99461985
8.458,25.99461985
8.5,25.99461985
8.542,25.99461985
8.583,25.99461985
8.625,25.99461985
8.667,25.99461985
8.708,25.99461985
8.75,25.99461985
8.792,25.99461985
8.833,25.99461985
8.875,25.99461985
8.917,25.99461985
8.958,25.99461985
9,16.19708339
9.042,16.19708339
9.083,16.19708339
9.125,16.19708339
9.167,16.19708339
9.208,16.19708339
9.25,16.19708339
9.292,16.19708339
9.333,16.19708339
9.375,16.19708339
9.417,16.19708339
9.458,16.19708339
9.5,16.19708339
9.542,16.19708339
9.583,16.19708339
9.625,16.19708339
9.667,16.19708339
9.708,16.19708339
9.75,16.19708339
9.792,16.19708339
9.833,16.19708339
9.875,16.19708339
9.917,16.19708339
9.958,16.19708339
10,12.71414413
10.042,12.71414413
10.083,12.71414413
10.125,12.71414413
10.167,12.71414413
10.208,12.71414413
10.25,12.71414413
10.292,12.71414413
10.333,12.71414413
10.375,12.71414413
10.417,12.71414413
10.458,12.71414413
10.5,12.71414413
10.542,12.71414413
10.583,12.71414413
10.625,12.71414413
10.667,12.71414413
10.708,12.71414413
10.75,12.71414413
10.792,12.71414413
10.833,12.71414413
10.875,12.71414413
10.917,12.71414413
10.958,12.71414413
11,10.25060173
11.042,10.25060173
11.083,10.25060173
11.125,10.25060173
11.167,10.25060173
11.208,10.25060173
11.25,10.25060173
11.292,10.25060173
11.333,10.25060173
11.375,10.25060173
11.417,10.25060173
11.458,10.25060173
11.5,10.25060173
11.542,10.25060173
11.583,10.25060173
11.625,10.25060173
11.667,10.25060173
11.708,10.25060173
11.75,10.25060173
11.792,10.25060173
11.833,10.25060173
11.875,10.25060173
11.917,10.25060173
11.958,10.25060173
12,9.429420926
12.042,9.429420926
12.083,9.429420926
12.125,9.429420926
12.167,9.429420926
12.208,9.429420926
12.25,9.429420926
12.292,9.429420926
12.333,9.429420926
12.375,9.429420926
12.417,9.429420926
12.458,9.429420926
12.5,9.429420926
12.542,9.429420926
12.583,9.429420926
12.625,9.429420926
12.667,9.429420926
12.708,9.429420926
12.75,9.429420926
12.792,9.429420926
12.833,9.429420926
12.875,9.429420926
12.917,9.429420926
12.958,9.429420926
13,7.249044315
13.042,7.249044315
13.083,7.249044315
13.125,7.249044315
13.167,7.249044315
13.208,7.249044315
13.25,7.249044315
13.292,7.249044315
13.333,7.249044315
13.375,7.249044315
13.417,7.249044315
13.458,7.249044315
13.5,7.249044315
13.542,7.249044315
13.583,7.249044315
13.625,7.249044315
13.667,7.249044315
13.708,7.249044315
13.75,7.249044315
13.792,7.249044315
13.833,7.249044315
13.875,7.249044315
13.917,7.249044315
13.958,7.249044315
14,7.192411157
14.042,7.192411157
14.083,7.192411157
14.125,7.192411157
14.167,7.192411157
14.208,7.192411157
14.25,7.192411157
14.292,7.192411157
14.333,7.192411157
14.375,7.192411157
14.417,7.192411157
14.458,7.192411157
14.5,7.192411157
14.542,7.192411157
14.583,7.192411157
14.625,7.192411157
14.667,7.192411157
14.708,7.192411157
14.75,7.192411157
14.792,7.192411157
14.833,7.192411157
14.875,7.192411157
14.917,7.192411157
14.958,7.192411157
15,10.90188305
15.042,10.90188305
15.083,10.90188305
15.125,10.90188305
15.167,10.90188305
15.208,10.90188305
15.25,10.90188305
15.292,10.90188305
15.333,10.90188305
15.375,10.90188305
15.417,10.90188305
15.458,10.90188305
15.5,10.90188305
15.542,10.90188305
15.583,10.90188305
15.625,10.90188305
15.667,10.90188305
15.708,10.90188305
15.75,10.90188305
15.792,10.90188305
15.833,10.90188305
15.875,10.90188305
15.917,10.90188305
15.958,10.90188305
16,7.50389353
16.042,7.50389353
16.083,7.50389353
16.125,7.50389353
16.167,7.50389353
16.208,7.50389353
16.25,7.50389353
16.292,7.50389353
16.333,7.50389353
16.375,7.50389353
16.417,7.50389353
16.458,7.50389353
16.5,7.50389353
16.542,7.50389353
16.583,7.50389353
16.625,7.50389353
16.667,7.50389353
16.708,7.50389353
16.75,7.50389353
16.792,7.50389353
16.833,7.50389353
16.875,7.50389353
16.917,7.50389353
16.958,7.50389353
17,6.682712728
17.042,6.682712728
17.083,6.682712728
17.125,6.682712728
17.167,6.682712728
17.208,6.682712728
17.25,6.682712728
17.292,6.682712728
17.333,6.682712728
17.375,6.682712728
17.417,6.682712728
17.458,6.682712728
17.5,6.682712728
17.542,6.682712728
17.583,6.682712728
17.625,6.682712728
17.667,6.682712728
17.708,6.682712728
17.75,6.682712728
17.792,6.682712728
17.833,6.682712728
17.875,6.682712728
17.917,6.682712728
17.958,6.682712728
18,17.89607815
18.042,17.89607815
18.083,17.89607815
18.125,17.89607815
18.167,17.89607815
18.208,17.89607815
18.25,17.89607815
18.292,17.89607815
18.333,17.89607815
18.375,17.89607815
18.417,17.89607815
18.458,17.89607815
18.5,17.89607815
18.542,17.89607815
18.583,17.89607815
18.625,17.89607815
18.667,17.89607815
18.708,17.89607815
18.75,17.89607815
18.792,17.89607815
18.833,17.89607815
18.875,17.89607815
18.917,17.89607815
18.958,17.89607815
19,12.26107886
19.042,12.26107886
19.083,12.26107886
19.125,12.26107886
19.167,12.26107886
19.208,12.26107886
19.25,12.26107886
19.292,12.26107886
19.333,12.26107886
19.375,12.26107886
19.417,12.26107886
19.458,12.26107886
19.5,12.26107886
19.542,12.26107886
19.583,12.26107886
19.625,12.26107886
19.667,12.26107886
19.708,12.26107886
19.75,12.26107886
19.792,12.26107886
19.833,12.26107886
19.875,12.26107886
19.917,12.26107886
19.958,12.26107886
20,9.429420926
20.042,9.429420926
20.083,9.429420926
20.125,9.429420926
20.167,9.429420926
20.208,9.429420926
20.25,9.429420926
20.292,9.429420926
20.333,9.429420926
20.375,9.429420926
20.417,9.429420926
20.458,9.429420926
20.5,9.429420926
20.542,9.429420926
20.583,9.429420926
20.625,9.429420926
20.667,9.429420926
20.708,9.429420926
20.75,9.429420926
20.792,9.429420926
20.833,9.429420926
20.875,9.429420926
20.917,9.429420926
20.958,9.429420926
21,8.438340648
21.042,8.438340648
21.083,8.438340648
21.125,8.438340648
21.167,8.438340648
21.208,8.438340648
21.25,8.438340648
21.292,8.438340648
21.333,8.438340648
21.375,8.438340648
21.417,8.438340648
21.458,8.438340648
21.5,8.438340648
21.542,8.438340648
21.583,8.438340648
21.625,8.438340648
21.667,8.438340648
21.708,8.438340648
21.75,8.438340648
21.792,8.438340648
21.833,8.438340648
21.875,8.438340648
21.917,8.438340648
21.958,8.438340648
22,15.85728444
22.042,15.85728444
22.083,15.85728444
22.125,15.85728444
22.167,15.85728444
22.208,15.85728444
22.25,15.85728444
22.292,15.85728444
22.333,15.85728444
22.375,15.85728444
22.417,15.85728444
22.458,15.85728444
22.5,15.85728444
22.542,15.85728444
22.583,15.85728444
22.625,15.85728444
22.667,15.85728444
22.708,15.85728444
22.75,15.85728444
22.792,15.85728444
22.833,15.85728444
22.875,15.85728444
22.917,15.85728444
22.958,15.85728444
23,8.948039077
23.042,8.948039077
23.083,8.948039077
23.125,8.948039077
23.167,8.948039077
23.208,8.948039077
23.25,8.948039077
23.292,8.948039077
23.333,8.948039077
23.375,8.948039077
23.417,8.948039077
23.458,8.948039077
23.5,8.948039077
23.542,8.948039077
23.583,8.948039077
23.625,8.948039077
23.667,8.948039077
23.708,8.948039077
23.75,8.948039077
23.792,8.948039077
23.833,8.948039077
23.875,8.948039077
23.917,8.948039077
23.958,8.948039077
24,16.62183208
24.042,16.62183208
24.083,16.62183208
24.125,16.62183208
24.167,16.62183208
24.208,16.62183208
24.25,16.62183208
24.292,16.62183208
24.333,16.62183208
24.375,16.62183208
24.417,16.62183208
24.458,16.62183208
24.5,16.62183208
24.542,16.62183208
24.583,16.62183208
24.625,16.62183208
24.667,16.62183208
24.708,16.62183208
24.75,16.62183208
24.792,16.62183208
24.833,16.62183208
24.875,16.62183208
24.917,16.62183208
24.958,16.62183208
25,15.00778706
25.042,15.00778706
25.083,15.00778706
25.125,15.00778706
25.167,15.00778706
25.208,15.00778706
25.25,15.00778706
25.292,15.00778706
25.333,15.00778706
25.375,15.00778706
25.417,15.00778706
25.458,15.00778706
25.5,15.00778706
25.542,15.00778706
25.583,15.00778706
25.625,15.00778706
25.667,15.00778706
25.708,15.00778706
25.75,15.00778706
25.792,15.00778706
25.833,15.00778706
25.875,15.00778706
25.917,15.00778706
25.958,15.00778706
26,10.33555147
26.042,10.33555147
26.083,10.33555147
26.125,10.33555147
26.167,10.33555147
26.208,10.33555147
26.25,10.33555147
26.292,10.33555147
26.333,10.33555147
26.375,10.33555147
26.417,10.33555147
26.458,10.33555147
26.5,10.33555147
26.542,10.33555147
26.583,10.33555147
26.625,10.33555147
26.667,10.33555147
26.708,10.33555147
26.75,10.33555147
26.792,10.33555147
26.833,10.33555147
26.875,10.33555147
26.917,10.33555147
26.958,10.33555147
27,11.86464675
27.042,11.86464675
27.083,11.86464675
27.125,11.86464675
27.167,11.86464675
27.208,11.86464675
27.25,11.86464675
27.292,11.86464675
27.333,11.86464675
27.375,11.86464675
27.417,11.86464675
27.458,11.86464675
27.5,11.86464675
27.542,11.86464675
27.583,11.86464675
27.625,11.86464675
27.667,11.86464675
27.708,11.86464675
27.75,11.86464675
27.792,11.86464675
27.833,11.86464675
27.875,11.86464675
27.917,11.86464675
27.958,11.86464675
28,8.721506442
28.042,8.721506442
28.083,8.721506442
28.125,8.721506442
28.167,8.721506442
28.208,8.721506442
28.25,8.721506442
28.292,8.721506442
28.333,8.721506442
28.375,8.721506442
28.417,8.721506442
28.458,8.721506442
28.5,8.721506442
28.542,8.721506442
28.583,8.721506442
28.625,8.721506442
28.667,8.721506442
28.708,8.721506442
28.75,8.721506442
28.792,8.721506442
28.833,8.721506442
28.875,8.721506442
28.917,8.721506442
28.958,8.721506442
29,7.872009061
29.042,7.872009061
29.083,7.872009061
29.125,7.872009061
29.167,7.872009061
29.208,7.872009061
29.25,7.872009061
29.292,7.872009061
29.333,7.872009061
29.375,7.872009061
29.417,7.872009061
29.458,7.872009061
29.5,7.872009061
29.542,7.872009061
29.583,7.872009061
29.625,7.872009061
29.667,7.872009061
29.708,7.872009061
29.75,7.872009061
29.792,7.872009061
29.833,7.872009061
29.875,7.872009061
29.917,7.872009061
29.958,7.872009061
30,9.23120487
30.042,9.23120487
30.083,9.23120487
30.125,9.23120487
30.167,9.23120487
30.208,9.23120487
30.25,9.23120487
30.292,9.23120487
30.333,9.23120487
30.375,9.23120487
30.417,9.23120487
30.458,9.23120487
30.5,9.23120487
30.542,9.23120487
30.583,9.23120487
30.625,9.23120487
30.667,9.23120487
30.708,9.23120487
30.75,9.23120487
30.792,9.23120487
30.833,9.23120487
30.875,9.23120487
30.917,9.23120487
30.958,9.23120487
31,7.305677474
31.042,7.305677474
31.083,7.305677474
31.125,7.305677474
31.167,7.305677474
31.208,7.305677474
31.25,7.305677474
31.292,7.305677474
31.333,7.305677474
31.375,7.305677474
31.417,7.305677474
31.458,7.305677474
31.5,7.305677474
31.542,7.305677474
31.583,7.305677474
31.625,7.305677474
31.667,7.305677474
31.708,7.305677474
31.75,7.305677474
31.792,7.305677474
31.833,7.305677474
31.875,7.305677474
31.917,7.305677474
31.958,7.305677474
32,9.514370664
32.042,9.514370664
32.083,9.514370664
32.125,9.514370664
32.167,9.514370664
32.208,9.514370664
32.25,9.514370664
32.292,9.514370664
32.333,9.514370664
32.375,9.514370664
32.417,9.514370664
32.458,9.514370664
32.5,9.514370664
32.542,9.514370664
32.583,9.514370664
32.625,9.514370664
32.667,9.514370664
32.708,9.514370664
32.75,9.514370664
32.792,9.514370664
32.833,9.514370664
32.875,9.514370664
32.917,9.514370664
32.958,9.514370664
33,9.174571712
33.042,9.174571712
33.083,9.174571712
33.125,9.174571712
33.167,9.174571712
33.208,9.174571712
33.25,9.174571712
33.292,9.174571712
33.333,9.174571712
33.375,9.174571712
33.417,9.174571712
33.458,9.174571712
33.5,9.174571712
33.542,9.174571712
33.583,9.174571712
33.625,9.174571712
33.667,9.174571712
33.708,9.174571712
33.75,9.174571712
33.792,9.174571712
33.833,9.174571712
33.875,9.174571712
33.917,9.174571712
33.958,9.174571712
34,13.13889282
34.042,13.13889282
34.083,13.13889282
34.125,13.13889282
34.167,13.13889282
34.208,13.13889282
34.25,13.13889282
34.292,13.13889282
34.333,13.13889282
34.375,13.13889282
34.417,13.13889282
34.458,13.13889282
34.5,13.13889282
34.542,13.13889282
34.583,13.13889282
34.625,13.13889282
34.667,13.13889282
34.708,13.13889282
34.75,13.13889282
34.792,13.13889282
34.833,13.13889282
34.875,13.13889282
34.917,13.13889282
34.958,13.13889282
35,12.82741045
35.042,12.82741045
35.083,12.82741045
35.125,12.82741045
35.167,12.82741045
35.208,12.82741045
35.25,12.82741045
35.292,12.82741045
35.333,12.82741045
35.375,12.82741045
35.417,12.82741045
35.458,12.82741045
35.5,12.82741045
35.542,12.82741045
35.583,12.82741045
35.625,12.82741045
35.667,12.82741045
35.708,12.82741045
35.75,12.82741045
35.792,12.82741045
35.833,12.82741045
35.875,12.82741045
35.917,12.82741045
35.958,12.82741045
36,13.84680731
36.042,13.84680731
36.083,13.84680731
36.125,13.84680731
36.167,13.84680731
36.208,13.84680731
36.25,13.84680731
36.292,13.84680731
36.333,13.84680731
36.375,13.84680731
36.417,13.84680731
36.458,13.84680731
36.5,13.84680731
36.542,13.84680731
36.583,13.84680731
36.625,13.84680731
36.667,13.84680731
36.708,13.84680731
36.75,13.84680731
36.792,13.84680731
36.833,13.84680731
36.875,13.84680731
36.917,13.84680731
36.958,13.84680731
37,12.37434518
37.042,12.37434518
37.083,12.37434518
37.125,12.37434518
37.167,12.37434518
37.208,12.37434518
37.25,12.37434518
37.292,12.37434518
37.333,12.37434518
37.375,12.37434518
37.417,12.37434518
37.458,12.37434518
37.5,12.37434518
37.542,12.37434518
37.583,12.37434518
37.625,12.37434518
37.667,12.37434518
37.708,12.37434518
37.75,12.37434518
37.792,12.37434518
37.833,12.37434518
37.875,12.37434518
37.917,12.37434518
37.958,12.37434518
38,10.53376752
38.042,10.53376752
38.083,10.53376752
38.125,10.53376752
38.167,10.53376752
38.208,10.53376752
38.25,10.53376752
38.292,10.53376752
38.333,10.53376752
38.375,10.53376752
38.417,10.53376752
38.458,10.53376752
38.5,10.53376752
38.542,10.53376752
38.583,10.53376752
38.625,10.53376752
38.667,10.53376752
38.708,10.53376752
38.75,10.53376752
38.792,10.53376752
38.833,10.53376752
38.875,10.53376752
38.917,10.53376752
38.958,10.53376752
39,8.466657228
39.042,8.466657228
39.083,8.466657228
39.125,8.466657228
39.167,8.466657228
39.208,8.466657228
39.25,8.466657228
39.292,8.466657228
39.333,8.466657228
39.375,8.466657228
39.417,8.466657228
39.458,8.466657228
39.5,8.466657228
39.542,8.466657228
39.583,8.466657228
39.625,8.466657228
39.667,8.466657228
39.708,8.466657228
39.75,8.466657228
39.792,8.466657228
39.833,8.466657228
39.875,8.466657228
39.917,8.466657228
39.958,8.466657228
40,10.67535042
40.042,10.67535042
40.083,10.67535042
40.125,10.67535042
40.167,10.67535042
40.208,10.67535042
40.25,10.67535042
40.292,10.67535042
40.333,10.67535042
40.375,10.67535042
40.417,10.67535042
40.458,10.67535042
40.5,10.67535042
40.542,10.67535042
40.583,10.67535042
40.625,10.67535042
40.667,10.67535042
40.708,10.67535042
40.75,10.67535042
40.792,10.67535042
40.833,10.67535042
40.875,10.67535042
40.917,10.67535042
40.958,10.67535042
41,7.362310633
41.042,7.362310633
41.083,7.362310633
41.125,7.362310633
41.167,7.362310633
41.208,7.362310633
41.25,7.362310633
41.292,7.362310633
41.333,7.362310633
41.375,7.362310633
41.417,7.362310633
41.458,7.362310633
41.5,7.362310633
41.542,7.362310633
41.583,7.362310633
41.625,7.362310633
41.667,7.362310633
41.708,7.362310633
41.75,7.362310633
41.792,7.362310633
41.833,7.362310633
41.875,7.362310633
41.917,7.362310633
41.958,7.362310633
42,6.59776299
42.042,6.59776299
42.083,6.59776299
42.125,6.59776299
42.167,6.59776299
42.208,6.59776299
42.25,6.59776299
42.292,6.59776299
42.333,6.59776299
42.375,6.59776299
42.417,6.59776299
42.458,6.59776299
42.5,6.59776299
42.542,6.59776299
42.583,6.59776299
42.625,6.59776299
42.667,6.59776299
42.708,6.59776299
42.75,6.59776299
42.792,6.59776299
42.833,6.59776299
42.875,6.59776299
42.917,6.59776299
42.958,6.59776299
43,9.117938553
43.042,9.117938553
43.083,9.117938553
43.125,9.117938553
43.167,9.117938553
43.208,9.117938553
43.25,9.117938553
43.292,9.117938553
43.333,9.117938553
43.375,9.117938553
43.417,9.117938553
43.458,9.117938553
43.5,9.117938553
43.542,9.117938553
43.583,9.117938553
43.625,9.117938553
43.667,9.117938553
43.708,9.117938553
43.75,9.117938553
43.792,9.117938553
43.833,9.117938553
43.875,9.117938553
43.917,9.117938553
43.958,9.117938553
44,5.26688376
44.042,5.26688376
44.083,5.26688376
44.125,5.26688376
44.167,5.26688376
44.208,5.26688376
44.25,5.26688376
44.292,5.26688376
44.333,5.26688376
44.375,5.26688376
44.417,5.26688376
44.458,5.26688376
44.5,5.26688376
44.542,5.26688376
44.583,5.26688376
44.625,5.26688376
44.667,5.26688376
44.708,5.26688376
44.75,5.26688376
44.792,5.26688376
44.833,5.26688376
44.875,5.26688376
44.917,5.26688376
44.958,5.26688376
45,6.541129832
45.042,6.541129832
45.083,6.541129832
45.125,6.541129832
45.167,6.541129832
45.208,6.541129832
45.25,6.541129832
45.292,6.541129832
45.333,6.541129832
45.375,6.541129832
45.417,6.541129832
45.458,6.541129832
45.5,6.541129832
45.542,6.541129832
45.583,6.541129832
45.625,6.541129832
45.667,6.541129832
45.708,6.541129832
45.75,6.541129832
45.792,6.541129832
45.833,6.541129832
45.875,6.541129832
45.917,6.541129832
45.958,6.541129832
46,6.965878522
46.042,6.965878522
46.083,6.965878522
46.125,6.965878522
46.167,6.965878522
46.208,6.965878522
46.25,6.965878522
46.292,6.965878522
46.333,6.965878522
46.375,6.965878522
46.417,6.965878522
46.458,6.965878522
46.5,6.965878522
46.542,6.965878522
46.583,6.965878522
46.625,6.965878522
46.667,6.965878522
46.708,6.965878522
46.75,6.965878522
46.792,6.965878522
46.833,6.965878522
46.875,6.965878522
46.917,6.965878522
46.958,6.965878522
47,6.201330879
47.042,6.201330879
47.083,6.201330879
47.125,6.201330879
47.167,6.201330879
47.208,6.201330879
47.25,6.201330879
47.292,6.201330879
47.333,6.201330879
47.375,6.201330879
47.417,6.201330879
47.458,6.201330879
47.5,6.201330879
47.542,6.201330879
47.583,6.201330879
47.625,6.201330879
47.667,6.201330879
47.708,6.201330879
47.75,6.201330879
47.792,6.201330879
47.833,6.201330879
47.875,6.201330879
47.917,6.201330879
47.958,6.201330879
48,3.369672944
48.042,3.369672944
48.083,3.369672944
48.125,3.369672944
48.167,3.369672944
48.208,3.369672944
48.25,3.369672944
48.292,3.369672944
48.333,3.369672944
48.375,3.369672944
48.417,3.369672944
48.458,3.369672944
48.5,3.369672944
48.542,3.369672944
48.583,3.369672944
48.625,3.369672944
48.667,3.369672944
48.708,3.369672944
48.75,3.369672944
48.792,3.369672944
48.833,3.369672944
48.875,3.369672944
48.917,3.369672944
48.958,3.369672944
49,6.654396149
49.042,6.654396149
49.083,6.654396149
49.125,6.654396149
49.167,6.654396149
49.208,6.654396149
49.25,6.654396149
49.292,6.654396149
49.333,6.654396149
49.375,6.654396149
49.417,6.654396149
49.458,6.654396149
49.5,6.654396149
49.542,6.654396149
49.583,6.654396149
49.625,6.654396149
49.667,6.654396149
49.708,6.654396149
49.75,6.654396149
49.792,6.654396149
49.833,6.654396149
49.875,6.654396149
49.917,6.654396149
49.958,6.654396149
50,5.210250602
50.042,5.210250602
50.083,5.210250602
50.125,5.210250602
50.167,5.210250602
50.208,5.210250602
50.25,5.210250602
50.292,5.210250602
50.333,5.210250602
50.375,5.210250602
50.417,5.210250602
50.458,5.210250602
50.5,5.210250602
50.542,5.210250602
50.583,5.210250602
50.625,5.210250602
50.667,5.210250602
50.708,5.210250602
50.75,5.210250602
50.792,5.210250602
50.833,5.210250602
50.875,5.210250602
50.917,5.210250602
50.958,5.210250602
51,5.493416395
51.042,5.493416395
51.083,5.493416395
51.125,5.493416395
51.167,5.493416395
51.208,5.493416395
51.25,5.493416395
51.292,5.493416395
51.333,5.493416395
51.375,5.493416395
51.417,5.493416395
51.458,5.493416395
51.5,5.493416395
51.542,5.493416395
51.583,5.493416395
51.625,5.493416395
51.667,5.493416395
51.708,5.493416395
51.75,5.493416395
51.792,5.493416395
51.833,5.493416395
51.875,5.493416395
51.917,5.493416395
51.958,5.493416395
52,4.020954269
52.042,4.020954269
52.083,4.020954269
52.125,4.020954269
52.167,4.020954269
52.208,4.020954269
52.25,4.020954269
52.292,4.020954269
52.333,4.020954269
52.375,4.020954269
52.417,4.020954269
52.458,4.020954269
52.5,4.020954269
52.542,4.020954269
52.583,4.020954269
52.625,4.020954269
52.667,4.020954269
52.708,4.020954269
52.75,4.020954269
52.792,4.020954269
52.833,4.020954269
52.875,4.020954269
52.917,4.020954269
52.958,4.020954269
53,6.682712728
53.042,6.682712728
53.083,6.682712728
53.125,6.682712728
53.167,6.682712728
53.208,6.682712728
53.25,6.682712728
53.292,6.682712728
53.333,6.682712728
53.375,6.682712728
53.417,6.682712728
53.458,6.682712728
53.5,6.682712728
53.542,6.682712728
53.583,6.682712728
53.625,6.682712728
53.667,6.682712728
53.708,6.682712728
53.75,6.682712728
53.792,6.682712728
53.833,6.682712728
53.875,6.682712728
53.917,6.682712728
53.958,6.682712728
54,4.304120062
54.042,4.304120062
54.083,4.304120062
54.125,4.304120062
54.167,4.304120062
54.208,4.304120062
54.25,4.304120062
54.292,4.304120062
54.333,4.304120062
54.375,4.304120062
54.417,4.304120062
54.458,4.304120062
54.5,4.304120062
54.542,4.304120062
54.583,4.304120062
54.625,4.304120062
54.667,4.304120062
54.708,4.304120062
54.75,4.304120062
54.792,4.304120062
54.833,4.304120062
54.875,4.304120062
54.917,4.304120062
54.958,4.304120062
55,3.426306102
55.042,3.426306102
55.083,3.426306102
55.125,3.426306102
55.167,3.426306102
55.208,3.426306102
55.25,3.426306102
55.292,3.426306102
55.333,3.426306102
55.375,3.426306102
55.417,3.426306102
55.458,3.426306102
55.5,3.426306102
55.542,3.426306102
55.583,3.426306102
55.625,3.426306102
55.667,3.426306102
55.708,3.426306102
55.75,3.426306102
55.792,3.426306102
55.833,3.426306102
55.875,3.426306102
55.917,3.426306102
55.958,3.426306102
56,4.162537166
56.042,4.162537166
56.083,4.162537166
56.125,4.162537166
56.167,4.162537166
56.208,4.162537166
56.25,4.162537166
56.292,4.162537166
56.333,4.162537166
56.375,4.162537166
56.417,4.162537166
56.458,4.162537166
56.5,4.162537166
56.542,4.162537166
56.583,4.162537166
56.625,4.162537166
56.667,4.162537166
56.708,4.162537166
56.75,4.162537166
56.792,4.162537166
56.833,4.162537166
56.875,4.162537166
56.917,4.162537166
56.958,4.162537166
57,6.1730143
57.042,6.1730143
57.083,6.1730143
57.125,6.1730143
57.167,6.1730143
57.208,6.1730143
57.25,6.1730143
57.292,6.1730143
57.333,6.1730143
57.375,6.1730143
57.417,6.1730143
57.458,6.1730143
57.5,6.1730143
57.542,6.1730143
57.583,6.1730143
57.625,6.1730143
57.667,6.1730143
57.708,6.1730143
57.75,6.1730143
57.792,6.1730143
57.833,6.1730143
57.875,6.1730143
57.917,6.1730143
57.958,6.1730143
58,2.859974515
58.042,2.859974515
58.083,2.859974515
58.125,2.859974515
58.167,2.859974515
58.208,2.859974515
58.25,2.859974515
58.292,2.859974515
58.333,2.859974515
58.375,2.859974515
58.417,2.859974515
58.458,2.859974515
58.5,2.859974515
58.542,2.859974515
58.583,2.859974515
58.625,2.859974515
58.667,2.859974515
58.708,2.859974515
58.75,2.859974515
58.792,2.859974515
58.833,2.859974515
58.875,2.859974515
58.917,2.859974515
58.958,2.859974515
59,8.976355656
59.042,8.976355656
59.083,8.976355656
59.125,8.976355656
59.167,8.976355656
59.208,8.976355656
59.25,8.976355656
59.292,8.976355656
