$Trinity Lake Br3 inflow updated YC 06/01/23,
",,,",
Jday,USBR TL Inflow (QI)
117.75,5.74826561
117.792,5.74826561
117.833,5.74826561
117.875,5.74826561
117.917,5.74826561
117.958,5.74826561
118,6.144697721
118.042,6.144697721
118.083,6.144697721
118.125,6.144697721
118.167,6.144697721
118.208,6.144697721
118.25,6.144697721
118.292,6.144697721
118.333,6.144697721
118.375,6.144697721
118.417,6.144697721
118.458,6.144697721
118.5,6.144697721
118.542,6.144697721
118.583,6.144697721
118.625,6.144697721
118.667,6.144697721
118.708,6.144697721
118.75,6.144697721
118.792,6.144697721
118.833,6.144697721
118.875,6.144697721
118.917,6.144697721
118.958,6.144697721
119,4.84213507
119.042,4.84213507
119.083,4.84213507
119.125,4.84213507
119.167,4.84213507
119.208,4.84213507
119.25,4.84213507
119.292,4.84213507
119.333,4.84213507
119.375,4.84213507
119.417,4.84213507
119.458,4.84213507
119.5,4.84213507
119.542,4.84213507
119.583,4.84213507
119.625,4.84213507
119.667,4.84213507
119.708,4.84213507
119.75,4.84213507
119.792,4.84213507
119.833,4.84213507
119.875,4.84213507
119.917,4.84213507
119.958,4.84213507
120,4.870451649
120.042,4.870451649
120.083,4.870451649
120.125,4.870451649
120.167,4.870451649
120.208,4.870451649
120.25,4.870451649
120.292,4.870451649
120.333,4.870451649
120.375,4.870451649
120.417,4.870451649
120.458,4.870451649
120.5,4.870451649
120.542,4.870451649
120.583,4.870451649
120.625,4.870451649
120.667,4.870451649
120.708,4.870451649
120.75,4.870451649
120.792,4.870451649
120.833,4.870451649
120.875,4.870451649
120.917,4.870451649
120.958,4.870451649
121,6.229647459
121.042,6.229647459
121.083,6.229647459
121.125,6.229647459
121.167,6.229647459
121.208,6.229647459
121.25,6.229647459
121.292,6.229647459
121.333,6.229647459
121.375,6.229647459
121.417,6.229647459
121.458,6.229647459
121.5,6.229647459
121.542,6.229647459
121.583,6.229647459
121.625,6.229647459
121.667,6.229647459
121.708,6.229647459
121.75,6.229647459
121.792,6.229647459
121.833,6.229647459
121.875,6.229647459
121.917,6.229647459
121.958,6.229647459
122,6.456180093
122.042,6.456180093
122.083,6.456180093
122.125,6.456180093
122.167,6.456180093
122.208,6.456180093
122.25,6.456180093
122.292,6.456180093
122.333,6.456180093
122.375,6.456180093
122.417,6.456180093
122.458,6.456180093
122.5,6.456180093
122.542,6.456180093
122.583,6.456180093
122.625,6.456180093
122.667,6.456180093
122.708,6.456180093
122.75,6.456180093
122.792,6.456180093
122.833,6.456180093
122.875,6.456180093
122.917,6.456180093
122.958,6.456180093
123,7.164094577
123.042,7.164094577
123.083,7.164094577
123.125,7.164094577
123.167,7.164094577
123.208,7.164094577
123.25,7.164094577
123.292,7.164094577
123.333,7.164094577
123.375,7.164094577
123.417,7.164094577
123.458,7.164094577
123.5,7.164094577
123.542,7.164094577
123.583,7.164094577
123.625,7.164094577
123.667,7.164094577
123.708,7.164094577
123.75,7.164094577
123.792,7.164094577
123.833,7.164094577
123.875,7.164094577
123.917,7.164094577
123.958,7.164094577
124,7.135777998
124.042,7.135777998
124.083,7.135777998
124.125,7.135777998
124.167,7.135777998
124.208,7.135777998
124.25,7.135777998
124.292,7.135777998
124.333,7.135777998
124.375,7.135777998
124.417,7.135777998
124.458,7.135777998
124.5,7.135777998
124.542,7.135777998
124.583,7.135777998
124.625,7.135777998
124.667,7.135777998
124.708,7.135777998
124.75,7.135777998
124.792,7.135777998
124.833,7.135777998
124.875,7.135777998
124.917,7.135777998
124.958,7.135777998
125,7.758742744
125.042,7.758742744
125.083,7.758742744
125.125,7.758742744
125.167,7.758742744
125.208,7.758742744
125.25,7.758742744
125.292,7.758742744
125.333,7.758742744
125.375,7.758742744
125.417,7.758742744
125.458,7.758742744
125.5,7.758742744
125.542,7.758742744
125.583,7.758742744
125.625,7.758742744
125.667,7.758742744
125.708,7.758742744
125.75,7.758742744
125.792,7.758742744
125.833,7.758742744
125.875,7.758742744
125.917,7.758742744
125.958,7.758742744
126,7.50389353
126.042,7.50389353
126.083,7.50389353
126.125,7.50389353
126.167,7.50389353
126.208,7.50389353
126.25,7.50389353
126.292,7.50389353
126.333,7.50389353
126.375,7.50389353
126.417,7.50389353
126.458,7.50389353
126.5,7.50389353
126.542,7.50389353
126.583,7.50389353
126.625,7.50389353
126.667,7.50389353
126.708,7.50389353
126.75,7.50389353
126.792,7.50389353
126.833,7.50389353
126.875,7.50389353
126.917,7.50389353
126.958,7.50389353
127,7.164094577
127.042,7.164094577
127.083,7.164094577
127.125,7.164094577
127.167,7.164094577
127.208,7.164094577
127.25,7.164094577
127.292,7.164094577
127.333,7.164094577
127.375,7.164094577
127.417,7.164094577
127.458,7.164094577
127.5,7.164094577
127.542,7.164094577
127.583,7.164094577
127.625,7.164094577
127.667,7.164094577
127.708,7.164094577
127.75,7.164094577
127.792,7.164094577
127.833,7.164094577
127.875,7.164094577
127.917,7.164094577
127.958,7.164094577
128,6.937561943
128.042,6.937561943
128.083,6.937561943
128.125,6.937561943
128.167,6.937561943
128.208,6.937561943
128.25,6.937561943
128.292,6.937561943
128.333,6.937561943
128.375,6.937561943
128.417,6.937561943
128.458,6.937561943
128.5,6.937561943
128.542,6.937561943
128.583,6.937561943
128.625,6.937561943
128.667,6.937561943
128.708,6.937561943
128.75,6.937561943
128.792,6.937561943
128.833,6.937561943
128.875,6.937561943
128.917,6.937561943
128.958,6.937561943
129,6.711029308
129.042,6.711029308
129.083,6.711029308
129.125,6.711029308
129.167,6.711029308
129.208,6.711029308
129.25,6.711029308
129.292,6.711029308
129.333,6.711029308
129.375,6.711029308
129.417,6.711029308
129.458,6.711029308
129.5,6.711029308
129.542,6.711029308
129.583,6.711029308
129.625,6.711029308
129.667,6.711029308
129.708,6.711029308
129.75,6.711029308
129.792,6.711029308
129.833,6.711029308
129.875,6.711029308
129.917,6.711029308
129.958,6.711029308
130,6.371230355
130.042,6.371230355
130.083,6.371230355
130.125,6.371230355
130.167,6.371230355
130.208,6.371230355
130.25,6.371230355
130.292,6.371230355
130.333,6.371230355
130.375,6.371230355
130.417,6.371230355
130.458,6.371230355
130.5,6.371230355
130.542,6.371230355
130.583,6.371230355
130.625,6.371230355
130.667,6.371230355
130.708,6.371230355
130.75,6.371230355
130.792,6.371230355
130.833,6.371230355
130.875,6.371230355
130.917,6.371230355
130.958,6.371230355
131,5.804898768
131.042,5.804898768
131.083,5.804898768
131.125,5.804898768
131.167,5.804898768
131.208,5.804898768
131.25,5.804898768
131.292,5.804898768
131.333,5.804898768
131.375,5.804898768
131.417,5.804898768
131.458,5.804898768
131.5,5.804898768
131.542,5.804898768
131.583,5.804898768
131.625,5.804898768
131.667,5.804898768
131.708,5.804898768
131.75,5.804898768
131.792,5.804898768
131.833,5.804898768
131.875,5.804898768
131.917,5.804898768
131.958,5.804898768
132,5.521732975
132.042,5.521732975
132.083,5.521732975
132.125,5.521732975
132.167,5.521732975
132.208,5.521732975
132.25,5.521732975
132.292,5.521732975
132.333,5.521732975
132.375,5.521732975
132.417,5.521732975
132.458,5.521732975
132.5,5.521732975
132.542,5.521732975
132.583,5.521732975
132.625,5.521732975
132.667,5.521732975
132.708,5.521732975
132.75,5.521732975
132.792,5.521732975
132.833,5.521732975
132.875,5.521732975
132.917,5.521732975
132.958,5.521732975
133,6.031431403
133.042,6.031431403
133.083,6.031431403
133.125,6.031431403
133.167,6.031431403
133.208,6.031431403
133.25,6.031431403
133.292,6.031431403
133.333,6.031431403
133.375,6.031431403
133.417,6.031431403
133.458,6.031431403
133.5,6.031431403
133.542,6.031431403
133.583,6.031431403
133.625,6.031431403
133.667,6.031431403
133.708,6.031431403
133.75,6.031431403
133.792,6.031431403
133.833,6.031431403
133.875,6.031431403
133.917,6.031431403
133.958,6.031431403
134,5.889848506
134.042,5.889848506
134.083,5.889848506
134.125,5.889848506
134.167,5.889848506
134.208,5.889848506
134.25,5.889848506
134.292,5.889848506
134.333,5.889848506
134.375,5.889848506
134.417,5.889848506
134.458,5.889848506
134.5,5.889848506
134.542,5.889848506
134.583,5.889848506
134.625,5.889848506
134.667,5.889848506
134.708,5.889848506
134.75,5.889848506
134.792,5.889848506
134.833,5.889848506
134.875,5.889848506
134.917,5.889848506
134.958,5.889848506
135,5.691632451
135.042,5.691632451
135.083,5.691632451
135.125,5.691632451
135.167,5.691632451
135.208,5.691632451
135.25,5.691632451
135.292,5.691632451
135.333,5.691632451
135.375,5.691632451
135.417,5.691632451
135.458,5.691632451
135.5,5.691632451
135.542,5.691632451
135.583,5.691632451
135.625,5.691632451
135.667,5.691632451
135.708,5.691632451
135.75,5.691632451
135.792,5.691632451
135.833,5.691632451
135.875,5.691632451
135.917,5.691632451
135.958,5.691632451
136,6.427863514
136.042,6.427863514
136.083,6.427863514
136.125,6.427863514
136.167,6.427863514
136.208,6.427863514
136.25,6.427863514
136.292,6.427863514
136.333,6.427863514
136.375,6.427863514
136.417,6.427863514
136.458,6.427863514
136.5,6.427863514
136.542,6.427863514
136.583,6.427863514
136.625,6.427863514
136.667,6.427863514
136.708,6.427863514
136.75,6.427863514
136.792,6.427863514
136.833,6.427863514
136.875,6.427863514
136.917,6.427863514
136.958,6.427863514
137,6.456180093
137.042,6.456180093
137.083,6.456180093
137.125,6.456180093
137.167,6.456180093
137.208,6.456180093
137.25,6.456180093
137.292,6.456180093
137.333,6.456180093
137.375,6.456180093
137.417,6.456180093
137.458,6.456180093
137.5,6.456180093
137.542,6.456180093
137.583,6.456180093
137.625,6.456180093
137.667,6.456180093
137.708,6.456180093
137.75,6.456180093
137.792,6.456180093
137.833,6.456180093
137.875,6.456180093
137.917,6.456180093
137.958,6.456180093
138,5.26688376
138.042,5.26688376
138.083,5.26688376
138.125,5.26688376
138.167,5.26688376
138.208,5.26688376
138.25,5.26688376
138.292,5.26688376
138.333,5.26688376
138.375,5.26688376
138.417,5.26688376
138.458,5.26688376
138.5,5.26688376
138.542,5.26688376
138.583,5.26688376
138.625,5.26688376
138.667,5.26688376
138.708,5.26688376
138.75,5.26688376
138.792,5.26688376
138.833,5.26688376
138.875,5.26688376
138.917,5.26688376
138.958,5.26688376
139,4.41738638
139.042,4.41738638
139.083,4.41738638
139.125,4.41738638
139.167,4.41738638
139.208,4.41738638
139.25,4.41738638
139.292,4.41738638
139.333,4.41738638
139.375,4.41738638
139.417,4.41738638
139.458,4.41738638
139.5,4.41738638
139.542,4.41738638
139.583,4.41738638
139.625,4.41738638
139.667,4.41738638
139.708,4.41738638
139.75,4.41738638
139.792,4.41738638
139.833,4.41738638
139.875,4.41738638
139.917,4.41738638
139.958,4.41738638
140,3.907687951
140.042,3.907687951
140.083,3.907687951
140.125,3.907687951
140.167,3.907687951
140.208,3.907687951
140.25,3.907687951
140.292,3.907687951
140.333,3.907687951
140.375,3.907687951
140.417,3.907687951
140.458,3.907687951
140.5,3.907687951
140.542,3.907687951
140.583,3.907687951
140.625,3.907687951
140.667,3.907687951
140.708,3.907687951
140.75,3.907687951
140.792,3.907687951
140.833,3.907687951
140.875,3.907687951
140.917,3.907687951
140.958,3.907687951
141,6.569446411
141.042,6.569446411
141.083,6.569446411
141.125,6.569446411
141.167,6.569446411
141.208,6.569446411
141.25,6.569446411
141.292,6.569446411
141.333,6.569446411
141.375,6.569446411
141.417,6.569446411
141.458,6.569446411
141.5,6.569446411
141.542,6.569446411
141.583,6.569446411
141.625,6.569446411
141.667,6.569446411
141.708,6.569446411
141.75,6.569446411
141.792,6.569446411
141.833,6.569446411
141.875,6.569446411
141.917,6.569446411
141.958,6.569446411
142,5.663315871
142.042,5.663315871
142.083,5.663315871
142.125,5.663315871
142.167,5.663315871
142.208,5.663315871
142.25,5.663315871
142.292,5.663315871
142.333,5.663315871
142.375,5.663315871
142.417,5.663315871
142.458,5.663315871
142.5,5.663315871
142.542,5.663315871
142.583,5.663315871
142.625,5.663315871
142.667,5.663315871
142.708,5.663315871
142.75,5.663315871
142.792,5.663315871
142.833,5.663315871
142.875,5.663315871
142.917,5.663315871
142.958,5.663315871
143,7.05082826
143.042,7.05082826
143.083,7.05082826
143.125,7.05082826
143.167,7.05082826
143.208,7.05082826
143.25,7.05082826
143.292,7.05082826
143.333,7.05082826
143.375,7.05082826
143.417,7.05082826
143.458,7.05082826
143.5,7.05082826
143.542,7.05082826
143.583,7.05082826
143.625,7.05082826
143.667,7.05082826
143.708,7.05082826
143.75,7.05082826
143.792,7.05082826
143.833,7.05082826
143.875,7.05082826
143.917,7.05082826
143.958,7.05082826
144,4.955401388
144.042,4.955401388
144.083,4.955401388
144.125,4.955401388
144.167,4.955401388
144.208,4.955401388
144.25,4.955401388
144.292,4.955401388
144.333,4.955401388
144.375,4.955401388
144.417,4.955401388
144.458,4.955401388
144.5,4.955401388
144.542,4.955401388
144.583,4.955401388
144.625,4.955401388
144.667,4.955401388
144.708,4.955401388
144.75,4.955401388
144.792,4.955401388
144.833,4.955401388
144.875,4.955401388
144.917,4.955401388
144.958,4.955401388
145,4.049270848
145.042,4.049270848
145.083,4.049270848
145.125,4.049270848
145.167,4.049270848
145.208,4.049270848
145.25,4.049270848
145.292,4.049270848
145.333,4.049270848
145.375,4.049270848
145.417,4.049270848
145.458,4.049270848
145.5,4.049270848
145.542,4.049270848
145.583,4.049270848
145.625,4.049270848
145.667,4.049270848
145.708,4.049270848
145.75,4.049270848
145.792,4.049270848
145.833,4.049270848
145.875,4.049270848
145.917,4.049270848
145.958,4.049270848
146,4.162537166
146.042,4.162537166
146.083,4.162537166
146.125,4.162537166
146.167,4.162537166
146.208,4.162537166
146.25,4.162537166
146.292,4.162537166
146.333,4.162537166
146.375,4.162537166
146.417,4.162537166
146.458,4.162537166
146.5,4.162537166
146.542,4.162537166
146.583,4.162537166
146.625,4.162537166
146.667,4.162537166
146.708,4.162537166
146.75,4.162537166
146.792,4.162537166
146.833,4.162537166
146.875,4.162537166
146.917,4.162537166
146.958,4.162537166
147,4.190853745
147.042,4.190853745
147.083,4.190853745
147.125,4.190853745
147.167,4.190853745
147.208,4.190853745
147.25,4.190853745
147.292,4.190853745
147.333,4.190853745
147.375,4.190853745
147.417,4.190853745
147.458,4.190853745
147.5,4.190853745
147.542,4.190853745
147.583,4.190853745
147.625,4.190853745
147.667,4.190853745
147.708,4.190853745
147.75,4.190853745
147.792,4.190853745
147.833,4.190853745
147.875,4.190853745
147.917,4.190853745
147.958,4.190853745
148,4.785501911
148.042,4.785501911
148.083,4.785501911
148.125,4.785501911
148.167,4.785501911
148.208,4.785501911
148.25,4.785501911
148.292,4.785501911
148.333,4.785501911
148.375,4.785501911
148.417,4.785501911
148.458,4.785501911
148.5,4.785501911
148.542,4.785501911
148.583,4.785501911
148.625,4.785501911
148.667,4.785501911
148.708,4.785501911
148.75,4.785501911
148.792,4.785501911
148.833,4.785501911
148.875,4.785501911
148.917,4.785501911
148.958,4.785501911
149,3.313039785
149.042,3.313039785
149.083,3.313039785
149.125,3.313039785
149.167,3.313039785
149.208,3.313039785
149.25,3.313039785
149.292,3.313039785
149.333,3.313039785
149.375,3.313039785
149.417,3.313039785
149.458,3.313039785
149.5,3.313039785
149.542,3.313039785
149.583,3.313039785
149.625,3.313039785
149.667,3.313039785
149.708,3.313039785
149.75,3.313039785
149.792,3.313039785
149.833,3.313039785
149.875,3.313039785
149.917,3.313039785
149.958,3.313039785
150,0.87781396
150.042,0.87781396
150.083,0.87781396
150.125,0.87781396
150.167,0.87781396
150.208,0.87781396
150.25,0.87781396
150.292,0.87781396
150.333,0.87781396
150.375,0.87781396
150.417,0.87781396
150.458,0.87781396
150.5,0.87781396
150.542,0.87781396
150.583,0.87781396
150.625,0.87781396
150.667,0.87781396
150.708,0.87781396
150.75,0.87781396
150.792,0.87781396
150.833,0.87781396
150.875,0.87781396
150.917,0.87781396
150.958,0.87781396
151,1.670678182
151.042,1.670678182
151.083,1.670678182
151.125,1.670678182
151.167,1.670678182
151.208,1.670678182
151.25,1.670678182
151.292,1.670678182
151.333,1.670678182
151.375,1.670678182
151.417,1.670678182
151.458,1.670678182
151.5,1.670678182
151.542,1.670678182
151.583,1.670678182
151.625,1.670678182
151.667,1.670678182
151.708,1.670678182
151.75,1.670678182
151.792,1.670678182
151.833,1.670678182
151.875,1.670678182
151.917,1.670678182
151.958,1.670678182
152,1.189296333
152.042,1.189296333
152.083,1.189296333
152.125,1.189296333
152.167,1.189296333
152.208,1.189296333
152.25,1.189296333
152.292,1.189296333
152.333,1.189296333
152.375,1.189296333
152.417,1.189296333
152.458,1.189296333
152.5,1.189296333
152.542,1.189296333
152.583,1.189296333
152.625,1.189296333
152.667,1.189296333
152.708,1.189296333
152.75,1.189296333
152.792,1.189296333
152.833,1.189296333
152.875,1.189296333
152.917,1.189296333
152.958,1.189296333
153,1.189296333
153.042,1.189296333
153.083,1.189296333
153.125,1.189296333
153.167,1.189296333
153.208,1.189296333
153.25,1.189296333
153.292,1.189296333
153.333,1.189296333
153.375,1.189296333
153.417,1.189296333
153.458,1.189296333
153.5,1.189296333
153.542,1.189296333
153.583,1.189296333
153.625,1.189296333
153.667,1.189296333
153.708,1.189296333
153.75,1.189296333
153.792,1.189296333
153.833,1.189296333
153.875,1.189296333
153.917,1.189296333
153.958,1.189296333
154,1.189296333
154.042,1.189296333
154.083,1.189296333
154.125,1.189296333
154.167,1.189296333
154.208,1.189296333
154.25,1.189296333
154.292,1.189296333
154.333,1.189296333
154.375,1.189296333
154.417,1.189296333
154.458,1.189296333
154.5,1.189296333
154.542,1.189296333
154.583,1.189296333
154.625,1.189296333
154.667,1.189296333
154.708,1.189296333
154.75,1.189296333
154.792,1.189296333
154.833,1.189296333
154.875,1.189296333
154.917,1.189296333
154.958,1.189296333
155,1.189296333
155.042,1.189296333
155.083,1.189296333
155.125,1.189296333
155.167,1.189296333
155.208,1.189296333
155.25,1.189296333
155.292,1.189296333
155.333,1.189296333
155.375,1.189296333
155.417,1.189296333
155.458,1.189296333
155.5,1.189296333
155.542,1.189296333
155.583,1.189296333
155.625,1.189296333
155.667,1.189296333
155.708,1.189296333
155.75,1.189296333
155.792,1.189296333
155.833,1.189296333
155.875,1.189296333
155.917,1.189296333
155.958,1.189296333
156,1.189296333
156.042,1.189296333
156.083,1.189296333
156.125,1.189296333
156.167,1.189296333
156.208,1.189296333
156.25,1.189296333
156.292,1.189296333
156.333,1.189296333
156.375,1.189296333
156.417,1.189296333
156.458,1.189296333
156.5,1.189296333
156.542,1.189296333
156.583,1.189296333
156.625,1.189296333
156.667,1.189296333
156.708,1.189296333
156.75,1.189296333
156.792,1.189296333
156.833,1.189296333
156.875,1.189296333
156.917,1.189296333
156.958,1.189296333
157,1.189296333
157.042,1.189296333
157.083,1.189296333
157.125,1.189296333
157.167,1.189296333
157.208,1.189296333
157.25,1.189296333
157.292,1.189296333
157.333,1.189296333
157.375,1.189296333
157.417,1.189296333
157.458,1.189296333
157.5,1.189296333
157.542,1.189296333
157.583,1.189296333
157.625,1.189296333
157.667,1.189296333
157.708,1.189296333
157.75,1.189296333
157.792,1.189296333
157.833,1.189296333
157.875,1.189296333
157.917,1.189296333
157.958,1.189296333
158,1.189296333
158.042,1.189296333
158.083,1.189296333
158.125,1.189296333
158.167,1.189296333
158.208,1.189296333
158.25,1.189296333
158.292,1.189296333
158.333,1.189296333
158.375,1.189296333
158.417,1.189296333
158.458,1.189296333
158.5,1.189296333
158.542,1.189296333
158.583,1.189296333
158.625,1.189296333
158.667,1.189296333
158.708,1.189296333
158.75,1.189296333
158.792,1.189296333
158.833,1.189296333
158.875,1.189296333
158.917,1.189296333
158.958,1.189296333
159,1.189296333
159.042,1.189296333
159.083,1.189296333
159.125,1.189296333
159.167,1.189296333
159.208,1.189296333
159.25,1.189296333
159.292,1.189296333
159.333,1.189296333
159.375,1.189296333
159.417,1.189296333
159.458,1.189296333
159.5,1.189296333
159.542,1.189296333
159.583,1.189296333
159.625,1.189296333
159.667,1.189296333
159.708,1.189296333
159.75,1.189296333
159.792,1.189296333
159.833,1.189296333
159.875,1.189296333
159.917,1.189296333
159.958,1.189296333
160,1.189296333
160.042,1.189296333
160.083,1.189296333
160.125,1.189296333
160.167,1.189296333
160.208,1.189296333
160.25,1.189296333
160.292,1.189296333
160.333,1.189296333
160.375,1.189296333
160.417,1.189296333
160.458,1.189296333
160.5,1.189296333
160.542,1.189296333
160.583,1.189296333
160.625,1.189296333
160.667,1.189296333
160.708,1.189296333
160.75,1.189296333
160.792,1.189296333
160.833,1.189296333
160.875,1.189296333
160.917,1.189296333
160.958,1.189296333
161,1.189296333
161.042,1.189296333
161.083,1.189296333
161.125,1.189296333
161.167,1.189296333
161.208,1.189296333
161.25,1.189296333
161.292,1.189296333
161.333,1.189296333
161.375,1.189296333
161.417,1.189296333
161.458,1.189296333
161.5,1.189296333
161.542,1.189296333
161.583,1.189296333
161.625,1.189296333
161.667,1.189296333
161.708,1.189296333
161.75,1.189296333
161.792,1.189296333
161.833,1.189296333
161.875,1.189296333
161.917,1.189296333
161.958,1.189296333
162,1.189296333
162.042,1.189296333
162.083,1.189296333
162.125,1.189296333
162.167,1.189296333
162.208,1.189296333
162.25,1.189296333
162.292,1.189296333
162.333,1.189296333
162.375,1.189296333
162.417,1.189296333
162.458,1.189296333
162.5,1.189296333
162.542,1.189296333
162.583,1.189296333
162.625,1.189296333
162.667,1.189296333
162.708,1.189296333
162.75,1.189296333
162.792,1.189296333
162.833,1.189296333
162.875,1.189296333
162.917,1.189296333
162.958,1.189296333
163,1.189296333
163.042,1.189296333
163.083,1.189296333
163.125,1.189296333
163.167,1.189296333
163.208,1.189296333
163.25,1.189296333
163.292,1.189296333
163.333,1.189296333
163.375,1.189296333
163.417,1.189296333
163.458,1.189296333
163.5,1.189296333
163.542,1.189296333
163.583,1.189296333
163.625,1.189296333
163.667,1.189296333
163.708,1.189296333
163.75,1.189296333
163.792,1.189296333
163.833,1.189296333
163.875,1.189296333
163.917,1.189296333
163.958,1.189296333
164,1.189296333
164.042,1.189296333
164.083,1.189296333
164.125,1.189296333
164.167,1.189296333
164.208,1.189296333
164.25,1.189296333
164.292,1.189296333
164.333,1.189296333
164.375,1.189296333
164.417,1.189296333
164.458,1.189296333
164.5,1.189296333
164.542,1.189296333
164.583,1.189296333
164.625,1.189296333
164.667,1.189296333
164.708,1.189296333
164.75,1.189296333
164.792,1.189296333
164.833,1.189296333
164.875,1.189296333
164.917,1.189296333
164.958,1.189296333
165,1.189296333
165.042,1.189296333
165.083,1.189296333
165.125,1.189296333
165.167,1.189296333
165.208,1.189296333
165.25,1.189296333
165.292,1.189296333
165.333,1.189296333
165.375,1.189296333
165.417,1.189296333
165.458,1.189296333
165.5,1.189296333
165.542,1.189296333
165.583,1.189296333
165.625,1.189296333
165.667,1.189296333
165.708,1.189296333
165.75,1.189296333
165.792,1.189296333
165.833,1.189296333
165.875,1.189296333
165.917,1.189296333
165.958,1.189296333
166,1.189296333
166.042,1.189296333
166.083,1.189296333
166.125,1.189296333
166.167,1.189296333
166.208,1.189296333
166.25,1.189296333
166.292,1.189296333
166.333,1.189296333
166.375,1.189296333
166.417,1.189296333
166.458,1.189296333
166.5,1.189296333
166.542,1.189296333
166.583,1.189296333
166.625,1.189296333
166.667,1.189296333
166.708,1.189296333
166.75,1.189296333
166.792,1.189296333
166.833,1.189296333
166.875,1.189296333
166.917,1.189296333
166.958,1.189296333
167,1.189296333
167.042,1.189296333
167.083,1.189296333
167.125,1.189296333
167.167,1.189296333
167.208,1.189296333
167.25,1.189296333
167.292,1.189296333
167.333,1.189296333
167.375,1.189296333
167.417,1.189296333
167.458,1.189296333
167.5,1.189296333
167.542,1.189296333
167.583,1.189296333
167.625,1.189296333
167.667,1.189296333
167.708,1.189296333
167.75,1.189296333
167.792,1.189296333
167.833,1.189296333
167.875,1.189296333
167.917,1.189296333
167.958,1.189296333
168,1.189296333
168.042,1.189296333
168.083,1.189296333
168.125,1.189296333
168.167,1.189296333
168.208,1.189296333
168.25,1.189296333
168.292,1.189296333
168.333,1.189296333
168.375,1.189296333
168.417,1.189296333
168.458,1.189296333
168.5,1.189296333
168.542,1.189296333
168.583,1.189296333
168.625,1.189296333
168.667,1.189296333
168.708,1.189296333
168.75,1.189296333
168.792,1.189296333
168.833,1.189296333
168.875,1.189296333
168.917,1.189296333
168.958,1.189296333
169,1.189296333
169.042,1.189296333
169.083,1.189296333
169.125,1.189296333
169.167,1.189296333
169.208,1.189296333
169.25,1.189296333
169.292,1.189296333
169.333,1.189296333
169.375,1.189296333
169.417,1.189296333
169.458,1.189296333
169.5,1.189296333
169.542,1.189296333
169.583,1.189296333
169.625,1.189296333
169.667,1.189296333
169.708,1.189296333
169.75,1.189296333
169.792,1.189296333
169.833,1.189296333
169.875,1.189296333
169.917,1.189296333
169.958,1.189296333
170,1.189296333
170.042,1.189296333
170.083,1.189296333
170.125,1.189296333
170.167,1.189296333
170.208,1.189296333
170.25,1.189296333
170.292,1.189296333
170.333,1.189296333
170.375,1.189296333
170.417,1.189296333
170.458,1.189296333
170.5,1.189296333
170.542,1.189296333
170.583,1.189296333
170.625,1.189296333
170.667,1.189296333
170.708,1.189296333
170.75,1.189296333
170.792,1.189296333
170.833,1.189296333
170.875,1.189296333
170.917,1.189296333
170.958,1.189296333
171,1.189296333
171.042,1.189296333
171.083,1.189296333
171.125,1.189296333
171.167,1.189296333
171.208,1.189296333
171.25,1.189296333
171.292,1.189296333
171.333,1.189296333
171.375,1.189296333
171.417,1.189296333
171.458,1.189296333
171.5,1.189296333
171.542,1.189296333
171.583,1.189296333
171.625,1.189296333
171.667,1.189296333
171.708,1.189296333
171.75,1.189296333
171.792,1.189296333
171.833,1.189296333
171.875,1.189296333
171.917,1.189296333
171.958,1.189296333
172,1.189296333
172.042,1.189296333
172.083,1.189296333
172.125,1.189296333
172.167,1.189296333
172.208,1.189296333
172.25,1.189296333
172.292,1.189296333
172.333,1.189296333
172.375,1.189296333
172.417,1.189296333
172.458,1.189296333
172.5,1.189296333
172.542,1.189296333
172.583,1.189296333
172.625,1.189296333
172.667,1.189296333
172.708,1.189296333
172.75,1.189296333
172.792,1.189296333
172.833,1.189296333
172.875,1.189296333
172.917,1.189296333
172.958,1.189296333
173,1.189296333
173.042,1.189296333
173.083,1.189296333
173.125,1.189296333
173.167,1.189296333
173.208,1.189296333
173.25,1.189296333
173.292,1.189296333
173.333,1.189296333
173.375,1.189296333
173.417,1.189296333
173.458,1.189296333
173.5,1.189296333
173.542,1.189296333
173.583,1.189296333
173.625,1.189296333
173.667,1.189296333
173.708,1.189296333
173.75,1.189296333
173.792,1.189296333
173.833,1.189296333
173.875,1.189296333
173.917,1.189296333
173.958,1.189296333
174,1.189296333
174.042,1.189296333
174.083,1.189296333
174.125,1.189296333
174.167,1.189296333
174.208,1.189296333
174.25,1.189296333
174.292,1.189296333
174.333,1.189296333
174.375,1.189296333
174.417,1.189296333
174.458,1.189296333
174.5,1.189296333
174.542,1.189296333
174.583,1.189296333
174.625,1.189296333
174.667,1.189296333
174.708,1.189296333
174.75,1.189296333
174.792,1.189296333
174.833,1.189296333
174.875,1.189296333
174.917,1.189296333
174.958,1.189296333
175,1.189296333
175.042,1.189296333
175.083,1.189296333
175.125,1.189296333
175.167,1.189296333
175.208,1.189296333
175.25,1.189296333
175.292,1.189296333
175.333,1.189296333
175.375,1.189296333
175.417,1.189296333
175.458,1.189296333
175.5,1.189296333
175.542,1.189296333
175.583,1.189296333
175.625,1.189296333
175.667,1.189296333
175.708,1.189296333
175.75,1.189296333
175.792,1.189296333
175.833,1.189296333
175.875,1.189296333
175.917,1.189296333
175.958,1.189296333
176,1.189296333
176.042,1.189296333
176.083,1.189296333
176.125,1.189296333
176.167,1.189296333
176.208,1.189296333
176.25,1.189296333
176.292,1.189296333
