$Trinity Lake Swift Cr inflow Tw updated YC 06/01/23,
",,,",
Jday,Swift 
147.375,11.83
147.417,11.83
147.458,11.83
147.5,11.83
147.542,11.83
147.583,11.83
147.625,11.83
147.667,11.83
147.708,11.83
147.75,11.83
147.792,11.83
147.833,11.83
147.875,11.83
147.917,11.83
147.958,11.83
148,12.75
148.042,12.75
148.083,12.75
148.125,12.75
148.167,12.75
148.208,12.75
148.25,12.75
148.292,12.75
148.333,12.75
148.375,12.75
148.417,12.75
148.458,12.75
148.5,12.75
148.542,12.75
148.583,12.75
148.625,12.75
148.667,12.75
148.708,12.75
148.75,12.75
148.792,12.75
148.833,12.75
148.875,12.75
148.917,12.75
148.958,12.75
149,12.98
149.042,12.98
149.083,12.98
149.125,12.98
149.167,12.98
149.208,12.98
149.25,12.98
149.292,12.98
149.333,12.98
149.375,12.98
149.417,12.98
149.458,12.98
149.5,12.98
149.542,12.98
149.583,12.98
149.625,12.98
149.667,12.98
149.708,12.98
149.75,12.98
149.792,12.98
149.833,12.98
149.875,12.98
149.917,12.98
149.958,12.98
150,12.87
150.042,12.87
150.083,12.87
150.125,12.87
150.167,12.87
150.208,12.87
150.25,12.87
150.292,12.87
150.333,12.87
150.375,12.87
150.417,12.87
150.458,12.87
150.5,12.87
150.542,12.87
150.583,12.87
150.625,12.87
150.667,12.87
150.708,12.87
150.75,12.87
150.792,12.87
150.833,12.87
150.875,12.87
150.917,12.87
150.958,12.87
151,11.38
151.042,11.38
151.083,11.38
151.125,11.38
151.167,11.38
151.208,11.38
151.25,11.38
151.292,11.38
151.333,11.38
151.375,11.38
151.417,11.38
151.458,11.38
151.5,11.38
151.542,11.38
151.583,11.38
151.625,11.38
151.667,11.38
151.708,11.38
151.75,11.38
151.792,11.38
151.833,11.38
151.875,11.38
151.917,11.38
151.958,11.38
152,11.45
152.042,11.45
152.083,11.45
152.125,11.45
152.167,11.45
152.208,11.45
152.25,11.45
152.292,11.45
152.333,11.45
152.375,11.45
152.417,11.45
152.458,11.45
152.5,11.45
152.542,11.45
152.583,11.45
152.625,11.45
152.667,11.45
152.708,11.45
152.75,11.45
152.792,11.45
152.833,11.45
152.875,11.45
152.917,11.45
152.958,11.45
153,12.93
153.042,12.93
153.083,12.93
153.125,12.93
153.167,12.93
153.208,12.93
153.25,12.93
153.292,12.93
153.333,12.93
153.375,12.93
153.417,12.93
153.458,12.93
153.5,12.93
153.542,12.93
153.583,12.93
153.625,12.93
153.667,12.93
153.708,12.93
153.75,12.93
153.792,12.93
153.833,12.93
153.875,12.93
153.917,12.93
153.958,12.93
154,13.78
154.042,13.78
154.083,13.78
154.125,13.78
154.167,13.78
154.208,13.78
154.25,13.78
154.292,13.78
154.333,13.78
154.375,13.78
154.417,13.78
154.458,13.78
154.5,13.78
154.542,13.78
154.583,13.78
154.625,13.78
154.667,13.78
154.708,13.78
154.75,13.78
154.792,13.78
154.833,13.78
154.875,13.78
154.917,13.78
154.958,13.78
155,13.36
155.042,13.36
155.083,13.36
155.125,13.36
155.167,13.36
155.208,13.36
155.25,13.36
155.292,13.36
155.333,13.36
155.375,13.36
155.417,13.36
155.458,13.36
155.5,13.36
155.542,13.36
155.583,13.36
155.625,13.36
155.667,13.36
155.708,13.36
155.75,13.36
155.792,13.36
155.833,13.36
155.875,13.36
155.917,13.36
155.958,13.36
156,12.59
156.042,12.59
156.083,12.59
156.125,12.59
156.167,12.59
156.208,12.59
156.25,12.59
156.292,12.59
156.333,12.59
156.375,12.59
156.417,12.59
156.458,12.59
156.5,12.59
156.542,12.59
156.583,12.59
156.625,12.59
156.667,12.59
156.708,12.59
156.75,12.59
156.792,12.59
156.833,12.59
156.875,12.59
156.917,12.59
156.958,12.59
157,13.18
157.042,13.18
157.083,13.18
157.125,13.18
157.167,13.18
157.208,13.18
157.25,13.18
157.292,13.18
157.333,13.18
157.375,13.18
157.417,13.18
157.458,13.18
157.5,13.18
157.542,13.18
157.583,13.18
157.625,13.18
157.667,13.18
157.708,13.18
157.75,13.18
157.792,13.18
157.833,13.18
157.875,13.18
157.917,13.18
157.958,13.18
158,13.67
158.042,13.67
158.083,13.67
158.125,13.67
158.167,13.67
158.208,13.67
158.25,13.67
158.292,13.67
158.333,13.67
158.375,13.67
158.417,13.67
158.458,13.67
158.5,13.67
158.542,13.67
158.583,13.67
158.625,13.67
158.667,13.67
158.708,13.67
158.75,13.67
158.792,13.67
158.833,13.67
158.875,13.67
158.917,13.67
158.958,13.67
159,13.38
159.042,13.38
159.083,13.38
159.125,13.38
159.167,13.38
159.208,13.38
159.25,13.38
159.292,13.38
159.333,13.38
159.375,13.38
159.417,13.38
159.458,13.38
159.5,13.38
159.542,13.38
159.583,13.38
159.625,13.38
159.667,13.38
159.708,13.38
159.75,13.38
159.792,13.38
159.833,13.38
159.875,13.38
159.917,13.38
159.958,13.38
160,13.18
160.042,13.18
160.083,13.18
160.125,13.18
160.167,13.18
160.208,13.18
160.25,13.18
160.292,13.18
160.333,13.18
160.375,13.18
160.417,13.18
160.458,13.18
160.5,13.18
160.542,13.18
160.583,13.18
160.625,13.18
160.667,13.18
160.708,13.18
160.75,13.18
160.792,13.18
160.833,13.18
160.875,13.18
160.917,13.18
160.958,13.18
161,11.66
161.042,11.66
161.083,11.66
161.125,11.66
161.167,11.66
161.208,11.66
161.25,11.66
161.292,11.66
161.333,11.66
161.375,11.66
161.417,11.66
161.458,11.66
161.5,11.66
161.542,11.66
161.583,11.66
161.625,11.66
161.667,11.66
161.708,11.66
161.75,11.66
161.792,11.66
161.833,11.66
161.875,11.66
161.917,11.66
161.958,11.66
162,13.3
162.042,13.3
162.083,13.3
162.125,13.3
162.167,13.3
162.208,13.3
162.25,13.3
162.292,13.3
162.333,13.3
162.375,13.3
162.417,13.3
162.458,13.3
162.5,13.3
162.542,13.3
162.583,13.3
162.625,13.3
162.667,13.3
162.708,13.3
162.75,13.3
162.792,13.3
162.833,13.3
162.875,13.3
162.917,13.3
162.958,13.3
163,14.41
163.042,14.41
163.083,14.41
163.125,14.41
163.167,14.41
163.208,14.41
163.25,14.41
163.292,14.41
163.333,14.41
163.375,14.41
163.417,14.41
163.458,14.41
163.5,14.41
163.542,14.41
163.583,14.41
163.625,14.41
163.667,14.41
163.708,14.41
163.75,14.41
163.792,14.41
163.833,14.41
163.875,14.41
163.917,14.41
163.958,14.41
164,14.55
164.042,14.55
164.083,14.55
164.125,14.55
164.167,14.55
164.208,14.55
164.25,14.55
164.292,14.55
164.333,14.55
164.375,14.55
164.417,14.55
164.458,14.55
164.5,14.55
164.542,14.55
164.583,14.55
164.625,14.55
164.667,14.55
164.708,14.55
164.75,14.55
164.792,14.55
164.833,14.55
164.875,14.55
164.917,14.55
164.958,14.55
165,14.48
165.042,14.48
165.083,14.48
165.125,14.48
165.167,14.48
165.208,14.48
165.25,14.48
165.292,14.48
165.333,14.48
165.375,14.48
165.417,14.48
165.458,14.48
165.5,14.48
165.542,14.48
165.583,14.48
165.625,14.48
165.667,14.48
165.708,14.48
165.75,14.48
165.792,14.48
165.833,14.48
165.875,14.48
165.917,14.48
165.958,14.48
166,14.81
166.042,14.81
166.083,14.81
166.125,14.81
166.167,14.81
166.208,14.81
166.25,14.81
166.292,14.81
166.333,14.81
166.375,14.81
166.417,14.81
166.458,14.81
166.5,14.81
166.542,14.81
166.583,14.81
166.625,14.81
166.667,14.81
166.708,14.81
166.75,14.81
166.792,14.81
166.833,14.81
166.875,14.81
166.917,14.81
166.958,14.81
167,14.79
167.042,14.79
167.083,14.79
167.125,14.79
167.167,14.79
167.208,14.79
167.25,14.79
167.292,14.79
167.333,14.79
167.375,14.79
167.417,14.79
167.458,14.79
167.5,14.79
167.542,14.79
167.583,14.79
167.625,14.79
167.667,14.79
167.708,14.79
167.75,14.79
167.792,14.79
167.833,14.79
167.875,14.79
167.917,14.79
167.958,14.79
168,14.46
168.042,14.46
168.083,14.46
168.125,14.46
168.167,14.46
168.208,14.46
168.25,14.46
168.292,14.46
168.333,14.46
168.375,14.46
168.417,14.46
168.458,14.46
168.5,14.46
168.542,14.46
168.583,14.46
168.625,14.46
168.667,14.46
168.708,14.46
168.75,14.46
168.792,14.46
168.833,14.46
168.875,14.46
168.917,14.46
168.958,14.46
169,15.1
169.042,15.1
169.083,15.1
169.125,15.1
169.167,15.1
169.208,15.1
169.25,15.1
169.292,15.1
169.333,15.1
169.375,15.1
169.417,15.1
169.458,15.1
169.5,15.1
169.542,15.1
169.583,15.1
169.625,15.1
169.667,15.1
169.708,15.1
169.75,15.1
169.792,15.1
169.833,15.1
169.875,15.1
169.917,15.1
169.958,15.1
170,15.78
170.042,15.78
170.083,15.78
170.125,15.78
170.167,15.78
170.208,15.78
170.25,15.78
170.292,15.78
170.333,15.78
170.375,15.78
170.417,15.78
170.458,15.78
170.5,15.78
170.542,15.78
170.583,15.78
170.625,15.78
170.667,15.78
170.708,15.78
170.75,15.78
170.792,15.78
170.833,15.78
170.875,15.78
170.917,15.78
170.958,15.78
171,16
171.042,16
171.083,16
171.125,16
171.167,16
171.208,16
171.25,16
171.292,16
171.333,16
171.375,16
171.417,16
171.458,16
171.5,16
171.542,16
171.583,16
171.625,16
171.667,16
171.708,16
171.75,16
171.792,16
171.833,16
171.875,16
171.917,16
171.958,16
172,15.66
172.042,15.66
172.083,15.66
172.125,15.66
172.167,15.66
172.208,15.66
172.25,15.66
172.292,15.66
172.333,15.66
172.375,15.66
172.417,15.66
172.458,15.66
172.5,15.66
172.542,15.66
172.583,15.66
172.625,15.66
172.667,15.66
172.708,15.66
172.75,15.66
172.792,15.66
172.833,15.66
172.875,15.66
172.917,15.66
172.958,15.66
173,15.91
173.042,15.91
173.083,15.91
173.125,15.91
173.167,15.91
173.208,15.91
173.25,15.91
173.292,15.91
173.333,15.91
173.375,15.91
173.417,15.91
173.458,15.91
173.5,15.91
173.542,15.91
173.583,15.91
173.625,15.91
173.667,15.91
173.708,15.91
173.75,15.91
173.792,15.91
173.833,15.91
173.875,15.91
173.917,15.91
173.958,15.91
174,16.55
174.042,16.55
174.083,16.55
174.125,16.55
174.167,16.55
174.208,16.55
174.25,16.55
174.292,16.55
174.333,16.55
174.375,16.55
174.417,16.55
174.458,16.55
174.5,16.55
174.542,16.55
174.583,16.55
174.625,16.55
174.667,16.55
174.708,16.55
174.75,16.55
174.792,16.55
174.833,16.55
174.875,16.55
174.917,16.55
174.958,16.55
175,16.96
175.042,16.96
175.083,16.96
175.125,16.96
175.167,16.96
175.208,16.96
175.25,16.96
175.292,16.96
175.333,16.96
175.375,16.96
175.417,16.96
175.458,16.96
175.5,16.96
175.542,16.96
175.583,16.96
175.625,16.96
175.667,16.96
175.708,16.96
175.75,16.96
175.792,16.96
175.833,16.96
175.875,16.96
175.917,16.96
175.958,16.96
176,16.85
176.042,16.85
176.083,16.85
176.125,16.85
176.167,16.85
176.208,16.85
176.25,16.85
176.292,16.85
176.333,16.85
176.375,16.85
176.417,16.85
176.458,16.85
176.5,16.85
176.542,16.85
176.583,16.85
176.625,16.85
176.667,16.85
176.708,16.85
176.75,16.85
176.792,16.85
176.833,16.85
176.875,16.85
176.917,16.85
176.958,16.85
177,16.52
177.042,16.52
177.083,16.52
177.125,16.52
177.167,16.52
177.208,16.52
177.25,16.52
177.292,16.52
177.333,16.52
177.375,16.52
177.417,16.52
177.458,16.52
177.5,16.52
177.542,16.52
177.583,16.52
177.625,16.52
177.667,16.52
177.708,16.52
177.75,16.52
177.792,16.52
177.833,16.52
177.875,16.52
177.917,16.52
177.958,16.52
178,17.26
178.042,17.26
178.083,17.26
178.125,17.26
178.167,17.26
178.208,17.26
178.25,17.26
178.292,17.26
178.333,17.26
178.375,17.26
178.417,17.26
178.458,17.26
178.5,17.26
178.542,17.26
178.583,17.26
178.625,17.26
178.667,17.26
178.708,17.26
178.75,17.26
178.792,17.26
178.833,17.26
178.875,17.26
178.917,17.26
178.958,17.26
179,16.83
179.042,16.83
179.083,16.83
179.125,16.83
179.167,16.83
179.208,16.83
179.25,16.83
179.292,16.83
179.333,16.83
179.375,16.83
179.417,16.83
179.458,16.83
179.5,16.83
179.542,16.83
179.583,16.83
179.625,16.83
179.667,16.83
179.708,16.83
179.75,16.83
179.792,16.83
179.833,16.83
179.875,16.83
179.917,16.83
179.958,16.83
180,17.14
180.042,17.14
180.083,17.14
180.125,17.14
180.167,17.14
180.208,17.14
180.25,17.14
180.292,17.14
180.333,17.14
180.375,17.14
180.417,17.14
180.458,17.14
180.5,17.14
180.542,17.14
180.583,17.14
180.625,17.14
180.667,17.14
180.708,17.14
180.75,17.14
180.792,17.14
180.833,17.14
180.875,17.14
180.917,17.14
180.958,17.14
181,17.77
181.042,17.77
181.083,17.77
181.125,17.77
181.167,17.77
181.208,17.77
181.25,17.77
181.292,17.77
181.333,17.77
181.375,17.77
181.417,17.77
181.458,17.77
181.5,17.77
181.542,17.77
181.583,17.77
181.625,17.77
181.667,17.77
181.708,17.77
181.75,17.77
181.792,17.77
181.833,17.77
181.875,17.77
181.917,17.77
181.958,17.77
182,18.45
182.042,18.45
182.083,18.45
182.125,18.45
182.167,18.45
182.208,18.45
182.25,18.45
182.292,18.45
182.333,18.45
182.375,18.45
182.417,18.45
182.458,18.45
182.5,18.45
182.542,18.45
182.583,18.45
182.625,18.45
182.667,18.45
182.708,18.45
182.75,18.45
182.792,18.45
182.833,18.45
182.875,18.45
182.917,18.45
182.958,18.45
183,18.98
183.042,18.98
183.083,18.98
183.125,18.98
183.167,18.98
183.208,18.98
183.25,18.98
183.292,18.98
183.333,18.98
183.375,18.98
183.417,18.98
183.458,18.98
183.5,18.98
183.542,18.98
183.583,18.98
183.625,18.98
183.667,18.98
183.708,18.98
183.75,18.98
183.792,18.98
183.833,18.98
183.875,18.98
183.917,18.98
183.958,18.98
184,18.28
184.042,18.28
184.083,18.28
184.125,18.28
184.167,18.28
184.208,18.28
184.25,18.28
184.292,18.28
184.333,18.28
184.375,18.28
184.417,18.28
184.458,18.28
184.5,18.28
184.542,18.28
184.583,18.28
184.625,18.28
184.667,18.28
184.708,18.28
184.75,18.28
184.792,18.28
184.833,18.28
184.875,18.28
184.917,18.28
184.958,18.28
185,17.75
185.042,17.75
185.083,17.75
185.125,17.75
185.167,17.75
185.208,17.75
185.25,17.75
185.292,17.75
185.333,17.75
185.375,17.75
185.417,17.75
185.458,17.75
185.5,17.75
185.542,17.75
185.583,17.75
185.625,17.75
185.667,17.75
185.708,17.75
185.75,17.75
185.792,17.75
185.833,17.75
185.875,17.75
185.917,17.75
185.958,17.75
186,18.08
186.042,18.08
186.083,18.08
186.125,18.08
186.167,18.08
186.208,18.08
186.25,18.08
186.292,18.08
186.333,18.08
186.375,18.08
186.417,18.08
186.458,18.08
186.5,18.08
186.542,18.08
186.583,18.08
186.625,18.08
186.667,18.08
186.708,18.08
186.75,18.08
186.792,18.08
186.833,18.08
186.875,18.08
186.917,18.08
186.958,18.08
187,17.69
187.042,17.69
187.083,17.69
187.125,17.69
187.167,17.69
187.208,17.69
187.25,17.69
187.292,17.69
187.333,17.69
187.375,17.69
187.417,17.69
187.458,17.69
187.5,17.69
187.542,17.69
187.583,17.69
187.625,17.69
187.667,17.69
187.708,17.69
187.75,17.69
187.792,17.69
187.833,17.69
187.875,17.69
187.917,17.69
187.958,17.69
188,18.14
188.042,18.14
188.083,18.14
188.125,18.14
188.167,18.14
188.208,18.14
188.25,18.14
188.292,18.14
188.333,18.14
188.375,18.14
188.417,18.14
188.458,18.14
188.5,18.14
188.542,18.14
188.583,18.14
188.625,18.14
188.667,18.14
188.708,18.14
188.75,18.14
188.792,18.14
188.833,18.14
188.875,18.14
188.917,18.14
188.958,18.14
189,18.51
189.042,18.51
189.083,18.51
189.125,18.51
189.167,18.51
189.208,18.51
189.25,18.51
189.292,18.51
189.333,18.51
189.375,18.51
189.417,18.51
189.458,18.51
189.5,18.51
189.542,18.51
189.583,18.51
189.625,18.51
189.667,18.51
189.708,18.51
189.75,18.51
189.792,18.51
189.833,18.51
189.875,18.51
189.917,18.51
189.958,18.51
190,18.48
190.042,18.48
190.083,18.48
190.125,18.48
190.167,18.48
190.208,18.48
190.25,18.48
190.292,18.48
190.333,18.48
190.375,18.48
190.417,18.48
190.458,18.48
190.5,18.48
190.542,18.48
190.583,18.48
190.625,18.48
190.667,18.48
190.708,18.48
190.75,18.48
190.792,18.48
190.833,18.48
190.875,18.48
190.917,18.48
190.958,18.48
191,18.68
191.042,18.68
191.083,18.68
191.125,18.68
191.167,18.68
191.208,18.68
191.25,18.68
191.292,18.68
191.333,18.68
191.375,18.68
191.417,18.68
191.458,18.68
191.5,18.68
191.542,18.68
191.583,18.68
191.625,18.68
191.667,18.68
191.708,18.68
191.75,18.68
191.792,18.68
191.833,18.68
191.875,18.68
191.917,18.68
191.958,18.68
192,19.53
192.042,19.53
192.083,19.53
192.125,19.53
192.167,19.53
192.208,19.53
192.25,19.53
192.292,19.53
192.333,19.53
192.375,19.53
192.417,19.53
192.458,19.53
192.5,19.53
192.542,19.53
192.583,19.53
192.625,19.53
192.667,19.53
192.708,19.53
192.75,19.53
192.792,19.53
192.833,19.53
192.875,19.53
192.917,19.53
192.958,19.53
193,20.14
193.042,20.14
193.083,20.14
193.125,20.14
193.167,20.14
193.208,20.14
193.25,20.14
193.292,20.14
193.333,20.14
193.375,20.14
193.417,20.14
193.458,20.14
193.5,20.14
193.542,20.14
193.583,20.14
193.625,20.14
193.667,20.14
193.708,20.14
193.75,20.14
193.792,20.14
193.833,20.14
193.875,20.14
193.917,20.14
193.958,20.14
194,19.8
194.042,19.8
194.083,19.8
194.125,19.8
194.167,19.8
194.208,19.8
194.25,19.8
194.292,19.8
194.333,19.8
194.375,19.8
194.417,19.8
194.458,19.8
194.5,19.8
194.542,19.8
194.583,19.8
194.625,19.8
194.667,19.8
194.708,19.8
194.75,19.8
194.792,19.8
194.833,19.8
194.875,19.8
194.917,19.8
194.958,19.8
195,20.84
195.042,20.84
195.083,20.84
195.125,20.84
195.167,20.84
195.208,20.84
195.25,20.84
195.292,20.84
195.333,20.84
195.375,20.84
195.417,20.84
195.458,20.84
195.5,20.84
195.542,20.84
195.583,20.84
195.625,20.84
195.667,20.84
195.708,20.84
195.75,20.84
195.792,20.84
195.833,20.84
195.875,20.84
195.917,20.84
195.958,20.84
196,20.77
196.042,20.77
196.083,20.77
196.125,20.77
196.167,20.77
196.208,20.77
196.25,20.77
196.292,20.77
196.333,20.77
196.375,20.77
196.417,20.77
196.458,20.77
196.5,20.77
196.542,20.77
196.583,20.77
196.625,20.77
196.667,20.77
196.708,20.77
196.75,20.77
196.792,20.77
196.833,20.77
196.875,20.77
196.917,20.77
196.958,20.77
197,21.45
197.042,21.45
197.083,21.45
197.125,21.45
197.167,21.45
197.208,21.45
197.25,21.45
197.292,21.45
197.333,21.45
197.375,21.45
197.417,21.45
197.458,21.45
197.5,21.45
197.542,21.45
197.583,21.45
197.625,21.45
197.667,21.45
197.708,21.45
197.75,21.45
197.792,21.45
197.833,21.45
197.875,21.45
197.917,21.45
197.958,21.45
198,21.93
198.042,21.93
198.083,21.93
198.125,21.93
198.167,21.93
198.208,21.93
198.25,21.93
198.292,21.93
198.333,21.93
198.375,21.93
198.417,21.93
198.458,21.93
198.5,21.93
198.542,21.93
198.583,21.93
198.625,21.93
198.667,21.93
198.708,21.93
198.75,21.93
198.792,21.93
198.833,21.93
198.875,21.93
198.917,21.93
198.958,21.93
199,21.43
199.042,21.43
199.083,21.43
199.125,21.43
199.167,21.43
199.208,21.43
199.25,21.43
199.292,21.43
199.333,21.43
199.375,21.43
199.417,21.43
199.458,21.43
199.5,21.43
199.542,21.43
199.583,21.43
199.625,21.43
199.667,21.43
199.708,21.43
199.75,21.43
199.792,21.43
199.833,21.43
199.875,21.43
199.917,21.43
199.958,21.43
200,21.26
200.042,21.26
200.083,21.26
200.125,21.26
200.167,21.26
200.208,21.26
200.25,21.26
200.292,21.26
200.333,21.26
200.375,21.26
200.417,21.26
200.458,21.26
200.5,21.26
200.542,21.26
200.583,21.26
200.625,21.26
200.667,21.26
200.708,21.26
200.75,21.26
200.792,21.26
200.833,21.26
200.875,21.26
200.917,21.26
200.958,21.26
201,21.35
201.042,21.35
201.083,21.35
201.125,21.35
201.167,21.35
201.208,21.35
201.25,21.35
201.292,21.35
201.333,21.35
201.375,21.35
201.417,21.35
201.458,21.35
201.5,21.35
201.542,21.35
201.583,21.35
201.625,21.35
201.667,21.35
201.708,21.35
201.75,21.35
201.792,21.35
201.833,21.35
201.875,21.35
201.917,21.35
201.958,21.35
202,21.43
202.042,21.43
202.083,21.43
202.125,21.43
202.167,21.43
202.208,21.43
202.25,21.43
202.292,21.43
202.333,21.43
202.375,21.43
202.417,21.43
202.458,21.43
202.5,21.43
202.542,21.43
202.583,21.43
202.625,21.43
202.667,21.43
202.708,21.43
202.75,21.43
202.792,21.43
202.833,21.43
202.875,21.43
202.917,21.43
202.958,21.43
203,21.53
203.042,21.53
203.083,21.53
203.125,21.53
203.167,21.53
203.208,21.53
203.25,21.53
203.292,21.53
203.333,21.53
203.375,21.53
203.417,21.53
203.458,21.53
203.5,21.53
203.542,21.53
203.583,21.53
203.625,21.53
203.667,21.53
203.708,21.53
203.75,21.53
203.792,21.53
203.833,21.53
203.875,21.53
203.917,21.53
203.958,21.53
204,22.35
204.042,22.35
204.083,22.35
204.125,22.35
204.167,22.35
204.208,22.35
204.25,22.35
204.292,22.35
204.333,22.35
204.375,22.35
204.417,22.35
204.458,22.35
204.5,22.35
204.542,22.35
204.583,22.35
204.625,22.35
204.667,22.35
204.708,22.35
204.75,22.35
204.792,22.35
204.833,22.35
204.875,22.35
204.917,22.35
204.958,22.35
205,22.45
205.042,22.45
205.083,22.45
205.125,22.45
205.167,22.45
205.208,22.45
205.25,22.45
205.292,22.45
205.333,22.45
205.375,22.45
205.417,22.45
205.458,22.45
205.5,22.45
205.542,22.45
205.583,22.45
205.625,22.45
205.667,22.45
205.708,22.45
205.75,22.45
205.792,22.45
205.833,22.45
205.875,22.45
205.917,22.45
205.958,22.45
206,22.07
206.042,22.07
206.083,22.07
206.125,22.07
206.167,22.07
206.208,22.07
206.25,22.07
206.292,22.07
206.333,22.07
206.375,22.07
206.417,22.07
206.458,22.07
206.5,22.07
206.542,22.07
206.583,22.07
206.625,22.07
206.667,22.07
206.708,22.07
206.75,22.07
206.792,22.07
206.833,22.07
206.875,22.07
206.917,22.07
206.958,22.07
207,21.79
207.042,21.79
207.083,21.79
207.125,21.79
207.167,21.79
207.208,21.79
207.25,21.79
207.292,21.79
207.333,21.79
207.375,21.79
207.417,21.79
207.458,21.79
207.5,21.79
207.542,21.79
207.583,21.79
207.625,21.79
207.667,21.79
207.708,21.79
207.75,21.79
207.792,21.79
207.833,21.79
207.875,21.79
207.917,21.79
207.958,21.79
208,21.57
208.042,21.57
208.083,21.57
208.125,21.57
208.167,21.57
208.208,21.57
208.25,21.57
208.292,21.57
208.333,21.57
208.375,21.57
208.417,21.57
208.458,21.57
208.5,21.57
208.542,21.57
208.583,21.57
208.625,21.57
208.667,21.57
208.708,21.57
208.75,21.57
208.792,21.57
208.833,21.57
208.875,21.57
208.917,21.57
208.958,21.57
209,21.23
209.042,21.23
209.083,21.23
209.125,21.23
209.167,21.23
209.208,21.23
209.25,21.23
209.292,21.23
209.333,21.23
209.375,21.23
209.417,21.23
209.458,21.23
209.5,21.23
209.542,21.23
209.583,21.23
209.625,21.23
209.667,21.23
209.708,21.23
209.75,21.23
209.792,21.23
209.833,21.23
209.875,21.23
209.917,21.23
209.958,21.23
210,20.87
210.042,20.87
210.083,20.87
210.125,20.87
210.167,20.87
210.208,20.87
210.25,20.87
210.292,20.87
210.333,20.87
210.375,20.87
210.417,20.87
210.458,20.87
210.5,20.87
210.542,20.87
210.583,20.87
210.625,20.87
210.667,20.87
210.708,20.87
210.75,20.87
210.792,20.87
210.833,20.87
210.875,20.87
210.917,20.87
210.958,20.87
211,20.98
211.042,20.98
211.083,20.98
211.125,20.98
211.167,20.98
211.208,20.98
211.25,20.98
211.292,20.98
211.333,20.98
211.375,20.98
211.417,20.98
211.458,20.98
211.5,20.98
211.542,20.98
211.583,20.98
211.625,20.98
211.667,20.98
211.708,20.98
211.75,20.98
211.792,20.98
211.833,20.98
211.875,20.98
211.917,20.98
211.958,20.98
212,20.66
212.042,20.66
212.083,20.66
212.125,20.66
212.167,20.66
212.208,20.66
212.25,20.66
212.292,20.66
212.333,20.66
212.375,20.66
212.417,20.66
212.458,20.66
212.5,20.66
212.542,20.66
212.583,20.66
212.625,20.66
212.667,20.66
212.708,20.66
212.75,20.66
212.792,20.66
212.833,20.66
212.875,20.66
212.917,20.66
212.958,20.66
213,20.47
213.042,20.47
213.083,20.47
213.125,20.47
213.167,20.47
213.208,20.47
213.25,20.47
213.292,20.47
213.333,20.47
213.375,20.47
213.417,20.47
213.458,20.47
213.5,20.47
213.542,20.47
213.583,20.47
213.625,20.47
213.667,20.47
213.708,20.47
213.75,20.47
213.792,20.47
213.833,20.47
213.875,20.47
213.917,20.47
213.958,20.47
214,20.28
214.042,20.28
214.083,20.28
214.125,20.28
214.167,20.28
214.208,20.28
214.25,20.28
214.292,20.28
214.333,20.28
214.375,20.28
214.417,20.28
214.458,20.28
214.5,20.28
214.542,20.28
214.583,20.28
214.625,20.28
214.667,20.28
214.708,20.28
214.75,20.28
214.792,20.28
214.833,20.28
214.875,20.28
214.917,20.28
214.958,20.28
215,19.88
215.042,19.88
215.083,19.88
215.125,19.88
215.167,19.88
215.208,19.88
215.25,19.88
215.292,19.88
215.333,19.88
215.375,19.88
215.417,19.88
215.458,19.88
215.5,19.88
215.542,19.88
215.583,19.88
215.625,19.88
215.667,19.88
215.708,19.88
215.75,19.88
215.792,19.88
215.833,19.88
215.875,19.88
215.917,19.88
215.958,19.88
216,19.67
216.042,19.67
216.083,19.67
216.125,19.67
216.167,19.67
216.208,19.67
216.25,19.67
216.292,19.67
216.333,19.67
216.375,19.67
216.417,19.67
216.458,19.67
216.5,19.67
216.542,19.67
216.583,19.67
216.625,19.67
216.667,19.67
216.708,19.67
216.75,19.67
216.792,19.67
216.833,19.67
216.875,19.67
216.917,19.67
216.958,19.67
217,19.26
217.042,19.26
217.083,19.26
217.125,19.26
217.167,19.26
217.208,19.26
217.25,19.26
217.292,19.26
217.333,19.26
217.375,19.26
217.417,19.26
217.458,19.26
217.5,19.26
217.542,19.26
217.583,19.26
217.625,19.26
217.667,19.26
217.708,19.26
217.75,19.26
217.792,19.26
217.833,19.26
217.875,19.26
217.917,19.26
217.958,19.26
218,19.44
218.042,19.44
218.083,19.44
218.125,19.44
218.167,19.44
218.208,19.44
218.25,19.44
218.292,19.44
218.333,19.44
218.375,19.44
218.417,19.44
218.458,19.44
218.5,19.44
218.542,19.44
218.583,19.44
218.625,19.44
218.667,19.44
218.708,19.44
218.75,19.44
218.792,19.44
218.833,19.44
218.875,19.44
218.917,19.44
218.958,19.44
219,19.27
219.042,19.27
219.083,19.27
219.125,19.27
219.167,19.27
219.208,19.27
219.25,19.27
219.292,19.27
219.333,19.27
219.375,19.27
219.417,19.27
219.458,19.27
219.5,19.27
219.542,19.27
219.583,19.27
219.625,19.27
219.667,19.27
219.708,19.27
219.75,19.27
219.792,19.27
219.833,19.27
219.875,19.27
219.917,19.27
219.958,19.27
220,19.54
220.042,19.54
220.083,19.54
220.125,19.54
220.167,19.54
220.208,19.54
220.25,19.54
220.292,19.54
220.333,19.54
220.375,19.54
220.417,19.54
220.458,19.54
220.5,19.54
220.542,19.54
220.583,19.54
220.625,19.54
220.667,19.54
220.708,19.54
220.75,19.54
220.792,19.54
220.833,19.54
220.875,19.54
220.917,19.54
220.958,19.54
221,19.86
