$Trinity Lake Swift Cr inflow Tw updated YC 06/01/23,
",,,",
Jday,Swift 
294.708,10.08
294.75,10.08
294.792,10.08
294.833,10.08
294.875,10.08
294.917,10.08
294.958,10.08
295,9.95
295.042,9.95
295.083,9.95
295.125,9.95
295.167,9.95
295.208,9.95
295.25,9.95
295.292,9.95
295.333,9.95
295.375,9.95
295.417,9.95
295.458,9.95
295.5,9.95
295.542,9.95
295.583,9.95
295.625,9.95
295.667,9.95
295.708,9.95
295.75,9.95
295.792,9.95
295.833,9.95
295.875,9.95
295.917,9.95
295.958,9.95
296,9.95
296.042,9.95
296.083,9.95
296.125,9.95
296.167,9.95
296.208,9.95
296.25,9.95
296.292,9.95
296.333,9.95
296.375,9.95
296.417,9.95
296.458,9.95
296.5,9.95
296.542,9.95
296.583,9.95
296.625,9.95
296.667,9.95
296.708,9.95
296.75,9.95
296.792,9.95
296.833,9.95
296.875,9.95
296.917,9.95
296.958,9.95
297,10.74
297.042,10.74
297.083,10.74
297.125,10.74
297.167,10.74
297.208,10.74
297.25,10.74
297.292,10.74
297.333,10.74
297.375,10.74
297.417,10.74
297.458,10.74
297.5,10.74
297.542,10.74
297.583,10.74
297.625,10.74
297.667,10.74
297.708,10.74
297.75,10.74
297.792,10.74
297.833,10.74
297.875,10.74
297.917,10.74
297.958,10.74
298,10.48
298.042,10.48
298.083,10.48
298.125,10.48
298.167,10.48
298.208,10.48
298.25,10.48
298.292,10.48
298.333,10.48
298.375,10.48
298.417,10.48
298.458,10.48
298.5,10.48
298.542,10.48
298.583,10.48
298.625,10.48
298.667,10.48
298.708,10.48
298.75,10.48
298.792,10.48
298.833,10.48
298.875,10.48
298.917,10.48
298.958,10.48
299,10.76
299.042,10.76
299.083,10.76
299.125,10.76
299.167,10.76
299.208,10.76
299.25,10.76
299.292,10.76
299.333,10.76
299.375,10.76
299.417,10.76
299.458,10.76
299.5,10.76
299.542,10.76
299.583,10.76
299.625,10.76
299.667,10.76
299.708,10.76
299.75,10.76
299.792,10.76
299.833,10.76
299.875,10.76
299.917,10.76
299.958,10.76
300,10.87
300.042,10.87
300.083,10.87
300.125,10.87
300.167,10.87
300.208,10.87
300.25,10.87
300.292,10.87
300.333,10.87
300.375,10.87
300.417,10.87
300.458,10.87
300.5,10.87
300.542,10.87
300.583,10.87
300.625,10.87
300.667,10.87
300.708,10.87
300.75,10.87
300.792,10.87
300.833,10.87
300.875,10.87
300.917,10.87
300.958,10.87
301,11.22
301.042,11.22
301.083,11.22
301.125,11.22
301.167,11.22
301.208,11.22
301.25,11.22
301.292,11.22
301.333,11.22
301.375,11.22
301.417,11.22
301.458,11.22
301.5,11.22
301.542,11.22
301.583,11.22
301.625,11.22
301.667,11.22
301.708,11.22
301.75,11.22
301.792,11.22
301.833,11.22
301.875,11.22
301.917,11.22
301.958,11.22
302,10.53
302.042,10.53
302.083,10.53
302.125,10.53
302.167,10.53
302.208,10.53
302.25,10.53
302.292,10.53
302.333,10.53
302.375,10.53
302.417,10.53
302.458,10.53
302.5,10.53
302.542,10.53
302.583,10.53
302.625,10.53
302.667,10.53
302.708,10.53
302.75,10.53
302.792,10.53
302.833,10.53
302.875,10.53
302.917,10.53
302.958,10.53
303,9.53
303.042,9.53
303.083,9.53
303.125,9.53
303.167,9.53
303.208,9.53
303.25,9.53
303.292,9.53
303.333,9.53
303.375,9.53
303.417,9.53
303.458,9.53
303.5,9.53
303.542,9.53
303.583,9.53
303.625,9.53
303.667,9.53
303.708,9.53
303.75,9.53
303.792,9.53
303.833,9.53
303.875,9.53
303.917,9.53
303.958,9.53
304,9.27
304.042,9.27
304.083,9.27
304.125,9.27
304.167,9.27
304.208,9.27
304.25,9.27
304.292,9.27
304.333,9.27
304.375,9.27
304.417,9.27
304.458,9.27
304.5,9.27
304.542,9.27
304.583,9.27
304.625,9.27
304.667,9.27
304.708,9.27
304.75,9.27
304.792,9.27
304.833,9.27
304.875,9.27
304.917,9.27
304.958,9.27
305,9.99
305.042,9.99
305.083,9.99
305.125,9.99
305.167,9.99
305.208,9.99
305.25,9.99
305.292,9.99
305.333,9.99
305.375,9.99
305.417,9.99
305.458,9.99
305.5,9.99
305.542,9.99
305.583,9.99
305.625,9.99
305.667,9.99
305.708,9.99
305.75,9.99
305.792,9.99
305.833,9.99
305.875,9.99
305.917,9.99
305.958,9.99
306,10.09
306.042,10.09
306.083,10.09
306.125,10.09
306.167,10.09
306.208,10.09
306.25,10.09
306.292,10.09
306.333,10.09
306.375,10.09
306.417,10.09
306.458,10.09
306.5,10.09
306.542,10.09
306.583,10.09
306.625,10.09
306.667,10.09
306.708,10.09
306.75,10.09
306.792,10.09
306.833,10.09
306.875,10.09
306.917,10.09
306.958,10.09
307,9.87
307.042,9.87
307.083,9.87
307.125,9.87
307.167,9.87
307.208,9.87
307.25,9.87
307.292,9.87
307.333,9.87
307.375,9.87
307.417,9.87
307.458,9.87
307.5,9.87
307.542,9.87
307.583,9.87
307.625,9.87
307.667,9.87
307.708,9.87
307.75,9.87
307.792,9.87
307.833,9.87
307.875,9.87
307.917,9.87
307.958,9.87
308,9.33
308.042,9.33
308.083,9.33
308.125,9.33
308.167,9.33
308.208,9.33
308.25,9.33
308.292,9.33
308.333,9.33
308.375,9.33
308.417,9.33
308.458,9.33
308.5,9.33
308.542,9.33
308.583,9.33
308.625,9.33
308.667,9.33
308.708,9.33
308.75,9.33
308.792,9.33
308.833,9.33
308.875,9.33
308.917,9.33
308.958,9.33
309,9.07
309.042,9.07
309.083,9.07
309.125,9.07
309.167,9.07
309.208,9.07
309.25,9.07
309.292,9.07
309.333,9.07
309.375,9.07
309.417,9.07
309.458,9.07
309.5,9.07
309.542,9.07
309.583,9.07
309.625,9.07
309.667,9.07
309.708,9.07
309.75,9.07
309.792,9.07
309.833,9.07
309.875,9.07
309.917,9.07
309.958,9.07
310,8.28
310.042,8.28
310.083,8.28
310.125,8.28
310.167,8.28
310.208,8.28
310.25,8.28
310.292,8.28
310.333,8.28
310.375,8.28
310.417,8.28
310.458,8.28
310.5,8.28
310.542,8.28
310.583,8.28
310.625,8.28
310.667,8.28
310.708,8.28
310.75,8.28
310.792,8.28
310.833,8.28
310.875,8.28
310.917,8.28
310.958,8.28
311,7.2
311.042,7.2
311.083,7.2
311.125,7.2
311.167,7.2
311.208,7.2
311.25,7.2
311.292,7.2
311.333,7.2
311.375,7.2
311.417,7.2
311.458,7.2
311.5,7.2
311.542,7.2
311.583,7.2
311.625,7.2
311.667,7.2
311.708,7.2
311.75,7.2
311.792,7.2
311.833,7.2
311.875,7.2
311.917,7.2
311.958,7.2
312,6.32
312.042,6.32
312.083,6.32
312.125,6.32
312.167,6.32
312.208,6.32
312.25,6.32
312.292,6.32
312.333,6.32
312.375,6.32
312.417,6.32
312.458,6.32
312.5,6.32
312.542,6.32
312.583,6.32
312.625,6.32
312.667,6.32
312.708,6.32
312.75,6.32
312.792,6.32
312.833,6.32
312.875,6.32
312.917,6.32
312.958,6.32
313,5.6
313.042,5.6
313.083,5.6
313.125,5.6
313.167,5.6
313.208,5.6
313.25,5.6
313.292,5.6
313.333,5.6
313.375,5.6
313.417,5.6
313.458,5.6
313.5,5.6
313.542,5.6
313.583,5.6
313.625,5.6
313.667,5.6
313.708,5.6
313.75,5.6
313.792,5.6
313.833,5.6
313.875,5.6
313.917,5.6
313.958,5.6
314,5.11
314.042,5.11
314.083,5.11
314.125,5.11
314.167,5.11
314.208,5.11
314.25,5.11
314.292,5.11
314.333,5.11
314.375,5.11
314.417,5.11
314.458,5.11
314.5,5.11
314.542,5.11
314.583,5.11
314.625,5.11
314.667,5.11
314.708,5.11
314.75,5.11
314.792,5.11
314.833,5.11
314.875,5.11
314.917,5.11
314.958,5.11
315,4.87
315.042,4.87
315.083,4.87
315.125,4.87
315.167,4.87
315.208,4.87
315.25,4.87
315.292,4.87
315.333,4.87
315.375,4.87
315.417,4.87
315.458,4.87
315.5,4.87
315.542,4.87
315.583,4.87
315.625,4.87
315.667,4.87
315.708,4.87
315.75,4.87
315.792,4.87
315.833,4.87
315.875,4.87
315.917,4.87
315.958,4.87
316,4.54
316.042,4.54
316.083,4.54
316.125,4.54
316.167,4.54
316.208,4.54
316.25,4.54
316.292,4.54
316.333,4.54
316.375,4.54
316.417,4.54
316.458,4.54
316.5,4.54
316.542,4.54
316.583,4.54
316.625,4.54
316.667,4.54
316.708,4.54
316.75,4.54
316.792,4.54
316.833,4.54
316.875,4.54
316.917,4.54
316.958,4.54
317,4.83
317.042,4.83
317.083,4.83
317.125,4.83
317.167,4.83
317.208,4.83
317.25,4.83
317.292,4.83
317.333,4.83
317.375,4.83
317.417,4.83
317.458,4.83
317.5,4.83
317.542,4.83
317.583,4.83
317.625,4.83
317.667,4.83
317.708,4.83
317.75,4.83
317.792,4.83
317.833,4.83
317.875,4.83
317.917,4.83
317.958,4.83
318,4.78
318.042,4.78
318.083,4.78
318.125,4.78
318.167,4.78
318.208,4.78
318.25,4.78
318.292,4.78
318.333,4.78
318.375,4.78
318.417,4.78
318.458,4.78
318.5,4.78
318.542,4.78
318.583,4.78
318.625,4.78
318.667,4.78
318.708,4.78
318.75,4.78
318.792,4.78
318.833,4.78
318.875,4.78
318.917,4.78
318.958,4.78
319,4.46
319.042,4.46
319.083,4.46
319.125,4.46
319.167,4.46
319.208,4.46
319.25,4.46
319.292,4.46
319.333,4.46
319.375,4.46
319.417,4.46
319.458,4.46
319.5,4.46
319.542,4.46
319.583,4.46
319.625,4.46
319.667,4.46
319.708,4.46
319.75,4.46
319.792,4.46
319.833,4.46
319.875,4.46
319.917,4.46
319.958,4.46
320,4.43
320.042,4.43
320.083,4.43
320.125,4.43
320.167,4.43
320.208,4.43
320.25,4.43
320.292,4.43
320.333,4.43
320.375,4.43
320.417,4.43
320.458,4.43
320.5,4.43
320.542,4.43
320.583,4.43
320.625,4.43
320.667,4.43
320.708,4.43
320.75,4.43
320.792,4.43
320.833,4.43
320.875,4.43
320.917,4.43
320.958,4.43
321,4.29
321.042,4.29
321.083,4.29
321.125,4.29
321.167,4.29
321.208,4.29
321.25,4.29
321.292,4.29
321.333,4.29
321.375,4.29
321.417,4.29
321.458,4.29
321.5,4.29
321.542,4.29
321.583,4.29
321.625,4.29
321.667,4.29
321.708,4.29
321.75,4.29
321.792,4.29
321.833,4.29
321.875,4.29
321.917,4.29
321.958,4.29
322,4.22
322.042,4.22
322.083,4.22
322.125,4.22
322.167,4.22
322.208,4.22
322.25,4.22
322.292,4.22
322.333,4.22
322.375,4.22
322.417,4.22
322.458,4.22
322.5,4.22
322.542,4.22
322.583,4.22
322.625,4.22
322.667,4.22
322.708,4.22
322.75,4.22
322.792,4.22
322.833,4.22
322.875,4.22
322.917,4.22
322.958,4.22
323,3.87
323.042,3.87
323.083,3.87
323.125,3.87
323.167,3.87
323.208,3.87
323.25,3.87
323.292,3.87
323.333,3.87
323.375,3.87
323.417,3.87
323.458,3.87
323.5,3.87
323.542,3.87
323.583,3.87
323.625,3.87
323.667,3.87
323.708,3.87
323.75,3.87
323.792,3.87
323.833,3.87
323.875,3.87
323.917,3.87
323.958,3.87
324,3.82
324.042,3.82
324.083,3.82
324.125,3.82
324.167,3.82
324.208,3.82
324.25,3.82
324.292,3.82
324.333,3.82
324.375,3.82
324.417,3.82
324.458,3.82
324.5,3.82
324.542,3.82
324.583,3.82
324.625,3.82
324.667,3.82
324.708,3.82
324.75,3.82
324.792,3.82
324.833,3.82
324.875,3.82
324.917,3.82
324.958,3.82
325,5.48
325.042,5.48
325.083,5.48
325.125,5.48
325.167,5.48
325.208,5.48
325.25,5.48
325.292,5.48
325.333,5.48
325.375,5.48
325.417,5.48
325.458,5.48
325.5,5.48
325.542,5.48
325.583,5.48
325.625,5.48
325.667,5.48
325.708,5.48
325.75,5.48
325.792,5.48
325.833,5.48
325.875,5.48
325.917,5.48
325.958,5.48
326,6.07
326.042,6.07
326.083,6.07
326.125,6.07
326.167,6.07
326.208,6.07
326.25,6.07
326.292,6.07
326.333,6.07
326.375,6.07
326.417,6.07
326.458,6.07
326.5,6.07
326.542,6.07
326.583,6.07
326.625,6.07
326.667,6.07
326.708,6.07
326.75,6.07
326.792,6.07
326.833,6.07
326.875,6.07
326.917,6.07
326.958,6.07
327,5.93
327.042,5.93
327.083,5.93
327.125,5.93
327.167,5.93
327.208,5.93
327.25,5.93
327.292,5.93
327.333,5.93
327.375,5.93
327.417,5.93
327.458,5.93
327.5,5.93
327.542,5.93
327.583,5.93
327.625,5.93
327.667,5.93
327.708,5.93
327.75,5.93
327.792,5.93
327.833,5.93
327.875,5.93
327.917,5.93
327.958,5.93
328,5.87
328.042,5.87
328.083,5.87
328.125,5.87
328.167,5.87
328.208,5.87
328.25,5.87
328.292,5.87
328.333,5.87
328.375,5.87
328.417,5.87
328.458,5.87
328.5,5.87
328.542,5.87
328.583,5.87
328.625,5.87
328.667,5.87
328.708,5.87
328.75,5.87
328.792,5.87
328.833,5.87
328.875,5.87
328.917,5.87
328.958,5.87
329,6.13
329.042,6.13
329.083,6.13
329.125,6.13
329.167,6.13
329.208,6.13
329.25,6.13
329.292,6.13
329.333,6.13
329.375,6.13
329.417,6.13
329.458,6.13
329.5,6.13
329.542,6.13
329.583,6.13
329.625,6.13
329.667,6.13
329.708,6.13
329.75,6.13
329.792,6.13
329.833,6.13
329.875,6.13
329.917,6.13
329.958,6.13
330,6.24
330.042,6.24
330.083,6.24
330.125,6.24
330.167,6.24
330.208,6.24
330.25,6.24
330.292,6.24
330.333,6.24
330.375,6.24
330.417,6.24
330.458,6.24
330.5,6.24
330.542,6.24
330.583,6.24
330.625,6.24
330.667,6.24
330.708,6.24
330.75,6.24
330.792,6.24
330.833,6.24
330.875,6.24
330.917,6.24
330.958,6.24
331,6.42
331.042,6.42
331.083,6.42
331.125,6.42
331.167,6.42
331.208,6.42
331.25,6.42
331.292,6.42
331.333,6.42
331.375,6.42
331.417,6.42
331.458,6.42
331.5,6.42
331.542,6.42
331.583,6.42
331.625,6.42
331.667,6.42
331.708,6.42
331.75,6.42
331.792,6.42
331.833,6.42
331.875,6.42
331.917,6.42
331.958,6.42
332,6.39
332.042,6.39
332.083,6.39
332.125,6.39
332.167,6.39
332.208,6.39
332.25,6.39
332.292,6.39
332.333,6.39
332.375,6.39
332.417,6.39
332.458,6.39
332.5,6.39
332.542,6.39
332.583,6.39
332.625,6.39
332.667,6.39
332.708,6.39
332.75,6.39
332.792,6.39
332.833,6.39
332.875,6.39
332.917,6.39
332.958,6.39
333,6.41
333.042,6.41
333.083,6.41
333.125,6.41
333.167,6.41
333.208,6.41
333.25,6.41
333.292,6.41
333.333,6.41
333.375,6.41
333.417,6.41
333.458,6.41
333.5,6.41
333.542,6.41
333.583,6.41
333.625,6.41
333.667,6.41
333.708,6.41
333.75,6.41
333.792,6.41
333.833,6.41
333.875,6.41
333.917,6.41
333.958,6.41
334,5.64
334.042,5.64
334.083,5.64
334.125,5.64
334.167,5.64
334.208,5.64
334.25,5.64
334.292,5.64
334.333,5.64
334.375,5.64
334.417,5.64
334.458,5.64
334.5,5.64
334.542,5.64
334.583,5.64
334.625,5.64
334.667,5.64
334.708,5.64
334.75,5.64
334.792,5.64
334.833,5.64
334.875,5.64
334.917,5.64
334.958,5.64
335,5.37
335.042,5.37
335.083,5.37
335.125,5.37
335.167,5.37
335.208,5.37
335.25,5.37
335.292,5.37
335.333,5.37
335.375,5.37
335.417,5.37
335.458,5.37
335.5,5.37
335.542,5.37
335.583,5.37
335.625,5.37
335.667,5.37
335.708,5.37
335.75,5.37
335.792,5.37
335.833,5.37
335.875,5.37
335.917,5.37
335.958,5.37
336,4.47
336.042,4.47
336.083,4.47
336.125,4.47
336.167,4.47
336.208,4.47
336.25,4.47
336.292,4.47
336.333,4.47
336.375,4.47
336.417,4.47
336.458,4.47
336.5,4.47
336.542,4.47
336.583,4.47
336.625,4.47
336.667,4.47
336.708,4.47
336.75,4.47
336.792,4.47
336.833,4.47
336.875,4.47
336.917,4.47
336.958,4.47
337,3.72
337.042,3.72
337.083,3.72
337.125,3.72
337.167,3.72
337.208,3.72
337.25,3.72
337.292,3.72
337.333,3.72
337.375,3.72
337.417,3.72
337.458,3.72
337.5,3.72
337.542,3.72
337.583,3.72
337.625,3.72
337.667,3.72
337.708,3.72
337.75,3.72
337.792,3.72
337.833,3.72
337.875,3.72
337.917,3.72
337.958,3.72
338,4.27
338.042,4.27
338.083,4.27
338.125,4.27
338.167,4.27
338.208,4.27
338.25,4.27
338.292,4.27
338.333,4.27
338.375,4.27
338.417,4.27
338.458,4.27
338.5,4.27
338.542,4.27
338.583,4.27
338.625,4.27
338.667,4.27
338.708,4.27
338.75,4.27
338.792,4.27
338.833,4.27
338.875,4.27
338.917,4.27
338.958,4.27
339,4.86
339.042,4.86
339.083,4.86
339.125,4.86
339.167,4.86
339.208,4.86
339.25,4.86
339.292,4.86
339.333,4.86
339.375,4.86
339.417,4.86
339.458,4.86
339.5,4.86
339.542,4.86
339.583,4.86
339.625,4.86
339.667,4.86
339.708,4.86
339.75,4.86
339.792,4.86
339.833,4.86
339.875,4.86
339.917,4.86
339.958,4.86
340,3.96
340.042,3.96
340.083,3.96
340.125,3.96
340.167,3.96
340.208,3.96
340.25,3.96
340.292,3.96
340.333,3.96
340.375,3.96
340.417,3.96
340.458,3.96
340.5,3.96
340.542,3.96
340.583,3.96
340.625,3.96
340.667,3.96
340.708,3.96
340.75,3.96
340.792,3.96
340.833,3.96
340.875,3.96
340.917,3.96
340.958,3.96
341,3.69
341.042,3.69
341.083,3.69
341.125,3.69
341.167,3.69
341.208,3.69
341.25,3.69
341.292,3.69
341.333,3.69
341.375,3.69
341.417,3.69
341.458,3.69
341.5,3.69
341.542,3.69
341.583,3.69
341.625,3.69
341.667,3.69
341.708,3.69
341.75,3.69
341.792,3.69
341.833,3.69
341.875,3.69
341.917,3.69
341.958,3.69
342,4.5
342.042,4.5
342.083,4.5
342.125,4.5
342.167,4.5
342.208,4.5
342.25,4.5
342.292,4.5
342.333,4.5
342.375,4.5
342.417,4.5
342.458,4.5
342.5,4.5
342.542,4.5
342.583,4.5
342.625,4.5
342.667,4.5
342.708,4.5
342.75,4.5
342.792,4.5
342.833,4.5
342.875,4.5
342.917,4.5
342.958,4.5
343,4.75
343.042,4.75
343.083,4.75
343.125,4.75
343.167,4.75
343.208,4.75
343.25,4.75
343.292,4.75
343.333,4.75
343.375,4.75
343.417,4.75
343.458,4.75
343.5,4.75
343.542,4.75
343.583,4.75
343.625,4.75
343.667,4.75
343.708,4.75
343.75,4.75
343.792,4.75
343.833,4.75
343.875,4.75
343.917,4.75
343.958,4.75
344,5.51
344.042,5.51
344.083,5.51
344.125,5.51
344.167,5.51
344.208,5.51
344.25,5.51
344.292,5.51
344.333,5.51
344.375,5.51
344.417,5.51
344.458,5.51
344.5,5.51
344.542,5.51
344.583,5.51
344.625,5.51
344.667,5.51
344.708,5.51
344.75,5.51
344.792,5.51
344.833,5.51
344.875,5.51
344.917,5.51
344.958,5.51
345,4.95
345.042,4.95
345.083,4.95
345.125,4.95
345.167,4.95
345.208,4.95
345.25,4.95
345.292,4.95
345.333,4.95
345.375,4.95
345.417,4.95
345.458,4.95
345.5,4.95
345.542,4.95
345.583,4.95
345.625,4.95
345.667,4.95
345.708,4.95
345.75,4.95
345.792,4.95
345.833,4.95
345.875,4.95
345.917,4.95
345.958,4.95
346,4.5
346.042,4.5
346.083,4.5
346.125,4.5
346.167,4.5
346.208,4.5
346.25,4.5
346.292,4.5
346.333,4.5
346.375,4.5
346.417,4.5
346.458,4.5
346.5,4.5
346.542,4.5
346.583,4.5
346.625,4.5
346.667,4.5
346.708,4.5
346.75,4.5
346.792,4.5
346.833,4.5
346.875,4.5
346.917,4.5
346.958,4.5
347,3.3
347.042,3.3
347.083,3.3
347.125,3.3
347.167,3.3
347.208,3.3
347.25,3.3
347.292,3.3
347.333,3.3
347.375,3.3
347.417,3.3
347.458,3.3
347.5,3.3
347.542,3.3
347.583,3.3
347.625,3.3
347.667,3.3
347.708,3.3
347.75,3.3
347.792,3.3
347.833,3.3
347.875,3.3
347.917,3.3
347.958,3.3
348,3.17
348.042,3.17
348.083,3.17
348.125,3.17
348.167,3.17
348.208,3.17
348.25,3.17
348.292,3.17
348.333,3.17
348.375,3.17
348.417,3.17
348.458,3.17
348.5,3.17
348.542,3.17
348.583,3.17
348.625,3.17
348.667,3.17
348.708,3.17
348.75,3.17
348.792,3.17
348.833,3.17
348.875,3.17
348.917,3.17
348.958,3.17
349,3.7
349.042,3.7
349.083,3.7
349.125,3.7
349.167,3.7
349.208,3.7
349.25,3.7
349.292,3.7
349.333,3.7
349.375,3.7
349.417,3.7
349.458,3.7
349.5,3.7
349.542,3.7
349.583,3.7
349.625,3.7
349.667,3.7
349.708,3.7
349.75,3.7
349.792,3.7
349.833,3.7
349.875,3.7
349.917,3.7
349.958,3.7
350,4.68
350.042,4.68
350.083,4.68
350.125,4.68
350.167,4.68
350.208,4.68
350.25,4.68
350.292,4.68
350.333,4.68
350.375,4.68
350.417,4.68
350.458,4.68
350.5,4.68
350.542,4.68
350.583,4.68
350.625,4.68
350.667,4.68
350.708,4.68
350.75,4.68
350.792,4.68
350.833,4.68
350.875,4.68
350.917,4.68
350.958,4.68
351,4.33
351.042,4.33
351.083,4.33
351.125,4.33
351.167,4.33
351.208,4.33
351.25,4.33
351.292,4.33
351.333,4.33
351.375,4.33
351.417,4.33
351.458,4.33
351.5,4.33
351.542,4.33
351.583,4.33
351.625,4.33
351.667,4.33
351.708,4.33
351.75,4.33
351.792,4.33
351.833,4.33
351.875,4.33
351.917,4.33
351.958,4.33
352,4.66
352.042,4.66
352.083,4.66
352.125,4.66
352.167,4.66
352.208,4.66
352.25,4.66
352.292,4.66
352.333,4.66
352.375,4.66
352.417,4.66
352.458,4.66
352.5,4.66
352.542,4.66
352.583,4.66
352.625,4.66
352.667,4.66
352.708,4.66
352.75,4.66
352.792,4.66
352.833,4.66
352.875,4.66
352.917,4.66
352.958,4.66
353,4.34
353.042,4.34
353.083,4.34
353.125,4.34
353.167,4.34
353.208,4.34
353.25,4.34
353.292,4.34
353.333,4.34
353.375,4.34
353.417,4.34
353.458,4.34
353.5,4.34
353.542,4.34
353.583,4.34
353.625,4.34
353.667,4.34
353.708,4.34
353.75,4.34
353.792,4.34
353.833,4.34
353.875,4.34
353.917,4.34
353.958,4.34
354,4.77
354.042,4.77
354.083,4.77
354.125,4.77
354.167,4.77
354.208,4.77
354.25,4.77
354.292,4.77
354.333,4.77
354.375,4.77
354.417,4.77
354.458,4.77
354.5,4.77
354.542,4.77
354.583,4.77
354.625,4.77
354.667,4.77
354.708,4.77
354.75,4.77
354.792,4.77
354.833,4.77
354.875,4.77
354.917,4.77
354.958,4.77
355,4.69
355.042,4.69
355.083,4.69
355.125,4.69
355.167,4.69
355.208,4.69
355.25,4.69
355.292,4.69
355.333,4.69
355.375,4.69
355.417,4.69
355.458,4.69
355.5,4.69
355.542,4.69
355.583,4.69
355.625,4.69
355.667,4.69
355.708,4.69
355.75,4.69
355.792,4.69
355.833,4.69
355.875,4.69
355.917,4.69
355.958,4.69
356,3.53
356.042,3.53
356.083,3.53
356.125,3.53
356.167,3.53
356.208,3.53
356.25,3.53
356.292,3.53
356.333,3.53
356.375,3.53
356.417,3.53
356.458,3.53
356.5,3.53
356.542,3.53
356.583,3.53
356.625,3.53
356.667,3.53
356.708,3.53
356.75,3.53
356.792,3.53
356.833,3.53
356.875,3.53
356.917,3.53
356.958,3.53
357,4.02
357.042,4.02
357.083,4.02
357.125,4.02
357.167,4.02
357.208,4.02
357.25,4.02
357.292,4.02
357.333,4.02
357.375,4.02
357.417,4.02
357.458,4.02
357.5,4.02
357.542,4.02
357.583,4.02
357.625,4.02
357.667,4.02
357.708,4.02
357.75,4.02
357.792,4.02
357.833,4.02
357.875,4.02
357.917,4.02
357.958,4.02
358,4.62
358.042,4.62
358.083,4.62
358.125,4.62
358.167,4.62
358.208,4.62
358.25,4.62
358.292,4.62
358.333,4.62
358.375,4.62
358.417,4.62
358.458,4.62
358.5,4.62
358.542,4.62
358.583,4.62
358.625,4.62
358.667,4.62
358.708,4.62
358.75,4.62
358.792,4.62
358.833,4.62
358.875,4.62
358.917,4.62
358.958,4.62
359,4.16
359.042,4.16
359.083,4.16
359.125,4.16
359.167,4.16
359.208,4.16
359.25,4.16
359.292,4.16
359.333,4.16
359.375,4.16
359.417,4.16
359.458,4.16
359.5,4.16
359.542,4.16
359.583,4.16
359.625,4.16
359.667,4.16
359.708,4.16
359.75,4.16
359.792,4.16
359.833,4.16
359.875,4.16
359.917,4.16
359.958,4.16
360,4.04
360.042,4.04
360.083,4.04
360.125,4.04
360.167,4.04
360.208,4.04
360.25,4.04
360.292,4.04
360.333,4.04
360.375,4.04
360.417,4.04
360.458,4.04
360.5,4.04
360.542,4.04
360.583,4.04
360.625,4.04
360.667,4.04
360.708,4.04
360.75,4.04
360.792,4.04
360.833,4.04
360.875,4.04
360.917,4.04
360.958,4.04
361,3.29
361.042,3.29
361.083,3.29
361.125,3.29
361.167,3.29
361.208,3.29
361.25,3.29
361.292,3.29
361.333,3.29
361.375,3.29
361.417,3.29
361.458,3.29
361.5,3.29
361.542,3.29
361.583,3.29
361.625,3.29
361.667,3.29
361.708,3.29
361.75,3.29
361.792,3.29
361.833,3.29
361.875,3.29
361.917,3.29
361.958,3.29
362,2.46
362.042,2.46
362.083,2.46
362.125,2.46
362.167,2.46
362.208,2.46
362.25,2.46
362.292,2.46
362.333,2.46
362.375,2.46
362.417,2.46
362.458,2.46
362.5,2.46
362.542,2.46
362.583,2.46
362.625,2.46
362.667,2.46
362.708,2.46
362.75,2.46
362.792,2.46
362.833,2.46
362.875,2.46
362.917,2.46
362.958,2.46
363,2.28
363.042,2.28
363.083,2.28
363.125,2.28
363.167,2.28
363.208,2.28
363.25,2.28
363.292,2.28
363.333,2.28
363.375,2.28
363.417,2.28
363.458,2.28
363.5,2.28
363.542,2.28
363.583,2.28
363.625,2.28
363.667,2.28
363.708,2.28
363.75,2.28
363.792,2.28
363.833,2.28
363.875,2.28
363.917,2.28
363.958,2.28
364,2.9
364.042,2.9
364.083,2.9
364.125,2.9
364.167,2.9
364.208,2.9
364.25,2.9
364.292,2.9
364.333,2.9
364.375,2.9
364.417,2.9
364.458,2.9
364.5,2.9
364.542,2.9
364.583,2.9
364.625,2.9
364.667,2.9
364.708,2.9
364.75,2.9
364.792,2.9
364.833,2.9
364.875,2.9
364.917,2.9
364.958,2.9
365,2.53
365.042,2.53
365.083,2.53
365.125,2.53
365.167,2.53
365.208,2.53
365.25,2.53
365.292,2.53
365.333,2.53
365.375,2.53
365.417,2.53
365.458,2.53
365.5,2.53
365.542,2.53
365.583,2.53
365.625,2.53
365.667,2.53
365.708,2.53
365.75,2.53
365.792,2.53
365.833,2.53
365.875,2.53
365.917,2.53
365.958,2.53
366,1.28
