Segment#, Branch#, Distance(m), XCenter(m), YCenter(m), UTMZONE, BottomElev(m)
 69,  1,        6750.00,   517402.47508,  4510436.22131, 10,   572.390
 68,  1,        6650.00,   517495.00951,  4510469.92524, 10,   572.890
 67,  1,        6550.00,   517585.29509,  4510512.02213, 10,   572.890
 66,  1,        6450.00,   517682.09610,  4510533.44485, 10,   571.390
 65,  1,        6350.00,   517781.14598,  4510546.47460, 10,   570.890
 64,  1,        6250.00,   517878.68041,  4510568.11078, 10,   571.890
 63,  1,        6150.00,   517973.96598,  4510598.13992, 10,   571.390
 62,  1,        6050.00,   518064.25155,  4510640.23682, 10,   571.890
 61,  1,        5950.00,   518139.68222,  4510703.55182, 10,   574.390
 60,  1,        5850.00,   518196.83392,  4510785.14951, 10,   574.390
 59,  1,        5750.00,   518230.55670,  4510877.67708, 10,   574.390
 58,  1,        5650.00,   518252.21275,  4510975.20710, 10,   574.890
 57,  1,        5550.00,   518273.86880,  4511072.73712, 10,   573.890
 56,  1,        5450.00,   518307.59157,  4511165.26468, 10,   573.390
 55,  1,        5350.00,   518349.70686,  4511255.54168, 10,   573.390
 54,  1,        5250.00,   518375.51018,  4511351.76376, 10,   573.890
 53,  1,        5150.00,   518375.55031,  4511450.24349, 10,   573.390
 52,  1,        5050.00,   518349.77840,  4511546.46948, 10,   572.890
 51,  1,        4950.00,   518307.68970,  4511636.76368, 10,   572.890
 50,  1,        4850.00,   518250.56619,  4511718.37579, 10,   573.390
 49,  1,        4750.00,   518193.44267,  4511799.98790, 10,   573.390
 48,  1,        4650.00,   518151.35397,  4511890.28210, 10,   573.390
 47,  1,        4550.00,   518134.24735,  4511987.26469, 10,   572.890
 46,  1,        4450.00,   518151.34526,  4512084.25044, 10,   573.890
 45,  1,        4350.00,   518181.39381,  4512179.52989, 10,   572.890
 44,  1,        4250.00,   518203.04986,  4512277.05991, 10,   573.390
 43,  1,        4150.00,   518220.46067,  4512375.53257, 10,   575.390
 42,  1,        4050.00,   518237.87149,  4512474.00522, 10,   574.890
 41,  1,        3950.00,   518275.26124,  4512564.19529, 10,   575.390
 40,  1,        3850.00,   518321.04349,  4512652.13478, 10,   574.890
 39,  1,        3750.00,   518363.15878,  4512742.41177, 10,   575.390
 38,  1,        3650.00,   518420.31048,  4512824.00946, 10,   574.890
 37,  1,        3550.00,   518477.46219,  4512905.60715, 10,   574.890
 36,  1,        3450.00,   518511.18497,  4512998.13472, 10,   574.390
 35,  1,        3350.00,   518548.57472,  4513088.32478, 10,   574.890
 34,  1,        3250.00,   518602.27643,  4513172.56976, 10,   576.390
 33,  1,        3150.00,   518644.39171,  4513262.84675, 10,   575.890
 32,  1,        3050.00,   518678.58754,  4513356.81826, 10,   576.390
 31,  1,        2950.00,   518712.78337,  4513450.78978, 10,   575.890
 30,  1,        2850.00,   518762.01562,  4513536.08199, 10,   574.890
 29,  1,        2750.00,   518826.28429,  4513612.69490, 10,   575.890
 28,  1,        2650.00,   518883.43600,  4513694.29259, 10,   576.390
 27,  1,        2550.00,   518933.47074,  4513780.87506, 10,   576.890
 26,  1,        2450.00,   518987.17245,  4513865.12003, 10,   577.390
 25,  1,        2350.00,   519032.95470,  4513953.05953, 10,   577.890
 24,  1,        2250.00,   519071.16847,  4514045.36769, 10,   577.390
 23,  1,        2150.00,   519109.38224,  4514137.67586, 10,   577.390
 22,  1,        2050.00,   519135.18556,  4514233.89794, 10,   577.390
 21,  1,        1950.00,   519126.78434,  4514330.11686, 10,   574.890
 20,  1,        1850.00,   519101.01244,  4514426.34285, 10,   575.890
 19,  1,        1750.00,   519092.34716,  4514525.58625, 10,   575.890
 18,  1,        1650.00,   519109.44508,  4514622.57201, 10,   577.390
 17,  1,        1550.00,   519143.64090,  4514716.54353, 10,   577.890
 16,  1,        1450.00,   519192.87315,  4514801.83574, 10,   576.890
 15,  1,        1350.00,   519265.96707,  4514868.81819, 10,   576.390
 14,  1,        1250.00,   519345.23965,  4514929.62072, 10,   576.390
 13,  1,        1150.00,   519418.89390,  4514997.11667, 10,   576.890
 12,  1,        1050.00,   519482.91951,  4515073.43982, 10,   576.390
 11,  1,         950.00,   519536.62122,  4515157.68479, 10,   576.390
 10,  1,         850.00,   519590.32293,  4515241.92976, 10,   576.390
  9,  1,         750.00,   519644.02464,  4515326.17474, 10,   576.390
  8,  1,         650.00,   519701.17635,  4515407.77243, 10,   576.890
  7,  1,         550.00,   519750.40860,  4515493.06464, 10,   576.890
  6,  1,         450.00,   519784.60443,  4515587.03615, 10,   576.890
  5,  1,         350.00,   519814.65298,  4515682.31560, 10,   576.390
  4,  1,         250.00,   519844.70153,  4515777.59506, 10,   577.390
  3,  1,         150.00,   519874.75009,  4515872.87451, 10,   576.390
  2,  1,          50.00,   519904.79864,  4515968.15396, 10,   576.390
121,  2,       11750.00,   518343.47493,  4512392.68319, 10,   575.890
120,  2,       11650.00,   518420.10093,  4512456.93625, 10,   575.890
119,  2,       11550.00,   518490.54826,  4512527.36924, 10,   576.390
118,  2,       11450.00,   518547.69997,  4512608.96693, 10,   576.390
117,  2,       11350.00,   518540.57591,  4512690.55866, 10,   577.390
116,  2,       11250.00,   518483.45239,  4512772.17077, 10,   577.390
131,  3,       12550.00,   518372.29774,  4511297.31758, 10,   575.390
130,  3,       12450.00,   518389.38639,  4511394.30333, 10,   575.390
129,  3,       12350.00,   518397.81902,  4511490.53250, 10,   574.890
128,  3,       12250.00,   518364.17166,  4511583.08751, 10,   575.890
127,  3,       12150.00,   518307.04814,  4511664.69962, 10,   574.890
126,  3,       12050.00,   518249.92462,  4511746.31173, 10,   573.390
125,  3,       11950.00,   518216.27726,  4511838.86674, 10,   574.390
124,  3,       11850.00,   518216.31738,  4511937.34647, 10,   575.890
