$Lewiston inflow sum of individual outflows from Trinity Lake year 2019 YC updated 8/7/23,
",,,",
Julian Date,Inflow
130.167,38.473999
130.208,38.4620018
130.25,38.4269981
130.292,38.4290009
130.333,38.401001
130.375,38.3689995
130.417,38.3769989
130.458,38.3320007
130.5,38.3419991
130.542,38.3100014
130.583,52.4070015
130.625,109.1569977
130.667,109.2229996
130.708,109.2679977
130.75,109.2900009
130.792,110.689003
130.833,112.9779968
130.875,111.8509979
130.917,109.2259979
130.958,109.262001
131,109.322998
131.042,105.0110016
131.083,38.5
131.125,38.3190002
131.167,38.5250015
131.208,38.3839989
131.25,38.2639999
131.292,38.4799995
131.333,38.223999
131.375,38.4620018
131.417,38.3709984
131.458,38.3639984
131.5,38.2099991
131.542,38.3069992
131.583,38.3919983
131.625,38.1259995
131.667,60.4220009
131.708,108.9720001
131.75,109.3209991
131.792,109.3290024
131.833,109.2990036
131.875,109.25
131.917,109.2549973
131.958,109.302002
132,109.2549973
132.042,109.3339996
132.083,109.3280029
132.125,39.8170013
132.167,38.394001
132.208,38.3310013
132.25,38.3409996
132.292,38.3019981
132.333,38.3409996
132.375,38.2680016
132.417,38.2739983
132.458,38.2729988
132.5,38.3110008
132.542,38.2350006
132.583,38.2120018
132.625,38.2340012
132.667,51.9210014
132.708,109.1750031
132.75,109.2249985
132.792,109.2549973
132.833,109.2149963
132.875,109.2070007
132.917,109.3010025
132.958,109.2089996
133,109.2770004
133.042,108.9729996
133.083,109.5910034
133.125,54.9449997
133.167,38.2029991
133.208,38.4410019
133.25,38.1980019
133.292,38.4710007
133.333,38.2229996
133.375,38.262001
133.417,38.2290001
133.458,38.2210007
133.5,38.3370018
133.542,38.1570015
133.583,38.2080002
133.625,38.2459984
133.667,38.2210007
133.708,38.1409988
133.75,38.1959991
133.792,104.7689972
133.833,109.1559982
133.875,109.211998
133.917,109.1880035
133.958,109.1790009
134,109.2099991
134.042,109.2070007
134.083,109.2330017
134.125,109.2220001
134.167,90.9349976
134.208,38.262001
134.25,38.2260017
134.292,38.2150002
134.333,38.2029991
134.375,38.2010002
134.417,38.1570015
134.458,38.1860008
134.5,38.1520004
134.542,38.1220016
134.583,38.1409988
134.625,38.0909996
134.667,37.9589996
134.708,49.8069992
134.75,108.723999
134.792,109.3970032
134.833,109.1320038
134.875,108.7919998
134.917,109.4459991
134.958,108.8249969
135,109.4749985
135.042,108.8649979
135.083,109.1989975
135.125,46.5340004
135.167,38.2200012
135.208,38.2290001
135.25,38.2179985
135.292,38.2210007
135.333,38.1710014
135.375,38.1679993
135.417,38.1759987
135.458,38.1730003
135.5,38.0950012
135.542,38.1300011
135.583,38.0820007
135.625,38.0530014
135.667,38.0589981
135.708,82.4020004
135.75,109.1689987
135.792,109.2020035
135.833,109.1709976
135.875,109.1259995
135.917,109.1589966
135.958,109.1750031
136,96.4110031
136.042,38.1720009
136.083,38.125
136.125,38.0859985
136.167,37.901001
136.208,38.0029984
136.25,38.1310005
136.292,37.8069992
136.333,38.0779991
136.375,37.7750015
136.417,97.723999
136.458,109.3349991
136.5,108.7409973
136.542,109.3600006
136.583,108.7630005
136.625,109.0360031
136.667,109.0690002
136.708,109.0800018
136.75,109.0630035
136.792,65.6309967
136.833,37.9119987
136.875,37.9000015
136.917,37.8610001
136.958,37.8349991
137,37.8260002
137.042,37.8240013
137.083,66.5739975
137.125,108.9729996
137.167,108.9950027
137.208,108.9789963
137.25,109.0350037
137.292,109.0559998
137.333,109.0479965
137.375,109.0910034
137.417,109.0690002
137.458,109.0579987
137.5,94.0220032
137.542,37.9370003
137.583,37.9259987
137.625,37.7929993
137.667,37.743
137.708,37.7109985
137.75,37.9049988
137.792,37.6619987
137.833,37.8089981
137.875,56.8180008
137.917,108.6210022
137.958,109.2529984
138,108.7060013
138.042,109.3050003
138.083,108.6930008
138.125,109.3389969
138.167,108.75
138.208,109.0080032
138.25,109.3659973
138.292,108.7320023
138.333,108.9830017
138.375,108.9929962
138.417,109.0039978
138.458,108.9869995
138.5,176.8930054
138.542,160.8320007
138.583,151.2369995
138.625,151.2480011
138.667,151.2310028
138.708,151.2330017
138.75,151.2689972
138.792,151.3269958
138.833,151.2920074
138.875,151.3209991
138.917,151.3309937
138.958,151.3170013
139,173.2180023
139.042,222.5749969
139.083,223.2539978
139.125,225.5720062
139.167,225.6040039
139.208,224.7429962
139.25,223.5209961
139.292,225.0789948
139.333,224.5200043
139.375,222.701004
139.417,222.5460052
139.458,222.5149994
139.5,221.8159943
139.542,223.1399994
139.583,221.8249969
139.625,223.1569977
139.667,222.4920044
139.708,222.3350067
139.75,225.5540009
139.792,221.951004
139.833,222.5379944
139.875,222.5820007
139.917,222.5149994
139.958,155.4680023
140,150.9900055
140.042,151.7960052
140.083,150.9420013
140.125,151.4080048
140.167,151.3679962
140.208,151.3809967
140.25,151.3289948
140.292,151.3240051
140.333,151.3139954
140.375,151.3249969
140.417,151.3200073
140.458,151.2830048
140.5,151.3079987
140.542,151.3139954
140.583,151.2689972
140.625,196.0160065
140.667,222.2720032
140.708,222.3329926
140.75,222.3329926
140.792,222.5180054
140.833,224.8240051
140.875,222.4230042
140.917,222.3580017
140.958,164.628006
141,112.6299973
141.042,112.7860031
141.083,112.7539978
141.125,112.7089996
141.167,112.7279968
141.208,112.6080017
141.25,112.3150024
141.292,112.8479996
141.333,112.6240005
141.375,112.2979965
141.417,112.8529968
141.458,94.8560028
141.5,41.401001
141.542,41.4679985
141.583,41.2669983
141.625,41.3460007
141.667,41.3170013
141.708,41.2700005
141.75,41.2560005
141.792,41.2350006
141.833,48.125
141.875,112.3929977
141.917,112.5680008
141.958,112.5630035
142,112.5910034
142.042,112.6149979
142.083,112.6090012
142.125,112.5930023
142.167,112.6360016
142.208,112.2639999
142.25,41.5159988
142.292,41.4570007
142.333,41.4239998
142.375,41.4129982
142.417,41.3419991
142.458,41.4059982
142.5,41.362999
142.542,41.3059998
142.583,41.2260017
142.625,41.2389984
142.667,105.137001
142.708,112.5390015
142.75,112.6190033
142.792,112.6149979
142.833,112.6179962
142.875,112.322998
142.917,112.9380035
142.958,75.310997
143,41.4000015
143.042,41.4249992
143.083,41.2599983
143.125,41.4529991
143.167,40.9980011
143.208,41.4210014
143.25,41.2190018
143.292,41.1100006
143.333,41.2809982
143.375,41.0649986
143.417,41.2369995
143.458,40.9840012
143.5,100.2440033
143.542,112.4589996
143.583,112.5080032
143.625,112.5220032
143.667,112.5559998
143.708,109.5699997
143.75,41.4000015
143.792,41.2770004
143.833,41.2900009
143.875,41.3139992
143.917,41.2350006
143.958,41.2929993
144,41.2439995
144.042,41.2709999
144.083,41.1969986
144.125,41.2400017
144.167,41.257
144.208,41.2579994
144.25,41.2919998
144.292,41.2509995
144.333,87.9039993
144.375,112.5719986
144.417,112.5899963
144.458,112.7040024
144.5,112.6240005
144.542,112.6080017
144.583,112.6600037
144.625,112.6429977
144.667,112.3290024
144.708,112.9349976
144.75,112.3440018
144.792,112.9309998
144.833,112.2900009
144.875,112.9339981
144.917,112.6299973
144.958,112.3509979
145,112.9260025
145.042,112.3399963
145.083,112.6149979
145.125,48.8779984
145.167,41.2039986
145.208,41.2960014
145.25,41.269001
145.292,41.2330017
145.333,41.237999
145.375,41.118
145.417,41.1489983
145.458,41.1339989
145.5,90.3479996
145.542,112.4280014
145.583,112.4260025
145.625,112.4710007
145.667,112.461998
145.708,112.4789963
145.75,112.4869995
145.792,112.4990005
145.833,112.5100021
145.875,112.5459976
145.917,44.5740013
145.958,41.368
146,41.3269997
146.042,41.3549995
146.083,41.3370018
146.125,41.3190002
146.167,41.3460007
146.208,41.3170013
146.25,41.2789993
146.292,41.2179985
146.333,41.2480011
146.375,41.1160011
146.417,41.3790016
146.458,69.5449982
146.5,112.2429962
146.542,112.9670029
146.583,112.3339996
146.625,112.9219971
146.667,112.3470001
146.708,113.0230026
146.75,112.4680023
146.792,55.7589989
146.833,41.5839996
146.875,41.3019981
146.917,41.4440002
146.958,41.3660011
147,41.3520012
147.042,41.3730011
147.083,41.4379997
147.125,41.4339981
147.167,41.401001
147.208,41.3759995
147.25,41.3310013
147.292,41.3330002
147.333,41.3180008
147.375,41.2849998
147.417,41.2299995
147.458,41.2249985
147.5,41.1170006
147.542,82.387001
147.583,95.9499969
147.625,95.4219971
147.667,95.387001
147.708,95.3960037
147.75,95.3600006
147.792,95.3619995
147.833,46.762001
147.875,24.7950001
147.917,40.1730003
147.958,41.2879982
148,41.1619987
148.042,41.1669998
148.083,41.2360001
148.125,41.1940002
148.167,41.2220001
148.208,41.2229996
148.25,41.0130005
148.292,41.3199997
148.333,41.0550003
148.375,41.1399994
148.417,41.2029991
148.458,41.1570015
148.5,41.3300018
148.542,41.0820007
148.583,47.5960007
148.625,112.473999
148.667,112.5299988
148.708,112.5550003
148.75,112.5550003
148.792,112.586998
148.833,97.9700012
148.875,41.2719994
148.917,41.3079987
148.958,41.0519981
149,37.6660004
149.042,37.6090012
149.083,37.6279984
149.125,37.618
149.167,37.6040001
149.208,37.6090012
149.25,37.5180016
149.292,37.4749985
149.333,37.4790001
149.375,51.8950005
149.417,88.2200012
149.458,82.9049988
149.5,82.9020004
149.542,82.8830032
149.583,82.7710037
149.625,82.8249969
149.667,82.8740005
149.708,82.8690033
149.75,82.8939972
149.792,86.3970032
149.833,153.6790009
149.875,154.6300049
149.917,154.1670074
149.958,153.7680054
150,154.6340027
150.042,153.7859955
150.083,154.6710052
150.125,116.4300003
150.167,83.1380005
150.208,82.6159973
150.25,82.9209976
150.292,83.0559998
150.333,88.5289993
150.375,154.5440063
150.417,153.7870026
150.458,155.5529938
150.5,163.0169983
150.542,163.0590057
150.583,153.1600037
150.625,132.8869934
150.667,146.1710052
150.708,146.2100067
150.75,146.154007
150.792,146.1820068
150.833,146.1360016
150.875,146.1349945
150.917,146.1439972
150.958,146.1900024
151,146.1920013
151.042,146.223999
151.083,206.7610016
151.125,217.5879974
151.167,217.5579987
151.208,217.5829926
151.25,146.7250061
151.292,146.279007
151.333,146.2720032
151.375,119.7509995
151.417,108.689003
151.458,108.7160034
151.5,108.6999969
151.542,108.3899994
151.583,109.0800018
151.625,108.6839981
151.667,108.4670029
151.708,109.0859985
151.75,108.3880005
151.792,109.0029984
151.833,178.75
151.875,179.9929962
151.917,180.4980011
151.958,179.4940033
152,180.5099945
152.042,179.4889984
152.083,180.0019989
152.125,180.0039978
152.167,179.9960022
152.208,179.9609985
152.25,180.0070038
152.292,179.9669952
152.333,179.9230042
152.375,145.0910034
152.417,108.6179962
152.458,108.5410004
152.5,108.5550003
152.542,108.5439987
152.583,108.5199966
152.625,108.5469971
152.667,108.5329971
152.708,108.5130005
152.75,108.5039978
152.792,123.1289978
152.833,179.8240051
152.875,179.8919983
152.917,179.8990021
152.958,179.923996
153,179.9589996
153.042,179.9149933
153.083,179.9700012
153.125,179.8919983
153.167,179.9629974
153.208,180.0240021
153.25,179.9779968
153.292,155.9459991
153.333,109
153.375,108.310997
153.417,108.9779968
153.458,108.6409988
153.5,108.3560028
153.542,108.9489975
153.583,108.3550034
153.625,108.9209976
153.667,108.2910004
153.708,174.9340057
153.75,179.9380035
153.792,179.9730072
153.833,179.9380035
153.875,179.9669952
153.917,179.9649963
153.958,179.9810028
154,179.951004
154.042,179.9579926
154.083,179.9299927
154.125,175.4250031
154.167,108.663002
154.208,108.5589981
154.25,108.5130005
154.292,108.560997
154.333,108.5660019
154.375,113.3929977
154.417,128.298996
154.458,128.2689972
154.5,128.2369995
154.542,128.3540039
154.583,128.2279968
154.625,128.220993
154.667,132.5820007
154.708,199.477005
154.75,199.595993
154.792,199.5590057
154.833,199.6260071
154.875,199.6580048
154.917,199.6569977
154.958,166.845993
155,128.4340057
155.042,128.3999939
155.083,128.4149933
155.125,128.0740051
155.167,128.8110046
155.208,128.4129944
155.25,128.0399933
155.292,128.4409943
155.333,128.779007
155.375,128.0590057
155.417,128.7680054
155.458,128.0709991
155.5,128.7960052
155.542,128.0359955
155.583,155.845993
155.625,199.6900024
155.667,199.7440033
155.708,199.7079926
155.75,199.7059937
155.792,199.7440033
155.833,199.6929932
155.875,199.727005
155.917,128.7769928
155.958,128.4440002
156,128.4579926
156.042,128.4290009
156.083,128.4210052
156.125,128.4589996
156.167,128.4470062
156.208,128.4190063
156.25,128.4190063
156.292,128.3860016
156.333,128.3540039
156.375,128.3849945
156.417,136.8480072
156.458,199.6399994
156.5,199.7380066
156.542,199.6950073
156.583,199.7570038
156.625,199.7230072
156.667,199.7100067
156.708,199.7030029
156.75,199.7339935
156.792,199.7359924
156.833,152.7129974
156.875,128.822998
156.917,128.0919952
156.958,128.772995
157,128.0619965
157.042,128.6900024
157.083,128.0449982
157.125,128.3789978
157.167,196.8059998
157.208,199.0650024
157.25,199.7120056
157.292,199.7310028
157.333,199.7230072
157.375,199.7369995
157.417,200.3569946
157.458,200.3569946
157.5,199.4920044
157.542,199.5980072
157.583,197.2440033
157.625,128.5019989
157.667,128.2779999
157.708,128.3179932
157.75,128.3179932
157.792,128.2980042
157.833,140.7140045
157.875,198.8820038
157.917,200.1820068
157.958,199.5619965
158,198.9750061
158.042,200.1840057
158.083,198.9989929
158.125,199.6139984
158.167,199.6069946
158.208,199.6159973
158.25,199.5939941
158.292,199.5639954
158.333,199.5579987
158.375,199.5879974
158.417,199.5879974
158.458,199.5800018
158.5,199.5809937
158.542,199.5879974
158.583,199.0399933
158.625,200.1499939
158.667,199.0359955
158.708,199.5930023
158.75,199.5899963
158.792,199.5910034
158.833,199.5610046
158.875,199.5500031
158.917,141.2899933
158.958,128.3630066
159,128.348999
159.042,128.2920074
159.083,128.272995
159.125,157.0789948
159.167,199.4730072
159.208,199.5529938
159.25,199.5200043
159.292,199.0070038
159.333,200.1040039
159.375,198.9960022
159.417,199.576004
159.458,199.5659943
159.5,199.5690002
159.542,199.572998
159.583,199.5679932
159.625,199.5749969
159.667,199.5839996
159.708,199.5800018
159.75,138.3639984
159.792,128.3410034
159.833,128.3390045
159.875,127.9670029
159.917,128.654007
159.958,127.9329987
160,128.2519989
160.042,177.1849976
160.083,198.9949951
160.125,199.5590057
160.167,199.5679932
160.208,199.5509949
160.25,199.5240021
160.292,199.5449982
160.333,196.201004
160.375,128.4830017
160.417,128.3430023
160.458,128.3300018
160.5,128.3500061
160.542,128.3249969
160.583,127.9749985
160.625,128.6820068
160.667,128.3099976
160.708,127.9789963
160.75,153.352005
160.792,199.3990021
160.833,199.5169983
160.875,199.5059967
160.917,199.6230011
160.958,199.5119934
161,199.5010071
161.042,149.2369995
161.083,128.3690033
161.125,128.0010071
161.167,128.3289948
161.208,128.7140045
161.25,127.9830017
161.292,128.2940063
161.333,128.2960052
161.375,128.3059998
161.417,128.2910004
161.458,128.3029938
161.5,128.2890015
161.542,128.3130035
161.583,189.6719971
161.625,199.5130005
161.667,199.5019989
161.708,198.9929962
161.75,200.0899963
161.792,199.522995
161.833,198.9980011
161.875,137.5200043
161.917,128.3439941
161.958,128.3509979
162,128.326004
162.042,128.3580017
162.083,128.3119965
162.125,128.3009949
162.167,128.3049927
162.208,128.3139954
162.25,128.2940063
162.292,177.4640045
162.333,138.6759949
162.375,128.6909943
162.417,127.9169998
162.458,128.2870026
162.5,128.2779999
162.542,128.2960052
162.583,128.3179932
162.625,128.3130035
162.667,128.3289948
162.708,128.3339996
162.75,128.3179932
162.792,128.3170013
162.833,128.298996
162.875,128.2630005
162.917,127.9079971
162.958,128.2669983
163,128.6410065
163.042,131.2630005
163.083,199.3580017
163.125,199.5050049
163.167,199.5140076
163.208,199.4980011
163.25,199.496994
163.292,199.3200073
163.333,164.4689941
163.375,162.8179932
163.417,175.1529999
163.458,99.6589966
163.5,97.4059982
163.542,90.5189972
163.583,90.2669983
163.625,124.1760025
163.667,197.1239929
163.708,192.5220032
163.75,199.6719971
163.792,199.2230072
163.833,199.5429993
163.875,199.6459961
163.917,143.1130066
163.958,128.0980072
164,128.4660034
164.042,128.4219971
164.083,128.5590057
164.125,128.3190002
164.167,128.4589996
164.208,128.4290009
164.25,128.3809967
164.292,128.4440002
164.333,128.4649963
164.375,171.4850006
164.417,199.2079926
164.458,200.1130066
164.5,199.2039948
164.542,157.3880005
164.583,128.3760071
164.625,128.3769989
164.667,128.5269928
164.708,128.3890076
164.75,128.3370056
164.792,128.4620056
164.833,128.4400024
164.875,128.4680023
164.917,128.4259949
164.958,128.4400024
165,128.4369965
165.042,128.4120026
165.083,128.1970062
165.125,128.677002
165.167,128.1719971
165.208,128.4550018
165.25,128.4689941
165.292,128.348999
165.333,101.1110001
165.375,61.4099998
165.417,61.3460007
165.458,61.4700012
165.5,61.4490013
165.542,61.4440002
165.583,61.387001
165.625,61.5159988
165.667,61.4490013
165.708,61.4710007
165.75,61.3979988
165.792,61.4430008
165.833,61.3170013
165.875,123.6470032
165.917,132.621994
165.958,132.6309967
166,132.3619995
166.042,132.6660004
166.083,132.6529999
166.125,118.8659973
166.167,61.5369987
166.208,61.3769989
166.25,61.4799995
166.292,61.5229988
166.333,61.4189987
166.375,61.2789993
166.417,61.4150009
166.458,61.4029999
166.5,61.4580002
166.542,61.4630013
166.583,61.4659996
166.625,61.4020004
166.667,61.5760002
166.708,61.4780006
166.75,61.3969994
166.792,61.2910004
166.833,78.0839996
166.875,132.6029968
166.917,132.5670013
166.958,132.6900024
167,132.701004
167.042,132.6950073
167.083,132.7230072
167.125,132.720993
167.167,62.7659988
167.208,61.5349998
167.25,61.5209999
167.292,61.5169983
167.333,61.5169983
167.375,61.4350014
167.417,61.5299988
167.458,61.4790001
167.5,61.3899994
167.542,61.4560013
167.583,61.3520012
167.625,61.4570007
167.667,61.4280014
167.708,61.4560013
167.75,61.269001
167.792,61.4070015
167.833,100.6740036
167.875,132.3370056
167.917,132.8309937
167.958,132.6390076
168,132.6300049
168.042,132.3840027
168.083,132.6349945
168.125,132.6349945
168.167,132.5870056
168.208,62.9389992
168.25,61.4700012
168.292,61.4640007
168.333,61.4640007
168.375,61.4480019
168.417,61.4720001
168.458,53.5859985
168.5,37.8720016
168.542,37.868
168.583,37.7449989
168.625,37.9609985
168.667,37.8409996
168.708,37.6940002
168.75,37.7700005
168.792,61.2010002
168.833,109.302002
168.875,108.9509964
168.917,108.9729996
168.958,108.9700012
169,108.9649963
169.042,108.8789978
169.083,108.9599991
169.125,109.0139999
169.167,109.0199966
169.208,109.0240021
169.25,107.8539963
169.292,74.1920013
169.333,71.0859985
169.375,71.0849991
169.417,71.0849991
169.458,71.0859985
169.5,70.8889999
169.542,71.0859985
169.583,71.677002
169.625,86.0960007
169.667,86.1920013
169.708,91.4800034
169.75,109.0370026
169.792,108.9339981
169.833,109.0350037
169.875,43.8079987
169.917,37.8250008
169.958,37.8339996
170,37.7700005
170.042,37.7999992
170.083,37.8170013
170.125,37.855999
170.167,37.8349991
170.208,37.8330002
170.25,37.8289986
170.292,37.8639984
170.333,37.8300018
170.375,37.8580017
170.417,37.8650017
170.458,52.0429993
170.5,108.9899979
170.542,109.0490036
170.583,110.7870026
170.625,110.3089981
170.667,109.75
170.708,109.5940018
170.75,111.0749969
170.792,109.9580002
170.833,109.7009964
170.875,110.0400009
170.917,110.7200012
170.958,110.6719971
171,109.7509995
171.042,109.5220032
171.083,109.3150024
171.125,109.0749969
171.167,109.0960007
171.208,80.072998
171.25,37.9220009
171.292,37.9020004
171.333,37.8810005
171.375,37.8639984
171.417,37.9169998
171.458,37.882
171.5,37.9230003
171.542,37.8909988
171.583,37.8989983
171.625,37.7849998
171.667,37.993
171.708,37.7389984
171.75,101.2610016
171.792,109.2249985
171.833,108.814003
171.875,109.0159988
171.917,109.0059967
171.958,109.0029984
172,108.9720001
172.042,108.9889984
172.083,109.0289993
172.125,108.7630005
172.167,50.4150009
172.208,37.9329987
172.25,37.9379997
172.292,37.9290009
172.333,37.9440002
172.375,37.9339981
172.417,37.9650002
172.458,37.9410019
172.5,37.9249992
172.542,37.8730011
172.583,37.8989983
172.625,37.875
172.667,72.5780029
172.708,109.0250015
172.75,109.026001
172.792,108.7529984
172.833,109.3219986
172.875,108.7170029
172.917,109.0029984
172.958,109.0279999
173,109.0550003
173.042,109.0500031
173.083,44.8569984
173.125,37.9160004
173.167,37.8829994
173.208,37.8660011
173.25,37.8330002
173.292,37.8600006
173.333,105.0039978
173.375,108.9919968
173.417,106.4599991
173.458,37.9510002
173.5,37.8919983
173.542,104.6729965
173.583,109.3300018
173.625,109.0149994
173.667,108.7200012
173.708,109.0339966
173.75,109.026001
173.792,109.0279999
173.833,108.9820023
173.875,109.0090027
173.917,108.9789963
173.958,108.9800034
174,108.9940033
174.042,108.9789963
174.083,109.0039978
174.125,109.0579987
174.167,89.5390015
174.208,37.9700012
174.25,37.8450012
174.292,38.0309982
174.333,97.0230026
174.375,109.1959991
174.417,108.7839966
174.458,109.0940018
174.5,109.0810013
174.542,109.1220016
174.583,109.3290024
174.625,108.9639969
174.667,109.1480026
174.708,109.1220016
174.75,109.0979996
174.792,109.1350021
174.833,109.0879974
174.875,109.0790024
174.917,109.0889969
174.958,108.9869995
175,108.9140015
175.042,109.3929977
175.083,73.8840027
175.125,38.0489998
175.167,38.0499992
175.208,38.012001
175.25,38.0429993
175.292,38.0009995
175.333,38.0009995
175.375,37.9259987
175.417,108.9769974
175.458,108.9779968
175.5,109.0839996
175.542,108.9089966
175.583,109.0930023
175.625,109.125
175.667,109.1230011
175.708,109.1449966
175.75,109.1350021
175.792,109.1220016
175.833,109.0899963
175.875,109.0940018
175.917,109.0530014
175.958,109.0220032
176,108.9509964
176.042,49.4259987
176.083,37.9669991
176.125,38.0940018
176.167,37.8510017
176.208,37.9749985
176.25,37.9799995
176.292,37.9679985
176.333,37.9510002
176.375,37.9090004
176.417,89.0049973
176.458,109.0770035
176.5,109.086998
176.542,109.1110001
176.583,108.9990005
176.625,109.2570038
176.667,108.9960022
176.708,109.0719986
176.75,109.2170029
176.792,109.0049973
176.833,109.2009964
176.875,108.9339981
176.917,109.0350037
176.958,108.8440018
177,109.2860031
177.042,109.1119995
177.083,108.9079971
177.125,109.2679977
177.167,109.086998
177.208,38.4970016
177.25,38.1170006
177.292,38.0649986
177.333,75.6569977
177.375,109.1230011
177.417,109.1529999
177.458,109.1500015
177.5,109.1819992
177.542,109.1589966
177.583,109.2289963
177.625,109.0670013
177.667,109.163002
177.708,109.2610016
177.75,109.0579987
177.792,109.1559982
177.833,108.9639969
177.875,109.1340027
177.917,109.1480026
177.958,109.1449966
178,109.1230011
178.042,109.1490021
178.083,109.1529999
178.125,109.1709976
178.167,109.1809998
178.208,109.072998
178.25,109.2949982
178.292,109.0910034
178.333,109.1600037
178.375,39.1570015
178.417,38.1479988
178.458,37.9920006
178.5,38.0419998
178.542,38.1339989
178.583,38.0029984
178.625,37.8610001
178.667,37.993
178.708,69.7060013
178.75,109.0680008
178.792,109.1200027
178.833,109.0930023
178.875,109.0930023
178.917,109.1269989
178.958,109.1169968
179,109.1149979
179.042,108.9029999
179.083,109.3119965
179.125,109.1350021
179.167,108.8349991
179.208,109.2269974
179.25,109.1399994
179.292,109.0790024
179.333,79.7890015
179.375,38.1020012
179.417,38.1100006
179.458,38.0960007
179.5,38.0040016
179.542,38.2290001
179.583,38.0900002
179.625,37.9990005
179.667,38.0839996
179.708,48.4580002
179.75,109.2689972
179.792,109.1139984
179.833,108.9810028
179.875,109.3570023
179.917,108.9680023
179.958,109.1569977
180,109.1780014
180.042,109.1839981
180.083,109.151001
180.125,109.1829987
180.167,109.1719971
180.208,109.1930008
180.25,109.2009964
180.292,44.9430008
180.333,38.0830002
180.375,38.2029991
180.417,38.1559982
180.458,38.1489983
180.5,38.1619987
180.542,38.1619987
180.583,38.0550003
180.625,38.098999
180.667,73.8880005
180.708,108.8949966
180.75,109.3249969
180.792,108.9290009
180.833,109.098999
180.875,109.288002
180.917,108.9089966
180.958,109.1360016
181,109.1439972
181.042,109.1470032
181.083,109.1439972
181.125,109.1669998
181.167,109.0410004
181.208,109.1640015
181.25,109.1500015
181.292,108.9810028
181.333,72.3539963
181.375,38.1679993
181.417,38.1959991
181.458,38.1940002
181.5,38.1889992
181.542,38.1699982
181.583,38.2029991
181.625,38.1349983
181.667,38.0299988
181.708,44.6839981
181.75,108.9860001
181.792,109.2009964
181.833,109.2099991
181.875,108.9649963
181.917,109.3789978
181.958,108.9649963
182,109.1790009
182.042,109.3570023
182.083,109.0240021
182.125,109.2409973
182.167,68.0619965
182.208,38.2249985
182.25,38.1969986
182.292,38.1829987
182.333,38.0639992
182.375,38.1580009
182.417,38.1590004
182.458,38.1759987
182.5,38.1650009
182.542,38.1570015
182.583,38.1539993
182.625,107.1940002
182.667,109.2539978
182.708,109.0859985
182.75,109.1989975
182.792,109.1959991
182.833,109.1549988
182.875,109.1880035
182.917,109.1949997
182.958,108.9980011
183,109.1949997
183.042,66.4720001
183.083,38.1080017
183.125,38.1889992
183.167,38.1949997
183.208,38.1940002
183.25,38.1739998
183.292,38.1399994
183.333,38.1419983
183.375,38.1290016
183.417,97.5230026
183.458,109.1650009
183.5,109.185997
183.542,109.0149994
183.583,109.4639969
183.625,54.2999992
183.667,38.2799988
183.708,38.2459984
183.75,38.1500015
183.792,38.1969986
183.833,93.3339996
183.875,109.2020035
183.917,109.2009964
183.958,109.2220001
184,109.0270004
184.042,109.2389984
184.083,109.1289978
184.125,109.2669983
184.167,109.2450027
184.208,85.8410034
184.25,38.3250008
184.292,38.3110008
184.333,38.2849998
184.375,38.2999992
184.417,38.1609993
184.458,38.2729988
184.5,38.2830009
184.542,38.2779999
184.583,38.2550011
184.625,38.2739983
184.667,38.2389984
184.708,38.2400017
184.75,38.1310005
184.792,107.7330017
184.833,109.2300034
184.875,109.2070007
184.917,109.2190018
184.958,109.2170029
185,109.0250015
185.042,109.2089996
185.083,109.2050018
185.125,109.0859985
185.167,109.1989975
185.208,109.2190018
185.25,109.1750031
185.292,51.8810005
185.333,38.2459984
185.375,38.243
185.417,38.2280006
185.458,38.2400017
185.5,38.1199989
185.542,38.2120018
185.583,38.3380013
185.625,38.1660004
185.667,38.2809982
185.708,38.8590012
185.75,108.9489975
185.792,109.2570038
185.833,109.2289963
185.875,109.2399979
185.917,109.1149979
185.958,109.2440033
186,109.223999
186.042,109.2710037
186.083,109.2509995
186.125,109.314003
186.167,109.3030014
186.208,109.1380005
186.25,72.7269974
186.292,38.4410019
186.333,38.4140015
186.375,37.5859985
186.417,38.3139992
186.458,38.3380013
186.5,38.3499985
186.542,38.3330002
186.583,38.3230019
186.625,38.3009987
186.667,38.3129997
186.708,38.2900009
186.75,96.3239975
186.792,109.2109985
186.833,108.8949966
186.875,109.2229996
186.917,109.1930008
186.958,109.1940002
187,109.1920013
187.042,109.2200012
187.083,109.197998
187.125,108.8860016
187.167,109.2060013
187.208,109.2200012
187.25,41.8359985
187.292,38.2599983
187.333,38.2900009
187.375,38.1580009
187.417,38.2729988
187.458,38.2869987
187.5,38.2589989
187.542,38.3009987
187.583,38.2919998
187.625,38.269001
187.667,38.2729988
187.708,61.9669991
187.75,109.2220001
187.792,108.9199982
187.833,109.2060013
187.875,109.2139969
187.917,109.2210007
187.958,109.1910019
188,109.2269974
188.042,109.237999
188.083,108.9550018
188.125,109.3130035
188.167,76.0790024
188.208,38.4220009
188.25,38.4370003
188.292,38.4379997
188.333,38.4150009
188.375,38.3170013
188.417,38.4350014
188.458,38.3740005
188.5,38.4249992
188.542,38.3779984
188.583,38.5359993
188.625,38.3279991
188.667,38.4129982
188.708,76.723999
188.75,109.2669983
188.792,109.3059998
188.833,108.9710007
188.875,109.5830002
188.917,109.2910004
188.958,109.0009995
189,109.3249969
189.042,38.8269997
189.083,38.3889999
189.125,38.3479996
189.167,38.3359985
189.208,38.1930008
189.25,38.3129997
