$Lewiston inflow sum of individual outflows from Trinity Lake year 2019 YC updated 8/7/23,
",,,",
Julian Date,Inflow
248.708,44.0540009
248.75,44.0789986
248.792,44.0579987
248.833,44.0419998
248.875,43.9869995
248.917,43.9749985
248.958,43.8269997
249,43.9169998
249.042,43.9949989
249.083,44.0130005
249.125,44.0270004
249.167,44.0480003
249.208,44.0900002
249.25,44.1160011
249.292,43.9669991
249.333,44.144001
249.375,44.1489983
249.417,44.112999
249.458,44.1230011
249.5,44.1160011
249.542,44.1160011
249.583,43.9700012
249.625,44.0649986
249.667,44.0620003
249.708,44.0830002
249.75,44.0699997
249.792,44.0540009
249.833,44.0610008
249.875,44.0839996
249.917,44.0909996
249.958,43.8709984
250,40.1650009
250.042,39.9669991
250.083,40.0139999
250.125,39.9819984
250.167,40.0149994
250.208,40.0709991
250.25,43.8670006
250.292,44.1489983
250.333,44.0029984
250.375,44.1360016
250.417,44.1479988
250.458,44.1839981
250.5,44.1710014
250.542,44.1980019
250.583,44.1459999
250.625,44.2070007
250.667,44.2260017
250.708,44.2509995
250.75,44.0750008
250.792,44.2150002
250.833,44.2680016
250.875,43.9249992
250.917,40.2879982
250.958,40.2599983
251,44.0289993
251.042,44.1860008
251.083,44.2060013
251.125,44.2220001
251.167,44.2369995
251.208,44.2709999
251.25,44.237999
251.292,44.2830009
251.333,44.3120003
251.375,44.0800018
251.417,44.2649994
251.458,43.2540016
251.5,23.1679993
251.542,22.3490009
251.583,22.3869991
251.625,22.4430008
251.667,22.3050003
251.708,22.4080009
251.75,22.3840008
251.792,22.3869991
251.833,22.3619995
251.875,22.3770008
251.917,22.3339996
251.958,22.3859997
252,22.3710003
252.042,22.3829994
252.083,22.3789997
252.125,22.382
252.167,22.3439999
252.208,22.3950005
252.25,22.4230003
252.292,22.4379997
252.333,22.4470005
252.375,22.4319992
252.417,22.2689991
252.458,22.4459991
252.5,22.3630009
252.542,22.3379993
252.583,22.3549995
252.625,22.3869991
252.667,22.4689999
252.708,22.4750004
252.75,21.9799995
252.792,15.6680002
252.833,9.6009998
252.875,2.911
252.917,0.085
252.958,0.085
253,0.085
253.042,0.085
253.083,0.085
253.125,0.085
253.167,0.085
253.208,0.085
253.25,0.085
253.292,0.085
253.333,0.085
253.375,0.085
253.417,0.085
253.458,0.085
253.5,0.085
253.542,0.085
253.583,0.085
253.625,0.085
253.667,4.5079999
253.708,22.4890003
253.75,42.9430008
253.792,44.1710014
253.833,44.1230011
253.875,42.355999
253.917,3.5769999
253.958,0.085
254,0.085
254.042,0.085
254.083,0.085
254.125,0.085
254.167,0.085
254.208,0.085
254.25,0.085
254.292,0.085
254.333,0.085
254.375,0.085
254.417,0.085
254.458,0.085
254.5,0.085
254.542,0.085
254.583,0.085
254.625,5.6290002
254.667,42.4889984
254.708,44.1259995
254.75,44.0209999
254.792,44.1749992
254.833,44.2179985
254.875,42.8110008
254.917,2.927
254.958,0.085
255,0.085
255.042,0.085
255.083,0.085
255.125,0.085
255.167,0.085
255.208,0.085
255.25,0.085
255.292,0.085
255.333,0.085
255.375,0.085
255.417,0.085
255.458,0.216
255.5,0.085
255.542,0.085
255.583,0.085
255.625,5.6919999
255.667,42.6599998
255.708,44.3030014
255.75,44.2960014
255.792,44.1559982
255.833,44.2649994
255.875,42.5900002
255.917,4.132
255.958,0.085
256,0.085
256.042,0.085
256.083,0.085
256.125,0.085
256.167,0.085
256.208,0.085
256.25,0.085
256.292,4.7779999
256.333,15.3529997
256.375,15.4139996
256.417,15.3520002
256.458,16.7259998
256.5,42.7299995
256.542,44.0169983
256.583,44.1679993
256.625,44.1650009
256.667,44.1739998
256.708,44.2019997
256.75,44.243
256.792,44.2770004
256.833,42.625
256.875,2.95
256.917,0.085
256.958,0.085
257,0.085
257.042,0.085
257.083,0.085
257.125,0.085
257.167,0.085
257.208,0.085
257.25,0.085
257.292,0.085
257.333,0.085
257.375,0.085
257.417,0.085
257.458,0.085
257.5,0.085
257.542,0.085
257.583,0.085
257.625,5.2779999
257.667,42.5760002
257.708,44.2709999
257.75,44.1619987
257.792,44.3429985
257.833,44.3800011
257.875,42.5299988
257.917,5.1760001
257.958,0.085
258,0.085
258.042,0.085
258.083,0.085
258.125,0.085
258.167,0.085
258.208,0.085
258.25,0.085
258.292,0.085
258.333,0.085
258.375,0.085
258.417,0.085
258.458,0.085
258.5,0.085
258.542,0.085
258.583,0.085
258.625,3.7219999
258.667,42.5789986
258.708,44.3100014
258.75,44.3520012
258.792,44.2080002
258.833,44.3300018
258.875,42.7019997
258.917,3.0079999
258.958,0.085
259,0.085
259.042,0.085
259.083,0.085
259.125,0.085
259.167,0.085
259.208,0.085
259.25,0.085
259.292,0.085
259.333,0.085
259.375,0.085
259.417,0.085
259.458,0.085
259.5,5.4390001
259.542,42.4990005
259.583,44.2130013
259.625,44.2340012
259.667,44.2210007
259.708,44.2560005
259.75,44.2449989
259.792,44.2150002
259.833,44.1030006
259.875,42.5340004
259.917,2.9189999
259.958,0.085
260,0.085
260.042,0.085
260.083,0.085
260.125,0.085
260.167,0.085
260.208,0.085
260.25,0.085
260.292,0.085
260.333,0.085
260.375,0.085
260.417,0.085
260.458,3.5569999
260.5,42.4480019
260.542,44.1609993
260.583,44.1790009
260.625,44.1899986
260.667,44.230999
260.708,44.1160011
260.75,44.1829987
260.792,44.1990013
260.833,44.2449989
260.875,44.2509995
260.917,44.2519989
260.958,42.4459991
261,3.2479999
261.042,0.085
261.083,0.085
261.125,0.085
261.167,0.085
261.208,0.085
261.25,0.085
261.292,0.085
261.333,0.085
261.375,0.085
261.417,0.085
261.458,0.085
261.5,0.085
261.542,0.085
261.583,0.085
261.625,0.085
261.667,5.8270001
261.708,42.4580002
261.75,44.2039986
261.792,44.2420006
261.833,44.3339996
261.875,44.3769989
261.917,44.4000015
261.958,42.4480019
262,2.881
262.042,0.085
262.083,0.085
262.125,0.085
262.167,0.085
262.208,0.085
262.25,0.085
262.292,0.085
262.333,0.085
262.375,0.085
262.417,0.085
262.458,0.495
262.5,5.8889999
262.542,42.6049995
262.583,44.3120003
262.625,44.3180008
262.667,44.3979988
262.708,44.2579994
262.75,44.4249992
262.792,44.4189987
262.833,44.3989983
262.875,44.4150009
262.917,44.3909988
262.958,44.3839989
263,44.3610001
263.042,44.3720016
263.083,44.3880005
263.125,44.3969994
263.167,44.2729988
263.208,44.493
263.25,44.2070007
263.292,44.4239998
263.333,44.4119987
263.375,44.4259987
263.417,44.4570007
263.458,44.3419991
263.5,44.4749985
263.542,44.4770012
263.583,44.4519997
263.625,44.4469986
263.667,44.4049988
263.708,44.2729988
263.75,44.3730011
263.792,44.3359985
263.833,44.3479996
263.875,44.3289986
263.917,44.3829994
263.958,44.401001
264,44.3880005
264.042,44.2400017
264.083,44.3800011
264.125,44.382
264.167,44.3580017
264.208,44.355999
264.25,44.3969994
264.292,44.3479996
264.333,44.2280006
264.375,44.3639984
264.417,44.3849983
264.458,44.3880005
264.5,44.4000015
264.542,44.4440002
264.583,44.3660011
264.625,44.4129982
264.667,44.2560005
264.708,44.3909988
264.75,44.3660011
264.792,44.3829994
264.833,44.3600006
264.875,44.3610001
264.917,44.2229996
264.958,44.3650017
265,44.3580017
265.042,44.3510017
265.083,44.3530006
265.125,44.3600006
265.167,44.1980019
265.208,44.3619995
265.25,44.362999
265.292,44.3600006
265.333,44.3580017
265.375,44.3889999
265.417,44.2290001
265.458,44.401001
265.5,44.3730011
265.542,44.3310013
265.583,44.4329987
265.625,44.4109993
265.667,44.4399986
265.708,44.4169998
265.75,44.4690018
265.792,44.4129982
265.833,44.3110008
265.875,44.4560013
265.917,44.4269981
265.958,44.4389992
266,44.4659996
266.042,44.2879982
266.083,44.4230003
266.125,44.4099998
266.167,44.4140015
266.208,44.3959999
266.25,44.3069992
266.292,44.4249992
266.333,44.4189987
266.375,44.4220009
266.417,44.4729996
266.458,44.4729996
266.5,44.4949989
266.542,44.3549995
266.583,44.6430016
266.625,44.5169983
266.667,44.3440018
266.708,44.4710007
266.75,44.4440002
266.792,44.4609985
266.833,44.4350014
266.875,44.4420013
266.917,44.3810005
266.958,44.4430008
267,44.4990005
267.042,44.5340004
267.083,44.5620003
267.125,44.5229988
267.167,44.4360008
267.208,44.5970001
267.25,44.5890007
267.292,42.9580002
267.333,3.05
267.375,0.085
267.417,0.085
267.458,4.1370001
267.5,42.7960014
267.542,44.4560013
267.583,44.4480019
267.625,44.493
267.667,44.5180016
267.708,44.5229988
267.75,44.5219994
267.792,44.5169983
267.833,44.480999
267.875,44.5979996
267.917,44.5620003
267.958,44.4109993
268,44.598999
268.042,44.5789986
268.083,44.5460014
268.125,44.5359993
268.167,44.5449982
268.208,44.3549995
268.25,44.5289993
268.292,44.5699997
268.333,44.5559998
268.375,44.526001
268.417,44.5740013
268.458,44.5349998
268.5,44.598999
268.542,44.480999
268.583,44.612999
268.625,44.5859985
268.667,44.5890007
268.708,44.6209984
268.75,44.6119995
268.792,44.6100006
268.833,44.5999985
268.875,44.4319992
268.917,44.5320015
268.958,44.5340004
269,44.5089989
269.042,44.4970016
269.083,44.4850006
269.125,44.3699989
269.167,44.618
269.208,44.3950005
269.25,44.5139999
269.292,28.0720005
269.333,36.4290009
269.375,44.1040001
269.417,44.5950012
269.458,44.4119987
269.5,44.0629997
269.542,35.026001
269.583,33.4080009
269.625,34.2340012
269.667,44.3330002
269.708,44.5200005
269.75,44.4840012
269.792,44.4959984
269.833,44.4980011
269.875,44.4589996
269.917,44.4500008
269.958,44.4459991
270,44.4729996
270.042,44.4150009
270.083,44.4080009
270.125,44.3839989
270.167,44.2560005
270.208,44.3510017
270.25,44.3839989
270.292,44.3769989
270.333,44.3400002
270.375,44.3979988
270.417,44.4210014
270.458,44.3409996
270.5,44.5089989
270.542,44.5340004
270.583,44.5680008
270.625,44.6040001
270.667,44.6090012
270.708,44.6450005
270.75,44.4949989
270.792,44.5940018
270.833,44.5789986
270.875,44.5830002
270.917,44.6300011
270.958,44.6269989
271,44.598999
271.042,44.6049995
271.083,44.6209984
271.125,44.5960007
271.167,44.5950012
271.208,44.6010017
271.25,44.5699997
271.292,44.5639992
271.333,44.4449997
271.375,44.5730019
271.417,44.5890007
271.458,44.6160011
271.5,44.6119995
271.542,44.4869995
271.583,44.6199989
271.625,44.5730019
271.667,44.5929985
271.708,44.5839996
271.75,44.5309982
271.792,44.4140015
271.833,44.507
271.875,44.4570007
271.917,44.5009995
271.958,44.4570007
272,44.4230003
272.042,44.3930016
272.083,44.4379997
272.125,44.2890015
272.167,44.4560013
272.208,44.4790001
272.25,44.4860001
272.292,44.5400009
272.333,44.4939995
272.375,44.5979996
272.417,44.5970001
272.458,44.6170006
272.5,44.6489983
272.542,44.6479988
272.583,44.6209984
272.625,44.7290001
272.667,44.7449989
272.708,44.7480011
272.75,44.7470016
272.792,44.7540016
272.833,44.7540016
272.875,44.6329994
272.917,44.7220001
272.958,44.7220001
273,44.7369995
273.042,44.612999
273.083,44.7529984
273.125,44.769001
273.167,44.7280006
273.208,44.7249985
273.25,44.7260017
273.292,44.6969986
273.333,44.6049995
273.375,44.7050018
273.417,44.7080002
273.458,44.7179985
273.5,44.7179985
273.542,44.7890015
273.583,44.6809998
273.625,44.7820015
273.667,44.7789993
273.708,44.7290001
273.75,44.7420006
273.792,44.5750008
273.833,44.6699982
273.875,44.6850014
273.917,44.6570015
273.958,44.6360016
274,44.6469994
274.042,44.6349983
274.083,44.5079994
274.125,44.6570015
274.167,44.6730003
274.208,44.4319992
274.25,40.5789986
274.292,40.4480019
274.333,40.480999
274.375,40.3790016
274.417,40.5530014
274.458,40.5519981
274.5,40.5919991
274.542,40.6010017
274.583,40.5979996
274.625,40.6800003
274.667,44.7200012
274.708,44.9770012
274.75,44.9449997
274.792,44.9039993
274.833,44.762001
274.875,44.8930016
274.917,44.8899994
274.958,44.8759995
275,44.8429985
275.042,44.8569984
275.083,44.8470001
275.125,44.8359985
275.167,44.7169991
275.208,44.8300018
275.25,44.8359985
275.292,44.776001
275.333,44.8359985
275.375,44.6640015
275.417,44.8120003
275.458,44.8170013
275.5,44.7869987
275.542,44.7060013
275.583,44.8390007
275.625,44.8059998
275.667,44.8860016
275.708,44.6720009
275.75,44.7830009
275.792,44.7449989
275.833,44.7529984
275.875,44.723999
275.917,44.5769997
275.958,44.7220001
276,44.7169991
276.042,44.6990013
276.083,44.7089996
276.125,44.7249985
276.167,44.5750008
276.208,44.6959991
276.25,44.6749992
276.292,44.6539993
276.333,44.6430016
276.375,44.6819992
276.417,44.7190018
276.458,44.6650009
276.5,44.8390007
276.542,44.8849983
276.583,44.9319992
276.625,44.9679985
276.667,44.9000015
276.708,45.0209999
276.75,44.9949989
276.792,45.007
276.833,44.973999
276.875,44.9780006
276.917,45.0139999
276.958,44.0330009
277,25.9899998
277.042,25.3269997
277.083,25.3959999
277.125,25.3700008
277.167,25.3869991
277.208,25.3309994
277.25,25.3810005
277.292,25.2229996
277.333,22.6639996
277.375,22.6100006
277.417,22.4669991
277.458,22.4960003
277.5,22.5219994
277.542,22.5170002
277.583,22.4740009
277.625,22.5769997
277.667,23.1420002
277.708,39.6980019
277.75,40.6259995
277.792,40.6479988
277.833,40.5099983
277.875,39.8180008
277.917,25.8920002
277.958,25.4920006
278,27.8040009
278.042,27.5289993
278.083,15.9519997
278.125,15.4069996
278.167,15.4530001
278.208,15.9490004
278.25,27.4239998
278.292,27.2670002
278.333,3.2460001
278.375,0.085
278.417,0.085
278.458,0.085
278.5,0.085
278.542,0.085
278.583,0.085
278.625,4.664
278.667,43.1920013
278.708,44.9169998
278.75,44.875
278.792,44.8889999
278.833,44.8969994
278.875,43.9580002
278.917,28.4589996
278.958,33.5309982
279,44.3310013
279.042,44.8769989
279.083,44.7190018
279.125,44.8429985
279.167,44.8650017
279.208,44.8320007
279.25,44.8440018
279.292,44.6380005
279.333,39.9039993
279.375,25.7770004
279.417,25.2329998
279.458,25.2740002
279.5,25.3349991
279.542,25.3490009
279.583,25.3460007
279.625,26.0389996
279.667,44.0279999
279.708,44.8639984
279.75,44.9640007
279.792,44.9249992
279.833,45.1279984
279.875,44.8790016
279.917,45
279.958,45.0130005
280,45.0460014
280.042,45.0320015
280.083,44.9449997
280.125,45.0890007
280.167,45.0849991
280.208,45.0620003
280.25,44.8610001
280.292,43.9819984
280.333,28.4330006
280.375,27.8600006
280.417,27.8920002
280.458,27.9309998
280.5,27.9260006
280.542,27.9249992
280.583,27.8360004
280.625,27.8920002
280.667,28.4009991
280.708,44.2669983
280.75,45.112999
280.792,45.0200005
280.833,45.1349983
280.875,45.0950012
280.917,45.1290016
280.958,45.1259995
281,44.7529984
281.042,41.5660019
281.083,39.7659988
281.125,37.2229996
281.167,37.1800003
281.208,38.9889984
281.25,44.7789993
281.292,45.1419983
281.333,45.1349983
281.375,45.1520004
281.417,45.1269989
281.458,45.0159988
281.5,45.1590004
281.542,45.1590004
281.583,45.1489983
281.625,45.1199989
281.667,44.9650002
281.708,45.1049995
281.75,45.0159988
281.792,45.0620003
281.833,45.0419998
281.875,45.0940018
281.917,45.0779991
281.958,45.0909996
282,44.9970016
282.042,44.4570007
282.083,33.9309998
282.125,33.5169983
282.167,33.9900017
282.208,44.5489998
282.25,45.1450005
282.292,44.0569992
282.333,28.4330006
282.375,27.8589993
282.417,26.4109993
282.458,23.7189999
282.5,27.3649998
282.542,27.7350006
282.583,28.3330002
282.625,43.9129982
282.667,44.8860016
282.708,44.9249992
282.75,44.9150009
282.792,44.8899994
282.833,44.7700005
282.875,44.8969994
282.917,44.8440018
282.958,44.875
283,44.9589996
283.042,44.993
283.083,44.9869995
283.125,44.9710007
283.167,45.0110016
283.208,44.8829994
283.25,45.0629997
283.292,44.9319992
283.333,45.0169983
283.375,45.0209999
283.417,44.9990005
283.458,45.0559998
283.5,44.862999
283.542,45.0890007
283.583,44.901001
283.625,45.0750008
283.667,44.987999
283.708,44.9949989
283.75,44.882
283.792,44.9819984
283.833,44.9840012
283.875,45.0050011
283.917,45.0159988
283.958,45.0130005
284,45.026001
284.042,45.0530014
284.083,44.9550018
284.125,45.0970001
284.167,45.1049995
284.208,45.1090012
284.25,45.1160011
284.292,45.1259995
284.333,45.1220016
284.375,45.0820007
284.417,44.9970016
284.458,45.0999985
284.5,45.1489983
284.542,45.0060005
284.583,45.1310005
284.625,45.137001
284.667,45.118
284.708,45.0950012
284.75,45.0849991
284.792,45.0909996
284.833,45.1020012
284.875,44.9920006
284.917,45.0900002
284.958,45.0639992
285,45.0849991
285.042,43.7229996
285.083,44.9020004
285.125,42.9580002
285.167,44.4889984
285.208,44.3479996
285.25,44.4790001
285.292,44.9780006
285.333,45.1069984
285.375,45.1119995
285.417,45.1360016
285.458,45.0180016
285.5,45.1119995
285.542,45.118
285.583,45.1360016
285.625,45.1409988
285.667,45.026001
285.708,45.2449989
285.75,45.1279984
285.792,44.9869995
285.833,45.144001
285.875,45.151001
285.917,45.0929985
285.958,45.0029984
286,45.1049995
286.042,45.1269989
286.083,45.112999
286.125,45.1290016
286.167,44.9799995
286.208,45.2480011
286.25,45.1409988
286.292,44.9980011
286.333,45.0970001
286.375,45.1699982
286.417,45.1780014
286.458,45.1469994
286.5,45.1629982
286.542,45.0589981
286.583,45.1310005
286.625,45.1489983
286.667,45.0229988
286.708,45.0880013
286.75,45.2249985
286.792,44.9889984
286.833,45.1459999
286.875,45.0830002
286.917,45.0979996
286.958,45.1119995
287,45.1069984
287.042,45.1310005
287.083,44.993
287.125,45.1329994
287.167,45.1090012
287.208,45.118
287.25,45.1399994
287.292,44.9410019
287.333,45.1110001
287.375,45.0849991
287.417,45.1489983
287.458,45.1459999
287.5,45.1629982
287.542,45.1679993
287.583,45.1450005
287.625,45.0639992
287.667,45.2820015
287.708,45.1679993
287.75,45.0460014
287.792,45.1199989
287.833,45.1749992
287.875,45.1669998
287.917,44.1539993
287.958,42.3330002
288,33.5750008
288.042,31.8729992
288.083,29.0189991
288.125,35.5919991
288.167,41.3800011
288.208,44.7999992
288.25,45.1669998
288.292,45.1959991
288.333,45.1829987
288.375,45.2039986
288.417,45.1940002
288.458,45.2190018
288.5,45.1189995
288.542,45.2109985
288.583,45.2260017
288.625,45.3009987
288.667,45.2719994
288.708,45.3030014
288.75,45.2869987
288.792,45.2719994
288.833,45.2859993
288.875,45.3240013
288.917,40.6100006
288.958,42.8849983
289,42.855999
289.042,44.4910011
289.083,45.2649994
289.125,44.1850014
289.167,40.2109985
289.208,43.3110008
289.25,44.987999
289.292,45.0919991
289.333,45.137001
289.375,45.1010017
289.417,45.0349998
289.458,45.2459984
289.5,45.1650009
289.542,45.0660019
289.583,45.2480011
289.625,45.1889992
289.667,45.2120018
289.708,45.2669983
289.75,45.2280006
289.792,45.3149986
289.833,45.3089981
289.875,45.3110008
289.917,45.1580009
289.958,41.3190002
290,44.9210014
290.042,45.2949982
290.083,45.3100014
290.125,45.0029984
290.167,44.1559982
290.208,43.5029984
290.25,44.9539986
290.292,45.3320007
290.333,45.1749992
290.375,45.3440018
290.417,45.3540001
290.458,41.862999
290.5,41.7809982
290.542,42.2369995
290.583,45.1580009
290.625,44.980999
290.667,45.2770004
290.708,45.3639984
290.75,43.7989998
290.792,41.8950005
290.833,40.8810005
290.875,40.382
290.917,40.9230003
290.958,38.1310005
291,42.7849998
291.042,45.2519989
291.083,45.3209991
291.125,45.2000008
291.167,45.2859993
291.208,43.8979988
291.25,38.2140007
291.292,36.1739998
291.333,38.8979988
291.375,41.8380013
291.417,41.0270004
291.458,45.2599983
291.5,45.3810005
291.542,13.1280003
291.583,0.085
291.625,10.7869997
291.667,43.5929985
291.708,45.5130005
291.75,45.2340012
291.792,45.3639984
291.833,45.375
291.875,45.3569984
291.917,45.362999
291.958,45.2299995
292,45.3689995
292.042,45.3699989
292.083,45.362999
292.125,45.3549995
292.167,45.2459984
292.208,45.4119987
292.25,45.3909988
292.292,43.9399986
292.333,16.7269993
292.375,15.5190001
292.417,16.7280006
292.458,43.9370003
292.5,45.2849998
292.542,45.3919983
292.583,44.4090004
292.625,45.3479996
292.667,45.368
292.708,45.2290001
292.75,45.3470001
292.792,45.3650017
292.833,45.3460007
292.875,45.3250008
292.917,45.3909988
292.958,45.3590012
293,45.4140015
293.042,45.2509995
293.083,45.3670006
293.125,45.4070015
293.167,45.3849983
293.208,45.3950005
293.25,45.3779984
293.292,45.394001
293.333,45.2820015
293.375,45.4189987
293.417,45.3829994
293.458,45.3909988
293.5,45.2659988
293.542,45.5270004
293.583,45.3839989
293.625,45.4399986
293.667,45.2879982
293.708,45.4490013
293.75,45.4350014
293.792,45.4269981
293.833,45.4029999
293.875,45.4410019
293.917,45.3219986
293.958,45.5489998
294,45.4379997
294.042,45.2750015
294.083,45.401001
294.125,45.382
294.167,45.3650017
294.208,45.3419991
294.25,45.2130013
294.292,45.4589996
294.333,45.3230019
294.375,44.7579994
294.417,34.0680008
294.458,33.5849991
294.5,33.5660019
294.542,33.5859985
294.583,33.6080017
294.625,33.5299988
294.667,34.223999
294.708,44.8610001
294.75,45.4309998
294.792,45.3969994
294.833,45.2849998
294.875,45.4090004
294.917,36.1580009
294.958,37.105999
295,16.8260002
295.042,15.5030003
295.083,15.5089998
295.125,15.4560003
295.167,15.5030003
295.208,16.9710007
295.25,43.8149986
295.292,43.8170013
295.333,16.6679993
295.375,15.5620003
295.417,15.8850002
295.458,16.2320004
295.5,15.5290003
295.542,15.4320002
295.583,15.4700003
295.625,15.5
295.667,16.7089996
295.708,43.8810005
295.75,45.4290009
295.792,45.4039993
295.833,45.4029999
295.875,43.9669991
295.917,16.7070007
295.958,15.5889997
296,18.2689991
296.042,18.3500004
296.083,18.3759995
296.125,18.3689995
296.167,18.4489994
296.208,22.4820004
296.25,22.6170006
296.292,22.3740005
296.333,15.7030001
296.375,15.4460001
296.417,15.4759998
296.458,15.4440002
296.5,15.4799995
296.542,15.4980001
296.583,15.5550003
296.625,15.4469995
296.667,16.4379997
296.708,36.25
296.75,37.2210007
296.792,37.2350006
296.833,37.2519989
296.875,37.7130013
296.917,16.6420002
296.958,15.5670004
297,15.4589996
297.042,15.4329996
297.083,15.4650002
297.125,15.4589996
297.167,15.4519997
297.208,16.8770008
297.25,43.7900009
297.292,43.6780014
297.333,16.6520004
297.375,15.6330004
297.417,15.5279999
297.458,15.5640001
297.5,15.507
297.542,15.5050001
297.583,15.5109997
297.625,16.4990005
297.667,36.7130013
297.708,45.2229996
297.75,45.3530006
297.792,45.4459991
297.833,45.4459991
297.875,45.3499985
297.917,45.4099998
297.958,44.4329987
298,26.1380005
298.042,25.4960003
298.083,25.4710007
298.125,25.4950008
298.167,25.4939995
298.208,25.8810005
298.25,36.7750015
298.292,36.7070007
298.333,25.9029999
298.375,25.5160007
298.417,25.5340004
298.458,25.5109997
298.5,25.5330009
298.542,25.5429993
298.583,25.5319996
298.625,25.5429993
298.667,26.1919994
298.708,44.5219994
298.75,45.4850006
298.792,45.6220016
298.833,45.5960007
298.875,44.4860001
298.917,26.1870003
298.958,25.3649998
299,18.8209991
299.042,18.1079998
299.083,18.4230003
299.125,18.5039997
299.167,18.4750004
299.208,18.2600002
299.25,18.1569996
299.292,18.3560009
299.333,18.3059998
299.375,18.1270008
299.417,18.4330006
299.458,18.1700001
299.5,18.2579994
299.542,18.4519997
299.583,18.3449993
299.625,18.4780006
299.667,19.6420002
299.708,44.1959991
299.75,45.5569992
299.792,45.5530014
299.833,45.5820007
299.875,44.3009987
299.917,23.4130001
299.958,22.2099991
300,15.75
300.042,15.5
300.083,15.5120001
300.125,15.5270004
300.167,15.5340004
300.208,16.7970009
300.25,44.1030006
300.292,44.2010002
300.333,16.7269993
300.375,15.5010004
300.417,15.474
300.458,15.4849997
300.5,15.4460001
300.542,15.4899998
300.583,15.5240002
300.625,16.7749996
300.667,44.1230011
300.708,45.5379982
300.75,45.4129982
300.792,45.5909996
300.833,43.894001
300.875,16.7889996
300.917,15.5900002
300.958,15.5790005
301,15.6829996
301.042,15.7819996
301.083,15.6330004
301.125,15.7790003
301.167,15.6949997
301.208,16.8990002
301.25,43.9490013
301.292,43.7999992
301.333,16.7290001
301.375,15.6490002
301.417,15.6009998
301.458,15.5240002
301.5,15.4499998
301.542,15.5039997
301.583,15.5489998
301.625,16.7859993
301.667,44.0009995
301.708,45.355999
301.75,45.5139999
301.792,45.4770012
301.833,45.4770012
301.875,43.9239998
301.917,16.6930008
301.958,15.342
302,2.198
302.042,0.085
302.083,0.085
302.125,0.085
302.167,0.085
302.208,0.085
302.25,0.085
302.292,0.085
302.333,0.085
302.375,0.085
302.417,0.085
302.458,0.085
302.5,0.085
302.542,0.085
302.583,0.085
302.625,0.085
302.667,0.085
302.708,0.085
302.75,0.085
302.792,0.085
302.833,0.085
302.875,0.085
302.917,0.085
302.958,0.085
303,0.085
303.042,0.085
303.083,0.085
303.125,0.085
303.167,0.085
303.208,0.085
303.25,0.085
303.292,0.085
303.333,0.085
303.375,0.085
303.417,0.085
303.458,0.085
303.5,0.085
303.542,0.085
303.583,0.085
303.625,0.085
303.667,3.2590001
303.708,43.7599983
303.75,45.5040016
303.792,45.5099983
303.833,45.5180016
303.875,43.9220009
303.917,16.7590008
303.958,15.5139999
304,15.5319996
304.042,15.5100002
304.083,15.5150003
304.125,15.5059996
304.167,15.5480003
304.208,16.7859993
304.25,44.0279999
304.292,43.8989983
304.333,16.8290005
304.375,15.632
304.417,15.6409998
304.458,15.6409998
304.5,15.5469999
304.542,15.5450001
304.583,15.493
304.625,16.7579994
304.667,44.0629997
304.708,45.6300011
304.75,45.6479988
304.792,45.6300011
304.833,45.1920013
304.875,44.1689987
304.917,16.8220005
304.958,15.6669998
305,15.6280003
305.042,15.6079998
305.083,15.5679998
305.125,15.6590004
305.167,15.7539997
305.208,16.9459991
305.25,44.1559982
305.292,44.1300011
305.333,16.7290001
305.375,15.4980001
305.417,15.533
305.458,15.4750004
305.5,15.5089998
305.542,15.4919996
305.583,15.4499998
305.625,16.7220001
305.667,44.1150017
305.708,45.6980019
305.75,45.6850014
305.792,45.6889992
305.833,45.6609993
305.875,44.1889992
305.917,16.7590008
305.958,15.4940004
306,15.559
306.042,15.559
306.083,15.5469999
306.125,15.6309996
306.167,15.6190004
306.208,16.8649998
306.25,44.1290016
306.292,43.9970016
306.333,16.7520008
306.375,15.625
306.417,15.5179996
306.458,15.5530005
306.5,15.599
306.542,15.5979996
306.583,15.6940002
306.625,16.9050007
306.667,44.1780014
306.708,45.6809998
306.75,45.6910019
306.792,45.6030006
306.833,45.7229996
306.875,44.2280006
306.917,16.6900005
306.958,15.5220003
307,15.6169996
307.042,23.3649998
307.083,31.1119995
307.125,15.6520004
307.167,15.6850004
307.208,15.7060003
307.25,16.9839993
307.292,44.2190018
307.333,44.0270004
307.375,16.934
307.417,15.7729998
307.458,15.7360001
307.5,15.6079998
307.542,15.5830002
307.583,15.6409998
307.625,15.7259998
307.667,15.7410002
307.708,16.6819992
307.75,44.2550011
307.792,45.7649994
307.833,45.776001
307.875,45.7840004
307.917,44.1549988
307.958,16.7040005
308,15.5139999
308.042,15.5719995
308.083,15.5690002
308.125,15.566
308.167,15.625
308.208,15.6929998
308.25,16.7929993
308.292,44.1969986
308.333,44.2529984
308.375,16.7189999
308.417,15.5209999
308.458,15.526
308.5,15.4840002
308.542,15.5159998
308.583,15.4560003
308.625,15.507
308.667,16.9279995
308.708,44.262001
308.75,45.6949997
308.792,45.6920013
308.833,45.5970001
308.875,45.7319984
308.917,45.0489998
308.958,34.1910019
309,33.1699982
309.042,16.3859997
309.083,15.4940004
309.125,15.5
309.167,15.4980001
309.208,15.552
309.25,16.9069996
309.292,44.1839981
309.333,43.9550018
309.375,2.9690001
309.417,2.668
309.458,25.2649994
