$Trinity Lake updated withdrawals year 2017 YC 08/31/22,,
",,,",,
Jday,Power generation and Jet (cms),Auxiallary (cms)
180.375,75.1082,0.0283
180.417,75.1276138,0.0283
180.458,75.0383273,0.0283
180.5,74.9927926,0.0283
180.542,74.9532009,0.0283
180.583,75.0113291,30.7229611
180.625,75.418085,70.0003613
180.667,75.5142484,69.9987199
180.708,75.4839391,69.9963427
180.75,75.5036076,69.9941919
180.792,75.5610566,69.9925788
180.833,75.565528,69.9893526
180.875,75.5975919,69.9865226
180.917,75.1233122,7.1929827
180.958,74.4233683,0.0283
181,54.6439889,0.0283
181.042,53.5398644,0.0283
181.083,54.3174352,0.0283
181.125,67.6298684,0.0283
181.167,68.4410879,0.0283
181.208,74.5849896,0.0283
181.25,75.1069548,0.0283
181.292,75.1351699,0.0283
181.333,75.2183719,0.0283
181.375,75.2121742,0.0283
181.417,75.1814121,0.0283
181.458,75.1712807,0.0283
181.5,75.1023136,0.0283
181.542,75.1673187,38.8693991
181.583,75.5692919,69.9640807
181.625,75.6387967,69.9615054
181.667,75.7103108,69.9597508
181.708,75.6475131,69.9570057
181.75,75.7479498,69.9536946
181.792,75.7651279,69.9516004
181.833,75.7557323,69.9484308
181.875,75.5413032,12.4351049
181.917,75.1442825,0.0283
181.958,74.8216059,0.0283
182,68.3467923,0.0283
182.042,68.1863879,0.0283
182.083,68.2311302,0.0283
182.125,68.2664769,0.0283
182.167,68.1899254,0.0283
182.208,68.3027575,0.0283
182.25,68.2026038,0.0283
182.292,68.703627,0.0283
182.333,74.9250424,0.0283
182.375,75.3717579,0.0283
182.417,75.1914586,0.0283
182.458,75.3608058,0.0283
182.5,75.6075535,0.0283
182.542,76.6881041,0.0283
182.583,75.0741268,0.0283
182.625,75.3058189,0.0283
182.667,76.2963189,0.0283
182.708,76.2051363,20.1996627
182.75,75.4318105,69.7271814
182.792,75.7484026,69.9190554
182.833,76.0566462,70.1105049
182.875,75.5933752,69.7194555
182.917,75.859282,69.9108767
182.958,73.767346,44.6636543
183,67.2265085,0.0283
183.042,74.6960388,0.0283
183.083,58.5973857,0.0283
183.125,57.2334106,0.0283
183.167,59.4712897,0.0283
183.208,59.7366305,0.0283
183.25,65.9763277,0.0283
183.292,72.7421785,0.0283
183.333,68.059236,0.0283
183.375,73.3370162,0.0283
183.417,69.0280582,0.0283
183.458,73.6789085,0.0283
183.5,75.4610161,0.0283
183.542,75.364881,0.0283
183.583,75.3561646,0.0283
183.625,75.3759746,0.0283
183.667,75.5922998,60.7644016
183.708,75.9378145,69.8870764
183.75,75.9604828,69.8846426
183.792,75.9531814,69.8822371
183.833,75.9879904,69.8798599
183.875,75.6886896,8.5407702
183.917,75.3784084,0.0283
183.958,74.8355578,0.0283
184,68.8303544,0.0283
184.042,68.3933175,0.0283
184.083,68.4283246,0.0283
184.125,68.2774856,0.0283
184.167,68.4888583,0.0283
184.208,68.8454666,0.0283
184.25,75.3352792,0.0283
184.292,75.754572,0.0283
184.333,75.3464011,0.0283
184.375,75.5965448,0.0283
184.417,75.808625,0.0283
184.458,75.6551258,0.0283
184.5,75.4875898,0.0283
184.542,75.4559787,0.0283
184.583,75.3979637,0.0283
184.625,75.7616753,66.1695884
184.667,76.0617968,69.8543333
184.708,76.0481279,69.852324
184.75,76.0587121,69.8498336
184.792,76.1243398,69.8471168
184.833,76.0613723,54.9057922
184.875,75.692878,0.0283
184.917,75.5258231,0.0283
184.958,75.3076584,0.0283
185,75.5353319,0.0283
185.042,75.7989181,0.0283
185.083,75.596375,0.0283
185.125,75.4199811,0.0283
185.167,75.6915196,0.0283
185.208,75.7291869,0.0283
185.25,75.7619583,0.0283
185.292,75.7881075,0.0283
185.333,75.956068,0.0283
185.375,75.51572,0.0283
185.417,75.7933147,0.0283
185.458,75.6533146,0.0283
185.5,75.6397589,0.0283
185.542,75.573735,0.0283
185.583,75.5778385,11.0546309
185.625,75.9700765,69.8179961
185.667,76.1389709,69.8151378
185.708,76.1998725,69.8130719
185.75,76.1903071,69.8097325
185.792,76.2374266,69.8071572
185.833,75.9137312,1.3573529
185.875,75.6141474,0.0283
185.917,75.5327,0.0283
185.958,75.6176566,0.0283
186,75.6717945,0.0283
186.042,75.6719643,0.0283
186.083,75.7497044,0.0283
186.125,75.7307151,0.0283
186.167,75.7969371,0.0283
186.208,75.8054837,0.0283
186.25,75.9760195,0.0283
186.292,75.8931288,0.0283
186.333,75.9734159,0.0283
186.375,75.8574425,0.0283
186.417,75.8487261,0.0283
186.458,75.5890453,0.0283
186.5,76.0874083,0.0283
186.542,75.7626375,4.651954
186.583,76.099266,69.7781497
186.625,76.1294904,69.5820024
186.667,76.599044,69.9675616
186.708,76.4040287,69.7708483
186.75,76.4281686,69.7680183
186.792,75.8620837,0.3875968
186.833,75.8511882,0.0283
186.875,75.9198157,0.0283
186.917,75.752025,0.0283
186.958,75.5906584,0.0283
187,75.7866925,0.0283
187.042,75.9957446,0.0283
187.083,75.837774,0.0283
187.125,75.7745801,0.0283
187.167,76.123887,0.0283
187.208,75.9284189,0.0283
187.25,76.0305819,0.0283
187.292,76.0334685,0.0283
187.333,76.0280915,0.0283
187.375,76.0475619,0.0283
187.417,75.9890092,0.0283
187.458,75.9216269,0.0283
187.5,76.0331855,0.0283
187.542,75.8820918,0.0283
187.583,76.1008508,58.8906303
187.625,76.4565818,69.7366336
187.667,76.4827593,69.73403
187.708,76.5604428,69.7311151
187.75,76.5468305,69.7284549
187.792,76.5883749,69.7261909
187.833,70.3872789,42.6091309
187.875,68.1935761,0.0283
187.917,65.5098305,0.0283
187.958,67.1842283,0.0283
188,55.3077371,0.0283
188.042,54.4829336,0.0283
188.083,54.4379083,0.0283
188.125,54.5537685,0.0283
188.167,54.6086705,0.0283
188.208,54.7605566,0.0283
188.25,55.6783539,0.0283
188.292,75.1570458,0.0283
188.333,76.1014451,0.0283
188.375,75.8973738,0.0283
188.417,76.2365776,0.0283
188.458,76.4495351,0.0283
188.5,76.1271981,0.0283
188.542,76.0890214,0.0283
188.583,79.7480416,0.0283
188.625,79.9226243,0.0283
188.667,80.1858992,0.0283
188.708,79.6651792,0.0283
188.75,79.8672695,0.0283
188.792,79.7255997,0.0283
188.833,76.2483504,0.0283
188.875,75.9689162,0.0283
188.917,76.0592215,0.0283
188.958,76.0198845,0.0283
189,76.0579763,0.0283
189.042,76.0957568,0.0283
189.083,76.0643438,0.0283
189.125,76.1171233,0.0283
189.167,76.3656822,0.0283
189.208,76.3346654,0.0283
189.25,76.3119971,0.0283
189.292,76.2528784,0.0283
189.333,76.2466524,0.0283
189.375,76.2841499,0.0283
189.417,76.4604589,0.0283
189.458,76.4615909,0.0283
189.5,76.3916899,0.0283
189.542,76.2523973,0.0283
189.583,76.2183241,0.0283
189.625,76.2558782,0.0283
189.667,76.2585101,0.0283
189.708,76.1944672,0.0283
189.75,76.19492,0.0283
189.792,76.1343863,0.0283
189.833,75.924655,0.0283
189.875,76.3132706,0.0283
189.917,76.0909175,0.0283
189.958,76.0963228,0.0283
190,75.9128256,0.0283
190.042,76.3646351,0.0283
190.083,76.4823348,0.0283
190.125,76.4441015,0.0283
190.167,76.0954172,0.0283
190.208,76.7341765,0.0283
190.25,76.4446109,0.0283
190.292,76.1605355,0.0283
190.333,76.3753891,0.0283
190.375,76.3498059,0.0283
190.417,76.4058399,0.0283
190.458,76.4587892,0.0283
190.5,76.4160845,0.0283
190.542,65.3890461,0.0283
190.583,70.0575556,0.0283
190.625,76.4315363,0.0283
190.667,76.3477117,0.0283
190.708,76.3105538,0.0283
190.75,76.2978188,0.0283
190.792,76.270198,0.0283
190.833,76.2566706,0.0283
190.875,76.2493409,0.0283
190.917,76.1995329,0.0283
190.958,76.2448129,0.0283
191,76.269632,0.0283
191.042,76.2874327,0.0283
191.083,76.3174873,0.0283
191.125,76.4141601,0.0283
191.167,76.4076794,0.0283
191.208,76.4631191,0.0283
191.25,76.5317183,0.0283
191.292,76.5004468,0.0283
191.333,76.5372368,0.0283
191.375,76.4770144,0.0283
191.417,76.593101,0.0283
191.458,76.6890946,0.0283
191.5,76.5161533,0.0283
191.542,76.5569336,0.0283
191.583,76.535935,0.0283
191.625,76.3666444,0.0283
191.667,76.7879182,0.0283
191.708,76.4029816,0.0283
191.75,76.4083869,0.0283
191.792,76.2171072,0.0283
191.833,76.3353163,0.0283
191.875,76.5117668,0.0283
191.917,76.3082049,0.0283
191.958,75.7731651,0.0283
192,69.6932214,0.0283
192.042,69.4342481,0.0283
192.083,69.2714948,0.0283
192.125,69.510177,0.0283
192.167,69.356225,0.0283
192.208,69.7904036,0.0283
192.25,76.3320901,0.0283
192.292,76.6791613,0.0283
192.333,76.6721146,0.0283
192.375,76.6009684,0.0283
192.417,76.6904247,0.0283
192.458,76.6678979,0.0283
192.5,76.5783567,0.0283
192.542,76.6545969,0.0283
192.583,76.5558582,0.0283
192.625,76.5366142,0.0283
192.667,76.4971923,0.0283
192.708,76.4595816,0.0283
192.75,76.4533839,0.0283
192.792,76.4240085,0.0283
192.833,76.6639642,0.0283
192.875,76.3910107,0.0283
192.917,76.4599778,0.0283
192.958,76.5397838,0.0283
193,78.4163568,0.0283
193.042,78.5686391,0.0283
193.083,78.6255504,0.0283
193.125,78.5235289,0.0283
193.167,78.6283804,0.0283
193.208,78.8179055,0.0283
193.25,78.9077297,0.0283
193.292,79.2389529,0.0283
193.333,78.8761469,0.0283
193.375,78.8913157,0.0283
193.417,79.5448193,0.0283
193.458,79.0155244,0.0283
193.5,79.115197,0.0283
193.542,79.1107539,0.0283
193.583,78.890212,0.0283
193.625,79.024071,0.0283
193.667,78.9188799,0.0283
193.708,78.9413218,0.0283
193.75,78.4936158,0.0283
193.792,78.7607395,0.0283
193.833,79.0943682,0.0283
193.875,78.60042,0.0283
193.917,78.6953099,0.0283
193.958,78.7141294,0.0283
194,78.7036584,0.0283
194.042,78.7330055,0.0283
194.083,78.9048431,0.0283
194.125,79.3822641,0.0283
194.167,79.6337662,0.0283
194.208,78.9471516,0.0283
194.25,78.9880451,0.0283
194.292,78.9740649,0.0283
194.333,78.9718858,0.0283
194.375,79.9639423,0.0283
194.417,80.4654183,0.0283
194.458,79.4540329,0.0283
194.5,78.9368221,0.0283
194.542,79.6807725,0.0283
194.583,78.8961267,0.0283
194.625,79.9558202,0.0283
194.667,81.6742528,0.0283
194.708,78.9866301,0.0283
194.75,79.1147442,0.0283
194.792,79.1264604,0.0283
194.833,78.8853727,0.0283
194.875,79.886089,0.0283
194.917,78.9210307,0.0283
194.958,78.9085787,0.0283
195,80.8634012,0.0283
195.042,81.0330597,0.0283
195.083,81.0445778,0.0283
195.125,81.2901086,0.0283
195.167,81.1456654,0.0283
195.208,81.2707797,0.0283
195.25,81.3341151,0.0283
195.292,81.3460294,0.0283
195.333,81.1139128,0.0283
195.375,81.5588454,0.0283
195.417,81.2935612,0.0283
195.458,81.2099347,0.0283
195.5,81.0274846,0.0283
195.542,81.1690978,0.0283
195.583,81.4235714,0.0283
195.625,80.959225,0.0283
195.667,81.1254875,0.0283
195.708,81.175437,0.0283
195.75,81.1347699,0.0283
195.792,85.6745144,29.8978746
195.833,82.1839075,34.1406955
195.875,81.4713984,0.0283
195.917,81.2486208,0.0283
195.958,81.2211415,0.0283
196,79.2110491,0.0283
196.042,79.1560905,0.0283
196.083,79.2008611,0.0283
196.125,79.3001092,0.0283
196.167,79.3031656,0.0283
196.208,79.4679565,0.0283
196.25,79.3655105,0.0283
196.292,79.4342795,0.0283
196.333,79.4597212,0.0283
196.375,79.420837,0.0283
196.417,79.4036872,0.0283
196.458,79.4376472,0.0283
196.5,79.4141299,0.0283
196.542,79.3214474,0.0283
196.583,79.2659511,0.0283
196.625,79.3592845,0.0283
196.667,79.2956378,0.0283
196.708,79.3208531,0.0283
196.75,79.2587346,0.0283
196.792,79.2418395,0.0283
196.833,79.2337457,0.0283
196.875,79.2036628,0.0283
196.917,79.0866423,0.0283
196.958,79.4508067,0.0283
197,81.0622936,0.0283
197.042,80.6633202,0.0283
197.083,80.4949635,0.0283
197.125,85.7790263,0.0283
197.167,83.7007026,0.0283
197.208,79.3705762,0.0283
197.25,79.7309767,0.0283
197.292,79.6251913,0.0283
197.333,79.303109,0.0283
197.375,79.5314334,0.0283
197.417,79.7815771,0.0283
197.458,79.1892581,0.0283
197.5,79.4542593,0.0283
197.542,79.4238085,0.0283
197.583,79.3989328,0.0283
197.625,79.3839621,0.0283
197.667,79.4433638,0.0283
197.708,81.0717458,0.0283
197.75,84.5673901,0.0283
197.792,84.5002625,0.0283
197.833,84.5246571,0.0283
197.875,84.5709276,0.0283
197.917,84.597756,0.0283
197.958,84.5927752,0.0283
198,79.6940452,0.0283
198.042,79.0582574,0.0283
198.083,67.0100701,0.0283
198.125,66.2785434,0.0283
198.167,66.4231564,0.0283
198.208,66.9817984,0.0283
198.25,79.2168223,0.0283
198.292,79.6848477,0.0283
198.333,79.7829072,0.0283
198.375,96.240093,0.0283
198.417,119.5238048,0.0283
198.458,119.6762852,0.0283
198.5,119.8461984,0.0283
198.542,119.5423413,0.0283
198.583,119.7468088,0.0283
198.625,119.7382622,0.0283
198.667,119.3351004,0.0283
198.708,119.4357352,0.0283
198.75,119.5294365,0.0283
198.792,118.8538306,0.0283
198.833,119.8090688,0.0283
198.875,119.1812899,0.0283
198.917,119.2718216,0.0283
198.958,118.8282191,0.0283
199,123.0713796,0.0283
199.042,123.0738417,0.0283
199.083,122.5365379,0.0283
199.125,122.8160004,0.0283
199.167,122.8436495,0.0283
199.208,123.1617132,0.0283
199.25,123.1818345,0.0283
199.292,123.1805044,0.0283
199.333,129.6501957,0.0283
199.375,130.3397818,0.0283
199.417,130.5198547,0.0283
199.458,130.59884,0.0283
199.5,130.5053085,0.0283
199.542,130.5630405,0.0283
199.583,130.4662828,0.0283
199.625,130.5023936,0.0283
199.667,130.1700101,0.0283
199.708,131.0494609,0.0283
199.75,130.5123552,36.7511158
199.792,130.6048396,69.2674762
199.833,130.9013387,35.2093318
199.875,136.0925492,0.0283
199.917,124.0457769,0.0283
199.958,123.2653478,0.0283
200,123.1704579,0.0283
200.042,122.9011834,0.0283
200.083,123.0351839,0.0283
200.125,123.3501912,0.0283
200.167,123.2511129,0.0283
200.208,123.269706,0.0283
200.25,126.46987,0.0283
200.292,66.0865845,0.0283
200.333,28.7578374,0.0283
200.375,28.764686,0.0283
200.417,28.7466306,0.0283
200.458,28.5893392,0.0283
200.5,28.7575261,0.0283
200.542,28.6268084,0.0283
200.583,28.8834328,0.0283
200.625,28.6239501,0.0283
200.667,25.1813117,0.0283
200.708,27.1756127,0.0283
200.75,46.838764,0.0283
200.792,38.9041515,0.0283
200.833,28.8830366,0.0283
200.875,57.5220706,0.0283
200.917,85.2692018,0.0283
200.958,83.0998936,0.0283
201,31.7510152,0.0283
201.042,20.7761337,0.0283
201.083,19.7331938,0.0283
201.125,19.5861187,0.0283
201.167,21.0231644,0.0283
201.208,58.3714102,0.0283
201.25,60.5106072,0.0283
201.292,60.5245874,0.0283
201.333,60.5275872,0.0283
201.375,60.4754303,0.0283
201.417,60.505966,0.0283
201.458,60.5915452,0.0283
201.5,81.7251928,0.0283
201.542,82.7808394,0.0283
201.583,88.6518159,0.0283
201.625,90.0396762,0.0283
201.667,90.0870221,0.0283
201.708,90.1735635,0.0283
201.75,90.2166927,0.0283
201.792,90.0511377,0.0283
201.833,89.9144204,0.0283
201.875,89.1296614,0.0283
201.917,43.0880235,0.0283
201.958,37.9903445,0.0283
202,31.7640615,0.0283
202.042,28.8466145,0.0283
202.083,29.3417796,0.0283
202.125,31.0928987,0.0283
202.167,31.5942332,0.0283
202.208,31.4480071,0.0283
202.25,72.2834638,0.0283
202.292,75.4541109,0.0283
202.333,69.1271082,0.0283
202.375,46.1950522,0.0283
202.417,46.7301486,0.0283
202.458,84.2453927,0.0283
202.5,89.7886552,0.0283
202.542,90.3088658,0.0283
202.583,90.1662338,0.0283
202.625,90.1777236,0.0283
202.667,110.6651973,0.0283
202.708,101.2733612,0.0283
202.75,90.3866908,0.0283
202.792,90.4297068,0.0283
202.833,90.1735635,0.0283
202.875,88.517872,0.0283
202.917,31.1274813,0.0283
202.958,27.786072,0.0283
203,34.6373605,0.0283
203.042,12.4537263,0.0283
203.083,28.6513445,0.0283
203.125,26.930846,0.0283
203.167,19.21287,0.0283
203.208,20.0723693,0.0283
203.25,49.7235528,0.0283
203.292,30.4508566,0.0283
203.333,69.7562738,0.0283
203.375,117.1669525,0.0283
203.417,116.9596833,0.0283
203.458,117.072006,0.0283
203.5,117.4765262,0.0283
203.542,130.4754237,0.0283
203.583,131.1312762,0.0283
203.625,132.2605877,0.0283
203.667,131.7119922,0.0283
203.708,131.7421034,0.0283
203.75,131.2165158,0.0283
203.792,132.1310303,0.0283
203.833,131.4728289,0.0283
203.875,130.9143567,0.0283
203.917,55.1996877,0.0283
203.958,36.4807093,0.0283
204,51.6285107,0.0283
204.042,22.1723708,0.0283
204.083,33.9819042,0.0283
204.125,34.0485507,0.0283
204.167,34.2467073,0.0283
204.208,34.9919029,0.0283
204.25,61.2623118,0.0283
204.292,62.8262264,0.0283
204.333,63.1178013,0.0283
204.375,63.2223698,0.0283
204.417,63.1232066,0.0283
204.458,63.2150684,0.0283
204.5,63.3900473,0.0283
204.542,73.578868,0.0283
204.583,72.2918406,0.0283
204.625,87.6765696,0.0283
204.667,88.9607953,0.0283
204.708,88.9532392,0.0283
204.75,88.9798412,0.0283
204.792,88.9743227,0.0283
204.833,88.8984787,0.0283
204.875,88.2255896,0.0283
204.917,64.3826981,0.0283
204.958,61.6895286,0.0283
205,40.6821839,0.0283
205.042,40.0336611,0.0283
205.083,39.9896829,0.0283
205.125,40.0140209,0.0283
205.167,40.1123351,0.0283
205.208,40.9046219,0.0283
205.25,61.8386979,0.0283
205.292,62.8949954,0.0283
205.333,63.3103828,0.0283
205.375,63.1546479,0.0283
205.417,63.1892022,0.0283
205.458,64.665217,0.0283
205.5,87.7975804,0.0283
205.542,88.8631037,0.0283
205.583,88.588622,0.0283
205.625,88.3147629,0.0283
205.667,89.4787136,0.0283
205.708,89.5600478,0.0283
205.75,88.9658893,0.0283
205.792,89.4038035,0.0283
205.833,88.777949,0.0283
205.875,63.1086038,0.0283
205.917,27.6790131,0.0283
205.958,26.3130004,0.0283
206,23.9901647,0.0283
206.042,20.3429456,0.0283
206.083,22.3762157,0.0283
206.125,27.4414063,0.0283
206.167,27.8309841,0.0283
206.208,27.775884,0.0283
206.25,32.6643128,0.0283
206.292,33.9191914,0.0283
206.333,52.1246946,0.0283
206.375,60.4472152,0.0283
206.417,50.7936041,0.0283
206.458,47.0705127,0.0283
206.5,50.5044347,0.0283
206.542,87.0514792,0.0283
206.583,88.8910075,0.0283
206.625,91.3805302,0.0283
206.667,89.0702031,0.0283
206.708,89.0166029,0.0283
206.75,88.9793318,0.0283
206.792,89.1023519,0.0283
206.833,89.1023236,0.0283
206.875,89.0927299,0.0283
206.917,49.1911166,0.0283
206.958,45.5237762,0.0283
207,23.2916641,0.0283
207.042,22.6481504,0.0283
207.083,22.6252557,0.0283
207.125,22.4433716,0.0283
207.167,22.7446534,0.0283
207.208,22.9992685,0.0283
207.25,30.2063163,0.0283
207.292,75.5120693,0.0283
207.333,78.0727382,0.0283
207.375,78.4162719,0.0283
207.417,77.9304175,0.0283
207.458,78.2077575,0.0283
207.5,78.2398214,0.0283
207.542,78.4492414,0.0283
207.583,78.0096575,0.0283
207.625,78.5837796,0.0283
207.667,88.8317756,0.0283
207.708,89.9067228,0.0283
207.75,89.6446648,0.0283
207.792,89.6199023,0.0283
207.833,89.5070136,0.0283
207.875,87.1586796,0.0283
207.917,25.6342249,0.0283
207.958,22.6854781,0.0283
208,22.7477947,0.0283
208.042,22.7955085,0.0283
208.083,22.6967415,0.0283
208.125,22.6564706,0.0283
208.167,22.8508916,0.0283
208.208,24.1703508,0.0283
208.25,76.7693534,0.0283
208.292,78.4520148,0.0283
208.333,78.4964175,0.0283
208.375,78.5055584,0.0283
208.417,78.6031368,0.0283
208.458,78.5789686,0.0283
208.5,78.5974485,0.0283
208.542,78.749278,0.0283
208.583,79.0133736,0.0283
208.625,87.3409316,0.0283
208.667,84.8086476,0.0283
208.708,84.6871557,0.0283
208.75,88.049507,0.0283
208.792,87.9763232,0.0283
208.833,88.0196788,0.0283
208.875,87.6118758,0.0283
208.917,71.9449675,0.0283
208.958,69.4727927,0.0283
209,41.6062072,0.0283
209.042,30.6984533,0.0283
209.083,40.2471563,0.0283
209.125,40.8163259,0.0283
209.167,40.8850949,0.0283
209.208,42.1280592,0.0283
209.25,66.0905182,0.0283
209.292,66.7959523,0.0283
209.333,67.1927466,0.0283
209.375,67.0898195,0.0283
209.417,67.046379,0.0283
209.458,67.2259142,0.0283
209.5,67.012136,0.0283
209.542,67.0790655,0.0283
209.583,67.164107,0.0283
209.625,68.3160585,0.0283
209.667,88.6987373,0.0283
209.708,89.9807273,0.0283
209.75,89.9859911,0.0283
209.792,90.2524356,0.0283
209.833,90.0770039,0.0283
209.875,88.5559921,0.0283
209.917,31.0403173,0.0283
209.958,28.2768223,0.0283
210,33.091473,0.0283
210.042,33.4477983,0.0283
210.083,33.4269129,0.0283
210.125,33.3879155,0.0283
210.167,33.4374688,0.0283
210.208,35.3189094,0.0283
210.25,58.523551,0.0283
210.292,59.6454762,0.0283
210.333,59.6226664,0.0283
210.375,59.5012877,0.0283
210.417,59.6740875,0.0283
210.458,59.7016517,0.0283
210.5,59.6663616,0.0283
210.542,59.5664909,0.0283
210.583,59.2320132,0.0283
210.625,50.2247175,0.0283
210.667,81.9802041,0.0283
210.708,86.0650544,0.0283
210.75,90.5408975,0.0283
210.792,90.1836666,0.0283
210.833,90.304168,0.0283
210.875,89.2141652,0.0283
210.917,31.0506751,0.0283
210.958,27.4605088,0.0283
211,2.5690174,0.0283
211.042,0.0283,0.0283
211.083,1.5883375,0.0283
211.125,0.0283,0.0283
211.167,0.0283,0.0283
211.208,4.8629305,0.0283
211.25,60.6833504,0.0283
211.292,62.0678713,0.0283
211.333,57.6375063,0.0283
211.375,60.1246518,0.0283
211.417,59.7358098,0.0283
211.458,62.3344856,0.0283
211.5,63.7699182,0.0283
211.542,65.0118071,0.0283
211.583,89.0042075,0.0283
211.625,90.3942469,0.0283
211.667,90.2281825,0.0283
211.708,90.2335029,0.0283
211.75,90.345203,0.0283
211.792,90.2502282,0.0283
211.833,90.4878067,0.0283
211.875,88.5720382,0.0283
211.917,11.6527231,0.0283
211.958,4.0836334,0.0283
212,15.1353211,0.0283
212.042,15.1326326,0.0283
212.083,15.1422829,0.0283
212.125,15.1554707,0.0283
212.167,19.1431105,0.0283
212.208,61.5911012,0.0283
212.25,63.5683656,0.0283
212.292,63.4323841,0.0283
212.333,63.3281269,0.0283
212.375,63.7931808,0.0283
212.417,63.7158086,0.0283
212.458,63.3835383,0.0283
212.5,63.6497847,0.0283
212.542,63.600571,0.0283
212.583,64.8566948,0.0283
212.625,89.1310764,0.0283
212.667,90.4199716,0.0283
212.708,90.6010633,0.0283
212.75,90.4475358,0.0283
212.792,90.6331555,0.0283
212.833,90.353693,0.0283
212.875,90.1359811,0.0283
212.917,42.1064097,0.0283
212.958,2.8684031,0.0283
213,0.0283,0.0283
213.042,0.0283,0.0283
213.083,0.0283,0.0283
213.125,0.0283,0.0283
213.167,0.0283,0.0283
213.208,2.6486536,0.0283
213.25,61.2389077,0.0283
213.292,63.3936414,0.0283
213.333,63.4986627,0.0283
213.375,63.3059963,0.0283
213.417,63.3602757,0.0283
213.458,63.7290247,0.0283
213.5,63.7227704,0.0283
213.542,65.0461067,0.0283
213.583,89.2157783,0.0283
213.625,90.5764423,0.0283
213.667,90.4622235,0.0283
213.708,90.3679279,0.0283
213.75,90.4184151,0.0283
213.792,90.5425106,0.0283
213.833,90.5190216,0.0283
213.875,89.5212485,0.0283
213.917,48.8394325,0.0283
213.958,44.412888,0.0283
214,16.1118409,0.0283
214.042,15.1694226,0.0283
214.083,15.1545085,0.0283
214.125,9.9328189,0.0283
214.167,15.3595703,0.0283
214.208,16.7710894,0.0283
214.25,63.8683456,0.0283
214.292,63.5350848,0.0283
214.333,63.4896067,0.0283
214.375,63.6309086,0.0283
214.417,63.6497564,0.0283
214.458,63.8206318,0.0283
214.5,63.6936497,0.0283
214.542,65.0285607,0.0283
214.583,87.2444569,0.0283
214.625,87.9625128,0.0283
214.667,88.0437338,0.0283
214.708,88.0135943,0.0283
214.75,88.0768731,0.0283
214.792,88.0306592,0.0283
214.833,88.0592139,0.0283
214.875,84.7171254,0.0283
214.917,15.2874619,0.0283
214.958,1.5862999,0.0283
215,0.0283,0.0283
215.042,0.0283,0.0283
215.083,0.0283,0.0283
215.125,0.0283,0.0283
215.167,0.038771,0.0283
215.208,5.9346515,0.0283
215.25,75.8906101,0.0283
215.292,79.0044591,0.0283
215.333,78.8300179,0.0283
215.375,79.1030846,0.0283
215.417,79.128781,0.0283
215.458,79.2811482,0.0283
215.5,79.6455107,0.0283
215.542,88.7203019,0.0283
215.583,88.9960571,0.0283
215.625,90.7443462,0.0283
215.667,90.898468,0.0283
215.708,91.5058143,0.0283
215.75,91.2789049,0.0283
215.792,91.0659757,0.0283
215.833,90.7897677,0.0283
215.875,76.7633821,0.0283
215.917,7.4667852,0.0283
215.958,0.1195392,0.0283
216,0.0283,0.0283
216.042,0.0283,0.0283
216.083,0.0283,0.0283
216.125,0.0283,0.0283
216.167,0.0283,0.0283
216.208,15.8576503,0.0283
216.25,61.5566318,0.0283
216.292,63.8305368,0.0283
216.333,65.029155,0.0283
216.375,90.9074391,0.0283
216.417,79.4100547,0.0283
216.458,79.2108793,0.0283
216.5,79.5602145,0.0283
216.542,88.411181,0.0283
216.583,88.8834514,0.0283
216.625,88.8223234,0.0283
216.667,89.0469688,0.0283
216.708,88.9943025,0.0283
216.75,89.0340074,0.0283
216.792,89.0355639,0.0283
216.833,89.0497422,0.0283
216.875,87.6415059,0.0283
216.917,7.6505371,0.0283
216.958,0.0283,0.0283
217,0.0283,0.0283
217.042,0.0283,0.0283
217.083,0.0283,0.0283
217.125,0.0283,0.0283
217.167,0.0283,0.0283
217.208,2.8105862,0.0283
217.25,48.6927253,0.0283
217.292,51.0879524,0.0283
217.333,51.1017628,0.0283
217.375,50.8841075,0.0283
217.417,50.8279886,0.0283
217.458,50.9377077,0.0283
217.5,51.0242774,0.0283
217.542,52.2844198,0.0283
217.583,86.763272,0.0283
217.625,91.2680943,0.0283
217.667,91.4729297,0.0283
217.708,91.5725174,0.0283
217.75,91.5600371,0.0283
217.792,91.6152787,0.0283
217.833,91.5799603,0.0283
217.875,88.2332589,0.0283
217.917,8.4757651,0.0283
217.958,1.8234822,0.0283
218,15.0959275,0.0283
218.042,15.2379935,0.0283
218.083,15.2574639,0.0283
218.125,15.2408235,0.0283
218.167,15.1849593,0.0283
218.208,16.2681135,0.0283
218.25,46.7571185,0.0283
218.292,38.9539029,0.0283
218.333,77.0038755,0.0283
218.375,65.083208,0.0283
218.417,78.9246248,0.0283
218.458,79.5238773,0.0283
218.5,79.4454297,0.0283
218.542,79.625163,0.0283
218.583,91.3292506,0.0283
218.625,91.7315351,0.0283
218.667,91.6577287,0.0283
218.708,91.5219736,0.0283
218.75,91.950096,0.0283
218.792,92.0256287,0.0283
218.833,92.1202356,0.0283
218.875,88.4280478,0.0283
218.917,7.4505127,0.0283
218.958,3.9839608,0.0283
219,19.2709133,0.0283
219.042,19.7383161,0.0283
219.083,19.7254679,0.0283
219.125,19.6048533,0.0283
219.167,19.731043,0.0283
219.208,19.5975519,0.0283
219.25,19.6669718,0.0283
219.292,23.5931157,0.0283
219.333,62.5499618,0.0283
219.375,64.2692717,0.0283
