$Trinity Lake Br2 inflow Tw updated YC 06/01/23,
",,,",
Jday,EF Trinity R
146.625,11.15
146.667,11.15
146.708,11.15
146.75,11.15
146.792,11.15
146.833,11.15
146.875,11.15
146.917,11.15
146.958,11.15
147,11.71
147.042,11.71
147.083,11.71
147.125,11.71
147.167,11.71
147.208,11.71
147.25,11.71
147.292,11.71
147.333,11.71
147.375,11.71
147.417,11.71
147.458,11.71
147.5,11.71
147.542,11.71
147.583,11.71
147.625,11.71
147.667,11.71
147.708,11.71
147.75,11.71
147.792,11.71
147.833,11.71
147.875,11.71
147.917,11.71
147.958,11.71
148,11.99
148.042,11.99
148.083,11.99
148.125,11.99
148.167,11.99
148.208,11.99
148.25,11.99
148.292,11.99
148.333,11.99
148.375,11.99
148.417,11.99
148.458,11.99
148.5,11.99
148.542,11.99
148.583,11.99
148.625,11.99
148.667,11.99
148.708,11.99
148.75,11.99
148.792,11.99
148.833,11.99
148.875,11.99
148.917,11.99
148.958,11.99
149,12.19
149.042,12.19
149.083,12.19
149.125,12.19
149.167,12.19
149.208,12.19
149.25,12.19
149.292,12.19
149.333,12.19
149.375,12.19
149.417,12.19
149.458,12.19
149.5,12.19
149.542,12.19
149.583,12.19
149.625,12.19
149.667,12.19
149.708,12.19
149.75,12.19
149.792,12.19
149.833,12.19
149.875,12.19
149.917,12.19
149.958,12.19
150,11.22
150.042,11.22
150.083,11.22
150.125,11.22
150.167,11.22
150.208,11.22
150.25,11.22
150.292,11.22
150.333,11.22
150.375,11.22
150.417,11.22
150.458,11.22
150.5,11.22
150.542,11.22
150.583,11.22
150.625,11.22
150.667,11.22
150.708,11.22
150.75,11.22
150.792,11.22
150.833,11.22
150.875,11.22
150.917,11.22
150.958,11.22
151,11.68
151.042,11.68
151.083,11.68
151.125,11.68
151.167,11.68
151.208,11.68
151.25,11.68
151.292,11.68
151.333,11.68
151.375,11.68
151.417,11.68
151.458,11.68
151.5,11.68
151.542,11.68
151.583,11.68
151.625,11.68
151.667,11.68
151.708,11.68
151.75,11.68
151.792,11.68
151.833,11.68
151.875,11.68
151.917,11.68
151.958,11.68
152,12.32
152.042,12.32
152.083,12.32
152.125,12.32
152.167,12.32
152.208,12.32
152.25,12.32
152.292,12.32
152.333,12.32
152.375,12.32
152.417,12.32
152.458,12.32
152.5,12.32
152.542,12.32
152.583,12.32
152.625,12.32
152.667,12.32
152.708,12.32
152.75,12.32
152.792,12.32
152.833,12.32
152.875,12.32
152.917,12.32
152.958,12.32
153,12.19
153.042,12.19
153.083,12.19
153.125,12.19
153.167,12.19
153.208,12.19
153.25,12.19
153.292,12.19
153.333,12.19
153.375,12.19
153.417,12.19
153.458,12.19
153.5,12.19
153.542,12.19
153.583,12.19
153.625,12.19
153.667,12.19
153.708,12.19
153.75,12.19
153.792,12.19
153.833,12.19
153.875,12.19
153.917,12.19
153.958,12.19
154,12.85
154.042,12.85
154.083,12.85
154.125,12.85
154.167,12.85
154.208,12.85
154.25,12.85
154.292,12.85
154.333,12.85
154.375,12.85
154.417,12.85
154.458,12.85
154.5,12.85
154.542,12.85
154.583,12.85
154.625,12.85
154.667,12.85
154.708,12.85
154.75,12.85
154.792,12.85
154.833,12.85
154.875,12.85
154.917,12.85
154.958,12.85
155,12.36
155.042,12.36
155.083,12.36
155.125,12.36
155.167,12.36
155.208,12.36
155.25,12.36
155.292,12.36
155.333,12.36
155.375,12.36
155.417,12.36
155.458,12.36
155.5,12.36
155.542,12.36
155.583,12.36
155.625,12.36
155.667,12.36
155.708,12.36
155.75,12.36
155.792,12.36
155.833,12.36
155.875,12.36
155.917,12.36
155.958,12.36
156,12.05
156.042,12.05
156.083,12.05
156.125,12.05
156.167,12.05
156.208,12.05
156.25,12.05
156.292,12.05
156.333,12.05
156.375,12.05
156.417,12.05
156.458,12.05
156.5,12.05
156.542,12.05
156.583,12.05
156.625,12.05
156.667,12.05
156.708,12.05
156.75,12.05
156.792,12.05
156.833,12.05
156.875,12.05
156.917,12.05
156.958,12.05
157,12.91
157.042,12.91
157.083,12.91
157.125,12.91
157.167,12.91
157.208,12.91
157.25,12.91
157.292,12.91
157.333,12.91
157.375,12.91
157.417,12.91
157.458,12.91
157.5,12.91
157.542,12.91
157.583,12.91
157.625,12.91
157.667,12.91
157.708,12.91
157.75,12.91
157.792,12.91
157.833,12.91
157.875,12.91
157.917,12.91
157.958,12.91
158,12.31
158.042,12.31
158.083,12.31
158.125,12.31
158.167,12.31
158.208,12.31
158.25,12.31
158.292,12.31
158.333,12.31
158.375,12.31
158.417,12.31
158.458,12.31
158.5,12.31
158.542,12.31
158.583,12.31
158.625,12.31
158.667,12.31
158.708,12.31
158.75,12.31
158.792,12.31
158.833,12.31
158.875,12.31
158.917,12.31
158.958,12.31
159,11.01
159.042,11.01
159.083,11.01
159.125,11.01
159.167,11.01
159.208,11.01
159.25,11.01
159.292,11.01
159.333,11.01
159.375,11.01
159.417,11.01
159.458,11.01
159.5,11.01
159.542,11.01
159.583,11.01
159.625,11.01
159.667,11.01
159.708,11.01
159.75,11.01
159.792,11.01
159.833,11.01
159.875,11.01
159.917,11.01
159.958,11.01
160,10.67
160.042,10.67
160.083,10.67
160.125,10.67
160.167,10.67
160.208,10.67
160.25,10.67
160.292,10.67
160.333,10.67
160.375,10.67
160.417,10.67
160.458,10.67
160.5,10.67
160.542,10.67
160.583,10.67
160.625,10.67
160.667,10.67
160.708,10.67
160.75,10.67
160.792,10.67
160.833,10.67
160.875,10.67
160.917,10.67
160.958,10.67
161,10.1
161.042,10.1
161.083,10.1
161.125,10.1
161.167,10.1
161.208,10.1
161.25,10.1
161.292,10.1
161.333,10.1
161.375,10.1
161.417,10.1
161.458,10.1
161.5,10.1
161.542,10.1
161.583,10.1
161.625,10.1
161.667,10.1
161.708,10.1
161.75,10.1
161.792,10.1
161.833,10.1
161.875,10.1
161.917,10.1
161.958,10.1
162,8.83
162.042,8.83
162.083,8.83
162.125,8.83
162.167,8.83
162.208,8.83
162.25,8.83
162.292,8.83
162.333,8.83
162.375,8.83
162.417,8.83
162.458,8.83
162.5,8.83
162.542,8.83
162.583,8.83
162.625,8.83
162.667,8.83
162.708,8.83
162.75,8.83
162.792,8.83
162.833,8.83
162.875,8.83
162.917,8.83
162.958,8.83
163,10.2
163.042,10.2
163.083,10.2
163.125,10.2
163.167,10.2
163.208,10.2
163.25,10.2
163.292,10.2
163.333,10.2
163.375,10.2
163.417,10.2
163.458,10.2
163.5,10.2
163.542,10.2
163.583,10.2
163.625,10.2
163.667,10.2
163.708,10.2
163.75,10.2
163.792,10.2
163.833,10.2
163.875,10.2
163.917,10.2
163.958,10.2
164,11.71
164.042,11.71
164.083,11.71
164.125,11.71
164.167,11.71
164.208,11.71
164.25,11.71
164.292,11.71
164.333,11.71
164.375,11.71
164.417,11.71
164.458,11.71
164.5,11.71
164.542,11.71
164.583,11.71
164.625,11.71
164.667,11.71
164.708,11.71
164.75,11.71
164.792,11.71
164.833,11.71
164.875,11.71
164.917,11.71
164.958,11.71
165,12.49
165.042,12.49
165.083,12.49
165.125,12.49
165.167,12.49
165.208,12.49
165.25,12.49
165.292,12.49
165.333,12.49
165.375,12.49
165.417,12.49
165.458,12.49
165.5,12.49
165.542,12.49
165.583,12.49
165.625,12.49
165.667,12.49
165.708,12.49
165.75,12.49
165.792,12.49
165.833,12.49
165.875,12.49
165.917,12.49
165.958,12.49
166,12.67
166.042,12.67
166.083,12.67
166.125,12.67
166.167,12.67
166.208,12.67
166.25,12.67
166.292,12.67
166.333,12.67
166.375,12.67
166.417,12.67
166.458,12.67
166.5,12.67
166.542,12.67
166.583,12.67
166.625,12.67
166.667,12.67
166.708,12.67
166.75,12.67
166.792,12.67
166.833,12.67
166.875,12.67
166.917,12.67
166.958,12.67
167,13.58
167.042,13.58
167.083,13.58
167.125,13.58
167.167,13.58
167.208,13.58
167.25,13.58
167.292,13.58
167.333,13.58
167.375,13.58
167.417,13.58
167.458,13.58
167.5,13.58
167.542,13.58
167.583,13.58
167.625,13.58
167.667,13.58
167.708,13.58
167.75,13.58
167.792,13.58
167.833,13.58
167.875,13.58
167.917,13.58
167.958,13.58
168,13.97
168.042,13.97
168.083,13.97
168.125,13.97
168.167,13.97
168.208,13.97
168.25,13.97
168.292,13.97
168.333,13.97
168.375,13.97
168.417,13.97
168.458,13.97
168.5,13.97
168.542,13.97
168.583,13.97
168.625,13.97
168.667,13.97
168.708,13.97
168.75,13.97
168.792,13.97
168.833,13.97
168.875,13.97
168.917,13.97
168.958,13.97
169,14.12
169.042,14.12
169.083,14.12
169.125,14.12
169.167,14.12
169.208,14.12
169.25,14.12
169.292,14.12
169.333,14.12
169.375,14.12
169.417,14.12
169.458,14.12
169.5,14.12
169.542,14.12
169.583,14.12
169.625,14.12
169.667,14.12
169.708,14.12
169.75,14.12
169.792,14.12
169.833,14.12
169.875,14.12
169.917,14.12
169.958,14.12
170,14.78
170.042,14.78
170.083,14.78
170.125,14.78
170.167,14.78
170.208,14.78
170.25,14.78
170.292,14.78
170.333,14.78
170.375,14.78
170.417,14.78
170.458,14.78
170.5,14.78
170.542,14.78
170.583,14.78
170.625,14.78
170.667,14.78
170.708,14.78
170.75,14.78
170.792,14.78
170.833,14.78
170.875,14.78
170.917,14.78
170.958,14.78
171,15.16
171.042,15.16
171.083,15.16
171.125,15.16
171.167,15.16
171.208,15.16
171.25,15.16
171.292,15.16
171.333,15.16
171.375,15.16
171.417,15.16
171.458,15.16
171.5,15.16
171.542,15.16
171.583,15.16
171.625,15.16
171.667,15.16
171.708,15.16
171.75,15.16
171.792,15.16
171.833,15.16
171.875,15.16
171.917,15.16
171.958,15.16
172,15.43
172.042,15.43
172.083,15.43
172.125,15.43
172.167,15.43
172.208,15.43
172.25,15.43
172.292,15.43
172.333,15.43
172.375,15.43
172.417,15.43
172.458,15.43
172.5,15.43
172.542,15.43
172.583,15.43
172.625,15.43
172.667,15.43
172.708,15.43
172.75,15.43
172.792,15.43
172.833,15.43
172.875,15.43
172.917,15.43
172.958,15.43
173,13.72
173.042,13.72
173.083,13.72
173.125,13.72
173.167,13.72
173.208,13.72
173.25,13.72
173.292,13.72
173.333,13.72
173.375,13.72
173.417,13.72
173.458,13.72
173.5,13.72
173.542,13.72
173.583,13.72
173.625,13.72
173.667,13.72
173.708,13.72
173.75,13.72
173.792,13.72
173.833,13.72
173.875,13.72
173.917,13.72
173.958,13.72
174,14.02
174.042,14.02
174.083,14.02
174.125,14.02
174.167,14.02
174.208,14.02
174.25,14.02
174.292,14.02
174.333,14.02
174.375,14.02
174.417,14.02
174.458,14.02
174.5,14.02
174.542,14.02
174.583,14.02
174.625,14.02
174.667,14.02
174.708,14.02
174.75,14.02
174.792,14.02
174.833,14.02
174.875,14.02
174.917,14.02
174.958,14.02
175,14.58
175.042,14.58
175.083,14.58
175.125,14.58
175.167,14.58
175.208,14.58
175.25,14.58
175.292,14.58
175.333,14.58
175.375,14.58
175.417,14.58
175.458,14.58
175.5,14.58
175.542,14.58
175.583,14.58
175.625,14.58
175.667,14.58
175.708,14.58
175.75,14.58
175.792,14.58
175.833,14.58
175.875,14.58
175.917,14.58
175.958,14.58
176,14.86
176.042,14.86
176.083,14.86
176.125,14.86
176.167,14.86
176.208,14.86
176.25,14.86
176.292,14.86
176.333,14.86
176.375,14.86
176.417,14.86
176.458,14.86
176.5,14.86
176.542,14.86
176.583,14.86
176.625,14.86
176.667,14.86
176.708,14.86
176.75,14.86
176.792,14.86
176.833,14.86
176.875,14.86
176.917,14.86
176.958,14.86
177,14.83
177.042,14.83
177.083,14.83
177.125,14.83
177.167,14.83
177.208,14.83
177.25,14.83
177.292,14.83
177.333,14.83
177.375,14.83
177.417,14.83
177.458,14.83
177.5,14.83
177.542,14.83
177.583,14.83
177.625,14.83
177.667,14.83
177.708,14.83
177.75,14.83
177.792,14.83
177.833,14.83
177.875,14.83
177.917,14.83
177.958,14.83
178,14.65
178.042,14.65
178.083,14.65
178.125,14.65
178.167,14.65
178.208,14.65
178.25,14.65
178.292,14.65
178.333,14.65
178.375,14.65
178.417,14.65
178.458,14.65
178.5,14.65
178.542,14.65
178.583,14.65
178.625,14.65
178.667,14.65
178.708,14.65
178.75,14.65
178.792,14.65
178.833,14.65
178.875,14.65
178.917,14.65
178.958,14.65
179,14.54
179.042,14.54
179.083,14.54
179.125,14.54
179.167,14.54
179.208,14.54
179.25,14.54
179.292,14.54
179.333,14.54
179.375,14.54
179.417,14.54
179.458,14.54
179.5,14.54
179.542,14.54
179.583,14.54
179.625,14.54
179.667,14.54
179.708,14.54
179.75,14.54
179.792,14.54
179.833,14.54
179.875,14.54
179.917,14.54
179.958,14.54
180,14.77
180.042,14.77
180.083,14.77
180.125,14.77
180.167,14.77
180.208,14.77
180.25,14.77
180.292,14.77
180.333,14.77
180.375,14.77
180.417,14.77
180.458,14.77
180.5,14.77
180.542,14.77
180.583,14.77
180.625,14.77
180.667,14.77
180.708,14.77
180.75,14.77
180.792,14.77
180.833,14.77
180.875,14.77
180.917,14.77
180.958,14.77
181,15.36
181.042,15.36
181.083,15.36
181.125,15.36
181.167,15.36
181.208,15.36
181.25,15.36
181.292,15.36
181.333,15.36
181.375,15.36
181.417,15.36
181.458,15.36
181.5,15.36
181.542,15.36
181.583,15.36
181.625,15.36
181.667,15.36
181.708,15.36
181.75,15.36
181.792,15.36
181.833,15.36
181.875,15.36
181.917,15.36
181.958,15.36
182,15.35
182.042,15.35
182.083,15.35
182.125,15.35
182.167,15.35
182.208,15.35
182.25,15.35
182.292,15.35
182.333,15.35
182.375,15.35
182.417,15.35
182.458,15.35
182.5,15.35
182.542,15.35
182.583,15.35
182.625,15.35
182.667,15.35
182.708,15.35
182.75,15.35
182.792,15.35
182.833,15.35
182.875,15.35
182.917,15.35
182.958,15.35
183,15.93
183.042,15.93
183.083,15.93
183.125,15.93
183.167,15.93
183.208,15.93
183.25,15.93
183.292,15.93
183.333,15.93
183.375,15.93
183.417,15.93
183.458,15.93
183.5,15.93
183.542,15.93
183.583,15.93
183.625,15.93
183.667,15.93
183.708,15.93
183.75,15.93
183.792,15.93
183.833,15.93
183.875,15.93
183.917,15.93
183.958,15.93
184,16.44
184.042,16.44
184.083,16.44
184.125,16.44
184.167,16.44
184.208,16.44
184.25,16.44
184.292,16.44
184.333,16.44
184.375,16.44
184.417,16.44
184.458,16.44
184.5,16.44
184.542,16.44
184.583,16.44
184.625,16.44
184.667,16.44
184.708,16.44
184.75,16.44
184.792,16.44
184.833,16.44
184.875,16.44
184.917,16.44
184.958,16.44
185,16.49
185.042,16.49
185.083,16.49
185.125,16.49
185.167,16.49
185.208,16.49
185.25,16.49
185.292,16.49
185.333,16.49
185.375,16.49
185.417,16.49
185.458,16.49
185.5,16.49
185.542,16.49
185.583,16.49
185.625,16.49
185.667,16.49
185.708,16.49
185.75,16.49
185.792,16.49
185.833,16.49
185.875,16.49
185.917,16.49
185.958,16.49
186,16.23
186.042,16.23
186.083,16.23
186.125,16.23
186.167,16.23
186.208,16.23
186.25,16.23
186.292,16.23
186.333,16.23
186.375,16.23
186.417,16.23
186.458,16.23
186.5,16.23
186.542,16.23
186.583,16.23
186.625,16.23
186.667,16.23
186.708,16.23
186.75,16.23
186.792,16.23
186.833,16.23
186.875,16.23
186.917,16.23
186.958,16.23
187,16.38
187.042,16.38
187.083,16.38
187.125,16.38
187.167,16.38
187.208,16.38
187.25,16.38
187.292,16.38
187.333,16.38
187.375,16.38
187.417,16.38
187.458,16.38
187.5,16.38
187.542,16.38
187.583,16.38
187.625,16.38
187.667,16.38
187.708,16.38
187.75,16.38
187.792,16.38
187.833,16.38
187.875,16.38
187.917,16.38
187.958,16.38
188,16.52
188.042,16.52
188.083,16.52
188.125,16.52
188.167,16.52
188.208,16.52
188.25,16.52
188.292,16.52
188.333,16.52
188.375,16.52
188.417,16.52
188.458,16.52
188.5,16.52
188.542,16.52
188.583,16.52
188.625,16.52
188.667,16.52
188.708,16.52
188.75,16.52
188.792,16.52
188.833,16.52
188.875,16.52
188.917,16.52
188.958,16.52
189,16.47
189.042,16.47
189.083,16.47
189.125,16.47
189.167,16.47
189.208,16.47
189.25,16.47
189.292,16.47
189.333,16.47
189.375,16.47
189.417,16.47
189.458,16.47
189.5,16.47
189.542,16.47
189.583,16.47
189.625,16.47
189.667,16.47
189.708,16.47
189.75,16.47
189.792,16.47
189.833,16.47
189.875,16.47
189.917,16.47
189.958,16.47
190,16.97
190.042,16.97
190.083,16.97
190.125,16.97
190.167,16.97
190.208,16.97
190.25,16.97
190.292,16.97
190.333,16.97
190.375,16.97
190.417,16.97
190.458,16.97
190.5,16.97
190.542,16.97
190.583,16.97
190.625,16.97
190.667,16.97
190.708,16.97
190.75,16.97
190.792,16.97
190.833,16.97
190.875,16.97
190.917,16.97
190.958,16.97
191,17.3
191.042,17.3
191.083,17.3
191.125,17.3
191.167,17.3
191.208,17.3
191.25,17.3
191.292,17.3
191.333,17.3
191.375,17.3
191.417,17.3
191.458,17.3
191.5,17.3
191.542,17.3
191.583,17.3
191.625,17.3
191.667,17.3
191.708,17.3
191.75,17.3
191.792,17.3
191.833,17.3
191.875,17.3
191.917,17.3
191.958,17.3
192,17.49
192.042,17.49
192.083,17.49
192.125,17.49
192.167,17.49
192.208,17.49
192.25,17.49
192.292,17.49
192.333,17.49
192.375,17.49
192.417,17.49
192.458,17.49
192.5,17.49
192.542,17.49
192.583,17.49
192.625,17.49
192.667,17.49
192.708,17.49
192.75,17.49
192.792,17.49
192.833,17.49
192.875,17.49
192.917,17.49
192.958,17.49
193,17.97
193.042,17.97
193.083,17.97
193.125,17.97
193.167,17.97
193.208,17.97
193.25,17.97
193.292,17.97
193.333,17.97
193.375,17.97
193.417,17.97
193.458,17.97
193.5,17.97
193.542,17.97
193.583,17.97
193.625,17.97
193.667,17.97
193.708,17.97
193.75,17.97
193.792,17.97
193.833,17.97
193.875,17.97
193.917,17.97
193.958,17.97
194,17.79
194.042,17.79
194.083,17.79
194.125,17.79
194.167,17.79
194.208,17.79
194.25,17.79
194.292,17.79
194.333,17.79
194.375,17.79
194.417,17.79
194.458,17.79
194.5,17.79
194.542,17.79
194.583,17.79
194.625,17.79
194.667,17.79
194.708,17.79
194.75,17.79
194.792,17.79
194.833,17.79
194.875,17.79
194.917,17.79
194.958,17.79
195,18.04
195.042,18.04
195.083,18.04
195.125,18.04
195.167,18.04
195.208,18.04
195.25,18.04
195.292,18.04
195.333,18.04
195.375,18.04
195.417,18.04
195.458,18.04
195.5,18.04
195.542,18.04
195.583,18.04
195.625,18.04
195.667,18.04
195.708,18.04
195.75,18.04
195.792,18.04
195.833,18.04
195.875,18.04
195.917,18.04
195.958,18.04
196,18
196.042,18
196.083,18
196.125,18
196.167,18
196.208,18
196.25,18
196.292,18
196.333,18
196.375,18
196.417,18
196.458,18
196.5,18
196.542,18
196.583,18
196.625,18
196.667,18
196.708,18
196.75,18
196.792,18
196.833,18
196.875,18
196.917,18
196.958,18
197,17.73
197.042,17.73
197.083,17.73
197.125,17.73
197.167,17.73
197.208,17.73
197.25,17.73
197.292,17.73
197.333,17.73
197.375,17.73
197.417,17.73
197.458,17.73
197.5,17.73
197.542,17.73
197.583,17.73
197.625,17.73
197.667,17.73
197.708,17.73
197.75,17.73
197.792,17.73
197.833,17.73
197.875,17.73
197.917,17.73
197.958,17.73
198,17.74
198.042,17.74
198.083,17.74
198.125,17.74
198.167,17.74
198.208,17.74
198.25,17.74
198.292,17.74
198.333,17.74
198.375,17.74
198.417,17.74
198.458,17.74
198.5,17.74
198.542,17.74
198.583,17.74
198.625,17.74
198.667,17.74
198.708,17.74
198.75,17.74
198.792,17.74
198.833,17.74
198.875,17.74
198.917,17.74
198.958,17.74
199,17.65
199.042,17.65
199.083,17.65
199.125,17.65
199.167,17.65
199.208,17.65
199.25,17.65
199.292,17.65
199.333,17.65
199.375,17.65
199.417,17.65
199.458,17.65
199.5,17.65
199.542,17.65
199.583,17.65
199.625,17.65
199.667,17.65
199.708,17.65
199.75,17.65
199.792,17.65
199.833,17.65
199.875,17.65
199.917,17.65
199.958,17.65
200,17.7
200.042,17.7
200.083,17.7
200.125,17.7
200.167,17.7
200.208,17.7
200.25,17.7
200.292,17.7
200.333,17.7
200.375,17.7
200.417,17.7
200.458,17.7
200.5,17.7
200.542,17.7
200.583,17.7
200.625,17.7
200.667,17.7
200.708,17.7
200.75,17.7
200.792,17.7
200.833,17.7
200.875,17.7
200.917,17.7
200.958,17.7
201,17.72
201.042,17.72
201.083,17.72
201.125,17.72
201.167,17.72
201.208,17.72
201.25,17.72
201.292,17.72
201.333,17.72
201.375,17.72
201.417,17.72
201.458,17.72
201.5,17.72
201.542,17.72
201.583,17.72
201.625,17.72
201.667,17.72
201.708,17.72
201.75,17.72
201.792,17.72
201.833,17.72
201.875,17.72
201.917,17.72
201.958,17.72
202,17.82
202.042,17.82
202.083,17.82
202.125,17.82
202.167,17.82
202.208,17.82
202.25,17.82
202.292,17.82
202.333,17.82
202.375,17.82
202.417,17.82
202.458,17.82
202.5,17.82
202.542,17.82
202.583,17.82
202.625,17.82
202.667,17.82
202.708,17.82
202.75,17.82
202.792,17.82
202.833,17.82
202.875,17.82
202.917,17.82
202.958,17.82
203,18.53
203.042,18.53
203.083,18.53
203.125,18.53
203.167,18.53
203.208,18.53
203.25,18.53
203.292,18.53
203.333,18.53
203.375,18.53
203.417,18.53
203.458,18.53
203.5,18.53
203.542,18.53
203.583,18.53
203.625,18.53
203.667,18.53
203.708,18.53
203.75,18.53
203.792,18.53
203.833,18.53
203.875,18.53
203.917,18.53
203.958,18.53
204,19.14
204.042,19.14
204.083,19.14
204.125,19.14
204.167,19.14
204.208,19.14
204.25,19.14
204.292,19.14
204.333,19.14
204.375,19.14
204.417,19.14
204.458,19.14
204.5,19.14
204.542,19.14
204.583,19.14
204.625,19.14
204.667,19.14
204.708,19.14
204.75,19.14
204.792,19.14
204.833,19.14
204.875,19.14
204.917,19.14
204.958,19.14
205,19.26
205.042,19.26
205.083,19.26
205.125,19.26
205.167,19.26
205.208,19.26
205.25,19.26
205.292,19.26
205.333,19.26
205.375,19.26
205.417,19.26
205.458,19.26
205.5,19.26
205.542,19.26
205.583,19.26
205.625,19.26
205.667,19.26
205.708,19.26
205.75,19.26
205.792,19.26
205.833,19.26
205.875,19.26
205.917,19.26
205.958,19.26
206,19.05
206.042,19.05
206.083,19.05
206.125,19.05
206.167,19.05
206.208,19.05
206.25,19.05
206.292,19.05
206.333,19.05
206.375,19.05
206.417,19.05
206.458,19.05
206.5,19.05
206.542,19.05
206.583,19.05
206.625,19.05
206.667,19.05
206.708,19.05
206.75,19.05
206.792,19.05
206.833,19.05
206.875,19.05
206.917,19.05
206.958,19.05
207,19.34
207.042,19.34
207.083,19.34
207.125,19.34
207.167,19.34
207.208,19.34
207.25,19.34
207.292,19.34
207.333,19.34
207.375,19.34
207.417,19.34
207.458,19.34
207.5,19.34
207.542,19.34
207.583,19.34
207.625,19.34
207.667,19.34
207.708,19.34
207.75,19.34
207.792,19.34
207.833,19.34
207.875,19.34
207.917,19.34
207.958,19.34
208,19.89
208.042,19.89
208.083,19.89
208.125,19.89
208.167,19.89
208.208,19.89
208.25,19.89
208.292,19.89
208.333,19.89
208.375,19.89
208.417,19.89
208.458,19.89
208.5,19.89
208.542,19.89
208.583,19.89
208.625,19.89
208.667,19.89
208.708,19.89
208.75,19.89
208.792,19.89
208.833,19.89
208.875,19.89
208.917,19.89
208.958,19.89
209,19.74
209.042,19.74
209.083,19.74
209.125,19.74
209.167,19.74
209.208,19.74
209.25,19.74
209.292,19.74
209.333,19.74
209.375,19.74
209.417,19.74
209.458,19.74
209.5,19.74
209.542,19.74
209.583,19.74
209.625,19.74
209.667,19.74
209.708,19.74
209.75,19.74
209.792,19.74
209.833,19.74
209.875,19.74
209.917,19.74
209.958,19.74
210,19.94
210.042,19.94
210.083,19.94
210.125,19.94
210.167,19.94
210.208,19.94
210.25,19.94
210.292,19.94
210.333,19.94
210.375,19.94
210.417,19.94
210.458,19.94
210.5,19.94
210.542,19.94
210.583,19.94
210.625,19.94
210.667,19.94
210.708,19.94
210.75,19.94
210.792,19.94
210.833,19.94
210.875,19.94
210.917,19.94
210.958,19.94
211,20.2
211.042,20.2
211.083,20.2
211.125,20.2
211.167,20.2
211.208,20.2
211.25,20.2
211.292,20.2
211.333,20.2
211.375,20.2
211.417,20.2
211.458,20.2
211.5,20.2
211.542,20.2
211.583,20.2
211.625,20.2
211.667,20.2
211.708,20.2
211.75,20.2
211.792,20.2
211.833,20.2
211.875,20.2
211.917,20.2
211.958,20.2
212,20.69
212.042,20.69
212.083,20.69
212.125,20.69
212.167,20.69
212.208,20.69
212.25,20.69
212.292,20.69
212.333,20.69
212.375,20.69
212.417,20.69
212.458,20.69
212.5,20.69
212.542,20.69
212.583,20.69
212.625,20.69
212.667,20.69
212.708,20.69
212.75,20.69
212.792,20.69
212.833,20.69
212.875,20.69
212.917,20.69
212.958,20.69
213,21.01
213.042,21.01
213.083,21.01
213.125,21.01
213.167,21.01
213.208,21.01
213.25,21.01
213.292,21.01
213.333,21.01
213.375,21.01
213.417,21.01
213.458,21.01
213.5,21.01
213.542,21.01
213.583,21.01
213.625,21.01
213.667,21.01
213.708,21.01
213.75,21.01
213.792,21.01
213.833,21.01
213.875,21.01
213.917,21.01
213.958,21.01
214,21.73
214.042,21.73
214.083,21.73
214.125,21.73
214.167,21.73
214.208,21.73
214.25,21.73
214.292,21.73
214.333,21.73
214.375,21.73
214.417,21.73
214.458,21.73
214.5,21.73
214.542,21.73
214.583,21.73
214.625,21.73
214.667,21.73
214.708,21.73
214.75,21.73
214.792,21.73
214.833,21.73
214.875,21.73
214.917,21.73
214.958,21.73
215,21.73
215.042,21.73
215.083,21.73
215.125,21.73
215.167,21.73
215.208,21.73
215.25,21.73
215.292,21.73
215.333,21.73
215.375,21.73
215.417,21.73
215.458,21.73
215.5,21.73
215.542,21.73
215.583,21.73
215.625,21.73
215.667,21.73
215.708,21.73
215.75,21.73
215.792,21.73
215.833,21.73
215.875,21.73
215.917,21.73
215.958,21.73
216,20.88
216.042,20.88
216.083,20.88
216.125,20.88
216.167,20.88
216.208,20.88
216.25,20.88
216.292,20.88
216.333,20.88
216.375,20.88
216.417,20.88
216.458,20.88
216.5,20.88
216.542,20.88
216.583,20.88
216.625,20.88
216.667,20.88
216.708,20.88
216.75,20.88
216.792,20.88
216.833,20.88
216.875,20.88
216.917,20.88
216.958,20.88
217,21.47
217.042,21.47
217.083,21.47
217.125,21.47
217.167,21.47
217.208,21.47
217.25,21.47
217.292,21.47
217.333,21.47
217.375,21.47
217.417,21.47
217.458,21.47
217.5,21.47
217.542,21.47
217.583,21.47
217.625,21.47
217.667,21.47
217.708,21.47
217.75,21.47
217.792,21.47
217.833,21.47
217.875,21.47
217.917,21.47
217.958,21.47
218,20.74
218.042,20.74
218.083,20.74
218.125,20.74
218.167,20.74
218.208,20.74
218.25,20.74
218.292,20.74
218.333,20.74
218.375,20.74
218.417,20.74
218.458,20.74
218.5,20.74
218.542,20.74
218.583,20.74
218.625,20.74
218.667,20.74
218.708,20.74
218.75,20.74
218.792,20.74
218.833,20.74
218.875,20.74
218.917,20.74
218.958,20.74
219,20.35
219.042,20.35
219.083,20.35
219.125,20.35
219.167,20.35
219.208,20.35
219.25,20.35
219.292,20.35
219.333,20.35
219.375,20.35
219.417,20.35
219.458,20.35
219.5,20.35
219.542,20.35
219.583,20.35
219.625,20.35
219.667,20.35
219.708,20.35
219.75,20.35
219.792,20.35
219.833,20.35
219.875,20.35
219.917,20.35
219.958,20.35
220,20.21
220.042,20.21
220.083,20.21
220.125,20.21
220.167,20.21
220.208,20.21
220.25,20.21
