$Trinity Lake Br2 inflow Tw updated YC 06/01/23,
",,,",
Jday,EF Trinity R
294.208,9.51
294.25,9.51
294.292,9.51
294.333,9.51
294.375,9.51
294.417,9.51
294.458,9.51
294.5,9.51
294.542,9.51
294.583,9.51
294.625,9.51
294.667,9.51
294.708,9.51
294.75,9.51
294.792,9.51
294.833,9.51
294.875,9.51
294.917,9.51
294.958,9.51
295,10.41
295.042,10.41
295.083,10.41
295.125,10.41
295.167,10.41
295.208,10.41
295.25,10.41
295.292,10.41
295.333,10.41
295.375,10.41
295.417,10.41
295.458,10.41
295.5,10.41
295.542,10.41
295.583,10.41
295.625,10.41
295.667,10.41
295.708,10.41
295.75,10.41
295.792,10.41
295.833,10.41
295.875,10.41
295.917,10.41
295.958,10.41
296,11.21
296.042,11.21
296.083,11.21
296.125,11.21
296.167,11.21
296.208,11.21
296.25,11.21
296.292,11.21
296.333,11.21
296.375,11.21
296.417,11.21
296.458,11.21
296.5,11.21
296.542,11.21
296.583,11.21
296.625,11.21
296.667,11.21
296.708,11.21
296.75,11.21
296.792,11.21
296.833,11.21
296.875,11.21
296.917,11.21
296.958,11.21
297,11.47
297.042,11.47
297.083,11.47
297.125,11.47
297.167,11.47
297.208,11.47
297.25,11.47
297.292,11.47
297.333,11.47
297.375,11.47
297.417,11.47
297.458,11.47
297.5,11.47
297.542,11.47
297.583,11.47
297.625,11.47
297.667,11.47
297.708,11.47
297.75,11.47
297.792,11.47
297.833,11.47
297.875,11.47
297.917,11.47
297.958,11.47
298,11.64
298.042,11.64
298.083,11.64
298.125,11.64
298.167,11.64
298.208,11.64
298.25,11.64
298.292,11.64
298.333,11.64
298.375,11.64
298.417,11.64
298.458,11.64
298.5,11.64
298.542,11.64
298.583,11.64
298.625,11.64
298.667,11.64
298.708,11.64
298.75,11.64
298.792,11.64
298.833,11.64
298.875,11.64
298.917,11.64
298.958,11.64
299,11.43
299.042,11.43
299.083,11.43
299.125,11.43
299.167,11.43
299.208,11.43
299.25,11.43
299.292,11.43
299.333,11.43
299.375,11.43
299.417,11.43
299.458,11.43
299.5,11.43
299.542,11.43
299.583,11.43
299.625,11.43
299.667,11.43
299.708,11.43
299.75,11.43
299.792,11.43
299.833,11.43
299.875,11.43
299.917,11.43
299.958,11.43
300,10.99
300.042,10.99
300.083,10.99
300.125,10.99
300.167,10.99
300.208,10.99
300.25,10.99
300.292,10.99
300.333,10.99
300.375,10.99
300.417,10.99
300.458,10.99
300.5,10.99
300.542,10.99
300.583,10.99
300.625,10.99
300.667,10.99
300.708,10.99
300.75,10.99
300.792,10.99
300.833,10.99
300.875,10.99
300.917,10.99
300.958,10.99
301,10.82
301.042,10.82
301.083,10.82
301.125,10.82
301.167,10.82
301.208,10.82
301.25,10.82
301.292,10.82
301.333,10.82
301.375,10.82
301.417,10.82
301.458,10.82
301.5,10.82
301.542,10.82
301.583,10.82
301.625,10.82
301.667,10.82
301.708,10.82
301.75,10.82
301.792,10.82
301.833,10.82
301.875,10.82
301.917,10.82
301.958,10.82
302,10.73
302.042,10.73
302.083,10.73
302.125,10.73
302.167,10.73
302.208,10.73
302.25,10.73
302.292,10.73
302.333,10.73
302.375,10.73
302.417,10.73
302.458,10.73
302.5,10.73
302.542,10.73
302.583,10.73
302.625,10.73
302.667,10.73
302.708,10.73
302.75,10.73
302.792,10.73
302.833,10.73
302.875,10.73
302.917,10.73
302.958,10.73
303,10.55
303.042,10.55
303.083,10.55
303.125,10.55
303.167,10.55
303.208,10.55
303.25,10.55
303.292,10.55
303.333,10.55
303.375,10.55
303.417,10.55
303.458,10.55
303.5,10.55
303.542,10.55
303.583,10.55
303.625,10.55
303.667,10.55
303.708,10.55
303.75,10.55
303.792,10.55
303.833,10.55
303.875,10.55
303.917,10.55
303.958,10.55
304,10.04
304.042,10.04
304.083,10.04
304.125,10.04
304.167,10.04
304.208,10.04
304.25,10.04
304.292,10.04
304.333,10.04
304.375,10.04
304.417,10.04
304.458,10.04
304.5,10.04
304.542,10.04
304.583,10.04
304.625,10.04
304.667,10.04
304.708,10.04
304.75,10.04
304.792,10.04
304.833,10.04
304.875,10.04
304.917,10.04
304.958,10.04
305,9.47
305.042,9.47
305.083,9.47
305.125,9.47
305.167,9.47
305.208,9.47
305.25,9.47
305.292,9.47
305.333,9.47
305.375,9.47
305.417,9.47
305.458,9.47
305.5,9.47
305.542,9.47
305.583,9.47
305.625,9.47
305.667,9.47
305.708,9.47
305.75,9.47
305.792,9.47
305.833,9.47
305.875,9.47
305.917,9.47
305.958,9.47
306,9.94
306.042,9.94
306.083,9.94
306.125,9.94
306.167,9.94
306.208,9.94
306.25,9.94
306.292,9.94
306.333,9.94
306.375,9.94
306.417,9.94
306.458,9.94
306.5,9.94
306.542,9.94
306.583,9.94
306.625,9.94
306.667,9.94
306.708,9.94
306.75,9.94
306.792,9.94
306.833,9.94
306.875,9.94
306.917,9.94
306.958,9.94
307,10.68
307.042,10.68
307.083,10.68
307.125,10.68
307.167,10.68
307.208,10.68
307.25,10.68
307.292,10.68
307.333,10.68
307.375,10.68
307.417,10.68
307.458,10.68
307.5,10.68
307.542,10.68
307.583,10.68
307.625,10.68
307.667,10.68
307.708,10.68
307.75,10.68
307.792,10.68
307.833,10.68
307.875,10.68
307.917,10.68
307.958,10.68
308,9.16
308.042,9.16
308.083,9.16
308.125,9.16
308.167,9.16
308.208,9.16
308.25,9.16
308.292,9.16
308.333,9.16
308.375,9.16
308.417,9.16
308.458,9.16
308.5,9.16
308.542,9.16
308.583,9.16
308.625,9.16
308.667,9.16
308.708,9.16
308.75,9.16
308.792,9.16
308.833,9.16
308.875,9.16
308.917,9.16
308.958,9.16
309,7.71
309.042,7.71
309.083,7.71
309.125,7.71
309.167,7.71
309.208,7.71
309.25,7.71
309.292,7.71
309.333,7.71
309.375,7.71
309.417,7.71
309.458,7.71
309.5,7.71
309.542,7.71
309.583,7.71
309.625,7.71
309.667,7.71
309.708,7.71
309.75,7.71
309.792,7.71
309.833,7.71
309.875,7.71
309.917,7.71
309.958,7.71
310,8.19
310.042,8.19
310.083,8.19
310.125,8.19
310.167,8.19
310.208,8.19
310.25,8.19
310.292,8.19
310.333,8.19
310.375,8.19
310.417,8.19
310.458,8.19
310.5,8.19
310.542,8.19
310.583,8.19
310.625,8.19
310.667,8.19
310.708,8.19
310.75,8.19
310.792,8.19
310.833,8.19
310.875,8.19
310.917,8.19
310.958,8.19
311,6.82
311.042,6.82
311.083,6.82
311.125,6.82
311.167,6.82
311.208,6.82
311.25,6.82
311.292,6.82
311.333,6.82
311.375,6.82
311.417,6.82
311.458,6.82
311.5,6.82
311.542,6.82
311.583,6.82
311.625,6.82
311.667,6.82
311.708,6.82
311.75,6.82
311.792,6.82
311.833,6.82
311.875,6.82
311.917,6.82
311.958,6.82
312,7.63
312.042,7.63
312.083,7.63
312.125,7.63
312.167,7.63
312.208,7.63
312.25,7.63
312.292,7.63
312.333,7.63
312.375,7.63
312.417,7.63
312.458,7.63
312.5,7.63
312.542,7.63
312.583,7.63
312.625,7.63
312.667,7.63
312.708,7.63
312.75,7.63
312.792,7.63
312.833,7.63
312.875,7.63
312.917,7.63
312.958,7.63
313,8.45
313.042,8.45
313.083,8.45
313.125,8.45
313.167,8.45
313.208,8.45
313.25,8.45
313.292,8.45
313.333,8.45
313.375,8.45
313.417,8.45
313.458,8.45
313.5,8.45
313.542,8.45
313.583,8.45
313.625,8.45
313.667,8.45
313.708,8.45
313.75,8.45
313.792,8.45
313.833,8.45
313.875,8.45
313.917,8.45
313.958,8.45
314,8.6
314.042,8.6
314.083,8.6
314.125,8.6
314.167,8.6
314.208,8.6
314.25,8.6
314.292,8.6
314.333,8.6
314.375,8.6
314.417,8.6
314.458,8.6
314.5,8.6
314.542,8.6
314.583,8.6
314.625,8.6
314.667,8.6
314.708,8.6
314.75,8.6
314.792,8.6
314.833,8.6
314.875,8.6
314.917,8.6
314.958,8.6
315,8.21
315.042,8.21
315.083,8.21
315.125,8.21
315.167,8.21
315.208,8.21
315.25,8.21
315.292,8.21
315.333,8.21
315.375,8.21
315.417,8.21
315.458,8.21
315.5,8.21
315.542,8.21
315.583,8.21
315.625,8.21
315.667,8.21
315.708,8.21
315.75,8.21
315.792,8.21
315.833,8.21
315.875,8.21
315.917,8.21
315.958,8.21
316,8.54
316.042,8.54
316.083,8.54
316.125,8.54
316.167,8.54
316.208,8.54
316.25,8.54
316.292,8.54
316.333,8.54
316.375,8.54
316.417,8.54
316.458,8.54
316.5,8.54
316.542,8.54
316.583,8.54
316.625,8.54
316.667,8.54
316.708,8.54
316.75,8.54
316.792,8.54
316.833,8.54
316.875,8.54
316.917,8.54
316.958,8.54
317,8.85
317.042,8.85
317.083,8.85
317.125,8.85
317.167,8.85
317.208,8.85
317.25,8.85
317.292,8.85
317.333,8.85
317.375,8.85
317.417,8.85
317.458,8.85
317.5,8.85
317.542,8.85
317.583,8.85
317.625,8.85
317.667,8.85
317.708,8.85
317.75,8.85
317.792,8.85
317.833,8.85
317.875,8.85
317.917,8.85
317.958,8.85
318,6.96
318.042,6.96
318.083,6.96
318.125,6.96
318.167,6.96
318.208,6.96
318.25,6.96
318.292,6.96
318.333,6.96
318.375,6.96
318.417,6.96
318.458,6.96
318.5,6.96
318.542,6.96
318.583,6.96
318.625,6.96
318.667,6.96
318.708,6.96
318.75,6.96
318.792,6.96
318.833,6.96
318.875,6.96
318.917,6.96
318.958,6.96
319,6.61
319.042,6.61
319.083,6.61
319.125,6.61
319.167,6.61
319.208,6.61
319.25,6.61
319.292,6.61
319.333,6.61
319.375,6.61
319.417,6.61
319.458,6.61
319.5,6.61
319.542,6.61
319.583,6.61
319.625,6.61
319.667,6.61
319.708,6.61
319.75,6.61
319.792,6.61
319.833,6.61
319.875,6.61
319.917,6.61
319.958,6.61
320,7.02
320.042,7.02
320.083,7.02
320.125,7.02
320.167,7.02
320.208,7.02
320.25,7.02
320.292,7.02
320.333,7.02
320.375,7.02
320.417,7.02
320.458,7.02
320.5,7.02
320.542,7.02
320.583,7.02
320.625,7.02
320.667,7.02
320.708,7.02
320.75,7.02
320.792,7.02
320.833,7.02
320.875,7.02
320.917,7.02
320.958,7.02
321,6.35
321.042,6.35
321.083,6.35
321.125,6.35
321.167,6.35
321.208,6.35
321.25,6.35
321.292,6.35
321.333,6.35
321.375,6.35
321.417,6.35
321.458,6.35
321.5,6.35
321.542,6.35
321.583,6.35
321.625,6.35
321.667,6.35
321.708,6.35
321.75,6.35
321.792,6.35
321.833,6.35
321.875,6.35
321.917,6.35
321.958,6.35
322,4.99
322.042,4.99
322.083,4.99
322.125,4.99
322.167,4.99
322.208,4.99
322.25,4.99
322.292,4.99
322.333,4.99
322.375,4.99
322.417,4.99
322.458,4.99
322.5,4.99
322.542,4.99
322.583,4.99
322.625,4.99
322.667,4.99
322.708,4.99
322.75,4.99
322.792,4.99
322.833,4.99
322.875,4.99
322.917,4.99
322.958,4.99
323,4.61
323.042,4.61
323.083,4.61
323.125,4.61
323.167,4.61
323.208,4.61
323.25,4.61
323.292,4.61
323.333,4.61
323.375,4.61
323.417,4.61
323.458,4.61
323.5,4.61
323.542,4.61
323.583,4.61
323.625,4.61
323.667,4.61
323.708,4.61
323.75,4.61
323.792,4.61
323.833,4.61
323.875,4.61
323.917,4.61
323.958,4.61
324,5.55
324.042,5.55
324.083,5.55
324.125,5.55
324.167,5.55
324.208,5.55
324.25,5.55
324.292,5.55
324.333,5.55
324.375,5.55
324.417,5.55
324.458,5.55
324.5,5.55
324.542,5.55
324.583,5.55
324.625,5.55
324.667,5.55
324.708,5.55
324.75,5.55
324.792,5.55
324.833,5.55
324.875,5.55
324.917,5.55
324.958,5.55
325,6.33
325.042,6.33
325.083,6.33
325.125,6.33
325.167,6.33
325.208,6.33
325.25,6.33
325.292,6.33
325.333,6.33
325.375,6.33
325.417,6.33
325.458,6.33
325.5,6.33
325.542,6.33
325.583,6.33
325.625,6.33
325.667,6.33
325.708,6.33
325.75,6.33
325.792,6.33
325.833,6.33
325.875,6.33
325.917,6.33
325.958,6.33
326,7.34
326.042,7.34
326.083,7.34
326.125,7.34
326.167,7.34
326.208,7.34
326.25,7.34
326.292,7.34
326.333,7.34
326.375,7.34
326.417,7.34
326.458,7.34
326.5,7.34
326.542,7.34
326.583,7.34
326.625,7.34
326.667,7.34
326.708,7.34
326.75,7.34
326.792,7.34
326.833,7.34
326.875,7.34
326.917,7.34
326.958,7.34
327,8.5
327.042,8.5
327.083,8.5
327.125,8.5
327.167,8.5
327.208,8.5
327.25,8.5
327.292,8.5
327.333,8.5
327.375,8.5
327.417,8.5
327.458,8.5
327.5,8.5
327.542,8.5
327.583,8.5
327.625,8.5
327.667,8.5
327.708,8.5
327.75,8.5
327.792,8.5
327.833,8.5
327.875,8.5
327.917,8.5
327.958,8.5
328,8.68
328.042,8.68
328.083,8.68
328.125,8.68
328.167,8.68
328.208,8.68
328.25,8.68
328.292,8.68
328.333,8.68
328.375,8.68
328.417,8.68
328.458,8.68
328.5,8.68
328.542,8.68
328.583,8.68
328.625,8.68
328.667,8.68
328.708,8.68
328.75,8.68
328.792,8.68
328.833,8.68
328.875,8.68
328.917,8.68
328.958,8.68
329,9.15
329.042,9.15
329.083,9.15
329.125,9.15
329.167,9.15
329.208,9.15
329.25,9.15
329.292,9.15
329.333,9.15
329.375,9.15
329.417,9.15
329.458,9.15
329.5,9.15
329.542,9.15
329.583,9.15
329.625,9.15
329.667,9.15
329.708,9.15
329.75,9.15
329.792,9.15
329.833,9.15
329.875,9.15
329.917,9.15
329.958,9.15
330,9.22
330.042,9.22
330.083,9.22
330.125,9.22
330.167,9.22
330.208,9.22
330.25,9.22
330.292,9.22
330.333,9.22
330.375,9.22
330.417,9.22
330.458,9.22
330.5,9.22
330.542,9.22
330.583,9.22
330.625,9.22
330.667,9.22
330.708,9.22
330.75,9.22
330.792,9.22
330.833,9.22
330.875,9.22
330.917,9.22
330.958,9.22
331,8.54
331.042,8.54
331.083,8.54
331.125,8.54
331.167,8.54
331.208,8.54
331.25,8.54
331.292,8.54
331.333,8.54
331.375,8.54
331.417,8.54
331.458,8.54
331.5,8.54
331.542,8.54
331.583,8.54
331.625,8.54
331.667,8.54
331.708,8.54
331.75,8.54
331.792,8.54
331.833,8.54
331.875,8.54
331.917,8.54
331.958,8.54
332,8.86
332.042,8.86
332.083,8.86
332.125,8.86
332.167,8.86
332.208,8.86
332.25,8.86
332.292,8.86
332.333,8.86
332.375,8.86
332.417,8.86
332.458,8.86
332.5,8.86
332.542,8.86
332.583,8.86
332.625,8.86
332.667,8.86
332.708,8.86
332.75,8.86
332.792,8.86
332.833,8.86
332.875,8.86
332.917,8.86
332.958,8.86
333,9.02
333.042,9.02
333.083,9.02
333.125,9.02
333.167,9.02
333.208,9.02
333.25,9.02
333.292,9.02
333.333,9.02
333.375,9.02
333.417,9.02
333.458,9.02
333.5,9.02
333.542,9.02
333.583,9.02
333.625,9.02
333.667,9.02
333.708,9.02
333.75,9.02
333.792,9.02
333.833,9.02
333.875,9.02
333.917,9.02
333.958,9.02
334,8.62
334.042,8.62
334.083,8.62
334.125,8.62
334.167,8.62
334.208,8.62
334.25,8.62
334.292,8.62
334.333,8.62
334.375,8.62
334.417,8.62
334.458,8.62
334.5,8.62
334.542,8.62
334.583,8.62
334.625,8.62
334.667,8.62
334.708,8.62
334.75,8.62
334.792,8.62
334.833,8.62
334.875,8.62
334.917,8.62
334.958,8.62
335,8.46
335.042,8.46
335.083,8.46
335.125,8.46
335.167,8.46
335.208,8.46
335.25,8.46
335.292,8.46
335.333,8.46
335.375,8.46
335.417,8.46
335.458,8.46
335.5,8.46
335.542,8.46
335.583,8.46
335.625,8.46
335.667,8.46
335.708,8.46
335.75,8.46
335.792,8.46
335.833,8.46
335.875,8.46
335.917,8.46
335.958,8.46
336,8.29
336.042,8.29
336.083,8.29
336.125,8.29
336.167,8.29
336.208,8.29
336.25,8.29
336.292,8.29
336.333,8.29
336.375,8.29
336.417,8.29
336.458,8.29
336.5,8.29
336.542,8.29
336.583,8.29
336.625,8.29
336.667,8.29
336.708,8.29
336.75,8.29
336.792,8.29
336.833,8.29
336.875,8.29
336.917,8.29
336.958,8.29
337,8.11
337.042,8.11
337.083,8.11
337.125,8.11
337.167,8.11
337.208,8.11
337.25,8.11
337.292,8.11
337.333,8.11
337.375,8.11
337.417,8.11
337.458,8.11
337.5,8.11
337.542,8.11
337.583,8.11
337.625,8.11
337.667,8.11
337.708,8.11
337.75,8.11
337.792,8.11
337.833,8.11
337.875,8.11
337.917,8.11
337.958,8.11
338,7.56
338.042,7.56
338.083,7.56
338.125,7.56
338.167,7.56
338.208,7.56
338.25,7.56
338.292,7.56
338.333,7.56
338.375,7.56
338.417,7.56
338.458,7.56
338.5,7.56
338.542,7.56
338.583,7.56
338.625,7.56
338.667,7.56
338.708,7.56
338.75,7.56
338.792,7.56
338.833,7.56
338.875,7.56
338.917,7.56
338.958,7.56
339,6.82
339.042,6.82
339.083,6.82
339.125,6.82
339.167,6.82
339.208,6.82
339.25,6.82
339.292,6.82
339.333,6.82
339.375,6.82
339.417,6.82
339.458,6.82
339.5,6.82
339.542,6.82
339.583,6.82
339.625,6.82
339.667,6.82
339.708,6.82
339.75,6.82
339.792,6.82
339.833,6.82
339.875,6.82
339.917,6.82
339.958,6.82
340,6.51
340.042,6.51
340.083,6.51
340.125,6.51
340.167,6.51
340.208,6.51
340.25,6.51
340.292,6.51
340.333,6.51
340.375,6.51
340.417,6.51
340.458,6.51
340.5,6.51
340.542,6.51
340.583,6.51
340.625,6.51
340.667,6.51
340.708,6.51
340.75,6.51
340.792,6.51
340.833,6.51
340.875,6.51
340.917,6.51
340.958,6.51
341,6.48
341.042,6.48
341.083,6.48
341.125,6.48
341.167,6.48
341.208,6.48
341.25,6.48
341.292,6.48
341.333,6.48
341.375,6.48
341.417,6.48
341.458,6.48
341.5,6.48
341.542,6.48
341.583,6.48
341.625,6.48
341.667,6.48
341.708,6.48
341.75,6.48
341.792,6.48
341.833,6.48
341.875,6.48
341.917,6.48
341.958,6.48
342,6.43
342.042,6.43
342.083,6.43
342.125,6.43
342.167,6.43
342.208,6.43
342.25,6.43
342.292,6.43
342.333,6.43
342.375,6.43
342.417,6.43
342.458,6.43
342.5,6.43
342.542,6.43
342.583,6.43
342.625,6.43
342.667,6.43
342.708,6.43
342.75,6.43
342.792,6.43
342.833,6.43
342.875,6.43
342.917,6.43
342.958,6.43
343,6.64
343.042,6.64
343.083,6.64
343.125,6.64
343.167,6.64
343.208,6.64
343.25,6.64
343.292,6.64
343.333,6.64
343.375,6.64
343.417,6.64
343.458,6.64
343.5,6.64
343.542,6.64
343.583,6.64
343.625,6.64
343.667,6.64
343.708,6.64
343.75,6.64
343.792,6.64
343.833,6.64
343.875,6.64
343.917,6.64
343.958,6.64
344,6.53
344.042,6.53
344.083,6.53
344.125,6.53
344.167,6.53
344.208,6.53
344.25,6.53
344.292,6.53
344.333,6.53
344.375,6.53
344.417,6.53
344.458,6.53
344.5,6.53
344.542,6.53
344.583,6.53
344.625,6.53
344.667,6.53
344.708,6.53
344.75,6.53
344.792,6.53
344.833,6.53
344.875,6.53
344.917,6.53
344.958,6.53
345,6.26
345.042,6.26
345.083,6.26
345.125,6.26
345.167,6.26
345.208,6.26
345.25,6.26
345.292,6.26
345.333,6.26
345.375,6.26
345.417,6.26
345.458,6.26
345.5,6.26
345.542,6.26
345.583,6.26
345.625,6.26
345.667,6.26
345.708,6.26
345.75,6.26
345.792,6.26
345.833,6.26
345.875,6.26
345.917,6.26
345.958,6.26
346,4.61
346.042,4.61
346.083,4.61
346.125,4.61
346.167,4.61
346.208,4.61
346.25,4.61
346.292,4.61
346.333,4.61
346.375,4.61
346.417,4.61
346.458,4.61
346.5,4.61
346.542,4.61
346.583,4.61
346.625,4.61
346.667,4.61
346.708,4.61
346.75,4.61
346.792,4.61
346.833,4.61
346.875,4.61
346.917,4.61
346.958,4.61
347,2.88
347.042,2.88
347.083,2.88
347.125,2.88
347.167,2.88
347.208,2.88
347.25,2.88
347.292,2.88
347.333,2.88
347.375,2.88
347.417,2.88
347.458,2.88
347.5,2.88
347.542,2.88
347.583,2.88
347.625,2.88
347.667,2.88
347.708,2.88
347.75,2.88
347.792,2.88
347.833,2.88
347.875,2.88
347.917,2.88
347.958,2.88
348,3.03
348.042,3.03
348.083,3.03
348.125,3.03
348.167,3.03
348.208,3.03
348.25,3.03
348.292,3.03
348.333,3.03
348.375,3.03
348.417,3.03
348.458,3.03
348.5,3.03
348.542,3.03
348.583,3.03
348.625,3.03
348.667,3.03
348.708,3.03
348.75,3.03
348.792,3.03
348.833,3.03
348.875,3.03
348.917,3.03
348.958,3.03
349,3.64
349.042,3.64
349.083,3.64
349.125,3.64
349.167,3.64
349.208,3.64
349.25,3.64
349.292,3.64
349.333,3.64
349.375,3.64
349.417,3.64
349.458,3.64
349.5,3.64
349.542,3.64
349.583,3.64
349.625,3.64
349.667,3.64
349.708,3.64
349.75,3.64
349.792,3.64
349.833,3.64
349.875,3.64
349.917,3.64
349.958,3.64
350,3.35
350.042,3.35
350.083,3.35
350.125,3.35
350.167,3.35
350.208,3.35
350.25,3.35
350.292,3.35
350.333,3.35
350.375,3.35
350.417,3.35
350.458,3.35
350.5,3.35
350.542,3.35
350.583,3.35
350.625,3.35
350.667,3.35
350.708,3.35
350.75,3.35
350.792,3.35
350.833,3.35
350.875,3.35
350.917,3.35
350.958,3.35
351,2.7
351.042,2.7
351.083,2.7
351.125,2.7
351.167,2.7
351.208,2.7
351.25,2.7
351.292,2.7
351.333,2.7
351.375,2.7
351.417,2.7
351.458,2.7
351.5,2.7
351.542,2.7
351.583,2.7
351.625,2.7
351.667,2.7
351.708,2.7
351.75,2.7
351.792,2.7
351.833,2.7
351.875,2.7
351.917,2.7
351.958,2.7
352,2.95
352.042,2.95
352.083,2.95
352.125,2.95
352.167,2.95
352.208,2.95
352.25,2.95
352.292,2.95
352.333,2.95
352.375,2.95
352.417,2.95
352.458,2.95
352.5,2.95
352.542,2.95
352.583,2.95
352.625,2.95
352.667,2.95
352.708,2.95
352.75,2.95
352.792,2.95
352.833,2.95
352.875,2.95
352.917,2.95
352.958,2.95
353,3.41
353.042,3.41
353.083,3.41
353.125,3.41
353.167,3.41
353.208,3.41
353.25,3.41
353.292,3.41
353.333,3.41
353.375,3.41
353.417,3.41
353.458,3.41
353.5,3.41
353.542,3.41
353.583,3.41
353.625,3.41
353.667,3.41
353.708,3.41
353.75,3.41
353.792,3.41
353.833,3.41
353.875,3.41
353.917,3.41
353.958,3.41
354,3.73
354.042,3.73
354.083,3.73
354.125,3.73
354.167,3.73
354.208,3.73
354.25,3.73
354.292,3.73
354.333,3.73
354.375,3.73
354.417,3.73
354.458,3.73
354.5,3.73
354.542,3.73
354.583,3.73
354.625,3.73
354.667,3.73
354.708,3.73
354.75,3.73
354.792,3.73
354.833,3.73
354.875,3.73
354.917,3.73
354.958,3.73
355,2.76
355.042,2.76
355.083,2.76
355.125,2.76
355.167,2.76
355.208,2.76
355.25,2.76
355.292,2.76
355.333,2.76
355.375,2.76
355.417,2.76
355.458,2.76
355.5,2.76
355.542,2.76
355.583,2.76
355.625,2.76
355.667,2.76
355.708,2.76
355.75,2.76
355.792,2.76
355.833,2.76
355.875,2.76
355.917,2.76
355.958,2.76
356,2.64
356.042,2.64
356.083,2.64
356.125,2.64
356.167,2.64
356.208,2.64
356.25,2.64
356.292,2.64
356.333,2.64
356.375,2.64
356.417,2.64
356.458,2.64
356.5,2.64
356.542,2.64
356.583,2.64
356.625,2.64
356.667,2.64
356.708,2.64
356.75,2.64
356.792,2.64
356.833,2.64
356.875,2.64
356.917,2.64
356.958,2.64
357,3.48
357.042,3.48
357.083,3.48
357.125,3.48
357.167,3.48
357.208,3.48
357.25,3.48
357.292,3.48
357.333,3.48
357.375,3.48
357.417,3.48
357.458,3.48
357.5,3.48
357.542,3.48
357.583,3.48
357.625,3.48
357.667,3.48
357.708,3.48
357.75,3.48
357.792,3.48
357.833,3.48
357.875,3.48
357.917,3.48
357.958,3.48
358,3.94
358.042,3.94
358.083,3.94
358.125,3.94
358.167,3.94
358.208,3.94
358.25,3.94
358.292,3.94
358.333,3.94
358.375,3.94
358.417,3.94
358.458,3.94
358.5,3.94
358.542,3.94
358.583,3.94
358.625,3.94
358.667,3.94
358.708,3.94
358.75,3.94
358.792,3.94
358.833,3.94
358.875,3.94
358.917,3.94
358.958,3.94
359,4.44
359.042,4.44
359.083,4.44
359.125,4.44
359.167,4.44
359.208,4.44
359.25,4.44
359.292,4.44
359.333,4.44
359.375,4.44
359.417,4.44
359.458,4.44
359.5,4.44
359.542,4.44
359.583,4.44
359.625,4.44
359.667,4.44
359.708,4.44
359.75,4.44
359.792,4.44
359.833,4.44
359.875,4.44
359.917,4.44
359.958,4.44
360,4.28
360.042,4.28
360.083,4.28
360.125,4.28
360.167,4.28
360.208,4.28
360.25,4.28
360.292,4.28
360.333,4.28
360.375,4.28
360.417,4.28
360.458,4.28
360.5,4.28
360.542,4.28
360.583,4.28
360.625,4.28
360.667,4.28
360.708,4.28
360.75,4.28
360.792,4.28
360.833,4.28
360.875,4.28
360.917,4.28
360.958,4.28
361,3.76
361.042,3.76
361.083,3.76
361.125,3.76
361.167,3.76
361.208,3.76
361.25,3.76
361.292,3.76
361.333,3.76
361.375,3.76
361.417,3.76
361.458,3.76
361.5,3.76
361.542,3.76
361.583,3.76
361.625,3.76
361.667,3.76
361.708,3.76
361.75,3.76
361.792,3.76
361.833,3.76
361.875,3.76
361.917,3.76
361.958,3.76
362,3.5
362.042,3.5
362.083,3.5
362.125,3.5
362.167,3.5
362.208,3.5
362.25,3.5
362.292,3.5
362.333,3.5
362.375,3.5
362.417,3.5
362.458,3.5
362.5,3.5
362.542,3.5
362.583,3.5
362.625,3.5
362.667,3.5
362.708,3.5
362.75,3.5
362.792,3.5
362.833,3.5
362.875,3.5
362.917,3.5
362.958,3.5
363,3.31
363.042,3.31
363.083,3.31
363.125,3.31
363.167,3.31
363.208,3.31
363.25,3.31
363.292,3.31
363.333,3.31
363.375,3.31
363.417,3.31
363.458,3.31
363.5,3.31
363.542,3.31
363.583,3.31
363.625,3.31
363.667,3.31
363.708,3.31
363.75,3.31
363.792,3.31
363.833,3.31
363.875,3.31
363.917,3.31
363.958,3.31
364,3.63
364.042,3.63
364.083,3.63
364.125,3.63
364.167,3.63
364.208,3.63
364.25,3.63
364.292,3.63
364.333,3.63
364.375,3.63
364.417,3.63
364.458,3.63
364.5,3.63
364.542,3.63
364.583,3.63
364.625,3.63
364.667,3.63
364.708,3.63
364.75,3.63
364.792,3.63
364.833,3.63
364.875,3.63
364.917,3.63
364.958,3.63
365,4.56
365.042,4.56
365.083,4.56
365.125,4.56
365.167,4.56
365.208,4.56
365.25,4.56
365.292,4.56
365.333,4.56
365.375,4.56
365.417,4.56
365.458,4.56
365.5,4.56
365.542,4.56
365.583,4.56
365.625,4.56
365.667,4.56
365.708,4.56
365.75,4.56
365.792,4.56
365.833,4.56
365.875,4.56
365.917,4.56
365.958,4.56
366,4.93
