$Trinity Br1  inflow Tw year 2019 YC updated 06/1/23,
",,,",
Jday,Trinity R
74.417,5.99
74.458,5.99
74.5,5.99
74.542,5.99
74.583,5.99
74.625,5.99
74.667,5.99
74.708,5.99
74.75,5.99
74.792,5.99
74.833,5.99
74.875,5.99
74.917,5.99
74.958,5.99
75,6.29
75.042,6.29
75.083,6.29
75.125,6.29
75.167,6.29
75.208,6.29
75.25,6.29
75.292,6.29
75.333,6.29
75.375,6.29
75.417,6.29
75.458,6.29
75.5,6.29
75.542,6.29
75.583,6.29
75.625,6.29
75.667,6.29
75.708,6.29
75.75,6.29
75.792,6.29
75.833,6.29
75.875,6.29
75.917,6.29
75.958,6.29
76,6.77
76.042,6.77
76.083,6.77
76.125,6.77
76.167,6.77
76.208,6.77
76.25,6.77
76.292,6.77
76.333,6.77
76.375,6.77
76.417,6.77
76.458,6.77
76.5,6.77
76.542,6.77
76.583,6.77
76.625,6.77
76.667,6.77
76.708,6.77
76.75,6.77
76.792,6.77
76.833,6.77
76.875,6.77
76.917,6.77
76.958,6.77
77,6.8
77.042,6.8
77.083,6.8
77.125,6.8
77.167,6.8
77.208,6.8
77.25,6.8
77.292,6.8
77.333,6.8
77.375,6.8
77.417,6.8
77.458,6.8
77.5,6.8
77.542,6.8
77.583,6.8
77.625,6.8
77.667,6.8
77.708,6.8
77.75,6.8
77.792,6.8
77.833,6.8
77.875,6.8
77.917,6.8
77.958,6.8
78,6.92
78.042,6.92
78.083,6.92
78.125,6.92
78.167,6.92
78.208,6.92
78.25,6.92
78.292,6.92
78.333,6.92
78.375,6.92
78.417,6.92
78.458,6.92
78.5,6.92
78.542,6.92
78.583,6.92
78.625,6.92
78.667,6.92
78.708,6.92
78.75,6.92
78.792,6.92
78.833,6.92
78.875,6.92
78.917,6.92
78.958,6.92
79,6.79
79.042,6.79
79.083,6.79
79.125,6.79
79.167,6.79
79.208,6.79
79.25,6.79
79.292,6.79
79.333,6.79
79.375,6.79
79.417,6.79
79.458,6.79
79.5,6.79
79.542,6.79
79.583,6.79
79.625,6.79
79.667,6.79
79.708,6.79
79.75,6.79
79.792,6.79
79.833,6.79
79.875,6.79
79.917,6.79
79.958,6.79
80,6.22
80.042,6.22
80.083,6.22
80.125,6.22
80.167,6.22
80.208,6.22
80.25,6.22
80.292,6.22
80.333,6.22
80.375,6.22
80.417,6.22
80.458,6.22
80.5,6.22
80.542,6.22
80.583,6.22
80.625,6.22
80.667,6.22
80.708,6.22
80.75,6.22
80.792,6.22
80.833,6.22
80.875,6.22
80.917,6.22
80.958,6.22
81,5.75
81.042,5.75
81.083,5.75
81.125,5.75
81.167,5.75
81.208,5.75
81.25,5.75
81.292,5.75
81.333,5.75
81.375,5.75
81.417,5.75
81.458,5.75
81.5,5.75
81.542,5.75
81.583,5.75
81.625,5.75
81.667,5.75
81.708,5.75
81.75,5.75
81.792,5.75
81.833,5.75
81.875,5.75
81.917,5.75
81.958,5.75
82,6.06
82.042,6.06
82.083,6.06
82.125,6.06
82.167,6.06
82.208,6.06
82.25,6.06
82.292,6.06
82.333,6.06
82.375,6.06
82.417,6.06
82.458,6.06
82.5,6.06
82.542,6.06
82.583,6.06
82.625,6.06
82.667,6.06
82.708,6.06
82.75,6.06
82.792,6.06
82.833,6.06
82.875,6.06
82.917,6.06
82.958,6.06
83,5.7
83.042,5.7
83.083,5.7
83.125,5.7
83.167,5.7
83.208,5.7
83.25,5.7
83.292,5.7
83.333,5.7
83.375,5.7
83.417,5.7
83.458,5.7
83.5,5.7
83.542,5.7
83.583,5.7
83.625,5.7
83.667,5.7
83.708,5.7
83.75,5.7
83.792,5.7
83.833,5.7
83.875,5.7
83.917,5.7
83.958,5.7
84,5.88
84.042,5.88
84.083,5.88
84.125,5.88
84.167,5.88
84.208,5.88
84.25,5.88
84.292,5.88
84.333,5.88
84.375,5.88
84.417,5.88
84.458,5.88
84.5,5.88
84.542,5.88
84.583,5.88
84.625,5.88
84.667,5.88
84.708,5.88
84.75,5.88
84.792,5.88
84.833,5.88
84.875,5.88
84.917,5.88
84.958,5.88
85,6.05
85.042,6.05
85.083,6.05
85.125,6.05
85.167,6.05
85.208,6.05
85.25,6.05
85.292,6.05
85.333,6.05
85.375,6.05
85.417,6.05
85.458,6.05
85.5,6.05
85.542,6.05
85.583,6.05
85.625,6.05
85.667,6.05
85.708,6.05
85.75,6.05
85.792,6.05
85.833,6.05
85.875,6.05
85.917,6.05
85.958,6.05
86,6.66
86.042,6.66
86.083,6.66
86.125,6.66
86.167,6.66
86.208,6.66
86.25,6.66
86.292,6.66
86.333,6.66
86.375,6.66
86.417,6.66
86.458,6.66
86.5,6.66
86.542,6.66
86.583,6.66
86.625,6.66
86.667,6.66
86.708,6.66
86.75,6.66
86.792,6.66
86.833,6.66
86.875,6.66
86.917,6.66
86.958,6.66
87,6.18
87.042,6.18
87.083,6.18
87.125,6.18
87.167,6.18
87.208,6.18
87.25,6.18
87.292,6.18
87.333,6.18
87.375,6.18
87.417,6.18
87.458,6.18
87.5,6.18
87.542,6.18
87.583,6.18
87.625,6.18
87.667,6.18
87.708,6.18
87.75,6.18
87.792,6.18
87.833,6.18
87.875,6.18
87.917,6.18
87.958,6.18
88,6.77
88.042,6.77
88.083,6.77
88.125,6.77
88.167,6.77
88.208,6.77
88.25,6.77
88.292,6.77
88.333,6.77
88.375,6.77
88.417,6.77
88.458,6.77
88.5,6.77
88.542,6.77
88.583,6.77
88.625,6.77
88.667,6.77
88.708,6.77
88.75,6.77
88.792,6.77
88.833,6.77
88.875,6.77
88.917,6.77
88.958,6.77
89,6.95
89.042,6.95
89.083,6.95
89.125,6.95
89.167,6.95
89.208,6.95
89.25,6.95
89.292,6.95
89.333,6.95
89.375,6.95
89.417,6.95
89.458,6.95
89.5,6.95
89.542,6.95
89.583,6.95
89.625,6.95
89.667,6.95
89.708,6.95
89.75,6.95
89.792,6.95
89.833,6.95
89.875,6.95
89.917,6.95
89.958,6.95
90,7.23
90.042,7.23
90.083,7.23
90.125,7.23
90.167,7.23
90.208,7.23
90.25,7.23
90.292,7.23
90.333,7.23
90.375,7.23
90.417,7.23
90.458,7.23
90.5,7.23
90.542,7.23
90.583,7.23
90.625,7.23
90.667,7.23
90.708,7.23
90.75,7.23
90.792,7.23
90.833,7.23
90.875,7.23
90.917,7.23
90.958,7.23
91,7.82
91.042,7.82
91.083,7.82
91.125,7.82
91.167,7.82
91.208,7.82
91.25,7.82
91.292,7.82
91.333,7.82
91.375,7.82
91.417,7.82
91.458,7.82
91.5,7.82
91.542,7.82
91.583,7.82
91.625,7.82
91.667,7.82
91.708,7.82
91.75,7.82
91.792,7.82
91.833,7.82
91.875,7.82
91.917,7.82
91.958,7.82
92,6.53
92.042,6.53
92.083,6.53
92.125,6.53
92.167,6.53
92.208,6.53
92.25,6.53
92.292,6.53
92.333,6.53
92.375,6.53
92.417,6.53
92.458,6.53
92.5,6.53
92.542,6.53
92.583,6.53
92.625,6.53
92.667,6.53
92.708,6.53
92.75,6.53
92.792,6.53
92.833,6.53
92.875,6.53
92.917,6.53
92.958,6.53
93,6.56
93.042,6.56
93.083,6.56
93.125,6.56
93.167,6.56
93.208,6.56
93.25,6.56
93.292,6.56
93.333,6.56
93.375,6.56
93.417,6.56
93.458,6.56
93.5,6.56
93.542,6.56
93.583,6.56
93.625,6.56
93.667,6.56
93.708,6.56
93.75,6.56
93.792,6.56
93.833,6.56
93.875,6.56
93.917,6.56
93.958,6.56
94,6.8
94.042,6.8
94.083,6.8
94.125,6.8
94.167,6.8
94.208,6.8
94.25,6.8
94.292,6.8
94.333,6.8
94.375,6.8
94.417,6.8
94.458,6.8
94.5,6.8
94.542,6.8
94.583,6.8
94.625,6.8
94.667,6.8
94.708,6.8
94.75,6.8
94.792,6.8
94.833,6.8
94.875,6.8
94.917,6.8
94.958,6.8
95,6.54
95.042,6.54
95.083,6.54
95.125,6.54
95.167,6.54
95.208,6.54
95.25,6.54
95.292,6.54
95.333,6.54
95.375,6.54
95.417,6.54
95.458,6.54
95.5,6.54
95.542,6.54
95.583,6.54
95.625,6.54
95.667,6.54
95.708,6.54
95.75,6.54
95.792,6.54
95.833,6.54
95.875,6.54
95.917,6.54
95.958,6.54
96,6.13
96.042,6.13
96.083,6.13
96.125,6.13
96.167,6.13
96.208,6.13
96.25,6.13
96.292,6.13
96.333,6.13
96.375,6.13
96.417,6.13
96.458,6.13
96.5,6.13
96.542,6.13
96.583,6.13
96.625,6.13
96.667,6.13
96.708,6.13
96.75,6.13
96.792,6.13
96.833,6.13
96.875,6.13
96.917,6.13
96.958,6.13
97,5.94
97.042,5.94
97.083,5.94
97.125,5.94
97.167,5.94
97.208,5.94
97.25,5.94
97.292,5.94
97.333,5.94
97.375,5.94
97.417,5.94
97.458,5.94
97.5,5.94
97.542,5.94
97.583,5.94
97.625,5.94
97.667,5.94
97.708,5.94
97.75,5.94
97.792,5.94
97.833,5.94
97.875,5.94
97.917,5.94
97.958,5.94
98,4.6
98.042,4.6
98.083,4.6
98.125,4.6
98.167,4.6
98.208,4.6
98.25,4.6
98.292,4.6
98.333,4.6
98.375,4.6
98.417,4.6
98.458,4.6
98.5,4.6
98.542,4.6
98.583,4.6
98.625,4.6
98.667,4.6
98.708,4.6
98.75,4.6
98.792,4.6
98.833,4.6
98.875,4.6
98.917,4.6
98.958,4.6
99,4.91
99.042,4.91
99.083,4.91
99.125,4.91
99.167,4.91
99.208,4.91
99.25,4.91
99.292,4.91
99.333,4.91
99.375,4.91
99.417,4.91
99.458,4.91
99.5,4.91
99.542,4.91
99.583,4.91
99.625,4.91
99.667,4.91
99.708,4.91
99.75,4.91
99.792,4.91
99.833,4.91
99.875,4.91
99.917,4.91
99.958,4.91
100,5.67
100.042,5.67
100.083,5.67
100.125,5.67
100.167,5.67
100.208,5.67
100.25,5.67
100.292,5.67
100.333,5.67
100.375,5.67
100.417,5.67
100.458,5.67
100.5,5.67
100.542,5.67
100.583,5.67
100.625,5.67
100.667,5.67
100.708,5.67
100.75,5.67
100.792,5.67
100.833,5.67
100.875,5.67
100.917,5.67
100.958,5.67
101,6.24
101.042,6.24
101.083,6.24
101.125,6.24
101.167,6.24
101.208,6.24
101.25,6.24
101.292,6.24
101.333,6.24
101.375,6.24
101.417,6.24
101.458,6.24
101.5,6.24
101.542,6.24
101.583,6.24
101.625,6.24
101.667,6.24
101.708,6.24
101.75,6.24
101.792,6.24
101.833,6.24
101.875,6.24
101.917,6.24
101.958,6.24
102,6.88
102.042,6.88
102.083,6.88
102.125,6.88
102.167,6.88
102.208,6.88
102.25,6.88
102.292,6.88
102.333,6.88
102.375,6.88
102.417,6.88
102.458,6.88
102.5,6.88
102.542,6.88
102.583,6.88
102.625,6.88
102.667,6.88
102.708,6.88
102.75,6.88
102.792,6.88
102.833,6.88
102.875,6.88
102.917,6.88
102.958,6.88
103,7.62
103.042,7.62
103.083,7.62
103.125,7.62
103.167,7.62
103.208,7.62
103.25,7.62
103.292,7.62
103.333,7.62
103.375,7.62
103.417,7.62
103.458,7.62
103.5,7.62
103.542,7.62
103.583,7.62
103.625,7.62
103.667,7.62
103.708,7.62
103.75,7.62
103.792,7.62
103.833,7.62
103.875,7.62
103.917,7.62
103.958,7.62
104,7.24
104.042,7.24
104.083,7.24
104.125,7.24
104.167,7.24
104.208,7.24
104.25,7.24
104.292,7.24
104.333,7.24
104.375,7.24
104.417,7.24
104.458,7.24
104.5,7.24
104.542,7.24
104.583,7.24
104.625,7.24
104.667,7.24
104.708,7.24
104.75,7.24
104.792,7.24
104.833,7.24
104.875,7.24
104.917,7.24
104.958,7.24
105,5.59
105.042,5.59
105.083,5.59
105.125,5.59
105.167,5.59
105.208,5.59
105.25,5.59
105.292,5.59
105.333,5.59
105.375,5.59
105.417,5.59
105.458,5.59
105.5,5.59
105.542,5.59
105.583,5.59
105.625,5.59
105.667,5.59
105.708,5.59
105.75,5.59
105.792,5.59
105.833,5.59
105.875,5.59
105.917,5.59
105.958,5.59
106,6.74
106.042,6.74
106.083,6.74
106.125,6.74
106.167,6.74
106.208,6.74
106.25,6.74
106.292,6.74
106.333,6.74
106.375,6.74
106.417,6.74
106.458,6.74
106.5,6.74
106.542,6.74
106.583,6.74
106.625,6.74
106.667,6.74
106.708,6.74
106.75,6.74
106.792,6.74
106.833,6.74
106.875,6.74
106.917,6.74
106.958,6.74
107,7.66
107.042,7.66
107.083,7.66
107.125,7.66
107.167,7.66
107.208,7.66
107.25,7.66
107.292,7.66
107.333,7.66
107.375,7.66
107.417,7.66
107.458,7.66
107.5,7.66
107.542,7.66
107.583,7.66
107.625,7.66
107.667,7.66
107.708,7.66
107.75,7.66
107.792,7.66
107.833,7.66
107.875,7.66
107.917,7.66
107.958,7.66
108,8.32
108.042,8.32
108.083,8.32
108.125,8.32
108.167,8.32
108.208,8.32
108.25,8.32
108.292,8.32
108.333,8.32
108.375,8.32
108.417,8.32
108.458,8.32
108.5,8.32
108.542,8.32
108.583,8.32
108.625,8.32
108.667,8.32
108.708,8.32
108.75,8.32
108.792,8.32
108.833,8.32
108.875,8.32
108.917,8.32
108.958,8.32
109,7.66
109.042,7.66
109.083,7.66
109.125,7.66
109.167,7.66
109.208,7.66
109.25,7.66
109.292,7.66
109.333,7.66
109.375,7.66
109.417,7.66
109.458,7.66
109.5,7.66
109.542,7.66
109.583,7.66
109.625,7.66
109.667,7.66
109.708,7.66
109.75,7.66
109.792,7.66
109.833,7.66
109.875,7.66
109.917,7.66
109.958,7.66
110,7.12
110.042,7.12
110.083,7.12
110.125,7.12
110.167,7.12
110.208,7.12
110.25,7.12
110.292,7.12
110.333,7.12
110.375,7.12
110.417,7.12
110.458,7.12
110.5,7.12
110.542,7.12
110.583,7.12
110.625,7.12
110.667,7.12
110.708,7.12
110.75,7.12
110.792,7.12
110.833,7.12
110.875,7.12
110.917,7.12
110.958,7.12
111,7.12
111.042,7.12
111.083,7.12
111.125,7.12
111.167,7.12
111.208,7.12
111.25,7.12
111.292,7.12
111.333,7.12
111.375,7.12
111.417,7.12
111.458,7.12
111.5,7.12
111.542,7.12
111.583,7.12
111.625,7.12
111.667,7.12
111.708,7.12
111.75,7.12
111.792,7.12
111.833,7.12
111.875,7.12
111.917,7.12
111.958,7.12
112,7.53
112.042,7.53
112.083,7.53
112.125,7.53
112.167,7.53
112.208,7.53
112.25,7.53
112.292,7.53
112.333,7.53
112.375,7.53
112.417,7.53
112.458,7.53
112.5,7.53
112.542,7.53
112.583,7.53
112.625,7.53
112.667,7.53
112.708,7.53
112.75,7.53
112.792,7.53
112.833,7.53
112.875,7.53
112.917,7.53
112.958,7.53
113,8.14
113.042,8.14
113.083,8.14
113.125,8.14
113.167,8.14
113.208,8.14
113.25,8.14
113.292,8.14
113.333,8.14
113.375,8.14
113.417,8.14
113.458,8.14
113.5,8.14
113.542,8.14
113.583,8.14
113.625,8.14
113.667,8.14
113.708,8.14
113.75,8.14
113.792,8.14
113.833,8.14
113.875,8.14
113.917,8.14
113.958,8.14
114,7.69
114.042,7.69
114.083,7.69
114.125,7.69
114.167,7.69
114.208,7.69
114.25,7.69
114.292,7.69
114.333,7.69
114.375,7.69
114.417,7.69
114.458,7.69
114.5,7.69
114.542,7.69
114.583,7.69
114.625,7.69
114.667,7.69
114.708,7.69
114.75,7.69
114.792,7.69
114.833,7.69
114.875,7.69
114.917,7.69
114.958,7.69
115,7.63
115.042,7.63
115.083,7.63
115.125,7.63
115.167,7.63
115.208,7.63
115.25,7.63
115.292,7.63
115.333,7.63
115.375,7.63
115.417,7.63
115.458,7.63
115.5,7.63
115.542,7.63
115.583,7.63
115.625,7.63
115.667,7.63
115.708,7.63
115.75,7.63
115.792,7.63
115.833,7.63
115.875,7.63
115.917,7.63
115.958,7.63
116,7.43
116.042,7.43
116.083,7.43
116.125,7.43
116.167,7.43
116.208,7.43
116.25,7.43
116.292,7.43
116.333,7.43
116.375,7.43
116.417,7.43
116.458,7.43
116.5,7.43
116.542,7.43
116.583,7.43
116.625,7.43
116.667,7.43
116.708,7.43
116.75,7.43
116.792,7.43
116.833,7.43
116.875,7.43
116.917,7.43
116.958,7.43
117,7.7
117.042,7.7
117.083,7.7
117.125,7.7
117.167,7.7
117.208,7.7
117.25,7.7
117.292,7.7
117.333,7.7
117.375,7.7
117.417,7.7
117.458,7.7
117.5,7.7
117.542,7.7
117.583,7.7
117.625,7.7
117.667,7.7
117.708,7.7
117.75,7.7
117.792,7.7
117.833,7.7
117.875,7.7
117.917,7.7
117.958,7.7
118,7.92
118.042,7.92
118.083,7.92
118.125,7.92
118.167,7.92
118.208,7.92
118.25,7.92
118.292,7.92
118.333,7.92
118.375,7.92
118.417,7.92
118.458,7.92
118.5,7.92
118.542,7.92
118.583,7.92
118.625,7.92
118.667,7.92
118.708,7.92
118.75,7.92
118.792,7.92
118.833,7.92
118.875,7.92
118.917,7.92
118.958,7.92
119,7.77
119.042,7.77
119.083,7.77
119.125,7.77
119.167,7.77
119.208,7.77
119.25,7.77
119.292,7.77
119.333,7.77
119.375,7.77
119.417,7.77
119.458,7.77
119.5,7.77
119.542,7.77
119.583,7.77
119.625,7.77
119.667,7.77
119.708,7.77
119.75,7.77
119.792,7.77
119.833,7.77
119.875,7.77
119.917,7.77
119.958,7.77
120,7
120.042,7
120.083,7
120.125,7
120.167,7
120.208,7
120.25,7
120.292,7
120.333,7
120.375,7
120.417,7
120.458,7
120.5,7
120.542,7
120.583,7
120.625,7
120.667,7
120.708,7
120.75,7
120.792,7
120.833,7
120.875,7
120.917,7
120.958,7
121,6.88
121.042,6.88
121.083,6.88
121.125,6.88
121.167,6.88
121.208,6.88
121.25,6.88
121.292,6.88
121.333,6.88
121.375,6.88
121.417,6.88
121.458,6.88
121.5,6.88
121.542,6.88
121.583,6.88
121.625,6.88
121.667,6.88
121.708,6.88
121.75,6.88
121.792,6.88
121.833,6.88
121.875,6.88
121.917,6.88
121.958,6.88
122,7.22
122.042,7.22
122.083,7.22
122.125,7.22
122.167,7.22
122.208,7.22
122.25,7.22
122.292,7.22
122.333,7.22
122.375,7.22
122.417,7.22
122.458,7.22
122.5,7.22
122.542,7.22
122.583,7.22
122.625,7.22
122.667,7.22
122.708,7.22
122.75,7.22
122.792,7.22
122.833,7.22
122.875,7.22
122.917,7.22
122.958,7.22
123,7.86
123.042,7.86
123.083,7.86
123.125,7.86
123.167,7.86
123.208,7.86
123.25,7.86
123.292,7.86
123.333,7.86
123.375,7.86
123.417,7.86
123.458,7.86
123.5,7.86
123.542,7.86
123.583,7.86
123.625,7.86
123.667,7.86
123.708,7.86
123.75,7.86
123.792,7.86
123.833,7.86
123.875,7.86
123.917,7.86
123.958,7.86
124,8.57
124.042,8.57
124.083,8.57
124.125,8.57
124.167,8.57
124.208,8.57
124.25,8.57
124.292,8.57
124.333,8.57
124.375,8.57
124.417,8.57
124.458,8.57
124.5,8.57
124.542,8.57
124.583,8.57
124.625,8.57
124.667,8.57
124.708,8.57
124.75,8.57
124.792,8.57
124.833,8.57
124.875,8.57
124.917,8.57
124.958,8.57
125,8.49
125.042,8.49
125.083,8.49
125.125,8.49
125.167,8.49
125.208,8.49
125.25,8.49
125.292,8.49
125.333,8.49
125.375,8.49
125.417,8.49
125.458,8.49
125.5,8.49
125.542,8.49
125.583,8.49
125.625,8.49
125.667,8.49
125.708,8.49
125.75,8.49
125.792,8.49
125.833,8.49
125.875,8.49
125.917,8.49
125.958,8.49
126,8.7
126.042,8.7
126.083,8.7
126.125,8.7
126.167,8.7
126.208,8.7
126.25,8.7
126.292,8.7
126.333,8.7
126.375,8.7
126.417,8.7
126.458,8.7
126.5,8.7
126.542,8.7
126.583,8.7
126.625,8.7
126.667,8.7
126.708,8.7
126.75,8.7
126.792,8.7
126.833,8.7
126.875,8.7
126.917,8.7
126.958,8.7
127,8.7
127.042,8.7
127.083,8.7
127.125,8.7
127.167,8.7
127.208,8.7
127.25,8.7
127.292,8.7
127.333,8.7
127.375,8.7
127.417,8.7
127.458,8.7
127.5,8.7
127.542,8.7
127.583,8.7
127.625,8.7
127.667,8.7
127.708,8.7
127.75,8.7
127.792,8.7
127.833,8.7
127.875,8.7
127.917,8.7
127.958,8.7
128,8.62
128.042,8.62
128.083,8.62
128.125,8.62
128.167,8.62
128.208,8.62
128.25,8.62
128.292,8.62
128.333,8.62
128.375,8.62
128.417,8.62
128.458,8.62
128.5,8.62
128.542,8.62
128.583,8.62
128.625,8.62
128.667,8.62
128.708,8.62
128.75,8.62
128.792,8.62
128.833,8.62
128.875,8.62
128.917,8.62
128.958,8.62
129,8.7
129.042,8.7
129.083,8.7
129.125,8.7
129.167,8.7
129.208,8.7
129.25,8.7
129.292,8.7
129.333,8.7
129.375,8.7
129.417,8.7
129.458,8.7
129.5,8.7
129.542,8.7
129.583,8.7
129.625,8.7
129.667,8.7
129.708,8.7
129.75,8.7
129.792,8.7
129.833,8.7
129.875,8.7
129.917,8.7
129.958,8.7
130,8.46
130.042,8.46
130.083,8.46
130.125,8.46
130.167,8.46
130.208,8.46
130.25,8.46
130.292,8.46
130.333,8.46
130.375,8.46
130.417,8.46
130.458,8.46
130.5,8.46
130.542,8.46
130.583,8.46
130.625,8.46
130.667,8.46
130.708,8.46
130.75,8.46
130.792,8.46
130.833,8.46
130.875,8.46
130.917,8.46
130.958,8.46
131,8.92
131.042,8.92
131.083,8.92
131.125,8.92
131.167,8.92
131.208,8.92
131.25,8.92
131.292,8.92
131.333,8.92
131.375,8.92
131.417,8.92
131.458,8.92
131.5,8.92
131.542,8.92
131.583,8.92
131.625,8.92
131.667,8.92
131.708,8.92
131.75,8.92
131.792,8.92
131.833,8.92
131.875,8.92
131.917,8.92
131.958,8.92
132,8.85
132.042,8.85
132.083,8.85
132.125,8.85
132.167,8.85
132.208,8.85
132.25,8.85
132.292,8.85
132.333,8.85
132.375,8.85
132.417,8.85
132.458,8.85
132.5,8.85
132.542,8.85
132.583,8.85
132.625,8.85
132.667,8.85
132.708,8.85
132.75,8.85
132.792,8.85
132.833,8.85
132.875,8.85
132.917,8.85
132.958,8.85
133,8.61
133.042,8.61
133.083,8.61
133.125,8.61
133.167,8.61
133.208,8.61
133.25,8.61
133.292,8.61
133.333,8.61
133.375,8.61
133.417,8.61
133.458,8.61
133.5,8.61
133.542,8.61
133.583,8.61
133.625,8.61
133.667,8.61
133.708,8.61
133.75,8.61
133.792,8.61
133.833,8.61
133.875,8.61
133.917,8.61
133.958,8.61
134,8.4
134.042,8.4
134.083,8.4
134.125,8.4
134.167,8.4
134.208,8.4
134.25,8.4
134.292,8.4
134.333,8.4
134.375,8.4
134.417,8.4
134.458,8.4
134.5,8.4
134.542,8.4
134.583,8.4
134.625,8.4
134.667,8.4
134.708,8.4
134.75,8.4
134.792,8.4
134.833,8.4
134.875,8.4
134.917,8.4
134.958,8.4
135,7.84
135.042,7.84
135.083,7.84
135.125,7.84
135.167,7.84
135.208,7.84
135.25,7.84
135.292,7.84
135.333,7.84
135.375,7.84
135.417,7.84
135.458,7.84
135.5,7.84
135.542,7.84
135.583,7.84
135.625,7.84
135.667,7.84
135.708,7.84
135.75,7.84
135.792,7.84
135.833,7.84
135.875,7.84
135.917,7.84
135.958,7.84
136,5.86
136.042,5.86
136.083,5.86
136.125,5.86
136.167,5.86
136.208,5.86
136.25,5.86
136.292,5.86
136.333,5.86
136.375,5.86
136.417,5.86
136.458,5.86
136.5,5.86
136.542,5.86
136.583,5.86
136.625,5.86
136.667,5.86
136.708,5.86
136.75,5.86
136.792,5.86
136.833,5.86
136.875,5.86
136.917,5.86
136.958,5.86
137,6.84
137.042,6.84
137.083,6.84
137.125,6.84
137.167,6.84
137.208,6.84
137.25,6.84
137.292,6.84
137.333,6.84
137.375,6.84
137.417,6.84
137.458,6.84
137.5,6.84
137.542,6.84
137.583,6.84
137.625,6.84
137.667,6.84
137.708,6.84
137.75,6.84
137.792,6.84
137.833,6.84
137.875,6.84
137.917,6.84
137.958,6.84
138,6.91
138.042,6.91
138.083,6.91
138.125,6.91
138.167,6.91
138.208,6.91
138.25,6.91
138.292,6.91
138.333,6.91
138.375,6.91
138.417,6.91
138.458,6.91
138.5,6.91
138.542,6.91
138.583,6.91
138.625,6.91
138.667,6.91
138.708,6.91
138.75,6.91
138.792,6.91
138.833,6.91
138.875,6.91
138.917,6.91
138.958,6.91
139,6.76
139.042,6.76
139.083,6.76
139.125,6.76
139.167,6.76
139.208,6.76
139.25,6.76
139.292,6.76
139.333,6.76
139.375,6.76
139.417,6.76
139.458,6.76
139.5,6.76
139.542,6.76
139.583,6.76
139.625,6.76
139.667,6.76
139.708,6.76
139.75,6.76
139.792,6.76
139.833,6.76
139.875,6.76
139.917,6.76
139.958,6.76
140,7.78
140.042,7.78
140.083,7.78
140.125,7.78
140.167,7.78
140.208,7.78
140.25,7.78
140.292,7.78
140.333,7.78
140.375,7.78
140.417,7.78
140.458,7.78
140.5,7.78
140.542,7.78
140.583,7.78
140.625,7.78
140.667,7.78
140.708,7.78
140.75,7.78
140.792,7.78
140.833,7.78
140.875,7.78
140.917,7.78
140.958,7.78
141,7.34
141.042,7.34
141.083,7.34
141.125,7.34
141.167,7.34
141.208,7.34
141.25,7.34
141.292,7.34
141.333,7.34
141.375,7.34
141.417,7.34
141.458,7.34
141.5,7.34
141.542,7.34
141.583,7.34
141.625,7.34
141.667,7.34
141.708,7.34
141.75,7.34
141.792,7.34
141.833,7.34
141.875,7.34
141.917,7.34
141.958,7.34
142,7.85
142.042,7.85
142.083,7.85
142.125,7.85
142.167,7.85
142.208,7.85
142.25,7.85
142.292,7.85
142.333,7.85
142.375,7.85
142.417,7.85
142.458,7.85
142.5,7.85
142.542,7.85
142.583,7.85
142.625,7.85
142.667,7.85
142.708,7.85
142.75,7.85
142.792,7.85
142.833,7.85
142.875,7.85
142.917,7.85
142.958,7.85
143,8.81
143.042,8.81
143.083,8.81
143.125,8.81
143.167,8.81
143.208,8.81
143.25,8.81
143.292,8.81
143.333,8.81
143.375,8.81
143.417,8.81
143.458,8.81
143.5,8.81
143.542,8.81
143.583,8.81
143.625,8.81
143.667,8.81
143.708,8.81
143.75,8.81
143.792,8.81
143.833,8.81
143.875,8.81
143.917,8.81
143.958,8.81
144,9.26
144.042,9.26
144.083,9.26
144.125,9.26
144.167,9.26
144.208,9.26
144.25,9.26
144.292,9.26
144.333,9.26
144.375,9.26
144.417,9.26
144.458,9.26
144.5,9.26
144.542,9.26
144.583,9.26
144.625,9.26
144.667,9.26
144.708,9.26
144.75,9.26
144.792,9.26
144.833,9.26
144.875,9.26
144.917,9.26
144.958,9.26
145,8.57
145.042,8.57
145.083,8.57
145.125,8.57
145.167,8.57
145.208,8.57
145.25,8.57
145.292,8.57
145.333,8.57
145.375,8.57
145.417,8.57
145.458,8.57
145.5,8.57
145.542,8.57
145.583,8.57
145.625,8.57
145.667,8.57
145.708,8.57
145.75,8.57
145.792,8.57
145.833,8.57
145.875,8.57
145.917,8.57
145.958,8.57
146,8.16
146.042,8.16
146.083,8.16
146.125,8.16
146.167,8.16
146.208,8.16
146.25,8.16
146.292,8.16
146.333,8.16
146.375,8.16
146.417,8.16
146.458,8.16
146.5,8.16
146.542,8.16
146.583,8.16
146.625,8.16
146.667,8.16
146.708,8.16
146.75,8.16
146.792,8.16
146.833,8.16
146.875,8.16
146.917,8.16
146.958,8.16
147,8.93
147.042,8.93
147.083,8.93
147.125,8.93
147.167,8.93
147.208,8.93
147.25,8.93
147.292,8.93
147.333,8.93
147.375,8.93
147.417,8.93
147.458,8.93
147.5,8.93
147.542,8.93
147.583,8.93
147.625,8.93
147.667,8.93
147.708,8.93
147.75,8.93
147.792,8.93
147.833,8.93
147.875,8.93
147.917,8.93
147.958,8.93
148,9.47
148.042,9.47
