 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
  193.4042,     11.94,      0.40,    327.66,
  193.4458,     11.91,      0.40,    327.66,
  193.4877,     11.88,      0.40,    327.66,
  193.5294,     11.87,      0.40,    327.66,
  193.5710,     11.86,      0.40,    327.66,
  193.6128,     11.86,      0.40,    327.66,
  193.6542,     12.05,      5.48,    327.66,
  193.6958,     12.40,     97.14,    327.66,
  193.7374,     12.37,    102.15,    327.66,
  193.7792,     12.39,    102.28,    327.66,
  193.8210,     12.41,    102.22,    327.66,
  193.8626,     12.42,    102.39,    327.66,
  193.9044,     12.43,    102.70,    327.66,
  193.9459,     12.44,    101.53,    327.66,
  193.9876,     12.44,     55.26,    327.66,
  194.0293,     12.41,      2.96,    327.66,
  194.0712,     12.35,      0.40,    327.66,
  194.1129,     12.16,      0.40,    327.66,
  194.1549,     11.98,      0.40,    327.66,
  194.1962,     11.87,      0.40,    327.66,
  194.2379,     11.82,      0.40,    327.66,
  194.2799,     11.81,      0.40,    327.66,
  194.3218,     11.83,      0.40,    327.66,
  194.3632,     11.88,      0.40,    327.66,
  194.4053,     11.95,      0.40,    327.66,
  194.4469,     12.02,      0.40,    327.66,
  194.4883,     12.20,      2.95,    327.66,
  194.5298,     12.35,     47.59,    327.66,
  194.5717,     12.39,     51.95,    327.66,
  194.6133,     12.44,     99.19,    327.66,
  194.6550,     12.48,    101.82,    327.66,
  194.6967,     12.51,    101.66,    327.66,
  194.7382,     12.53,    102.03,    327.66,
  194.7800,     12.54,    102.08,    327.66,
  194.8217,     12.56,    102.18,    327.66,
  194.8634,     12.57,    102.91,    327.66,
  194.9050,     12.55,    102.84,    327.66,
  194.9469,     12.52,     99.40,    327.66,
  194.9886,     12.41,      6.31,    327.66,
  195.0306,     12.25,      0.40,    327.66,
  195.0719,     12.04,      0.40,    327.66,
  195.1136,     11.94,      0.40,    327.66,
  195.1556,     11.94,      0.40,    327.66,
  195.1976,     11.90,      0.40,    327.66,
  195.2393,     11.82,      0.40,    327.66,
  195.2805,     11.80,      0.40,    327.66,
  195.3221,     11.79,      0.40,    327.66,
  195.3643,     11.79,      0.40,    327.66,
  195.4059,     11.97,      2.57,    327.66,
  195.4474,     12.29,     46.40,    327.66,
  195.4889,     12.26,     49.89,    327.66,
  195.5307,     12.24,     49.41,    327.66,
  195.5724,     12.24,     49.48,    327.66,
  195.6142,     12.28,     48.86,    327.66,
  195.6562,     11.95,      0.40,    327.66,
  195.6979,     11.98,      0.40,    327.66,
  195.7391,     12.13,     10.07,    327.66,
  195.7808,     12.31,     51.79,    327.66,
  195.8225,     12.33,     77.26,    327.66,
  195.8642,     12.31,     78.23,    327.66,
  195.9059,     12.31,     79.36,    327.66,
  195.9476,     12.42,    101.29,    327.66,
  195.9892,     12.41,     53.65,    327.66,
  196.0310,     12.44,     48.17,    327.66,
  196.0731,     12.43,      2.96,    327.66,
  196.1150,     12.40,      0.40,    327.66,
  196.1563,     12.27,      0.40,    327.66,
  196.1983,     12.08,      0.40,    327.66,
  196.2400,     12.00,      3.00,    327.66,
  196.2813,     12.06,     37.24,    327.66,
  196.3233,     12.13,     37.28,    327.66,
  196.3648,     12.01,      2.49,    327.66,
  196.4066,     11.92,      0.40,    327.66,
  196.4482,     11.94,      0.40,    327.66,
  196.4898,     11.97,      0.40,    327.66,
  196.5316,     12.12,      3.05,    327.66,
  196.5735,     12.28,     47.14,    327.66,
  196.6150,     12.31,     52.37,    327.66,
  196.6566,     12.45,     99.40,    327.66,
  196.6982,     12.46,    101.62,    327.66,
  196.7399,     12.46,    101.96,    327.66,
  196.7816,     12.45,    101.88,    327.66,
  196.8233,     12.45,    101.99,    327.66,
  196.8650,     12.47,    102.73,    327.66,
  196.9068,     12.50,    102.88,    327.66,
  196.9484,     12.51,    102.63,    327.66,
  196.9901,     12.50,     99.92,    327.66,
  197.0319,     12.44,      8.80,    327.66,
  197.0740,     12.26,      0.42,    327.66,
  197.1157,     12.05,      0.40,    327.66,
  197.1570,     11.94,      0.40,    327.66,
  197.1990,     11.93,      0.40,    327.66,
  197.2407,     12.00,      0.72,    327.66,
  197.2822,     12.01,      0.61,    327.66,
  197.3239,     12.02,      0.47,    327.66,
  197.3659,     12.01,      0.40,    327.66,
  197.4072,     12.08,      2.80,    327.66,
  197.4491,     12.35,     50.13,    327.66,
  197.4910,     12.27,     10.67,    327.66,
  197.5324,     12.32,     46.86,    327.66,
  197.5740,     12.30,     52.19,    327.66,
  197.6157,     12.43,    100.18,    327.66,
  197.6573,     12.44,    101.65,    327.66,
  197.6991,     12.48,    102.65,    327.66,
  197.7408,     12.51,    102.84,    327.66,
  197.7825,     12.51,    102.64,    327.66,
  197.8241,     12.50,    102.88,    327.66,
  197.8657,     12.47,    103.10,    327.66,
  197.9075,     12.46,    103.15,    327.66,
  197.9492,     12.46,    103.41,    327.66,
  197.9908,     12.47,    100.16,    327.66,
  198.0326,     12.47,      9.69,    327.66,
  198.0747,     12.42,      0.49,    327.66,
  198.1163,     12.21,      0.40,    327.66,
  198.1577,     12.04,      0.40,    327.66,
  198.1997,     11.96,      0.40,    327.66,
  198.2413,     11.97,      1.11,    327.66,
  198.2830,     12.05,      1.83,    327.66,
  198.3246,     12.11,      1.85,    327.66,
  198.3667,     12.10,      0.76,    327.66,
  198.4080,     12.20,      2.13,    327.66,
  198.4496,     12.23,      1.29,    327.66,
  198.4916,     12.21,      0.40,    327.66,
  198.5329,     12.35,      5.72,    327.66,
  198.5746,     12.50,     97.47,    327.66,
  198.6164,     12.55,    102.97,    327.66,
  198.6581,     12.58,    102.31,    327.66,
  198.6999,     12.58,    101.62,    327.66,
  198.7414,     12.56,    102.09,    327.66,
  198.7832,     12.54,    102.49,    327.66,
  198.8248,     12.55,    102.42,    327.66,
  198.8667,     12.55,    102.57,    327.66,
  198.9084,     12.55,    102.50,    327.66,
  198.9499,     12.53,    102.54,    327.66,
  198.9917,     12.52,    102.21,    327.66,
  199.0333,     12.52,     65.05,    327.66,
  199.0753,     12.51,     56.77,    327.66,
  199.1167,     12.48,     56.25,    327.66,
  199.1585,     12.45,     56.10,    327.66,
  199.2002,     12.38,     56.08,    327.66,
  199.2422,     12.36,     53.79,    327.66,
  199.2839,     12.27,      3.15,    327.66,
  199.3254,     12.21,      0.40,    327.66,
  199.3670,     12.15,      0.40,    327.66,
  199.4089,     12.12,      0.40,    327.66,
  199.4504,     12.11,      0.40,    327.66,
  199.4921,     12.13,      0.40,    327.66,
  199.5342,     12.16,      0.40,    327.66,
  199.5759,     12.31,      2.70,    327.66,
  199.6173,     12.40,     52.69,    327.66,
  199.6588,     12.43,     55.86,    327.66,
  199.7006,     12.45,     59.48,    327.66,
  199.7422,     12.51,    100.59,    327.66,
  199.7840,     12.57,    102.32,    327.66,
  199.8257,     12.60,    102.42,    327.66,
  199.8675,     12.61,    102.52,    327.66,
  199.9090,     12.59,    102.96,    327.66,
  199.9507,     12.57,    100.27,    327.66,
  199.9926,     12.50,      5.85,    327.66,
  200.0347,     12.45,      0.43,    327.66,
  200.0760,     12.36,      0.40,    327.66,
  200.1177,     12.24,      0.40,    327.66,
  200.1597,     12.13,      0.40,    327.66,
  200.2010,     12.03,      0.40,    327.66,
  200.2427,     12.01,      3.54,    327.66,
  200.2846,     12.25,     47.71,    327.66,
  200.3263,     12.25,     49.57,    327.66,
  200.3678,     12.27,     49.77,    327.66,
  200.4097,     12.32,     49.84,    327.66,
  200.4513,     12.35,     48.77,    327.66,
  200.4929,     12.37,     49.75,    327.66,
  200.5346,     12.39,     49.74,    327.66,
  200.5766,     12.41,     53.62,    327.66,
  200.6180,     12.51,     99.70,    327.66,
  200.6598,     12.54,    102.25,    327.66,
  200.7014,     12.56,    102.17,    327.66,
  200.7431,     12.57,    102.03,    327.66,
  200.7849,     12.59,    102.11,    327.66,
  200.8265,     12.61,    102.68,    327.66,
  200.8683,     12.63,    102.95,    327.66,
  200.9100,     12.64,    103.21,    327.66,
  200.9517,     12.64,     99.92,    327.66,
  200.9934,     12.62,      6.94,    327.66,
  201.0354,     12.53,      0.40,    327.66,
  201.0767,     12.33,      0.40,    327.66,
  201.1184,     12.15,      0.40,    327.66,
  201.1604,     12.05,      0.40,    327.66,
  201.2017,     12.01,      0.40,    327.66,
  201.2434,     11.99,      0.40,    327.66,
  201.2856,     12.02,      0.40,    327.66,
  201.3275,     12.05,      0.40,    327.66,
  201.3690,     12.08,      0.40,    327.66,
  201.4103,     12.26,      2.78,    327.66,
  201.4523,     12.41,     46.60,    327.66,
  201.4939,     12.43,     49.42,    327.66,
  201.5356,     12.46,     52.25,    327.66,
  201.5770,     12.59,    100.20,    327.66,
  201.6188,     12.61,    102.17,    327.66,
  201.6604,     12.62,    102.46,    327.66,
  201.7022,     12.62,    101.98,    327.66,
  201.7439,     12.61,    102.49,    327.66,
  201.7857,     12.60,    103.05,    327.66,
  201.8273,     12.59,    102.94,    327.66,
  201.8689,     12.58,    103.38,    327.66,
  201.9108,     12.58,    103.59,    327.66,
  201.9525,     12.58,    100.68,    327.66,
  201.9940,     12.57,      9.04,    327.66,
  202.0361,     12.56,      0.40,    327.66,
  202.0774,     12.50,      0.40,    327.66,
  202.1191,     12.33,      0.40,    327.66,
  202.1611,     12.15,      0.40,    327.66,
  202.2031,     12.06,      0.40,    327.66,
  202.2448,     12.02,      0.40,    327.66,
  202.2860,     12.00,      0.40,    327.66,
  202.3281,     12.02,      0.40,    327.66,
  202.3699,     12.13,      1.10,    327.66,
  202.4111,     12.29,      3.85,    327.66,
  202.4532,     12.47,     49.06,    327.66,
  202.4948,     12.51,     56.84,    327.66,
  202.5363,     12.52,     53.34,    327.66,
  202.5780,     12.58,     99.61,    327.66,
  202.6196,     12.62,    101.58,    327.66,
  202.6613,     12.64,    101.74,    327.66,
  202.7030,     12.63,    101.62,    327.66,
  202.7446,     12.63,    102.36,    327.66,
  202.7865,     12.63,    102.10,    327.66,
  202.8281,     12.63,    102.81,    327.66,
  202.8699,     12.64,    102.87,    327.66,
  202.9115,     12.64,    100.95,    327.66,
  202.9534,     12.63,     51.39,    327.66,
  202.9951,     12.58,      3.67,    327.66,
  203.0367,     12.48,      0.40,    327.66,
  203.0788,     12.32,      0.40,    327.66,
  203.1205,     12.20,      0.40,    327.66,
  203.1618,     12.13,      0.40,    327.66,
  203.2038,     12.07,      0.40,    327.66,
  203.2455,     12.05,      0.40,    327.66,
  203.2870,     12.17,      3.35,    327.66,
  203.3287,     12.40,     47.68,    327.66,
  203.3705,     12.42,     49.87,    327.66,
  203.4118,     12.43,     49.72,    327.66,
  203.4537,     12.43,     49.86,    327.66,
  203.4955,     12.45,     53.15,    327.66,
  203.5371,     12.58,    100.20,    327.66,
  203.5786,     12.61,    102.39,    327.66,
  203.6205,     12.64,    101.96,    327.66,
  203.6622,     12.65,    101.85,    327.66,
  203.7038,     12.66,    102.27,    327.66,
  203.7454,     12.66,    101.78,    327.66,
  203.7872,     12.65,    101.95,    327.66,
  203.8290,     12.62,    102.16,    327.66,
  203.8706,     12.60,    102.39,    327.66,
  203.9123,     12.60,    102.79,    327.66,
  203.9540,     12.61,     99.70,    327.66,
  203.9961,     12.60,      6.86,    327.66,
  204.0374,     12.59,      0.40,    327.66,
  204.0795,     12.52,      0.40,    327.66,
  204.1210,     12.32,      0.40,    327.66,
  204.1625,     12.17,      0.40,    327.66,
  204.2044,     12.10,      0.40,    327.66,
  204.2460,     12.08,      1.01,    327.66,
  204.2875,     12.06,      0.40,    327.66,
  204.3292,     12.10,      0.40,    327.66,
  204.3709,     12.16,      0.40,    327.66,
  204.4132,     12.22,      0.40,    327.66,
  204.4549,     12.27,      0.40,    327.66,
  204.4965,     12.31,      0.40,    327.66,
  204.5382,     12.43,      2.84,    327.66,
  204.5794,     12.57,     47.88,    327.66,
  204.6212,     12.56,     49.09,    327.66,
  204.6630,     12.61,     51.92,    327.66,
  204.7046,     12.63,     99.80,    327.66,
  204.7462,     12.66,    102.70,    327.66,
  204.7880,     12.69,    109.19,    327.66,
  204.8298,     12.70,    102.83,    327.66,
  204.8714,     12.71,    102.78,    327.66,
  204.9131,     12.70,    100.54,    327.66,
  204.9551,     12.66,      7.57,    327.66,
  204.9969,     12.57,      0.65,    327.66,
  205.0388,     12.44,      1.44,    327.66,
  205.0802,     12.29,      0.40,    327.66,
  205.1216,     12.24,      0.40,    327.66,
  205.1632,     12.18,      0.40,    327.66,
  205.2051,     12.10,      0.40,    327.66,
  205.2468,     12.03,      0.40,    327.66,
  205.2889,     12.00,      0.40,    327.66,
  205.3302,     11.99,      0.40,    327.66,
  205.3719,     12.03,      0.40,    327.66,
  205.4137,     12.10,      0.40,    327.66,
  205.4552,     12.17,      0.40,    327.66,
  205.4973,     12.39,      3.75,    327.66,
  205.5386,     12.57,     53.04,    327.66,
  205.5803,     12.60,     58.68,    327.66,
  205.6221,     12.68,    111.92,    327.66,
  205.6637,     12.69,    116.17,    327.66,
  205.7055,     12.70,    116.51,    327.66,
  205.7470,     12.68,    108.18,    327.66,
  205.7888,     12.66,    102.45,    327.66,
  205.8305,     12.66,    108.75,    327.66,
  205.8721,     12.67,    117.09,    327.66,
  205.9138,     12.68,    118.22,    327.66,
  205.9556,     12.69,    115.92,    327.66,
  205.9975,     12.68,      6.74,    327.66,
  206.0389,     12.64,      0.41,    327.66,
  206.0808,     12.55,      0.40,    327.66,
  206.1224,     12.38,      0.40,    327.66,
  206.1646,     12.24,      0.40,    327.66,
  206.2058,     12.16,      0.40,    327.66,
  206.2474,     12.11,      0.40,    327.66,
  206.2895,     12.08,      0.40,    327.66,
  206.3309,     12.07,      0.40,    327.66,
  206.3730,     12.10,      0.40,    327.66,
  206.4146,     12.29,      3.11,    327.66,
  206.4564,     12.48,     53.73,    327.66,
  206.4979,     12.53,     55.63,    327.66,
  206.5395,     12.52,     45.39,    327.66,
  206.5813,     12.42,      7.24,    327.66,
  206.6230,     12.64,     76.70,    327.66,
  206.6644,     12.69,    102.94,    327.66,
  206.7061,     12.72,     61.28,    327.66,
  206.7480,     12.74,    104.35,    327.66,
  206.7895,     12.75,    113.88,    327.66,
  206.8313,     12.74,     87.31,    327.66,
  206.8731,     12.66,      4.78,    327.66,
  206.9153,     12.54,      0.56,    327.66,
  206.9564,     12.43,      0.40,    327.66,
  206.9980,     12.36,      0.40,    327.66,
  207.0399,     12.34,      0.40,    327.66,
  207.0821,     12.34,      0.40,    327.66,
  207.1238,     12.31,      0.40,    327.66,
  207.1653,     12.27,      0.40,    327.66,
  207.2072,     12.21,      0.40,    327.66,
  207.2487,     12.16,      0.40,    327.66,
  207.2903,     12.14,      0.40,    327.66,
  207.3323,     12.13,      0.40,    327.66,
  207.3740,     12.12,      0.40,    327.66,
  207.4153,     12.14,      0.40,    327.66,
  207.4573,     12.18,      0.40,    327.66,
  207.4990,     12.22,      0.40,    327.66,
  207.5403,     12.27,      0.40,    327.66,
  207.5823,     12.30,      0.40,    327.66,
  207.6240,     12.32,      0.40,    327.66,
  207.6653,     12.34,      0.40,    327.66,
  207.7073,     12.35,      0.40,    327.66,
  207.7490,     12.37,      0.40,    327.66,
  207.7910,     12.39,      0.40,    327.66,
  207.8323,     12.40,      0.40,    327.66,
  207.8740,     12.41,      0.40,    327.66,
  207.9160,     12.41,      0.40,    327.66,
  207.9573,     12.41,      0.40,    327.66,
  207.9990,     12.40,      0.40,    327.66,
  208.0410,     12.38,      0.40,    327.66,
  208.0823,     12.33,      0.40,    327.66,
  208.1240,     12.30,      0.40,    327.66,
  208.1660,     12.29,      0.40,    327.66,
  208.2080,     12.29,      0.40,    327.66,
  208.2495,     12.28,      0.40,    327.66,
  208.2910,     12.23,      0.40,    327.66,
  208.3330,     12.18,      0.40,    327.66,
  208.3743,     12.15,      0.40,    327.66,
  208.4159,     12.13,      0.40,    327.66,
  208.4580,     12.14,      0.40,    327.66,
  208.4994,     12.16,      0.40,    327.66,
  208.5410,     12.20,      0.40,    327.66,
  208.5830,     12.23,      0.40,    327.66,
  208.6247,     12.26,      0.40,    327.66,
  208.6667,     12.28,      0.40,    327.66,
  208.7080,     12.30,      0.40,    327.66,
  208.7494,     12.31,      0.40,    327.66,
  208.7917,     12.31,      0.40,    327.66,
  208.8330,     12.31,      0.40,    327.66,
  208.8750,     12.31,      0.40,    327.66,
  208.9167,     12.32,      0.40,    327.66,
  208.9580,     12.33,      0.40,    327.66,
  209.0000,     12.35,      0.40,    327.66,
  209.0417,     12.35,      0.40,    327.66,
  209.0830,     12.34,      0.40,    327.66,
  209.1250,     12.31,      0.40,    327.66,
  209.1667,     12.27,      0.40,    327.66,
  209.2084,     12.24,      0.40,    327.66,
  209.2500,     12.23,      0.40,    327.66,
  209.2917,     12.24,      0.40,    327.66,
  209.3333,     12.26,      0.40,    327.66,
  209.3750,     12.26,      0.40,    327.66,
  209.4170,     12.25,      0.40,    327.66,
  209.4584,     12.22,      0.40,    327.66,
  209.5000,     12.20,      0.40,    327.66,
  209.5420,     12.19,      0.40,    327.66,
  209.5837,     12.21,      0.40,    327.66,
  209.6257,     12.26,      0.40,    327.66,
  209.6670,     12.31,      0.40,    327.66,
  209.7088,     12.35,      0.40,    327.66,
  209.7507,     12.37,      0.40,    327.66,
  209.7920,     12.36,      0.40,    327.66,
  209.8338,     12.34,      0.40,    327.66,
  209.8757,     12.33,      0.40,    327.66,
  209.9170,     12.32,      0.40,    327.66,
  209.9587,     12.33,      0.40,    327.66,
  210.0007,     12.36,      0.40,    327.66,
  210.0427,     12.38,      0.40,    327.66,
  210.0842,     12.40,      0.40,    327.66,
  210.1257,     12.38,      0.40,    327.66,
  210.1677,     12.33,      0.40,    327.66,
  210.2092,     12.29,      0.40,    327.66,
  210.2507,     12.25,      0.40,    327.66,
  210.2927,     12.22,      0.40,    327.66,
  210.3342,     12.22,      0.40,    327.66,
  210.3757,     12.23,      0.40,    327.66,
  210.4177,     12.25,      0.40,    327.66,
  210.4592,     12.27,      0.40,    327.66,
  210.5014,     12.29,      0.40,    327.66,
  210.5427,     12.29,      0.40,    327.66,
  210.5842,     12.29,      0.40,    327.66,
  210.6264,     12.28,      0.40,    327.66,
  210.6677,     12.26,      0.40,    327.66,
  210.7097,     12.26,      0.40,    327.66,
  210.7514,     12.28,      0.40,    327.66,
  210.7927,     12.30,      0.40,    327.66,
  210.8347,     12.32,      0.40,    327.66,
  210.8764,     12.34,      0.40,    327.66,
  210.9184,     12.34,      0.40,    327.66,
  210.9597,     12.34,      0.40,    327.66,
  211.0014,     12.33,      0.40,    327.66,
  211.0434,     12.33,      0.40,    327.66,
  211.0847,     12.33,      0.40,    327.66,
  211.1264,     12.32,      0.40,    327.66,
  211.1684,     12.31,      0.40,    327.66,
  211.2097,     12.29,      0.40,    327.66,
  211.2514,     12.27,      0.40,    327.66,
  211.2934,     12.26,      0.40,    327.66,
  211.3353,     12.25,      0.40,    327.66,
  211.3771,     12.26,      0.40,    327.66,
  211.4184,     12.26,      0.40,    327.66,
  211.4603,     12.27,      0.40,    327.66,
  211.5021,     12.27,      0.40,    327.66,
  211.5434,     12.27,      0.40,    327.66,
  211.5853,     12.28,      0.40,    327.66,
  211.6271,     12.29,      0.40,    327.66,
  211.6684,     12.31,      0.40,    327.66,
  211.7102,     12.32,      0.40,    327.66,
  211.7521,     12.34,      0.40,    327.66,
  211.7941,     12.35,      0.40,    327.66,
  211.8352,     12.36,      0.40,    327.66,
  211.8771,     12.35,      0.40,    327.66,
  211.9191,     12.34,      0.40,    327.66,
  211.9608,     12.32,      0.40,    327.66,
  212.0021,     12.32,      0.40,    327.66,
  212.0441,     12.34,      0.40,    327.66,
  212.0856,     12.38,      0.40,    327.66,
  212.1278,     12.40,      0.40,    327.66,
  212.1691,     12.39,      0.40,    327.66,
  212.2106,     12.32,      0.40,    327.66,
  212.2528,     12.25,      0.40,    327.66,
  212.2941,     12.21,      0.40,    327.66,
  212.3362,     12.20,      0.40,    327.66,
  212.3778,     12.20,      0.40,    327.66,
  212.4191,     12.23,      0.40,    327.66,
  212.4614,     12.27,      0.40,    327.66,
  212.5028,     12.31,      0.40,    327.66,
  212.5448,     12.35,      0.40,    327.66,
  212.5859,     12.37,      0.40,    327.66,
  212.6278,     12.37,      0.40,    327.66,
  212.6698,     12.37,      0.40,    327.66,
  212.7113,     12.36,      0.40,    327.66,
  212.7528,     12.36,      0.40,    327.66,
  212.7948,     12.37,      0.40,    327.66,
  212.8364,     12.38,      0.40,    327.66,
  212.8778,     12.39,      0.40,    327.66,
  212.9198,     12.39,      0.40,    327.66,
  212.9611,     12.38,      0.40,    327.66,
  213.0035,     12.37,      0.40,    327.66,
  213.0448,     12.37,      0.40,    327.66,
  213.0868,     12.36,      0.40,    327.66,
  213.1285,     12.36,      0.40,    327.66,
  213.1698,     12.35,      0.40,    327.66,
  213.2118,     12.34,      0.40,    327.66,
  213.2535,     12.30,      0.40,    327.66,
  213.2948,     12.28,      0.40,    327.66,
  213.3365,     12.25,      0.40,    327.66,
  213.3785,     12.23,      0.40,    327.66,
  213.4205,     12.21,      0.40,    327.66,
  213.4622,     12.21,      0.40,    327.66,
  213.5035,     12.22,      0.40,    327.66,
  213.5455,     12.24,      0.40,    327.66,
  213.5872,     12.26,      0.40,    327.66,
  213.6285,     12.29,      0.40,    327.66,
  213.6705,     12.31,      0.40,    327.66,
  213.7122,     12.31,      0.40,    327.66,
  213.7535,     12.31,      0.40,    327.66,
  213.7955,     12.30,      0.40,    327.66,
  213.8372,     12.30,      0.40,    327.66,
  213.8792,     12.32,      0.40,    327.66,
  213.9205,     12.34,      0.40,    327.66,
  213.9622,     12.37,      0.40,    327.66,
  214.0042,     12.39,      0.40,    327.66,
  214.0455,     12.40,      0.40,    327.66,
  214.0872,     12.38,      0.40,    327.66,
  214.1292,     12.35,      0.40,    327.66,
  214.1705,     12.32,      0.40,    327.66,
  214.2122,     12.29,      0.40,    327.66,
  214.2542,     12.28,      0.40,    327.66,
  214.2962,     12.28,      0.40,    327.66,
  214.3379,     12.30,      0.40,    327.66,
  214.3792,     12.33,      0.40,    327.66,
  214.4212,     12.36,      0.40,    327.66,
  214.4629,     12.38,      0.40,    327.66,
  214.5042,     12.39,      0.40,    327.66,
  214.5462,     12.39,      0.40,    327.66,
  214.5879,     12.39,      0.40,    327.66,
  214.6292,     12.45,      3.57,    327.66,
  214.6711,     12.67,     49.67,    327.66,
  214.7129,     12.63,     49.67,    327.66,
  214.7547,     12.61,     38.12,    327.66,
  214.7959,     12.34,      0.40,    327.66,
  214.8379,     12.34,      0.40,    327.66,
  214.8799,     12.35,      0.40,    327.66,
  214.9212,     12.36,      0.40,    327.66,
  214.9629,     12.36,      0.40,    327.66,
  215.0049,     12.35,      0.40,    327.66,
  215.0462,     12.35,      0.40,    327.66,
  215.0878,     12.36,      0.40,    327.66,
  215.1299,     12.38,      0.40,    327.66,
  215.1719,     12.36,      0.40,    327.66,
  215.2136,     12.31,      0.40,    327.66,
  215.2549,     12.25,      0.40,    327.66,
  215.2969,     12.22,      0.40,    327.66,
  215.3386,     12.21,      0.40,    327.66,
  215.3799,     12.21,      0.40,    327.66,
  215.4219,     12.24,      0.40,    327.66,
  215.4636,     12.29,      0.40,    327.66,
  215.5049,     12.34,      0.40,    327.66,
  215.5469,     12.38,      0.40,    327.66,
  215.5886,     12.41,      0.40,    327.66,
  215.6306,     12.42,      0.40,    327.66,
  215.6719,     12.45,      0.40,    327.66,
  215.7136,     12.45,      0.40,    327.66,
  215.7556,     12.40,      0.40,    327.66,
  215.7969,     12.36,      0.40,    327.66,
  215.8386,     12.36,      0.40,    327.66,
  215.8806,     12.38,      0.40,    327.66,
  215.9219,     12.42,      0.40,    327.66,
  215.9636,     12.44,      0.40,    327.66,
  216.0056,     12.48,      0.40,    327.66,
  216.0476,     12.48,      0.40,    327.66,
  216.0893,     12.43,      0.40,    327.66,
  216.1306,     12.38,      0.40,    327.66,
  216.1726,     12.33,      0.40,    327.66,
  216.2143,     12.29,      0.40,    327.66,
  216.2556,     12.26,      0.40,    327.66,
  216.2976,     12.24,      0.40,    327.66,
  216.3393,     12.24,      0.40,    327.66,
  216.3806,     12.23,      0.40,    327.66,
  216.4226,     12.25,      0.40,    327.66,
  216.4643,     12.27,      0.40,    327.66,
  216.5063,     12.29,      0.40,    327.66,
  216.5476,     12.31,      0.40,    327.66,
  216.5893,     12.33,      0.40,    327.66,
  216.6313,     12.34,      0.40,    327.66,
  216.6726,     12.36,      0.40,    327.66,
  216.7143,     12.39,      0.40,    327.66,
  216.7563,     12.41,      0.40,    327.66,
  216.7976,     12.42,      0.40,    327.66,
  216.8393,     12.42,      0.40,    327.66,
  216.8813,     12.42,      0.40,    327.66,
  216.9233,     12.41,      0.40,    327.66,
  216.9650,     12.40,      0.40,    327.66,
  217.0063,     12.38,      0.40,    327.66,
  217.0483,     12.38,      0.40,    327.66,
  217.0900,     12.37,      0.40,    327.66,
  217.1313,     12.38,      0.40,    327.66,
  217.1733,     12.38,      0.40,    327.66,
  217.2150,     12.38,      0.40,    327.66,
  217.2563,     12.37,      0.40,    327.66,
  217.2983,     12.36,      0.40,    327.66,
  217.3400,     12.33,      0.40,    327.66,
  217.3820,     12.30,      0.40,    327.66,
  217.4233,     12.29,      0.40,    327.66,
  217.4650,     12.29,      0.40,    327.66,
  217.5070,     12.28,      0.40,    327.66,
  217.5483,     12.30,      0.40,    327.66,
  217.5900,     12.32,      0.40,    327.66,
  217.6320,     12.35,      0.40,    327.66,
  217.6733,     12.37,      0.40,    327.66,
  217.7150,     12.38,      0.40,    327.66,
  217.7570,     12.37,      0.40,    327.66,
  217.7990,     12.37,      0.40,    327.66,
  217.8407,     12.36,      0.40,    327.66,
  217.8820,     12.37,      0.40,    327.66,
  217.9240,     12.37,      0.40,    327.66,
  217.9657,     12.38,      0.40,    327.66,
  218.0070,     12.39,      0.40,    327.66,
  218.0490,     12.39,      0.40,    327.66,
  218.0907,     12.39,      0.40,    327.66,
  218.1320,     12.39,      0.40,    327.66,
  218.1740,     12.39,      0.40,    327.66,
  218.2157,     12.38,      0.40,    327.66,
  218.2577,     12.38,      0.40,    327.66,
  218.2990,     12.37,      0.40,    327.66,
  218.3406,     12.38,      0.40,    327.66,
  218.3827,     12.39,      0.40,    327.66,
  218.4240,     12.40,      0.40,    327.66,
  218.4657,     12.40,      0.40,    327.66,
  218.5077,     12.40,      0.40,    327.66,
  218.5490,     12.39,      0.40,    327.66,
  218.5907,     12.37,      0.40,    327.66,
  218.6327,     12.35,      0.40,    327.66,
  218.6747,     12.34,      0.40,    327.66,
  218.7159,     12.34,      0.40,    327.66,
  218.7574,     12.34,      0.40,    327.66,
  218.7991,     12.36,      0.40,    327.66,
  218.8413,     12.37,      0.40,    327.66,
  218.8825,     12.37,      0.40,    327.66,
  218.9247,     12.37,      0.40,    327.66,
  218.9663,     12.35,      0.40,    327.66,
  219.0077,     12.33,      0.40,    327.66,
  219.0497,     12.33,      0.40,    327.66,
  219.0913,     12.32,      0.40,    327.66,
  219.1333,     12.33,      0.40,    327.66,
  219.1749,     12.35,      0.40,    327.66,
  219.2166,     12.37,      0.40,    327.66,
  219.2583,     12.37,      0.40,    327.66,
  219.2997,     12.35,      0.40,    327.66,
  219.3413,     12.33,      0.40,    327.66,
  219.3833,     12.33,      0.40,    327.66,
  219.4247,     12.32,      0.40,    327.66,
  219.4663,     12.33,      0.40,    327.66,
  219.5083,     12.35,      0.40,    327.66,
  219.5503,     12.38,      0.40,    327.66,
  219.5920,     12.40,      0.40,    327.66,
  219.6333,     12.42,      0.40,    327.66,
  219.6753,     12.43,      0.40,    327.66,
  219.7166,     12.43,      0.40,    327.66,
  219.7586,     12.42,      0.40,    327.66,
