$Trinity Lake Br3 inflow year 2017 YC updated 06/01/23,
",,,",
Jday,USBR TL Inflow (QI)
6.583,3.53957242
6.625,3.53957242
6.667,3.53957242
6.708,3.53957242
6.75,3.53957242
6.792,3.53957242
6.833,3.53957242
6.875,3.53957242
6.917,3.53957242
6.958,3.53957242
7,5.71994903
7.042,5.71994903
7.083,5.71994903
7.125,5.71994903
7.167,5.71994903
7.208,5.71994903
7.25,5.71994903
7.292,5.71994903
7.333,5.71994903
7.375,5.71994903
7.417,5.71994903
7.458,5.71994903
7.5,5.71994903
7.542,5.71994903
7.583,5.71994903
7.625,5.71994903
7.667,5.71994903
7.708,5.71994903
7.75,5.71994903
7.792,5.71994903
7.833,5.71994903
7.875,5.71994903
7.917,5.71994903
7.958,5.71994903
8,36.55670395
8.042,36.55670395
8.083,36.55670395
8.125,36.55670395
8.167,36.55670395
8.208,36.55670395
8.25,36.55670395
8.292,36.55670395
8.333,36.55670395
8.375,36.55670395
8.417,36.55670395
8.458,36.55670395
8.5,36.55670395
8.542,36.55670395
8.583,36.55670395
8.625,36.55670395
8.667,36.55670395
8.708,36.55670395
8.75,36.55670395
8.792,36.55670395
8.833,36.55670395
8.875,36.55670395
8.917,36.55670395
8.958,36.55670395
9,36.0753221
9.042,36.0753221
9.083,36.0753221
9.125,36.0753221
9.167,36.0753221
9.208,36.0753221
9.25,36.0753221
9.292,36.0753221
9.333,36.0753221
9.375,36.0753221
9.417,36.0753221
9.458,36.0753221
9.5,36.0753221
9.542,36.0753221
9.583,36.0753221
9.625,36.0753221
9.667,36.0753221
9.708,36.0753221
9.75,36.0753221
9.792,36.0753221
9.833,36.0753221
9.875,36.0753221
9.917,36.0753221
9.958,36.0753221
10,28.65637831
10.042,28.65637831
10.083,28.65637831
10.125,28.65637831
10.167,28.65637831
10.208,28.65637831
10.25,28.65637831
10.292,28.65637831
10.333,28.65637831
10.375,28.65637831
10.417,28.65637831
10.458,28.65637831
10.5,28.65637831
10.542,28.65637831
10.583,28.65637831
10.625,28.65637831
10.667,28.65637831
10.708,28.65637831
10.75,28.65637831
10.792,28.65637831
10.833,28.65637831
10.875,28.65637831
10.917,28.65637831
10.958,28.65637831
11,22.68158007
11.042,22.68158007
11.083,22.68158007
11.125,22.68158007
11.167,22.68158007
11.208,22.68158007
11.25,22.68158007
11.292,22.68158007
11.333,22.68158007
11.375,22.68158007
11.417,22.68158007
11.458,22.68158007
11.5,22.68158007
11.542,22.68158007
11.583,22.68158007
11.625,22.68158007
11.667,22.68158007
11.708,22.68158007
11.75,22.68158007
11.792,22.68158007
11.833,22.68158007
11.875,22.68158007
11.917,22.68158007
11.958,22.68158007
12,18.97210817
12.042,18.97210817
12.083,18.97210817
12.125,18.97210817
12.167,18.97210817
12.208,18.97210817
12.25,18.97210817
12.292,18.97210817
12.333,18.97210817
12.375,18.97210817
12.417,18.97210817
12.458,18.97210817
12.5,18.97210817
12.542,18.97210817
12.583,18.97210817
12.625,18.97210817
12.667,18.97210817
12.708,18.97210817
12.75,18.97210817
12.792,18.97210817
12.833,18.97210817
12.875,18.97210817
12.917,18.97210817
12.958,18.97210817
13,11.07178253
13.042,11.07178253
13.083,11.07178253
13.125,11.07178253
13.167,11.07178253
13.208,11.07178253
13.25,11.07178253
13.292,11.07178253
13.333,11.07178253
13.375,11.07178253
13.417,11.07178253
13.458,11.07178253
13.5,11.07178253
13.542,11.07178253
13.583,11.07178253
13.625,11.07178253
13.667,11.07178253
13.708,11.07178253
13.75,11.07178253
13.792,11.07178253
13.833,11.07178253
13.875,11.07178253
13.917,11.07178253
13.958,11.07178253
14,9.457737505
14.042,9.457737505
14.083,9.457737505
14.125,9.457737505
14.167,9.457737505
14.208,9.457737505
14.25,9.457737505
14.292,9.457737505
14.333,9.457737505
14.375,9.457737505
14.417,9.457737505
14.458,9.457737505
14.5,9.457737505
14.542,9.457737505
14.583,9.457737505
14.625,9.457737505
14.667,9.457737505
14.708,9.457737505
14.75,9.457737505
14.792,9.457737505
14.833,9.457737505
14.875,9.457737505
14.917,9.457737505
14.958,9.457737505
15,8.211808014
15.042,8.211808014
15.083,8.211808014
15.125,8.211808014
15.167,8.211808014
15.208,8.211808014
15.25,8.211808014
15.292,8.211808014
15.333,8.211808014
15.375,8.211808014
15.417,8.211808014
15.458,8.211808014
15.5,8.211808014
15.542,8.211808014
15.583,8.211808014
15.625,8.211808014
15.667,8.211808014
15.708,8.211808014
15.75,8.211808014
15.792,8.211808014
15.833,8.211808014
15.875,8.211808014
15.917,8.211808014
15.958,8.211808014
16,7.390627212
16.042,7.390627212
16.083,7.390627212
16.125,7.390627212
16.167,7.390627212
16.208,7.390627212
16.25,7.390627212
16.292,7.390627212
16.333,7.390627212
16.375,7.390627212
16.417,7.390627212
16.458,7.390627212
16.5,7.390627212
16.542,7.390627212
16.583,7.390627212
16.625,7.390627212
16.667,7.390627212
16.708,7.390627212
16.75,7.390627212
16.792,7.390627212
16.833,7.390627212
16.875,7.390627212
16.917,7.390627212
16.958,7.390627212
17,7.47557695
17.042,7.47557695
17.083,7.47557695
17.125,7.47557695
17.167,7.47557695
17.208,7.47557695
17.25,7.47557695
17.292,7.47557695
17.333,7.47557695
17.375,7.47557695
17.417,7.47557695
17.458,7.47557695
17.5,7.47557695
17.542,7.47557695
17.583,7.47557695
17.625,7.47557695
17.667,7.47557695
17.708,7.47557695
17.75,7.47557695
17.792,7.47557695
17.833,7.47557695
17.875,7.47557695
17.917,7.47557695
17.958,7.47557695
18,14.21492284
18.042,14.21492284
18.083,14.21492284
18.125,14.21492284
18.167,14.21492284
18.208,14.21492284
18.25,14.21492284
18.292,14.21492284
18.333,14.21492284
18.375,14.21492284
18.417,14.21492284
18.458,14.21492284
18.5,14.21492284
18.542,14.21492284
18.583,14.21492284
18.625,14.21492284
18.667,14.21492284
18.708,14.21492284
18.75,14.21492284
18.792,14.21492284
18.833,14.21492284
18.875,14.21492284
18.917,14.21492284
18.958,14.21492284
19,12.00622965
19.042,12.00622965
19.083,12.00622965
19.125,12.00622965
19.167,12.00622965
19.208,12.00622965
19.25,12.00622965
19.292,12.00622965
19.333,12.00622965
19.375,12.00622965
19.417,12.00622965
19.458,12.00622965
19.5,12.00622965
19.542,12.00622965
19.583,12.00622965
19.625,12.00622965
19.667,12.00622965
19.708,12.00622965
19.75,12.00622965
19.792,12.00622965
19.833,12.00622965
19.875,12.00622965
19.917,12.00622965
19.958,12.00622965
20,15.26263627
20.042,15.26263627
20.083,15.26263627
20.125,15.26263627
20.167,15.26263627
20.208,15.26263627
20.25,15.26263627
20.292,15.26263627
20.333,15.26263627
20.375,15.26263627
20.417,15.26263627
20.458,15.26263627
20.5,15.26263627
20.542,15.26263627
20.583,15.26263627
20.625,15.26263627
20.667,15.26263627
20.708,15.26263627
20.75,15.26263627
20.792,15.26263627
20.833,15.26263627
20.875,15.26263627
20.917,15.26263627
20.958,15.26263627
21,14.01670678
21.042,14.01670678
21.083,14.01670678
21.125,14.01670678
21.167,14.01670678
21.208,14.01670678
21.25,14.01670678
21.292,14.01670678
21.333,14.01670678
21.375,14.01670678
21.417,14.01670678
21.458,14.01670678
21.5,14.01670678
21.542,14.01670678
21.583,14.01670678
21.625,14.01670678
21.667,14.01670678
21.708,14.01670678
21.75,14.01670678
21.792,14.01670678
21.833,14.01670678
21.875,14.01670678
21.917,14.01670678
21.958,14.01670678
22,15.71570154
22.042,15.71570154
22.083,15.71570154
22.125,15.71570154
22.167,15.71570154
22.208,15.71570154
22.25,15.71570154
22.292,15.71570154
22.333,15.71570154
22.375,15.71570154
22.417,15.71570154
22.458,15.71570154
22.5,15.71570154
22.542,15.71570154
22.583,15.71570154
22.625,15.71570154
22.667,15.71570154
22.708,15.71570154
22.75,15.71570154
22.792,15.71570154
22.833,15.71570154
22.875,15.71570154
22.917,15.71570154
22.958,15.71570154
23,12.11949596
23.042,12.11949596
23.083,12.11949596
23.125,12.11949596
23.167,12.11949596
23.208,12.11949596
23.25,12.11949596
23.292,12.11949596
23.333,12.11949596
23.375,12.11949596
23.417,12.11949596
23.458,12.11949596
23.5,12.11949596
23.542,12.11949596
23.583,12.11949596
23.625,12.11949596
23.667,12.11949596
23.708,12.11949596
23.75,12.11949596
23.792,12.11949596
23.833,12.11949596
23.875,12.11949596
23.917,12.11949596
23.958,12.11949596
24,8.693189863
24.042,8.693189863
24.083,8.693189863
24.125,8.693189863
24.167,8.693189863
24.208,8.693189863
24.25,8.693189863
24.292,8.693189863
24.333,8.693189863
24.375,8.693189863
24.417,8.693189863
24.458,8.693189863
24.5,8.693189863
24.542,8.693189863
24.583,8.693189863
24.625,8.693189863
24.667,8.693189863
24.708,8.693189863
24.75,8.693189863
24.792,8.693189863
24.833,8.693189863
24.875,8.693189863
24.917,8.693189863
24.958,8.693189863
25,7.164094577
25.042,7.164094577
25.083,7.164094577
25.125,7.164094577
25.167,7.164094577
25.208,7.164094577
25.25,7.164094577
25.292,7.164094577
25.333,7.164094577
25.375,7.164094577
25.417,7.164094577
25.458,7.164094577
25.5,7.164094577
25.542,7.164094577
25.583,7.164094577
25.625,7.164094577
25.667,7.164094577
25.708,7.164094577
25.75,7.164094577
25.792,7.164094577
25.833,7.164094577
25.875,7.164094577
25.917,7.164094577
25.958,7.164094577
26,6.484496673
26.042,6.484496673
26.083,6.484496673
26.125,6.484496673
26.167,6.484496673
26.208,6.484496673
26.25,6.484496673
26.292,6.484496673
26.333,6.484496673
26.375,6.484496673
26.417,6.484496673
26.458,6.484496673
26.5,6.484496673
26.542,6.484496673
26.583,6.484496673
26.625,6.484496673
26.667,6.484496673
26.708,6.484496673
26.75,6.484496673
26.792,6.484496673
26.833,6.484496673
26.875,6.484496673
26.917,6.484496673
26.958,6.484496673
27,6.201330879
27.042,6.201330879
27.083,6.201330879
27.125,6.201330879
27.167,6.201330879
27.208,6.201330879
27.25,6.201330879
27.292,6.201330879
27.333,6.201330879
27.375,6.201330879
27.417,6.201330879
27.458,6.201330879
27.5,6.201330879
27.542,6.201330879
27.583,6.201330879
27.625,6.201330879
27.667,6.201330879
27.708,6.201330879
27.75,6.201330879
27.792,6.201330879
27.833,6.201330879
27.875,6.201330879
27.917,6.201330879
27.958,6.201330879
28,5.181934022
28.042,5.181934022
28.083,5.181934022
28.125,5.181934022
28.167,5.181934022
28.208,5.181934022
28.25,5.181934022
28.292,5.181934022
28.333,5.181934022
28.375,5.181934022
28.417,5.181934022
28.458,5.181934022
28.5,5.181934022
28.542,5.181934022
28.583,5.181934022
28.625,5.181934022
28.667,5.181934022
28.708,5.181934022
28.75,5.181934022
28.792,5.181934022
28.833,5.181934022
28.875,5.181934022
28.917,5.181934022
28.958,5.181934022
29,6.031431403
29.042,6.031431403
29.083,6.031431403
29.125,6.031431403
29.167,6.031431403
29.208,6.031431403
29.25,6.031431403
29.292,6.031431403
29.333,6.031431403
29.375,6.031431403
29.417,6.031431403
29.458,6.031431403
29.5,6.031431403
29.542,6.031431403
29.583,6.031431403
29.625,6.031431403
29.667,6.031431403
29.708,6.031431403
29.75,6.031431403
29.792,6.031431403
29.833,6.031431403
29.875,6.031431403
29.917,6.031431403
29.958,6.031431403
30,4.785501911
30.042,4.785501911
30.083,4.785501911
30.125,4.785501911
30.167,4.785501911
30.208,4.785501911
30.25,4.785501911
30.292,4.785501911
30.333,4.785501911
30.375,4.785501911
30.417,4.785501911
30.458,4.785501911
30.5,4.785501911
30.542,4.785501911
30.583,4.785501911
30.625,4.785501911
30.667,4.785501911
30.708,4.785501911
30.75,4.785501911
30.792,4.785501911
30.833,4.785501911
30.875,4.785501911
30.917,4.785501911
30.958,4.785501911
31,5.578366133
31.042,5.578366133
31.083,5.578366133
31.125,5.578366133
31.167,5.578366133
31.208,5.578366133
31.25,5.578366133
31.292,5.578366133
31.333,5.578366133
31.375,5.578366133
31.417,5.578366133
31.458,5.578366133
31.5,5.578366133
31.542,5.578366133
31.583,5.578366133
31.625,5.578366133
31.667,5.578366133
31.708,5.578366133
31.75,5.578366133
31.792,5.578366133
31.833,5.578366133
31.875,5.578366133
31.917,5.578366133
31.958,5.578366133
32,4.785501911
32.042,4.785501911
32.083,4.785501911
32.125,4.785501911
32.167,4.785501911
32.208,4.785501911
32.25,4.785501911
32.292,4.785501911
32.333,4.785501911
32.375,4.785501911
32.417,4.785501911
32.458,4.785501911
32.5,4.785501911
32.542,4.785501911
32.583,4.785501911
32.625,4.785501911
32.667,4.785501911
32.708,4.785501911
32.75,4.785501911
32.792,4.785501911
32.833,4.785501911
32.875,4.785501911
32.917,4.785501911
32.958,4.785501911
33,6.852612204
33.042,6.852612204
33.083,6.852612204
33.125,6.852612204
33.167,6.852612204
33.208,6.852612204
33.25,6.852612204
33.292,6.852612204
33.333,6.852612204
33.375,6.852612204
33.417,6.852612204
33.458,6.852612204
33.5,6.852612204
33.542,6.852612204
33.583,6.852612204
33.625,6.852612204
33.667,6.852612204
33.708,6.852612204
33.75,6.852612204
33.792,6.852612204
33.833,6.852612204
33.875,6.852612204
33.917,6.852612204
33.958,6.852612204
34,15.71570154
34.042,15.71570154
34.083,15.71570154
34.125,15.71570154
34.167,15.71570154
34.208,15.71570154
34.25,15.71570154
34.292,15.71570154
34.333,15.71570154
34.375,15.71570154
34.417,15.71570154
34.458,15.71570154
34.5,15.71570154
34.542,15.71570154
34.583,15.71570154
34.625,15.71570154
34.667,15.71570154
34.708,15.71570154
34.75,15.71570154
34.792,15.71570154
34.833,15.71570154
34.875,15.71570154
34.917,15.71570154
34.958,15.71570154
35,21.60555005
35.042,21.60555005
35.083,21.60555005
35.125,21.60555005
35.167,21.60555005
35.208,21.60555005
35.25,21.60555005
35.292,21.60555005
35.333,21.60555005
35.375,21.60555005
35.417,21.60555005
35.458,21.60555005
35.5,21.60555005
35.542,21.60555005
35.583,21.60555005
35.625,21.60555005
35.667,21.60555005
35.708,21.60555005
35.75,21.60555005
35.792,21.60555005
35.833,21.60555005
35.875,21.60555005
35.917,21.60555005
35.958,21.60555005
36,19.31190712
36.042,19.31190712
36.083,19.31190712
36.125,19.31190712
36.167,19.31190712
36.208,19.31190712
36.25,19.31190712
36.292,19.31190712
36.333,19.31190712
36.375,19.31190712
36.417,19.31190712
36.458,19.31190712
36.5,19.31190712
36.542,19.31190712
36.583,19.31190712
36.625,19.31190712
36.667,19.31190712
36.708,19.31190712
36.75,19.31190712
36.792,19.31190712
36.833,19.31190712
36.875,19.31190712
36.917,19.31190712
36.958,19.31190712
37,28.74132805
37.042,28.74132805
37.083,28.74132805
37.125,28.74132805
37.167,28.74132805
37.208,28.74132805
37.25,28.74132805
37.292,28.74132805
37.333,28.74132805
37.375,28.74132805
37.417,28.74132805
37.458,28.74132805
37.5,28.74132805
37.542,28.74132805
37.583,28.74132805
37.625,28.74132805
37.667,28.74132805
37.708,28.74132805
37.75,28.74132805
37.792,28.74132805
37.833,28.74132805
37.875,28.74132805
37.917,28.74132805
37.958,28.74132805
38,39.6432111
38.042,39.6432111
38.083,39.6432111
38.125,39.6432111
38.167,39.6432111
38.208,39.6432111
38.25,39.6432111
38.292,39.6432111
38.333,39.6432111
38.375,39.6432111
38.417,39.6432111
38.458,39.6432111
38.5,39.6432111
38.542,39.6432111
38.583,39.6432111
38.625,39.6432111
38.667,39.6432111
38.708,39.6432111
38.75,39.6432111
38.792,39.6432111
38.833,39.6432111
38.875,39.6432111
38.917,39.6432111
38.958,39.6432111
39,41.20062296
39.042,41.20062296
39.083,41.20062296
39.125,41.20062296
39.167,41.20062296
39.208,41.20062296
39.25,41.20062296
39.292,41.20062296
39.333,41.20062296
39.375,41.20062296
39.417,41.20062296
39.458,41.20062296
39.5,41.20062296
39.542,41.20062296
39.583,41.20062296
39.625,41.20062296
39.667,41.20062296
39.708,41.20062296
39.75,41.20062296
39.792,41.20062296
39.833,41.20062296
39.875,41.20062296
39.917,41.20062296
39.958,41.20062296
40,114.4556138
40.042,114.4556138
40.083,114.4556138
40.125,114.4556138
40.167,114.4556138
40.208,114.4556138
40.25,114.4556138
40.292,114.4556138
40.333,114.4556138
40.375,114.4556138
40.417,114.4556138
40.458,114.4556138
40.5,114.4556138
40.542,114.4556138
40.583,114.4556138
40.625,114.4556138
40.667,114.4556138
40.708,114.4556138
40.75,114.4556138
40.792,114.4556138
40.833,114.4556138
40.875,114.4556138
40.917,114.4556138
40.958,114.4556138
41,61.70182642
41.042,61.70182642
41.083,61.70182642
41.125,61.70182642
41.167,61.70182642
41.208,61.70182642
41.25,61.70182642
41.292,61.70182642
41.333,61.70182642
41.375,61.70182642
41.417,61.70182642
41.458,61.70182642
41.5,61.70182642
41.542,61.70182642
41.583,61.70182642
41.625,61.70182642
41.667,61.70182642
41.708,61.70182642
41.75,61.70182642
41.792,61.70182642
41.833,61.70182642
41.875,61.70182642
41.917,61.70182642
41.958,61.70182642
42,33.44188022
42.042,33.44188022
42.083,33.44188022
42.125,33.44188022
42.167,33.44188022
42.208,33.44188022
42.25,33.44188022
42.292,33.44188022
42.333,33.44188022
42.375,33.44188022
42.417,33.44188022
42.458,33.44188022
42.5,33.44188022
42.542,33.44188022
42.583,33.44188022
42.625,33.44188022
42.667,33.44188022
42.708,33.44188022
42.75,33.44188022
42.792,33.44188022
42.833,33.44188022
42.875,33.44188022
42.917,33.44188022
42.958,33.44188022
43,23.55939403
43.042,23.55939403
43.083,23.55939403
43.125,23.55939403
43.167,23.55939403
43.208,23.55939403
43.25,23.55939403
43.292,23.55939403
43.333,23.55939403
43.375,23.55939403
43.417,23.55939403
43.458,23.55939403
43.5,23.55939403
43.542,23.55939403
43.583,23.55939403
43.625,23.55939403
43.667,23.55939403
43.708,23.55939403
43.75,23.55939403
43.792,23.55939403
43.833,23.55939403
43.875,23.55939403
43.917,23.55939403
43.958,23.55939403
44,18.23587711
44.042,18.23587711
44.083,18.23587711
44.125,18.23587711
44.167,18.23587711
44.208,18.23587711
44.25,18.23587711
44.292,18.23587711
44.333,18.23587711
44.375,18.23587711
44.417,18.23587711
44.458,18.23587711
44.5,18.23587711
44.542,18.23587711
44.583,18.23587711
44.625,18.23587711
44.667,18.23587711
44.708,18.23587711
44.75,18.23587711
44.792,18.23587711
44.833,18.23587711
44.875,18.23587711
44.917,18.23587711
44.958,18.23587711
45,16.08381707
45.042,16.08381707
45.083,16.08381707
45.125,16.08381707
45.167,16.08381707
45.208,16.08381707
45.25,16.08381707
45.292,16.08381707
45.333,16.08381707
45.375,16.08381707
45.417,16.08381707
45.458,16.08381707
45.5,16.08381707
45.542,16.08381707
45.583,16.08381707
45.625,16.08381707
45.667,16.08381707
45.708,16.08381707
45.75,16.08381707
45.792,16.08381707
45.833,16.08381707
45.875,16.08381707
45.917,16.08381707
45.958,16.08381707
46,14.01670678
46.042,14.01670678
46.083,14.01670678
46.125,14.01670678
46.167,14.01670678
46.208,14.01670678
46.25,14.01670678
46.292,14.01670678
46.333,14.01670678
46.375,14.01670678
46.417,14.01670678
46.458,14.01670678
46.5,14.01670678
46.542,14.01670678
46.583,14.01670678
46.625,14.01670678
46.667,14.01670678
46.708,14.01670678
46.75,14.01670678
46.792,14.01670678
46.833,14.01670678
46.875,14.01670678
46.917,14.01670678
46.958,14.01670678
47,27.89183067
47.042,27.89183067
47.083,27.89183067
47.125,27.89183067
47.167,27.89183067
47.208,27.89183067
47.25,27.89183067
47.292,27.89183067
47.333,27.89183067
47.375,27.89183067
47.417,27.89183067
47.458,27.89183067
47.5,27.89183067
47.542,27.89183067
47.583,27.89183067
47.625,27.89183067
47.667,27.89183067
47.708,27.89183067
47.75,27.89183067
47.792,27.89183067
47.833,27.89183067
47.875,27.89183067
47.917,27.89183067
47.958,27.89183067
48,23.70097692
48.042,23.70097692
48.083,23.70097692
48.125,23.70097692
48.167,23.70097692
48.208,23.70097692
48.25,23.70097692
48.292,23.70097692
48.333,23.70097692
48.375,23.70097692
48.417,23.70097692
48.458,23.70097692
48.5,23.70097692
48.542,23.70097692
48.583,23.70097692
48.625,23.70097692
48.667,23.70097692
48.708,23.70097692
48.75,23.70097692
48.792,23.70097692
48.833,23.70097692
48.875,23.70097692
48.917,23.70097692
48.958,23.70097692
49,20.75605267
49.042,20.75605267
49.083,20.75605267
49.125,20.75605267
49.167,20.75605267
49.208,20.75605267
49.25,20.75605267
49.292,20.75605267
49.333,20.75605267
49.375,20.75605267
49.417,20.75605267
49.458,20.75605267
49.5,20.75605267
49.542,20.75605267
49.583,20.75605267
49.625,20.75605267
49.667,20.75605267
49.708,20.75605267
49.75,20.75605267
49.792,20.75605267
49.833,20.75605267
49.875,20.75605267
49.917,20.75605267
49.958,20.75605267
50,23.89919298
50.042,23.89919298
50.083,23.89919298
50.125,23.89919298
50.167,23.89919298
50.208,23.89919298
50.25,23.89919298
50.292,23.89919298
50.333,23.89919298
50.375,23.89919298
50.417,23.89919298
50.458,23.89919298
50.5,23.89919298
50.542,23.89919298
50.583,23.89919298
50.625,23.89919298
50.667,23.89919298
50.708,23.89919298
50.75,23.89919298
50.792,23.89919298
50.833,23.89919298
50.875,23.89919298
50.917,23.89919298
50.958,23.89919298
51,30.10052386
51.042,30.10052386
51.083,30.10052386
51.125,30.10052386
51.167,30.10052386
51.208,30.10052386
51.25,30.10052386
51.292,30.10052386
51.333,30.10052386
51.375,30.10052386
51.417,30.10052386
51.458,30.10052386
51.5,30.10052386
51.542,30.10052386
51.583,30.10052386
51.625,30.10052386
51.667,30.10052386
51.708,30.10052386
51.75,30.10052386
51.792,30.10052386
51.833,30.10052386
51.875,30.10052386
51.917,30.10052386
51.958,30.10052386
52,31.40308651
52.042,31.40308651
52.083,31.40308651
52.125,31.40308651
52.167,31.40308651
52.208,31.40308651
52.25,31.40308651
52.292,31.40308651
52.333,31.40308651
52.375,31.40308651
52.417,31.40308651
52.458,31.40308651
52.5,31.40308651
52.542,31.40308651
52.583,31.40308651
52.625,31.40308651
52.667,31.40308651
52.708,31.40308651
52.75,31.40308651
52.792,31.40308651
52.833,31.40308651
52.875,31.40308651
52.917,31.40308651
52.958,31.40308651
53,23.02137902
53.042,23.02137902
53.083,23.02137902
53.125,23.02137902
53.167,23.02137902
53.208,23.02137902
53.25,23.02137902
53.292,23.02137902
53.333,23.02137902
53.375,23.02137902
53.417,23.02137902
53.458,23.02137902
53.5,23.02137902
53.542,23.02137902
53.583,23.02137902
53.625,23.02137902
53.667,23.02137902
53.708,23.02137902
53.75,23.02137902
53.792,23.02137902
53.833,23.02137902
53.875,23.02137902
53.917,23.02137902
53.958,23.02137902
54,17.35806315
54.042,17.35806315
54.083,17.35806315
54.125,17.35806315
54.167,17.35806315
54.208,17.35806315
54.25,17.35806315
54.292,17.35806315
54.333,17.35806315
54.375,17.35806315
54.417,17.35806315
54.458,17.35806315
54.5,17.35806315
54.542,17.35806315
54.583,17.35806315
54.625,17.35806315
54.667,17.35806315
54.708,17.35806315
54.75,17.35806315
54.792,17.35806315
54.833,17.35806315
54.875,17.35806315
54.917,17.35806315
54.958,17.35806315
55,14.63967153
55.042,14.63967153
55.083,14.63967153
55.125,14.63967153
55.167,14.63967153
55.208,14.63967153
55.25,14.63967153
55.292,14.63967153
55.333,14.63967153
55.375,14.63967153
55.417,14.63967153
55.458,14.63967153
55.5,14.63967153
55.542,14.63967153
55.583,14.63967153
55.625,14.63967153
55.667,14.63967153
55.708,14.63967153
55.75,14.63967153
55.792,14.63967153
55.833,14.63967153
55.875,14.63967153
55.917,14.63967153
55.958,14.63967153
56,13.1672094
56.042,13.1672094
56.083,13.1672094
56.125,13.1672094
56.167,13.1672094
56.208,13.1672094
56.25,13.1672094
56.292,13.1672094
56.333,13.1672094
56.375,13.1672094
56.417,13.1672094
56.458,13.1672094
56.5,13.1672094
56.542,13.1672094
56.583,13.1672094
56.625,13.1672094
56.667,13.1672094
56.708,13.1672094
56.75,13.1672094
56.792,13.1672094
56.833,13.1672094
56.875,13.1672094
56.917,13.1672094
56.958,13.1672094
57,11.32663174
57.042,11.32663174
57.083,11.32663174
57.125,11.32663174
57.167,11.32663174
57.208,11.32663174
57.25,11.32663174
57.292,11.32663174
57.333,11.32663174
57.375,11.32663174
57.417,11.32663174
57.458,11.32663174
57.5,11.32663174
57.542,11.32663174
57.583,11.32663174
57.625,11.32663174
57.667,11.32663174
57.708,11.32663174
57.75,11.32663174
57.792,11.32663174
57.833,11.32663174
57.875,11.32663174
57.917,11.32663174
57.958,11.32663174
58,10.73198358
58.042,10.73198358
58.083,10.73198358
58.125,10.73198358
58.167,10.73198358
58.208,10.73198358
58.25,10.73198358
58.292,10.73198358
58.333,10.73198358
58.375,10.73198358
58.417,10.73198358
58.458,10.73198358
58.5,10.73198358
58.542,10.73198358
58.583,10.73198358
58.625,10.73198358
58.667,10.73198358
58.708,10.73198358
58.75,10.73198358
58.792,10.73198358
58.833,10.73198358
58.875,10.73198358
58.917,10.73198358
58.958,10.73198358
59,9.287838029
59.042,9.287838029
59.083,9.287838029
59.125,9.287838029
59.167,9.287838029
59.208,9.287838029
59.25,9.287838029
59.292,9.287838029
59.333,9.287838029
59.375,9.287838029
59.417,9.287838029
59.458,9.287838029
59.5,9.287838029
59.542,9.287838029
59.583,9.287838029
59.625,9.287838029
59.667,9.287838029
59.708,9.287838029
59.75,9.287838029
59.792,9.287838029
59.833,9.287838029
59.875,9.287838029
59.917,9.287838029
59.958,9.287838029
60,10.16565199
60.042,10.16565199
60.083,10.16565199
60.125,10.16565199
60.167,10.16565199
60.208,10.16565199
60.25,10.16565199
60.292,10.16565199
60.333,10.16565199
60.375,10.16565199
60.417,10.16565199
60.458,10.16565199
60.5,10.16565199
60.542,10.16565199
60.583,10.16565199
60.625,10.16565199
60.667,10.16565199
60.708,10.16565199
60.75,10.16565199
60.792,10.16565199
60.833,10.16565199
60.875,10.16565199
60.917,10.16565199
60.958,10.16565199
61,9.401104347
61.042,9.401104347
61.083,9.401104347
61.125,9.401104347
61.167,9.401104347
61.208,9.401104347
61.25,9.401104347
61.292,9.401104347
61.333,9.401104347
61.375,9.401104347
61.417,9.401104347
61.458,9.401104347
61.5,9.401104347
61.542,9.401104347
61.583,9.401104347
61.625,9.401104347
61.667,9.401104347
61.708,9.401104347
61.75,9.401104347
61.792,9.401104347
61.833,9.401104347
61.875,9.401104347
61.917,9.401104347
61.958,9.401104347
62,9.25952145
62.042,9.25952145
62.083,9.25952145
62.125,9.25952145
62.167,9.25952145
62.208,9.25952145
62.25,9.25952145
62.292,9.25952145
62.333,9.25952145
62.375,9.25952145
62.417,9.25952145
62.458,9.25952145
62.5,9.25952145
62.542,9.25952145
62.583,9.25952145
62.625,9.25952145
62.667,9.25952145
62.708,9.25952145
62.75,9.25952145
62.792,9.25952145
62.833,9.25952145
62.875,9.25952145
62.917,9.25952145
62.958,9.25952145
63,9.627636981
63.042,9.627636981
63.083,9.627636981
63.125,9.627636981
63.167,9.627636981
63.208,9.627636981
63.25,9.627636981
63.292,9.627636981
63.333,9.627636981
63.375,9.627636981
63.417,9.627636981
63.458,9.627636981
63.5,9.627636981
63.542,9.627636981
63.583,9.627636981
63.625,9.627636981
63.667,9.627636981
63.708,9.627636981
63.75,9.627636981
63.792,9.627636981
63.833,9.627636981
63.875,9.627636981
63.917,9.627636981
63.958,9.627636981
64,9.287838029
64.042,9.287838029
64.083,9.287838029
64.125,9.287838029
64.167,9.287838029
64.208,9.287838029
64.25,9.287838029
64.292,9.287838029
64.333,9.287838029
64.375,9.287838029
64.417,9.287838029
64.458,9.287838029
64.5,9.287838029
64.542,9.287838029
64.583,9.287838029
64.625,9.287838029
64.667,9.287838029
64.708,9.287838029
64.75,9.287838029
64.792,9.287838029
64.833,9.287838029
64.875,9.287838029
64.917,9.287838029
64.958,9.287838029
65,8.268441172
65.042,8.268441172
65.083,8.268441172
65.125,8.268441172
