$Trinity Lake qdt year 2017 YC 08/25/22,
19.708,-0.548676394
19.75,-0.548676394
19.792,-162.3816764
19.833,-0.548676394
19.875,36.24432361
19.917,74.58932361
19.958,50.42932361
20,24.04432212
20.042,7.11832212
20.083,-15.02867788
20.125,11.66032212
20.167,125.3523221
20.208,-0.547677878
20.25,-0.547677878
20.292,141.1153221
20.333,-76.03167788
20.375,2.489322122
20.417,-14.27467788
20.458,-35.34667788
20.5,-0.547677878
20.542,46.97132212
20.583,-0.547677878
20.625,-0.547677878
20.667,27.12132212
20.708,-7.197677878
20.75,-193.6676779
20.792,-0.547677878
20.833,29.23832212
20.875,27.95632212
20.917,10.14232212
20.958,29.12032212
21,24.62413265
21.042,0.921132647
21.083,-101.7118674
21.125,0.921132647
21.167,2.824132647
21.208,10.23013265
21.25,50.10513265
21.292,6.884132647
21.333,-3.611867353
21.375,0.921132647
21.417,0.921132647
21.458,0.921132647
21.5,0.921132647
21.542,0.921132647
21.583,-13.16286735
21.625,-45.23086735
21.667,0.921132647
21.708,0.921132647
21.75,0.921132647
21.792,-12.63386735
21.833,0.921132647
21.875,0.921132647
21.917,0.921132647
21.958,24.46813265
22,31.91344523
22.042,127.2484452
22.083,-0.308554767
22.125,10.38344523
22.167,16.61644523
22.208,140.5464452
22.25,-0.308554767
22.292,-0.308554767
22.333,-0.308554767
22.375,6.831445233
22.417,8.931445233
22.458,9.87544523
22.5,2.209445233
22.542,7.284445233
22.583,-0.308554767
22.625,-0.308554767
22.667,-0.308554767
22.708,-0.308554767
22.75,-0.308554767
22.792,-164.8885548
22.833,-0.308554767
22.875,-0.308554767
22.917,41.91244523
22.958,-57.11055477
23,-1.180095462
23.042,-1.180095462
23.083,14.44590454
23.125,19.88690454
23.167,-1.180095462
23.208,-1.180095462
23.25,-1.180095462
23.292,14.38690454
23.333,33.51490454
23.375,-1.180095462
23.417,-1.180095462
23.458,-1.180095462
23.5,-1.180095462
23.542,33.97390454
23.583,-1.180095462
23.625,-1.180095462
23.667,-1.180095462
23.708,5.261904538
23.75,-1.180095462
23.792,-91.53509546
23.833,-1.180095462
23.875,-1.180095462
23.917,34.44790454
23.958,-1.180095462
24,-0.033929968
24.042,3.158070032
24.083,-0.033929968
24.125,-0.033929968
24.167,-0.033929968
24.208,-0.033929968
24.25,90.17607003
24.292,-0.033929968
24.333,-0.033929968
24.375,-34.96892997
24.417,-0.033929968
24.458,-17.27392997
24.5,-0.033929968
24.542,-35.99592997
24.583,-0.033929968
24.625,-0.033929968
24.667,-0.033929968
24.708,-80.14692997
24.75,-0.033929968
24.792,-0.033929968
24.833,-0.033929968
24.875,73.24007003
24.917,-0.033929968
24.958,6.848070032
25,0.738372375
25.042,6.775372375
25.083,0.738372375
25.125,9.199372375
25.167,127.0323724
25.208,0.046372375
25.25,-104.1106276
25.292,0.738372375
25.333,0.738372375
25.375,0.738372375
25.417,124.7793724
25.458,0.738372375
25.5,-82.66562763
25.542,0.738372375
25.583,0.738372375
25.625,0.738372375
25.667,0.738372375
25.708,-55.11962763
25.75,-41.40862763
25.792,11.04837238
25.833,0.738372375
25.875,0.738372375
25.917,102.2093724
25.958,0.738372375
26,14.70959348
26.042,0.073593478
26.083,41.28959348
26.125,-2.497406522
26.167,0.073593478
26.208,0.073593478
26.25,13.84959348
26.292,0.073593478
26.333,-18.85140652
26.375,0.073593478
26.417,0.073593478
26.458,0.073593478
26.5,0.073593478
26.542,0.073593478
26.583,0.073593478
26.625,0.073593478
26.667,-17.11940652
26.708,-73.33640652
26.75,-39.48140652
26.792,-5.074406522
26.833,0.073593478
26.875,0.073593478
26.917,0.073593478
26.958,32.23059348
27,-1.094703578
27.042,79.34829642
27.083,-1.094703578
27.125,-17.06470358
27.167,-1.094703578
27.208,-1.094703578
27.25,14.91129642
27.292,-1.094703578
27.333,-22.75870358
27.375,-1.094703578
27.417,-1.094703578
27.458,-1.094703578
27.5,-1.094703578
27.542,-1.094703578
27.583,-1.094703578
27.625,-1.094703578
27.667,-1.094703578
27.708,-1.094703578
27.75,-1.094703578
27.792,-34.48470358
27.833,-1.094703578
27.875,-1.094703578
27.917,-1.094703578
27.958,19.08529642
28,1.015285631
28.042,1.015285631
28.083,9.605285631
28.125,1.015285631
28.167,1.015285631
28.208,1.015285631
28.25,1.015285631
28.292,1.015285631
28.333,1.015285631
28.375,1.015285631
28.417,1.015285631
28.458,1.015285631
28.5,1.015285631
28.542,1.015285631
28.583,1.015285631
28.625,7.521285631
28.667,1.015285631
28.708,1.015285631
28.75,1.015285631
28.792,-14.47071437
28.833,1.015285631
28.875,1.015285631
28.917,1.015285631
28.958,1.015285631
29,-20.42979145
29.042,-1.740791449
29.083,-1.740791449
29.125,-18.42679145
29.167,-1.740791449
29.208,-1.740791449
29.25,-22.06179145
29.292,-1.740791449
29.333,-1.740791449
29.375,5.978208551
29.417,-1.740791449
29.458,-1.740791449
29.5,-1.740791449
29.542,-1.740791449
29.583,35.72120855
29.625,-1.740791449
29.667,9.457208551
29.708,-1.740791449
29.75,-1.740791449
29.792,-1.740791449
29.833,-22.33079145
29.875,-44.87679145
29.917,-1.740791449
29.958,146.9342086
30,0.04738071
30.042,0.04738071
30.083,-101.3436193
30.125,0.04738071
30.167,0.04738071
30.208,0.04738071
30.25,0.04738071
30.292,0.04738071
30.333,0.04738071
30.375,-62.44061929
30.417,0.04738071
30.458,0.04738071
30.5,78.28238071
30.542,0.04738071
30.583,89.41038071
30.625,0.04738071
30.667,-37.07261929
30.708,0.04738071
30.75,0.04738071
30.792,0.04738071
30.833,0.04738071
30.875,0.04738071
30.917,0.04738071
30.958,0.04738071
31,-41.60476262
31.042,-98.01776262
31.083,6.833237382
31.125,118.0112374
31.167,-0.056762618
31.208,-12.09676262
31.25,-0.056762618
31.292,-0.056762618
31.333,-6.096762618
31.375,-0.056762618
31.417,-0.056762618
31.458,-11.58676262
31.5,-0.056762618
31.542,-0.056762618
31.583,17.24923738
31.625,-0.056762618
31.667,-29.29376262
31.708,-0.056762618
31.75,-0.056762618
31.792,-0.056762618
31.833,-92.84176262
31.875,-0.056762618
31.917,176.9632374
31.958,-0.056762618
32,-54.19103373
32.042,-74.79103373
32.083,0.799966269
32.125,86.03996627
32.167,0.799966269
32.208,0.799966269
32.25,-52.47303373
32.292,-36.12503373
32.333,0.799966269
32.375,0.799966269
32.417,0.799966269
32.458,-56.13503373
32.5,1.785966269
32.542,175.2769663
32.583,0.799966269
32.625,-28.59403373
32.667,-76.87603373
32.708,0.799966269
32.75,0.799966269
32.792,0.799966269
32.833,0.799966269
32.875,0.799966269
32.917,3.722966269
32.958,0.799966269
33,0.117945821
33.042,0.117945821
33.083,0.117945821
33.125,10.26394582
33.167,0.117945821
33.208,0.117945821
33.25,122.9699458
33.292,0.117945821
33.333,19.89494582
33.375,-14.68805418
33.417,0.117945821
33.458,0.117945821
33.5,-75.81405418
33.542,0.117945821
33.583,86.92994582
33.625,0.117945821
33.667,-81.39105418
33.708,-71.17605418
33.75,0.117945821
33.792,0.117945821
33.833,0.117945821
33.875,0.117945821
33.917,61.80694582
33.958,0.117945821
34,-9.429609
34.042,-22.281609
34.083,-176.944609
34.125,-50.993609
34.167,31.553391
34.208,-12.837609
34.25,-149.426609
34.292,-26.577609
34.333,-15.430609
34.375,-48.238609
34.417,-0.800609003
34.458,-17.987609
34.5,13.455391
34.542,219.157391
34.583,-0.800609003
34.625,-0.800609003
34.667,-54.933609
34.708,-86.547609
34.75,22.384391
34.792,192.903391
34.833,168.010391
34.875,-101.692609
34.917,63.792391
34.958,230.066391
35,0.002219529
35.042,28.33521953
35.083,-28.58978047
35.125,0.002219529
35.167,32.12921953
35.208,-7.647780471
35.25,0.891219529
35.292,0.002219529
35.333,0.002219529
35.375,3.617219529
35.417,87.50121953
35.458,0.002219529
35.5,0.002219529
35.542,61.63021953
35.583,0.002219529
35.625,0.002219529
35.667,-42.55778047
35.708,0.002219529
35.75,0.002219529
35.792,-26.88578047
35.833,0.002219529
35.875,0.002219529
35.917,-77.94178047
35.958,12.18521953
36,117.0613515
36.042,0.805351492
36.083,-19.11964851
36.125,0.805351492
36.167,0.805351492
36.208,0.805351492
36.25,0.805351492
36.292,0.805351492
36.333,0.805351492
36.375,0.805351492
36.417,-106.5406485
36.458,0.805351492
36.5,0.805351492
36.542,0.805351492
36.583,-71.19264851
36.625,-91.52164851
36.667,19.05835149
36.708,0.805351492
36.75,0.805351492
36.792,0.805351492
36.833,64.24735149
36.875,74.37635149
36.917,37.60735149
36.958,102.3583515
37,46.72266739
37.042,-1.097332612
37.083,-74.02133261
37.125,-1.097332612
37.167,-13.19733261
37.208,-1.097332612
37.25,32.67966739
37.292,-1.097332612
37.333,24.93866739
37.375,66.97666739
37.417,37.63166739
37.458,-1.097332612
37.5,-19.43033261
37.542,7.82866739
37.583,-9.874332612
37.625,-1.097332612
37.667,-55.58333261
37.708,-1.097332612
37.75,-1.097332612
37.792,-12.87533261
37.833,-1.097332612
37.875,-145.1303326
37.917,-1.097332612
37.958,176.1696674
38,1.313124331
38.042,1.313124331
38.083,-57.36587567
38.125,-70.32787567
38.167,1.313124331
38.208,105.3751243
38.25,132.6801243
38.292,46.86812433
38.333,57.38512433
38.375,-81.38387567
38.417,1.313124331
38.458,90.41512433
38.5,1.313124331
38.542,24.12712433
38.583,69.60812433
38.625,-28.45387567
38.667,-81.38387567
38.708,-72.27787567
38.75,5.720124331
38.792,1.313124331
38.833,1.313124331
38.875,-100.6298757
38.917,1.313124331
38.958,1.313124331
39,-15.11864692
39.042,-86.03664692
39.083,-143.1236469
39.125,-137.9366469
39.167,-71.15464692
39.208,-70.25964692
39.25,-53.14164692
39.292,-71.80564692
39.333,-79.92564692
39.375,-237.1086469
39.417,-96.33564692
39.458,10.81535308
39.5,-1.964646922
39.542,-52.29664692
39.583,-69.07464692
39.625,-1.964646922
39.667,22.05435308
39.708,92.67235308
39.75,111.1063531
39.792,96.95935308
39.833,88.07035308
39.875,186.9153531
39.917,334.5043531
39.958,60.73735308
40,1.702047436
40.042,-912.3519526
40.083,-475.1759526
40.125,-546.6399526
40.167,-517.6319526
40.208,-251.7369526
40.25,-360.4379526
40.292,-156.3729526
40.333,-149.9239526
40.375,61.98604744
40.417,182.1600474
40.458,257.0920474
40.5,626.7240474
40.542,900.9040474
40.583,455.7280474
40.625,303.0100474
40.667,289.8160474
40.708,508.2830474
40.75,204.1800474
40.792,104.9590474
40.833,-290.2919526
40.875,1.702047436
40.917,-176.4989526
40.958,-38.85795256
41,28.30811629
41.042,580.1751163
41.083,432.1421163
41.125,92.41211629
41.167,162.0891163
41.208,159.1241163
41.25,-86.0878837
41.292,5.040116285
41.333,16.70711628
41.375,62.29611629
41.417,-91.89188372
41.458,1.97611628
41.5,-15.58888372
41.542,-40.84688372
41.583,-363.5438837
41.625,-223.3558837
41.667,-8.033883715
41.708,-23.51488372
41.75,-142.8138837
41.792,-119.0908837
41.833,-138.7708837
41.875,-210.0518837
41.917,-174.9718837
41.958,-163.1278837
42,0.042470904
42.042,75.1144709
42.083,0.042470904
42.125,36.2384709
42.167,220.7354709
42.208,-67.7705291
42.25,-18.0685291
42.292,-54.2525291
42.333,40.7454709
42.375,-10.8025291
42.417,-31.6285291
42.458,-27.1045291
42.5,-30.6975291
42.542,4.774470904
42.583,0.042470904
42.625,0.042470904
42.667,-160.4325291
42.708,6.731470904
42.75,18.1534709
42.792,0.042470904
42.833,-35.2525291
42.875,0.042470904
42.917,-102.2675291
42.958,0.042470904
43,-234.8912702
43.042,-1.451270199
43.083,99.8797298
43.125,-1.451270199
43.167,-1.451270199
43.208,-1.451270199
43.25,-1.451270199
43.292,-1.451270199
43.333,-1.451270199
43.375,-1.451270199
43.417,-1.451270199
43.458,-1.451270199
43.5,-1.451270199
43.542,-1.451270199
43.583,-1.451270199
43.625,-1.451270199
43.667,-1.451270199
43.708,-90.1662702
43.75,-1.451270199
43.792,-1.451270199
43.833,19.1797298
43.875,-1.451270199
43.917,-84.8722702
43.958,-1.451270199
44,0.204142038
44.042,-1.721857962
44.083,-22.53585796
44.125,7.669142038
44.167,0.204142038
44.208,0.204142038
44.25,0.204142038
44.292,-7.740857962
44.333,17.39014204
44.375,0.204142038
44.417,0.204142038
44.458,-16.87785796
44.5,-29.94285796
44.542,1.671142038
44.583,0.204142038
44.625,0.204142038
44.667,0.204142038
44.708,0.204142038
44.75,-4.334857962
44.792,-1.756857962
44.833,-18.91185796
44.875,-30.43385796
44.917,0.204142038
44.958,-8.11985796
45,-0.71440473
45.042,-1.782404726
45.083,0.143595274
45.125,-33.45740473
45.167,-8.079404726
45.208,0.143595274
45.25,0.143595274
45.292,-3.486404726
45.333,-136.8164047
45.375,0.143595274
45.417,126.5095953
45.458,-21.48640473
45.5,0.069595274
45.542,-15.68040473
45.583,0.143595274
45.625,0.143595274
45.667,-68.16140473
45.708,-11.63440473
45.75,3.777595274
45.792,31.17959527
45.833,-0.399404726
45.875,-16.06440473
45.917,-133.1994047
45.958,5.539595274
46,0.183202625
46.042,27.66420263
46.083,-42.06679738
46.125,41.13220263
46.167,11.05620263
46.208,4.71620263
46.25,10.18320263
46.292,17.44220263
46.333,0.183202625
46.375,0.183202625
46.417,34.81420263
46.458,0.183202625
46.5,0.183202625
46.542,0.183202625
46.583,-98.48079738
46.625,-20.70779738
46.667,0.332202625
46.708,0.183202625
46.75,0.183202625
46.792,0.183202625
46.833,8.598202625
46.875,-12.20179738
46.917,0.183202625
46.958,0.183202625
47,-219.8491169
47.042,37.5218831
47.083,4.1968831
47.125,-22.7651169
47.167,-1.728116904
47.208,-110.4491169
47.25,-1.728116904
47.292,-1.728116904
47.333,-1.728116904
47.375,60.4508831
47.417,46.2728831
47.458,47.0858831
47.5,-1.728116904
47.542,61.8258831
47.583,-6.393116904
47.625,5.677883096
47.667,34.2748831
47.708,-6.913116904
47.75,-194.9201169
47.792,-1.728116904
47.833,82.0478831
47.875,-12.7501169
47.917,-1.728116904
47.958,-1.728116904
48,20.76152024
48.042,0.50552024
48.083,6.06052024
48.125,-40.54947976
48.167,0.50552024
48.208,19.58752024
48.25,0.50552024
48.292,-33.64947976
48.333,-165.3424798
48.375,0.50552024
48.417,78.18952024
48.458,97.08452024
48.5,0.50552024
48.542,-73.19647976
48.583,0.50552024
48.625,-124.3774798
48.667,0.50552024
48.708,0.50552024
48.75,-67.64947976
48.792,-41.93747976
48.833,-60.38747976
48.875,0.50552024
48.917,131.8555202
48.958,0.50552024
49,17.11007663
49.042,-0.370923371
49.083,-1.333923371
49.125,-0.370923371
49.167,-0.370923371
49.208,-12.34692337
49.25,3.325076629
49.292,-0.370923371
49.333,-0.370923371
49.375,-0.370923371
49.417,-0.370923371
49.458,73.08607663
49.5,-0.370923371
49.542,-10.43592337
49.583,-66.81392337
49.625,-124.6849234
49.667,18.61107663
49.708,-0.370923371
49.75,-0.370923371
49.792,-148.6689234
49.833,11.03607663
49.875,-0.370923371
49.917,-0.370923371
49.958,-0.370923371
50,-9.028968085
50.042,-0.334968085
50.083,-0.334968085
50.125,-92.88496809
50.167,-69.96996809
50.208,-65.37096809
50.25,-0.334968085
50.292,-0.334968085
50.333,53.87503192
50.375,-23.01496809
50.417,-73.83796809
50.458,-0.334968085
50.5,-0.334968085
50.542,0.628031915
50.583,-0.334968085
50.625,-0.334968085
50.667,-0.334968085
50.708,-0.334968085
50.75,-53.43496809
50.792,20.10903192
50.833,-0.334968085
50.875,-0.334968085
50.917,-0.334968085
50.958,83.25303192
51,-2.452320872
51.042,-2.452320872
51.083,-39.63632087
51.125,-2.452320872
51.167,-2.452320872
51.208,-2.452320872
51.25,-84.88732087
51.292,-2.452320872
51.333,-96.30232087
51.375,-26.21532087
51.417,-2.452320872
51.458,-2.452320872
51.5,-75.50932087
51.542,-2.452320872
51.583,-82.37632087
51.625,-21.00032087
51.667,-2.452320872
51.708,-2.452320872
51.75,-1.818320872
51.792,36.90167913
51.833,-2.452320872
51.875,-12.86432087
51.917,-2.452320872
51.958,60.72067913
52,105.4432975
52.042,130.2222975
52.083,-21.25570249
52.125,-45.4267025
52.167,-85.41070249
52.208,55.77829751
52.25,29.85629751
52.292,260.3672975
52.333,1.040297514
52.375,-18.00370249
52.417,-1.181702486
52.458,-101.6307025
52.5,1.040297514
52.542,3.410297514
52.583,-0.297702486
52.625,-39.43470249
52.667,-4.201702486
52.708,-26.51670249
52.75,-156.2157025
52.792,58.07629751
52.833,1.040297514
52.875,-158.8437025
52.917,0.966297514
52.958,1.040297514
53,-124.6148291
53.042,0.790170939
53.083,94.56517094
53.125,-38.91382906
53.167,0.790170939
53.208,0.790170939
53.25,-67.28482906
53.292,0.790170939
53.333,0.790170939
53.375,0.790170939
53.417,0.790170939
53.458,-42.59382906
53.5,0.790170939
53.542,0.790170939
53.583,-17.94982906
53.625,-94.32282906
53.667,-109.3328291
53.708,30.56517094
53.75,124.3431709
53.792,-24.46882906
53.833,-20.76482906
53.875,-166.9898291
53.917,0.790170939
53.958,0.790170939
54,49.29208375
54.042,-14.78791625
54.083,-12.04691625
54.125,-6.411916249
54.167,0.175083751
54.208,0.175083751
54.25,0.175083751
54.292,-71.00891625
54.333,9.581083751
54.375,0.175083751
54.417,0.175083751
54.458,40.65008375
54.5,32.94808375
54.542,0.175083751
54.583,-28.93391625
54.625,0.175083751
54.667,-31.15591625
54.708,0.175083751
54.75,0.175083751
54.792,0.175083751
54.833,0.175083751
54.875,0.175083751
54.917,-76.93691625
54.958,0.175083751
55,14.97957224
55.042,-0.058427756
55.083,-128.3514278
55.125,-0.058427756
55.167,3.768572244
55.208,-0.058427756
55.25,33.33757224
55.292,27.12657224
55.333,-0.058427756
55.375,0.163572244
55.417,12.16557224
55.458,17.49657224
55.5,-5.495427756
55.542,-0.058427756
55.583,-95.46342776
55.625,-94.95542776
55.667,-0.058427756
55.708,-0.058427756
55.75,68.28557224
55.792,-0.058427756
55.833,-0.058427756
55.875,-0.058427756
55.917,-0.058427756
55.958,-0.058427756
56,-2.713406407
56.042,-2.713406407
56.083,-2.713406407
56.125,-2.713406407
56.167,-2.713406407
56.208,-2.713406407
56.25,12.40859359
56.292,46.10059359
56.333,-2.713406407
56.375,-2.713406407
56.417,-2.713406407
56.458,-101.3384064
56.5,-2.713406407
56.542,-2.713406407
56.583,-65.89740641
56.625,-2.713406407
56.667,-2.713406407
56.708,-2.713406407
56.75,-40.41040641
